"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"60604200000280","Nodes","Logger 8875, Corrennie Circle","21.000000","27.912849","Val Log Cath","Known Flow","389009.487109","813432.242630","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604200000185","Nodes","185","21.000000","28.194692","DDS demands","Known Flow","389038.247017","813433.873552","","0.000000","","","","","","-10.899999","","","","","","","-9.746974","-10.899999","","","","","","","","D1 PROFILE","","","","","",""
"60604200000072","Nodes","72","21.000000","32.689621","DDS demands","Known Flow","388552.621885","812104.623191","","0.000000","-2.049999","","","","","","","","","","","","-1.833146","-2.049999","","","C1 PROFILE","","","","","","","","","","",""
"60604200000282","Nodes","Logger 10175, Wellheads Dr","21.000000","32.761776","Val Log Post","Known Flow","388504.794132","812221.514677","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604200000144","Nodes","144","21.000000","33.310894","DDS demands","Known Flow","389004.372007","813043.873446","","0.000000","","","","","","-8.550000","","","","","","","-7.645563","-8.550000","","","","","","","","D1 PROFILE","","","","","",""
"60604200000283","Nodes","Logger 10158, Berrywell Walk","21.000000","34.242588","Val Log Cath","Known Flow","389035.959358","813035.001441","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604200000145","Nodes","145","21.000000","35.693793","DDS demands","Known Flow","389089.122031","812999.373434","","0.000000","","","","","","-7.840000","","","","","","","-7.010668","-7.840000","","","","","","","","D1 PROFILE","","","","","",""
"60604210000152","Nodes","10000152","21.000000","37.925057","DDS demands","Known Flow","388918.380795","812405.356598","","0.000000","","","","","","-13.999999","","","","","","","-12.519050","-13.999999","","","","","","","","D1 PROFILE","","","","","",""
"60604200001001","Nodes","Logger 10242, Glenholme Crescent","21.000000","35.848331","Val Log Cath","Known Flow","388895.918480","812501.567630","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604210000165","Nodes","165","21.000000","37.429970","DDS demands","Known Flow","388959.757503","812559.268551","","0.000000","","","","","","-8.560000","","","","","","","-7.654505","-8.560000","","","","","","","","D1 PROFILE","","","","","",""
"60604200000329","Nodes","329","21.000000","22.917332","DDS demands","Known Flow","388331.824080","813465.318225","","0.000000","-57.799997","","","","","","","","","","","","-51.685794","-57.799997","","","C1 PROFILE","","","","","","","","","","",""
"60604200000114","Nodes","P00075578, Lawson Drive, 72.4","22.999998","23.197937","CSEP DDS Matched","Known Flow","388503.621871","813274.123509","","0.000000","","","","","-72.279998","","-2.400000","","","","","","-66.780194","-74.679999","","","","","","","CC PROFILE","","DC PROFILE","","","","",""
"60604200000300","Nodes","300","21.000000","23.411774","Default Known Flow Node","Known Flow","388495.638905","813268.258560","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604200000265","Nodes","2228","21.000000","33.023035","DDS demands","Known Flow","388674.994665","812318.374809","","0.000000","","","","","","-2.289999","","","-15.999999","","","","-16.355245","-18.289999","","","","","","","","D1 PROFILE","","","I2 PROFILE","","",""
"60604200000037","Nodes","37","21.000000","42.763925","DDS demands","Known Flow","388984.747002","812199.373216","","0.000000","","","","","","-3.450000","","","","","","","-3.085051","-3.450000","","","","","","","","D1 PROFILE","","","","","",""
"60604201462559","Nodes","2559","21.000000","42.763925","Default Known Flow Node","Known Flow","388987.622003","812192.373214","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604200000038","Nodes","38","21.000000","42.378285","DDS demands","Known Flow","388969.246998","812234.373226","","0.000000","","","","","","-1.009999","","","","","","","-0.903160","-1.009999","","","","","","","","D1 PROFILE","","","","","",""
"60604200000041","Nodes","41","21.000000","42.192297","DDS demands","Known Flow","388909.871982","812228.873224","","0.000000","","","","","","-5.160000","","","","","","","-4.614164","-5.160000","","","","","","","","D1 PROFILE","","","","","",""
"60604201462497","Nodes","2497","21.000000","42.190415","DDS demands","Known Flow","388898.621979","812229.248224","","0.000000","","","","","","-1.429999","","","","","","","-1.278731","-1.429999","","","","","","","","D1 PROFILE","","","","","",""
"60604200000040","Nodes","40","21.000000","40.303823","DDS demands","Known Flow","388977.872000","812335.623253","","0.000000","","","","","","-1.860000","","","","","","","-1.663245","-1.860000","","","","","","","","D1 PROFILE","","","","","",""
"60604201462563","Nodes","1462563","21.000000","38.590409","DDS demands","Known Flow","388889.969928","812333.910838","","0.000000","","","","","","-10.180000","","","","","","","-9.103139","-10.180000","","","","","","","","D1 PROFILE","","","","","",""
"60604200000043","Nodes","43","21.000000","39.787012","DDS demands","Known Flow","388996.372005","812359.248260","","0.000000","","","","","","-10.569999","","","","","","","-9.451883","-10.569999","","","","","","","","D1 PROFILE","","","","","",""
"60604200000045","Nodes","45","21.000000","39.513802","DDS demands","Known Flow","388974.371999","812424.498278","","0.000000","","","","","","-6.010000","","","","","","","-5.374249","-6.010000","","","","","","","","D1 PROFILE","","","","","",""
"60604200000057","Nodes","57","21.000000","34.985180","DDS demands","Known Flow","388859.371968","812478.123292","","0.000000","","","","","","-12.189999","","","","","","","-10.900516","-12.189999","","","","","","","","D1 PROFILE","","","","","",""
"60604210000130","Nodes","130","21.000000","35.793891","DDS demands","Known Flow","388867.371970","812438.748281","","0.000000","","","","","","-9.310000","","","","","","","-8.325168","-9.310000","","","","","","","","D1 PROFILE","","","","","",""
"60604200000055","Nodes","55","21.000000","35.510505","DDS demands","Known Flow","388899.496979","812479.873293","","0.000000","","","","","","-10.629999","","","","","","","-9.505536","-10.629999","","","","","","","","D1 PROFILE","","","","","",""
"60604200000056","Nodes","56","21.000000","35.460027","DDS demands","Known Flow","388994.872005","812499.623298","","0.000000","","","","","","-14.129999","","","","","","","-12.635299","-14.129999","","","","","","","","D1 PROFILE","","","","","",""
"60604200000058","Nodes","149","21.000000","33.168114","DDS demands","Known Flow","388788.147063","812476.504407","","0.000000","","","","","","-15.129999","","","","","","","-13.529516","-15.129999","","","","","","","","D1 PROFILE","","","","","",""
"60604200000069","Nodes","69","21.000000","36.166635","DDS demands","Known Flow","388869.996971","812235.123226","","0.000000","","","","","","-9.739999","","","","","","","-8.709681","-9.739999","","","","","","","","D1 PROFILE","","","","","",""
"60604200000070","Nodes","70","21.000000","33.287777","DDS demands","Known Flow","388713.746928","812331.998252","","0.000000","-3.089999","","","","","-2.049999","","","","","","","-4.596280","-5.140000","","","C1 PROFILE","","","","","D1 PROFILE","","","","","",""
"60604200000067","Nodes","67","21.000000","34.255264","Default Known Flow Node","Known Flow","388721.121930","812283.498239","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604200000077","Nodes","77","21.000000","32.437206","DDS demands","Known Flow","388695.496923","812463.498288","","0.000000","","","","","","-8.169999","","","","","","","-7.305760","-8.169999","","","","","","","","D1 PROFILE","","","","","",""
"60604200000078","Nodes","78","21.000000","32.002117","DDS demands","Known Flow","388692.871923","812483.248294","","0.000000","-15.869999","","","","","-15.520000","","","","","","","-28.069500","-31.390000","","","C1 PROFILE","","","","","D1 PROFILE","","","","","",""
"60604210000149","Nodes","58","21.000000","33.175507","DDS demands","Known Flow","388788.871949","812476.623292","","0.000000","","","","","","-5.199999","","","","","","","-4.649932","-5.199999","","","","","","","","D1 PROFILE","","","","","",""
"60604200000091","Nodes","91","21.000000","34.207971","Default Known Flow Node","Known Flow","388725.871932","812246.998229","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604200000142","Nodes","142","21.000000","31.649201","DDS demands","Known Flow","388603.621898","812471.998291","","0.000000","","","","","","-7.349999","","","","","","","-6.572501","-7.349999","","","","","","","","D1 PROFILE","","","","","",""
"60604200000259","Nodes","259","21.000000","32.656973","Default Known Flow Node","Known Flow","388528.496878","812355.373259","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604200000260","Nodes","260","21.000000","32.785264","Default Known Flow Node","Known Flow","388549.871884","812346.123256","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604200000071","Nodes","71","21.000000","32.741774","DDS demands","Known Flow","388638.746908","812294.123242","","0.000000","-10.970000","","","","","","","","","","","","-9.809570","-10.970000","","","C1 PROFILE","","","","","","","","","","",""
"60604201462521","Nodes","2521","21.000000","32.689621","Default Known Flow Node","Known Flow","388554.621885","812099.623189","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604210000071","Nodes","71","21.000000","32.678343","DDS demands","Known Flow","388571.246890","812106.123191","","0.000000","-15.789999","","","","","","","","","","","","-14.119700","-15.789999","","","C1 PROFILE","","","","","","","","","","",""
"60604200000109","Nodes","109","21.000000","32.499992","DDS demands","Known Flow","388644.996910","812054.998177","","0.000000","-0.270000","","","","","-0.039999","","","","","","","-0.277207","-0.310000","","","C1 PROFILE","","","","","D1 PROFILE","","","","","",""
"60604201462513","Nodes","2513","21.000000","32.456593","Default Known Flow Node","Known Flow","388629.621905","812092.248187","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604200000108","Nodes","108","21.000000","32.500003","Default Known Flow Node","Known Flow","388665.496915","812006.873164","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604200000073","Nodes","73","21.000000","32.633318","Default Known Flow Node","Known Flow","388619.996903","812000.748162","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604200000075","Nodes","66","21.000000","32.109131","DDS demands","Known Flow","388750.619774","812074.997323","","0.000000","-22.209998","","","","","","","","-24.620000","","","","-41.876221","-46.829998","","","C1 PROFILE","","","","","","","","I2 PROFILE","","",""
"60604210000066","Nodes","75","21.000000","32.110658","Default Known Flow Node","Known Flow","388749.871938","812074.748182","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604210000067","Nodes","67","21.000000","32.067254","Default Known Flow Node","Known Flow","388743.996937","812089.373186","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604200000066","Nodes","66","21.000000","34.138188","DDS demands","Known Flow","388843.246964","812161.498206","","0.000000","","","","","","-5.449999","","","","","","","-4.873487","-5.449999","","","","","","","","D1 PROFILE","","","","","",""
"60604201462586","Nodes","2586","21.000000","33.898617","DDS demands","Known Flow","388882.246974","812192.998215","","0.000000","","","","","","-7.610000","","","","","","","-6.804998","-7.610000","","","","","","","","D1 PROFILE","","","","","",""
"60604210000072","Nodes","72","21.000000","32.631623","Default Known Flow Node","Known Flow","388580.246892","812106.873191","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604201462505","Nodes","2505","21.000000","32.634945","Default Known Flow Node","Known Flow","388561.996887","812127.748197","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604201462604","Nodes","2604","21.000000","32.631623","Default Known Flow Node","Known Flow","388584.496893","812108.748192","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604200000107","Nodes","107","21.000000","32.585780","DDS demands","Known Flow","388644.996910","812225.998224","","0.000000","","","-33.439997","","","","","","","","","","-29.902645","-33.439997","","","","","C3 PROFILE","","","","","","","","",""
"60604210000073","Nodes","73","21.000000","32.067254","Default Known Flow Node","Known Flow","388717.121929","812138.123200","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604201462541","Nodes","2541","21.000000","32.067254","Default Known Flow Node","Known Flow","388708.871927","812152.998204","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604200000065","Nodes","65","21.000000","34.207971","DDS demands","Known Flow","388724.121931","812259.248233","","0.000000","","","","","","-11.090000","","","","","","","-9.916877","-11.090000","","","","","","","","D1 PROFILE","","","","","",""
"60604210000064","Nodes","64","21.000000","32.120545","Default Known Flow Node","Known Flow","388745.121937","812072.873182","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604201462477","Nodes","2477","21.000000","32.120545","Default Known Flow Node","Known Flow","388764.496942","812026.748169","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604200000119","Nodes","119","21.000000","33.010832","DDS demands","Known Flow","388799.121952","812397.123270","","0.000000","","","","","","-15.810000","","","","","","","-14.137584","-15.810000","","","","","","","","D1 PROFILE","","","","","",""
"60604200000090","Nodes","90","21.000000","32.954929","DDS demands","Known Flow","388738.371935","812358.623260","","0.000000","","","","","","-7.739999","","","","","","","-6.921246","-7.739999","","","","","","","","D1 PROFILE","","","","","",""
"60604200000111","Nodes","111","21.000000","42.153646","DDS demands","Known Flow","388959.996995","812230.498225","","0.000000","","","","","","-9.909999","","","","","","","-8.861699","-9.909999","","","","","","","","D1 PROFILE","","","","","",""
"60604200000036","Nodes","36","21.000000","43.259485","DDS demands","Known Flow","389036.497016","812207.623219","","0.000000","","","","","","-14.129999","","","","","","","-12.635299","-14.129999","","","","","","","","D1 PROFILE","","","","","",""
"60604200000044","Nodes","44","21.000000","39.717424","DDS demands","Known Flow","389177.622055","812400.123271","","0.000000","","","","","","-12.499999","","","","","","","-11.177723","-12.499999","","","","","","","","D1 PROFILE","","","","","",""
"60604210000129","Nodes","129","21.000000","40.475579","DDS demands","Known Flow","389041.747018","812433.498280","","0.000000","","","","","","-3.940000","","","","","","","-3.523218","-3.940000","","","","","","","","D1 PROFILE","","","","","",""
"60604201462498","Nodes","2498","21.000000","48.263682","Default Known Flow Node","Known Flow","389432.997124","812467.373289","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604200000021","Nodes","21","21.000000","47.539888","DDS demands","Known Flow","389445.872128","812351.998258","","0.000000","","","","","","-10.350000","","","","","","","-9.255155","-10.350000","","","","","","","","D1 PROFILE","","","","","",""
"60604200000022","Nodes","22","21.000000","47.623099","DDS demands","Known Flow","389435.551125","812376.718265","","0.000000","","","","","","-4.949999","","","","","","","-4.426378","-4.949999","","","","","","","","D1 PROFILE","","","","","",""
"60604201462595","Nodes","1462595","21.000000","47.957723","DDS demands","Known Flow","389494.626234","812376.654584","","0.000000","","","","","","-10.699999","","","","","","","-9.568131","-10.699999","","","","","","","","D1 PROFILE","","","","","",""
"60604200000023","Nodes","23","21.000000","47.286100","DDS demands","Known Flow","389405.372117","812332.498253","","0.000000","","","","","","-11.170000","","","","","","","-9.988414","-11.170000","","","","","","","","D1 PROFILE","","","","","",""
"60604200000024","Nodes","24","21.000000","43.924639","DDS demands","Known Flow","389385.872111","812269.123235","","0.000000","-21.379999","","","","","","","","","","","","-19.118378","-21.379999","","","C1 PROFILE","","","","","","","","","","",""
"60604210000078","Nodes","P12128755, Dev at Burnside Road , 99.32","24.000000","41.649871","CSEP Unmatched","Known Flow","389299.747088","812190.123214","","0.000000","","","","","","","-99.320001","","","","","","-88.813720","-99.320001","","","","","","","","","DC PROFILE","","","","",""
"60604200000028","Nodes","28","21.000000","46.355983","DDS demands","Known Flow","389370.122107","812412.498274","","0.000000","","","","","","-9.930000","","","","","","","-8.879584","-9.930000","","","","","","","","D1 PROFILE","","","","","",""
"60604201462634","Nodes","2634","21.000000","46.355983","Default Known Flow Node","Known Flow","389403.472116","812438.520281","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604200000027","Nodes","27","21.000000","46.362341","DDS demands","Known Flow","389347.497101","812381.373266","","0.000000","","","","","","-7.750000","","","","","","","-6.930188","-7.750000","","","","","","","","D1 PROFILE","","","","","",""
"60604200000025","Nodes","25","21.000000","44.060145","Default Known Flow Node","Known Flow","389126.926476","812213.213054","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604201462503","Nodes","2503","21.000000","42.868029","Default Known Flow Node","Known Flow","389340.247099","812147.123202","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604200000032","Nodes","32","21.000000","45.136074","DDS demands","Known Flow","389265.247078","812280.498238","","0.000000","","","","","","-11.589999","","","","","","","-10.363985","-11.589999","","","","","","","","D1 PROFILE","","","","","",""
"60604200000034","Nodes","34","21.000000","44.873294","DDS demands","Known Flow","389212.872064","812248.623230","","0.000000","","","","","","-12.140000","","","","","","","-10.855805","-12.140000","","","","","","","","D1 PROFILE","","","","","",""
"60604200000033","Nodes","33","21.000000","45.090918","DDS demands","Known Flow","389313.622092","812293.498242","","0.000000","","","","","","-5.480000","","","","","","","-4.900314","-5.480000","","","","","","","","D1 PROFILE","","","","","",""
"60604200000030","Nodes","30","21.000000","45.349481","DDS demands","Known Flow","389279.247082","812326.498251","","0.000000","","","","","","-11.609999","","","","","","","-10.381868","-11.609999","","","","","","","","D1 PROFILE","","","","","",""
"60604200000031","Nodes","31","21.000000","45.384914","DDS demands","Known Flow","389232.247069","812339.248254","","0.000000","","","","","","-9.090000","","","","","","","-8.128440","-9.090000","","","","","","","","D1 PROFILE","","","","","",""
"60604200000099","Nodes","99","21.000000","44.955996","DDS demands","Known Flow","389277.497082","812468.873290","","0.000000","","","","","","-7.239999","","","","","","","-6.474137","-7.239999","","","","","","","","D1 PROFILE","","","","","",""
"60604210000141","Nodes","141","21.000000","44.949326","Default Known Flow Node","Known Flow","389283.372083","812460.623287","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604201462630","Nodes","2630","21.000000","44.955996","Default Known Flow Node","Known Flow","389288.622085","812468.123289","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604200000100","Nodes","100","21.000000","44.941222","DDS demands","Known Flow","389295.622087","812459.498287","","0.000000","","","","","","-7.499999","","","","","","","-6.706634","-7.499999","","","","","","","","D1 PROFILE","","","","","",""
"60604200000102","Nodes","102","21.000000","43.840212","DDS demands","Known Flow","389352.997102","812496.873297","","0.000000","","","","","","-15.010000","","","","","","","-13.422211","-15.010000","","","","","","","","D1 PROFILE","","","","","",""
"60604200000101","Nodes","101","21.000000","45.059652","DDS demands","Known Flow","389216.872065","812413.498275","","0.000000","","","","","","-17.090000","","","","","","","-15.282183","-17.090000","","","","","","","","D1 PROFILE","","","","","",""
"60604210000121","Nodes","10000121","21.000000","39.746183","DDS demands","Known Flow","389064.405212","812378.180577","","0.000000","","","","","","-8.290000","","","","","","","-7.413066","-8.290000","","","","","","","","D1 PROFILE","","","","","",""
"60604200000098","Nodes","98","21.000000","44.818928","DDS demands","Known Flow","389185.872057","812411.123274","","0.000000","","","","","","-7.210000","","","","","","","-6.447311","-7.210000","","","","","","","","D1 PROFILE","","","","","",""
"60604201462515","Nodes","2515","21.000000","45.427301","Default Known Flow Node","Known Flow","389218.122066","812356.998259","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604200000050","Nodes","50","21.000000","42.143208","DDS demands","Known Flow","389153.872048","812472.998291","","0.000000","","","","","","-16.169999","","","","","","","-14.459503","-16.169999","","","","","","","","D1 PROFILE","","","","","",""
"60604200000035","Nodes","35","21.000000","43.674706","DDS demands","Known Flow","389106.497035","812274.623237","","0.000000","","","","","","-16.590000","","","","","","","-14.835074","-16.590000","","","","","","","","D1 PROFILE","","","","","",""
"60604200000097","Nodes","97","21.000000","44.149130","DDS demands","Known Flow","389158.872050","812286.123240","","0.000000","","","","","","-14.939999","","","","","","","-13.359614","-14.939999","","","","","","","","D1 PROFILE","","","","","",""
"60604200000029","Nodes","29","21.000000","45.799564","DDS demands","Known Flow","389305.622089","812397.998270","","0.000000","","","","","","-9.180000","","","","","","","-8.208920","-9.180000","","","","","","","","D1 PROFILE","","","","","",""
"60604210000145","Nodes","145","21.000000","41.173343","DDS demands","Known Flow","389073.509912","812472.030506","","0.000000","","","","","","-6.380000","","","","","","","-5.705110","-6.380000","","","","","","","","D1 PROFILE","","","","","",""
"60604201462516","Nodes","2516","21.000000","40.432802","Default Known Flow Node","Known Flow","389124.372040","812443.998283","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604201462623","Nodes","2623","21.000000","43.502033","Default Known Flow Node","Known Flow","389020.247012","812286.123240","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604201462518","Nodes","2518","21.000000","44.234092","Default Known Flow Node","Known Flow","389158.122049","812338.873254","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604201462605","Nodes","2605","21.000000","44.991762","Default Known Flow Node","Known Flow","389265.747079","812460.873288","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604201462562","Nodes","1462562","21.000000","42.953073","Default Known Flow Node","Known Flow","389318.112928","812198.369381","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604200000013","Nodes","13","21.000000","48.439285","Default Known Flow Node","Known Flow","389438.622126","812483.373294","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604201462589","Nodes","158","21.000000","48.450623","DDS demands","Known Flow","389502.622143","812525.748305","","0.000000","","","","","","-7.190000","","","","","","","-6.429426","-7.190000","","","","","","","","D1 PROFILE","","","","","",""
"60604210000146","Nodes","146","21.000000","48.376359","DDS demands","Known Flow","389520.247148","812472.748291","","0.000000","","","","","","-8.020000","","","","","","","-7.171628","-8.020000","","","","","","","","D1 PROFILE","","","","","",""
"60604200000012","Nodes","12","21.000000","48.388663","DDS demands","Known Flow","389540.872153","812407.748273","","0.000000","","","","","","-19.920001","","","","","","","-17.812821","-19.920001","","","","","","","","D1 PROFILE","","","","","",""
"60604200000143","Nodes","0143, P13131027, WELLHEADS ROAD, SCH 33.14","24.000000","41.948438","CSEP Unmatched","Known Flow","389416.417220","812248.416286","","0.000000","","","","","","","","","","","-33.139998","","-29.634380","-33.139998","","","","","","","","","","","","","PL-DC PROFILE",""
"60604200000026","Nodes","26","21.000000","68.173842","Default Known Flow Node","Known Flow","387063.091479","812079.971184","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604200000011","Nodes","11","21.000000","48.867579","DDS demands","Known Flow","389570.122161","812447.248284","","0.000000","","","","","","-3.450000","","","","","","","-3.085051","-3.450000","","","","","","","","D1 PROFILE","","","","","",""
"60604200000001","Nodes","DYCE DISTRICT DG, Site ID 1244","21.000000","48.999998","Default Known Pressure Node","Known Pressure","389562.497159","812452.123285","","3964.800083","","","","","","","","","","","","","1838.300879","2055.763865","","","","","","","","","","","","","",""
"60604210000140","Nodes","140","21.000000","48.835627","Default Known Flow Node","Known Flow","389566.247160","812459.498287","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604210000136","Nodes","136","21.000000","48.863983","Default Known Flow Node","Known Flow","389571.622162","812447.873284","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60604210000143","Nodes","143","21.000000","47.792476","DDS demands","Known Flow","389601.247170","812467.873289","","0.000000","","","","","","-11.329999","","","","","","","-10.131489","-11.329999","","","","","","","","D1 PROFILE","","","","","",""
