"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"60202500000133","Nodes","","21.000000","48.234911","Default Known Flow Node","Known Flow","338349.850086","753486.260987","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60202500000249","Nodes","249","21.000000","49.629954","DDS demands","Known Flow","338341.029199","753162.129666","","0.000000","","","","","-9.880000","","","","","","-8.834873","-9.880000","","","","","","","D1 PROFILE","","","","",""
"60202501462706","Nodes","","21.000000","49.104365","Default Known Flow Node","Known Flow","338413.230198","753432.036669","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60202500000582","Nodes","582","21.000000","49.104365","Default Known Flow Node","Known Flow","338413.981561","753431.195389","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60202500000080","Nodes","80","21.000000","49.487478","DDS demands","Known Flow","338316.816215","753202.711163","","0.000000","","","","","-19.429999","","","","","","-17.374652","-19.429999","","","","","","","D1 PROFILE","","","","",""
"60202500000063","Nodes","","21.000000","49.453229","Default Known Flow Node","Known Flow","338311.339019","753211.750243","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60202500000072","Nodes","72","21.000000","49.442540","DDS demands","Known Flow","338289.152261","753249.097273","","0.000000","","","","","-30.110000","","","","","","-26.924900","-30.110000","","","","","","","D1 PROFILE","","","","",""
"60202500000062","Nodes","62","21.000000","48.685088","DDS demands","Known Flow","338348.293445","753416.951181","","0.000000","","","","-1.510000","-14.009999","","","","","","-13.878261","-15.519999","","","","","","C4 PROFILE","D1 PROFILE","","","","",""
"60202500000061","Nodes","61","21.000000","48.333652","DDS demands","Known Flow","338305.287166","753459.688392","","0.000000","","","","","-11.249999","","","","","","-10.059950","-11.249999","","","","","","","D1 PROFILE","","","","",""
"60202500000281","Nodes","281","21.000000","48.374037","DDS demands","Known Flow","338144.632109","753479.959004","","0.000000","","","","","-4.300000","","","","","","-3.845137","-4.300000","","","","","","","D1 PROFILE","","","","",""
