"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"60603100000199","Nodes","199","21.000000","49.856993","DDS demands","Known Flow","394905.089613","830540.527207","","0.000000","","","-29.200000","","","","","","","-26.111162","-29.200000","","","","","C3 PROFILE","","","","","",""
"60603100000198","Nodes","198","21.000000","49.893609","DDS demands","Known Flow","394930.226620","830557.603212","","0.000000","","","","","-1.409999","","","","","-1.260847","-1.409999","","","","","","","D1 PROFILE","","","",""
"60603100000207","Nodes","207","21.000000","38.232229","DDS demands","Known Flow","395065.378657","830541.662207","","0.000000","","","","","-2.150000","","","","","-1.922568","-2.150000","","","","","","","D1 PROFILE","","","",""
"60603100000208","Nodes","208","21.000000","37.765613","DDS demands","Known Flow","395006.921641","830532.367205","","0.000000","","","","","-11.409999","","","","","-10.203026","-11.409999","","","","","","","D1 PROFILE","","","",""
"60603100000209","Nodes","209","21.000000","38.317462","Default Known Flow Node","Known Flow","395044.511651","830602.110224","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"60603100000280","Nodes","","21.000000","44.021178","DDS demands","Known Flow","397114.057214","830559.160212","","0.000000","","","","","-12.449999","","","","","-11.133012","-12.449999","","","","","","","D1 PROFILE","","","",""
"60603100000176","Nodes","176","21.000000","25.897397","DDS demands","Known Flow","393922.109346","831041.846344","","0.000000","","","","","-0.460000","","","","","-0.411340","-0.460000","","","","","","","D1 PROFILE","","","",""
"60603100000186","Nodes","","21.000000","22.127301","DDS demands","Known Flow","394291.771446","831003.353333","","0.000000","","","","","-5.639999","","-3.240000","","","-7.940654","-8.879999","","","","","","","D1 PROFILE","","PL-AF PROFILE","",""
"60603100000088","Nodes","","21.000000","27.637599","DDS demands","Known Flow","393970.621359","831220.836392","","0.000000","","","","","-27.479999","","","","","-24.573108","-27.479999","","","","","","","D1 PROFILE","","","",""
"60603100000087","Nodes","","21.000000","37.739369","DDS demands","Known Flow","394204.838423","831214.959391","","0.000000","","","","","-19.429999","","","","","-17.374652","-19.429999","","","","","","","D1 PROFILE","","","",""
"60603100000090","Nodes","","21.000000","28.596703","DDS demands","Known Flow","394018.779372","831149.092373","","0.000000","","","","","-19.999998","","","","","-17.884357","-19.999998","","","","","","","D1 PROFILE","","","",""
