"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(IH)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IH)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)","NodeFlowProfileNameByCategory(TT)"
"60200500002651","Nodes","2651","21.000000","25.310688","DDS demands","Known Flow","309702.475429","722491.348806","","0.000000","","","","","","-0.720000","","","","","","","","","-0.643836","-0.720000","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200510000261","Nodes","10000261","21.000000","25.436730","DDS demands","Known Flow","309723.850434","722467.848800","","0.000000","","","","","","-0.970000","","","","","","","","","-0.867391","-0.970000","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500002493","Nodes","2493","21.000000","31.517039","DDS demands","Known Flow","311957.851042","724979.349483","","0.000000","-1.749999","","-14.029999","","","-27.339999","","","","","","","","","-38.558673","-43.119997","","","","C1 PROFILE","","C3 PROFILE","","","D1 PROFILE","","","","","","","","",""
"60200500003200","Nodes","3200","21.000000","34.462817","DDS demands","Known Flow","312089.488152","724688.042147","","0.000000","","","","","","-13.080000","","","","","","","","","-11.696370","-13.080000","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200510003074","Nodes","10003074","21.000000","36.595114","DDS demands","Known Flow","312159.476097","724482.849348","","0.000000","","","","","","-4.550000","","","","","","","","","-4.068691","-4.550000","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500001396","Nodes","1396, P10124630, AINISLIE PLACE, -29.82SCMH","24.000000","35.090780","CSEP DDS Matched","Known Flow","311039.089973","725080.816947","","0.000000","","","","","","","-29.819999","","","","","","","","-26.665578","-29.819999","","","","","","","","","","DC PROFILE","","","","","","","",""
"60200500002792","Nodes","","21.000000","35.164962","Default Known Flow Node","Known Flow","311311.004130","725072.717389","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200510002973","Nodes","10002973","21.000000","41.031340","Default Known Flow Node","Known Flow","312245.619181","724075.976397","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500002837","Nodes","2837","21.000000","41.021748","DDS demands","Known Flow","312254.351123","724002.974217","","0.000000","-4.079999","","","-8.189999","","-7.129999","","","","","","","","","-17.347825","-19.399998","","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","","","","","","","",""
"60200500002528","Nodes","2528","21.000000","38.290125","DDS demands","Known Flow","311200.514053","724491.841749","","0.000000","","","","","","-8.399999","","","","","","","","","-7.511430","-8.399999","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500000938","Nodes","938","21.000000","34.076491","DDS demands","Known Flow","311295.633862","724306.286300","","0.000000","","","","","","-22.280000","","","","","","","","","-19.923175","-22.280000","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200510003078","Nodes","","21.000000","28.014102","DDS demands","Known Flow","310250.527941","724555.843956","","0.000000","","","","","","","-53.720000","","","","","","","","-48.037386","-53.720000","","","","","","","","","","DC PROFILE","","","","","","","",""
"60200500000913","Nodes","913","21.000000","38.846166","DDS demands","Known Flow","311204.975837","724514.849357","","0.000000","","","","","","-13.990000","","","","","","","","","-12.510108","-13.990000","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200510003114","Nodes","10003114","21.000000","36.522760","Default Known Flow Node","Known Flow","311162.600826","724797.599434","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500002989","Nodes","2989","21.000000","36.643361","DDS demands","Known Flow","311166.324325","724763.596158","","0.000000","","","","","","-16.319999","","","","","","","","","-14.593634","-16.319999","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500003111","Nodes","3111","21.000000","36.856768","DDS demands","Known Flow","311169.225828","724737.099417","","0.000000","","","","","","-12.119999","","","","","","","","","-10.837920","-12.119999","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500000879","Nodes","879","21.000000","41.137503","DDS demands","Known Flow","311028.443789","724482.955348","","0.000000","","","","","","-12.069999","","","","","","","","","-10.793209","-12.069999","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500001523","Nodes","1523","21.000000","41.099831","Default Known Flow Node","Known Flow","311034.508309","724475.302012","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500001238","Nodes","1238","21.000000","37.012641","Default Known Flow Node","Known Flow","311869.397149","723513.509492","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500000102","Nodes","102","21.000000","27.453458","DDS demands","Known Flow","310131.675545","722724.036869","","0.000000","","","","","","-2.920000","","","","","","","","","-2.611116","-2.920000","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500001233","Nodes","1233, P09121836, ABBEY ROAD, 12.18","22.999998","38.355624","CSEP DDS Matched","Known Flow","313278.339402","725685.219675","","0.000000","","","","","","","-12.180000","","","","","","","","-10.891574","-12.180000","","","","","","","","","","DC PROFILE","","","","","","","",""
"60200500001569","Nodes","1569","21.000000","27.697311","DDS demands","Known Flow","309913.437524","722758.619507","","0.000000","","","","","","-2.109999","","","","","","","","","-1.886799","-2.109999","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500001228","Nodes","1228","21.000000","27.467312","Default Known Flow Node","Known Flow","309892.270966","722720.429328","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500003298","Nodes","3298","21.000000","25.200469","DDS demands","Known Flow","309887.225479","722672.848855","","0.000000","","","","","","-2.400000","","","","","","","","","-2.146123","-2.400000","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500001218","Nodes","1218","21.000000","38.383774","Default Known Flow Node","Known Flow","309369.097652","724340.344665","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500000986","Nodes","986","21.000000","38.340340","DDS demands","Known Flow","309364.475337","724308.599300","","0.000000","","","","","","-12.010000","","","","","","","","","-10.739556","-12.010000","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500000985","Nodes","985","21.000000","38.384333","DDS demands","Known Flow","309359.862013","724367.284367","","0.000000","","","","","","-5.409999","","","","","","","","","-4.837718","-5.409999","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500000392","Nodes","392","21.000000","30.097568","Default Known Flow Node","Known Flow","309416.016579","723179.905010","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500000463","Nodes","463","21.000000","30.793306","DDS demands","Known Flow","309448.975360","723342.224038","","0.000000","","","","","","-17.620001","","","","","","","","","-15.756120","-17.620001","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500001217","Nodes","1217,","21.000000","30.650609","Default Known Flow Node","Known Flow","309485.446565","723333.744564","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500000486","Nodes","486, Oakbank Primary School","21.000000","30.475690","Daily Metered Site","Known Flow","309562.226284","723298.233092","","0.000000","","-55.550001","","","","-5.389999","","","","","","","","","-54.493639","-60.939999","","","","","C2 PROFILE","","","","D1 PROFILE","","","","","","","","",""
"60200500001216","Nodes","1216","21.000000","31.322630","Default Known Flow Node","Known Flow","311536.754483","723916.113136","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500002153","Nodes","2153","21.000000","30.619446","DDS demands","Known Flow","311538.724744","723855.183662","","0.000000","-103.669999","","","-1.720000","","-7.600000","","","","","","","","","-101.037678","-112.989995","","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","","","","","","","",""
"60200500000669","Nodes","669","21.000000","38.057571","Default Known Flow Node","Known Flow","308971.204079","724699.214685","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500000695","Nodes","695","21.000000","42.511834","Default Known Flow Node","Known Flow","309322.975325","724758.349423","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500000959","Nodes","959","21.000000","42.464619","DDS demands","Known Flow","309322.601465","724736.344269","","0.000000","","","","","","-5.650000","","","","","","","","","-5.052331","-5.650000","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500000665","Nodes","665","21.000000","28.449665","DDS demands","Known Flow","309481.022251","723518.252728","","0.000000","","","","","","-12.709999","","","","","","","","","-11.365509","-12.709999","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200501462526","Nodes","1462526","21.000000","37.319500","Default Known Flow Node","Known Flow","309085.350261","724818.599439","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500003332","Nodes","3332","21.000000","37.274360","DDS demands","Known Flow","309011.100240","724812.974438","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500001131","Nodes","1131","21.000000","37.985641","DDS demands","Known Flow","308967.225228","724809.474437","","0.000000","","","","","","-2.650000","","","","","","","","","-2.369677","-2.650000","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500000945","Nodes","945","21.000000","37.272326","DDS demands","Known Flow","309014.127490","724813.203631","","0.000000","","","","","","-5.469999","","","","","","","","","-4.891371","-5.469999","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500000948","Nodes","948","21.000000","37.319500","DDS demands","Known Flow","309080.927259","724818.259439","","0.000000","","","","","","-2.289999","","","","","","","","","-2.047759","-2.289999","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500001207","Nodes","1207","21.000000","37.675888","Default Known Flow Node","Known Flow","308962.097302","724741.750807","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500001143","Nodes","1143","21.000000","37.937390","DDS demands","Known Flow","308971.958573","724711.928209","","0.000000","","","","","","-8.390000","","","","","","","","","-7.502488","-8.390000","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500000714","Nodes","714","21.000000","37.983220","Default Known Flow Node","Known Flow","308966.871064","724806.221454","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500001206","Nodes","1206","21.000000","37.608812","Default Known Flow Node","Known Flow","308964.194773","724768.719609","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500000421","Nodes","421","21.000000","35.781168","DDS demands","Known Flow","309200.316292","723717.688140","","0.000000","","","","","","-23.229999","","","","","","","","","-20.772680","-23.229999","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500001028","Nodes","1028","21.000000","31.498324","Default Known Flow Node","Known Flow","309381.632913","723705.834067","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500000429","Nodes","429","21.000000","30.316531","DDS demands","Known Flow","309596.051400","723691.143132","","0.000000","","","","","","-13.810000","","","","","","","","","-12.349149","-13.810000","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500001026","Nodes","1026","21.000000","31.194103","Default Known Flow Node","Known Flow","309374.034090","723629.311129","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500000425","Nodes","425","21.000000","31.091546","DDS demands","Known Flow","309391.350344","723628.349115","","0.000000","","","","","","-16.090000","","","","","","","","","-14.387966","-16.090000","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500001069","Nodes","1069","21.000000","40.729786","Default Known Flow Node","Known Flow","310426.475626","724351.724312","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500001099","Nodes","1099","21.000000","40.694571","DDS demands","Known Flow","310481.005031","724392.781590","","0.000000","","","","","","-4.409999","","","","","","","","","-3.943500","-4.409999","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500001098","Nodes","1098","21.000000","40.637012","DDS demands","Known Flow","310489.221722","724432.594636","","0.000000","","","","","","-14.449999","","","","","","","","","-12.921448","-14.449999","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500001201","Nodes","1201","21.000000","38.903799","Default Known Flow Node","Known Flow","309961.417744","724362.752975","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500001116","Nodes","1116","21.000000","38.423387","Default Known Flow Node","Known Flow","309887.121046","724404.626581","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500001041","Nodes","1041","21.000000","39.043586","DDS demands","Known Flow","309959.144117","724345.765374","","0.000000","","","","","","-3.270000","","","","","","","","","-2.924092","-3.270000","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500001205","Nodes","1205","21.000000","41.298205","Default Known Flow Node","Known Flow","310203.568182","724295.783324","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500004098","Nodes","4098","21.000000","41.425886","Default Known Flow Node","Known Flow","310172.850557","724360.349315","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500001057","Nodes","1057","21.000000","41.014816","DDS demands","Known Flow","310087.428533","724208.343273","","0.000000","","","","","","-14.860000","","","","","","","","","-13.288078","-14.860000","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500001064","Nodes","1064","21.000000","40.861676","Default Known Flow Node","Known Flow","310315.975595","724146.224256","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
