"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(IH)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IH)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)","NodeFlowProfileNameByCategory(TT)"
"60200500001199","Nodes","1199","21.000000","40.733658","Default Known Flow Node","Known Flow","310420.054387","724348.207545","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500001068","Nodes","1068","21.000000","40.755138","DDS demands","Known Flow","310394.725617","724317.099303","","0.000000","","","","","","-16.260000","","","","","","","","","-14.539983","-16.260000","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500003288","Nodes","3288","21.000000","37.473918","DDS demands","Known Flow","311689.225969","723483.099076","","0.000000","-1.559999","","","-9.750000","","-21.190000","","","","","","","","","-29.062083","-32.500002","","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","","","","","","","",""
"60200500001198","Nodes","1198","21.000000","37.702325","DDS demands","Known Flow","311689.595000","723469.849072","","0.000000","","","","","","-5.150000","","","","","","","","","-4.605222","-5.150000","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500002019","Nodes","2019","21.000000","37.941898","DDS demands","Known Flow","311688.100969","723459.349069","","0.000000","-0.209999","","","","","-6.110000","","","","","","","","","-5.651457","-6.320000","","","","C1 PROFILE","","","","","D1 PROFILE","","","","","","","","",""
"60200500002418","Nodes","2418","21.000000","39.496053","Default Known Flow Node","Known Flow","311799.225999","723256.099014","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500000662","Nodes","662","21.000000","39.215581","DDS demands","Known Flow","311734.232913","723262.382158","","0.000000","","","","","","-9.450000","","","","","","","","","-8.450359","-9.450000","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500000652","Nodes","652, Tesco","21.000000","38.550365","Daily Metered Site","Known Flow","311773.100992","723461.599070","","0.000000","-93.139998","","","-7.210000","","-0.579999","","","","","","","","","-90.253411","-100.929996","","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","","","","","","","",""
"60200501464083","Nodes","1464083","21.000000","31.769553","Default Known Flow Node","Known Flow","311418.975896","724591.724378","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500002544","Nodes","2544","21.000000","32.685775","DDS demands","Known Flow","311411.496626","724586.575583","","0.000000","","","","","","-8.460000","","","","","","","","","-7.565083","-8.460000","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500002292","Nodes","2292","21.000000","31.194859","DDS demands","Known Flow","311210.975839","722647.348848","","0.000000","","","","","","-9.869999","","","","","","","","","-8.825930","-9.869999","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500001636","Nodes","1636","21.000000","37.009160","Default Known Flow Node","Known Flow","310995.475780","724800.349434","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500002984","Nodes","2984","21.000000","37.017617","Default Known Flow Node","Known Flow","310986.145774","724812.172478","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500001645","Nodes","1645","21.000000","37.028068","Default Known Flow Node","Known Flow","310975.725775","724827.599442","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500001170","Nodes","1170","21.000000","33.609458","Default Known Flow Node","Known Flow","311714.600976","723724.849142","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500001179","Nodes","1179","21.000000","33.495963","Default Known Flow Node","Known Flow","311772.060996","723724.900026","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200510002761","Nodes","10002761","21.000000","33.494050","Default Known Flow Node","Known Flow","311773.809962","723724.901575","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500003102","Nodes","3102","21.000000","33.399655","Default Known Flow Node","Known Flow","311818.101004","723726.349142","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500001175","Nodes","1175","21.000000","33.461350","Default Known Flow Node","Known Flow","311818.101004","723724.518142","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500003103","Nodes","3103","21.000000","33.461350","Default Known Flow Node","Known Flow","311818.101004","723722.474141","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500002443","Nodes","2443","21.000000","33.482276","DDS demands","Known Flow","311788.000996","723724.914142","","0.000000","-0.970000","","","-17.399999","","","","","","","","","","","-16.426781","-18.369999","","","","C1 PROFILE","","","C4 PROFILE","","","","","","","","","","",""
"60200500002444","Nodes","2444","21.000000","33.482276","Default Known Flow Node","Known Flow","311788.225996","723706.724137","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500001173","Nodes","1173","21.000000","33.490119","Default Known Flow Node","Known Flow","311778.547993","723724.911142","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200510002756","Nodes","10002756","21.000000","33.490119","Default Known Flow Node","Known Flow","311778.100993","723718.099140","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200510002763","Nodes","10002763","21.000000","34.385738","Default Known Flow Node","Known Flow","311714.600976","723726.849142","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200510002760","Nodes","10002760","21.000000","33.518718","Default Known Flow Node","Known Flow","311710.488975","723724.862142","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500001169","Nodes","1169","21.000000","30.418038","Default Known Flow Node","Known Flow","310431.725627","723203.849000","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500000475","Nodes","475","21.000000","30.433858","DDS demands","Known Flow","310432.008450","723205.463263","","0.000000","","-15.999999","","","","-17.440000","","","","","","","","","-29.902647","-33.440000","","","","","C2 PROFILE","","","","D1 PROFILE","","","","","","","","",""
"60200500000761","Nodes","761","21.000000","40.382965","DDS demands","Known Flow","312452.155177","723116.716976","","0.000000","","","","","","-1.940000","","","","","","","","","-1.734782","-1.940000","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500002488","Nodes","2488","21.000000","40.784226","Default Known Flow Node","Known Flow","312400.404228","723294.697187","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500002486","Nodes","2486","21.000000","40.406020","Default Known Flow Node","Known Flow","312412.790956","723242.252272","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500000729","Nodes","729","21.000000","40.372054","DDS demands","Known Flow","312414.028619","723236.543023","","0.000000","","","","","","-6.979999","","","","","","","","","-6.241640","-6.979999","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500003039","Nodes","3039","21.000000","39.494335","Default Known Flow Node","Known Flow","312486.476186","723025.848951","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500001159","Nodes","1159","21.000000","39.543531","Default Known Flow Node","Known Flow","312492.974587","723042.904061","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500000731","Nodes","731","21.000000","39.567095","DDS demands","Known Flow","312491.611559","723048.099344","","0.000000","","","","","","-11.220000","","","","","","","","","-10.033124","-11.220000","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200501463099","Nodes","1463099","21.000000","39.509750","Default Known Flow Node","Known Flow","312495.351188","723043.223956","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500002611","Nodes","2611","21.000000","37.204505","DDS demands","Known Flow","311181.725155","724622.160513","","0.000000","","","","","","-2.400000","","","","","","","","","-2.146123","-2.400000","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500001126","Nodes","1126","21.000000","27.179562","DDS demands","Known Flow","311197.141640","722357.579821","","0.000000","","","","","","-9.399999","","","","","","","","","-8.405647","-9.399999","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500000250","Nodes","250","21.000000","26.942354","DDS demands","Known Flow","311156.297824","722317.067759","","0.000000","","","","","","-12.479999","","","","","","","","","-11.159838","-12.479999","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200510002916","Nodes","10002916","21.000000","33.276229","DDS demands","Known Flow","308693.379170","723002.126539","","0.000000","","","","","","-10.329999","","","","","","","","","-9.237270","-10.329999","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500001122","Nodes","1122","21.000000","40.665504","Default Known Flow Node","Known Flow","312591.764086","723952.487697","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500004019","Nodes","4019","21.000000","40.346135","DDS demands","Known Flow","312634.351226","723921.599195","","0.000000","","","","","","-2.119999","","","","","","","","","-1.895741","-2.119999","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500001496","Nodes","1496","21.000000","38.545401","DDS demands","Known Flow","313474.351455","723849.724176","","0.000000","","","","","","-8.949999","","","","","","","","","-8.003250","-8.949999","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500001120","Nodes","Logger 10313, 2 Corrsiehill Road Perth","21.000000","38.650656","Val Log Cath","Known Flow","313507.659714","723826.534632","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500003275","Nodes","3275","21.000000","39.046352","DDS demands","Known Flow","313623.976496","723687.099131","","0.000000","","","","","","-5.010000","","","","","","","","","-4.480031","-5.010000","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200510002975","Nodes","10002975","21.000000","35.323141","DDS demands","Known Flow","308601.983446","723065.194719","","0.000000","","","","","","-21.430001","","","","","","","","","-19.163090","-21.430001","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500001048","Nodes","1048","21.000000","31.243284","Default Known Flow Node","Known Flow","311355.703878","724063.565234","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200501463961","Nodes","1463961","21.000000","34.263106","Default Known Flow Node","Known Flow","314034.579038","726147.774099","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
"60200500001332","Nodes","1332","21.000000","34.263106","DDS demands","Known Flow","314034.373607","726150.086802","","0.000000","","","","","","-5.889999","","","","","","","","","-5.266943","-5.889999","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500002404","Nodes","2404","21.000000","28.521822","DDS demands","Known Flow","310645.225685","722779.348884","","0.000000","","","","","","-12.040000","","","","","","","","","-10.766383","-12.040000","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500000179","Nodes","179","21.000000","28.555983","DDS demands","Known Flow","310622.633114","722816.286757","","0.000000","","","","","","-3.729999","","","","","","","","","-3.335432","-3.729999","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200510001158","Nodes","10001158","21.000000","28.659845","DDS demands","Known Flow","310542.740566","722917.636632","","0.000000","","","","","","-2.619999","","","","","","","","","-2.342850","-2.619999","","","","","","","","","D1 PROFILE","","","","","","","","",""
"60200500002164","Nodes","2164","21.000000","30.043954","Default Known Flow Node","Known Flow","311404.811077","722050.211461","","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","","",""
