"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"60200300001625","Nodes","1625","21.000000","35.980166","DDS demands","Known Flow","327992.691159","692386.560118","","0.000000","","","","","","","-2.740000","","","","","","","-2.450156","-2.740000","","","","","","","","","D1 PROFILE","","","","","",""
"60200300001697","Nodes","1697","21.000000","41.918253","Default Known Flow Node","Known Flow","327822.355359","690318.840052","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60200300001096","Nodes","1096","21.000000","41.824003","Default Known Flow Node","Known Flow","327840.029173","690309.258631","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60200300001696","Nodes","1696","21.000000","41.679703","Default Known Flow Node","Known Flow","327859.230369","690296.590046","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60200300001406","Nodes","1406","21.000000","28.660864","Default Known Flow Node","Known Flow","332686.795403","695255.372812","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60200300002749","Nodes","2749","21.000000","36.786761","Default Known Flow Node","Known Flow","328750.175496","693217.239277","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60200300001094","Nodes","","21.000000","36.684748","Default Known Flow Node","Known Flow","328741.250535","693243.851886","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"60200300000237","Nodes","237","21.000000","36.602635","DDS demands","Known Flow","328737.355608","693255.465851","","0.000000","","","","","","","-9.580000","","","","","","","-8.566606","-9.580000","","","","","","","","","D1 PROFILE","","","","","",""
"60200300002311","Nodes","2311","21.000000","31.733686","DDS demands","Known Flow","326624.230033","693292.840861","","0.000000","","","","","","","-2.580000","","","","","","","-2.307082","-2.580000","","","","","","","","","D1 PROFILE","","","","","",""
"60200300001085","Nodes","Logger ID 9763, TEMPLEHALL AVENUE","21.000000","30.679604","Val Log Cath","Known Flow","326720.260061","693283.894741","","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
