"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"60602000000263","Nodes","263","21.000000","39.938586","DDS demands","Known Flow","376427.710333","821677.112268","","0.000000","","","","","","-10.069999","","","","","","-9.004774","-10.069999","","","","","","","","D1 PROFILE","","","","",""
"60602000000833","Nodes","833","21.000000","32.113723","DDS demands","Known Flow","377618.281387","820387.626256","","0.000000","","","","","","-7.440000","","","","","","-6.652981","-7.440000","","","","","","","","D1 PROFILE","","","","",""
"60602000000384","Nodes","384","21.000000","31.660523","DDS demands","Known Flow","377732.025363","820385.393875","","0.000000","","","","","","-20.250000","","","","","","-18.107912","-20.250000","","","","","","","","D1 PROFILE","","","","",""
"60602000000677","Nodes","677","21.000000","37.502714","Default Known Flow Node","Known Flow","376486.998601","821564.292765","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602000001004","Nodes","DAVAH VALE, BLACKHALL ROAD, ID: 10017","21.000000","37.428347","Val Log Cath","Known Flow","376504.005503","821560.666533","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602000063262","Nodes","-63262","21.000000","37.118738","Default Known Flow Node","Known Flow","376555.366656","821551.501397","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602000001003","Nodes","77 GEORGE SQUARE, ID: 10248","21.000000","37.003575","Val Log Cath","Known Flow","377430.136789","821159.094286","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602000000633","Nodes","633","21.000000","37.326519","DDS demands","Known Flow","377504.117391","821156.735808","","0.000000","","","","","","-1.749999","","","","","","-1.564881","-1.749999","","","","","","","","D1 PROFILE","","","","",""
"60602000000052","Nodes","52","21.000000","34.971351","DDS demands","Known Flow","376963.275731","821983.151879","","0.000000","","","","","","-4.999999","","","","","","-4.471089","-4.999999","","","","","","","","D1 PROFILE","","","","",""
"60602000001002","Nodes","","21.000000","33.851281","Default Known Flow Node","Known Flow","377006.189395","822020.204641","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602001781896","Nodes","-1781896","21.000000","33.367062","DDS demands","Known Flow","377024.198748","822035.816893","","0.000000","","","","","","-5.530000","","","","","","-4.945025","-5.530000","","","","","","","","D1 PROFILE","","","","",""
"60602000001001","Nodes","5 TOWNHEAD ROAD, ID: 9877","21.000000","33.985761","Val Log Cath","Known Flow","376383.191816","822370.680782","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602000000156","Nodes","156","21.000000","35.213509","DDS demands","Known Flow","377071.153760","820790.941554","","0.000000","","","","","","-12.819999","","","","","","-11.463872","-12.819999","","","","","","","","D1 PROFILE","","","","",""
"60602000000645","Nodes","645","21.000000","34.291790","DDS demands","Known Flow","377957.346646","819957.107858","","0.000000","","","","","","-2.219999","","","","","","-1.985163","-2.219999","","","","","","","","D1 PROFILE","","","","",""
"60602000000644","Nodes","644","21.000000","34.397473","Default Known Flow Node","Known Flow","377943.171201","819952.226394","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602000000643","Nodes","643","21.000000","34.645370","DDS demands","Known Flow","377889.647500","819934.396382","","0.000000","","","","","","-3.029999","","","","","","-2.709480","-3.029999","","","","","","","","D1 PROFILE","","","","",""
"60602000000647","Nodes","647","21.000000","34.077228","DDS demands","Known Flow","378002.081287","819971.543295","","0.000000","","","","","","-4.760000","","","","","","-4.256477","-4.760000","","","","","","","","D1 PROFILE","","","","",""
"60602000000639","Nodes","639","21.000000","34.300971","DDS demands","Known Flow","377885.380253","820002.241587","","0.000000","","","","","","-3.839999","","","","","","-3.433796","-3.839999","","","","","","","","D1 PROFILE","","","","",""
"60602000000641","Nodes","641","21.000000","34.284549","DDS demands","Known Flow","377911.647128","820011.317381","","0.000000","","","","","","-4.869999","","","","","","-4.354840","-4.869999","","","","","","","","D1 PROFILE","","","","",""
"60602000000642","Nodes","642","21.000000","34.083448","DDS demands","Known Flow","377970.800331","820030.319006","","0.000000","","","","","","-2.589999","","","","","","-2.316024","-2.589999","","","","","","","","D1 PROFILE","","","","",""
"60602000000561","Nodes","","21.000000","34.040002","DDS demands","Known Flow","377801.134451","820062.095196","","0.000000","-31.570000","","","","","-2.509999","","","","","","-30.474946","-34.079999","","","C1 PROFILE","","","","","D1 PROFILE","","","","",""
"60602000328596","Nodes","-328596","21.000000","33.919060","Default Known Flow Node","Known Flow","377862.544987","820072.848796","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602000000288","Nodes","288","21.000000","34.033718","DDS demands","Known Flow","377791.291956","820059.297355","","0.000000","","","","","","-2.730000","","","","","","-2.441214","-2.730000","","","","","","","","D1 PROFILE","","","","",""
"60602000000559","Nodes","559","21.000000","32.753694","DDS demands","Known Flow","377754.839910","820193.722956","","0.000000","","","","","","-0.029999","","","","","","-0.026826","-0.030000","","","","","","","","D1 PROFILE","","","","",""
"60602000328593","Nodes","-328593","21.000000","34.032083","DDS demands","Known Flow","377789.690651","820057.926690","","0.000000","","","","","","-1.019999","","","","","","-0.912102","-1.019999","","","","","","","","D1 PROFILE","","","","",""
"60602002980628","Nodes","-2980628","21.000000","29.473086","Default Known Flow Node","Known Flow","377525.121738","820165.120230","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602000000453","Nodes","453","21.000000","29.654003","DDS demands","Known Flow","377829.896899","820324.610845","","0.000000","","","","","","-14.880000","","","","","","-13.305963","-14.880000","","","","","","","","D1 PROFILE","","","","",""
"60602000000382","Nodes","382","21.000000","33.857488","DDS demands","Known Flow","377871.311352","820075.678925","","0.000000","","","","-6.849999","","-11.060000","","","","","","-16.015442","-17.910000","","","","","","C4 PROFILE","","D1 PROFILE","","","","",""
"60602000000159","Nodes","159","21.000000","34.303059","Default Known Flow Node","Known Flow","376973.755228","820901.221965","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602000000536","Nodes","536","21.000000","34.071251","Default Known Flow Node","Known Flow","376931.460201","820960.172074","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602000000351","Nodes","351","21.000000","34.106292","DDS demands","Known Flow","376905.883803","820946.864482","","0.000000","","","","","","-7.960000","","","","","","-7.117974","-7.960000","","","","","","","","D1 PROFILE","","","","",""
"60602000000158","Nodes","158","21.000000","34.305808","DDS demands","Known Flow","376937.346811","820878.992928","","0.000000","","","","","","-6.730000","","","","","","-6.018086","-6.730000","","","","","","","","D1 PROFILE","","","","",""
"60602000331674","Nodes","-331674","21.000000","34.162116","Default Known Flow Node","Known Flow","376901.510228","821000.093096","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"60602000000541","Nodes","541","21.000000","32.744238","DDS demands","Known Flow","376979.577603","820987.520057","","0.000000","","","","","","-6.040000","","","","","","-5.401076","-6.040000","","","","","","","","D1 PROFILE","","","","",""
