"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"60604704904541","Nodes","4904541,","21.000000","62.316769","Default Known Flow Node","Known Flow","378784.490000","815397.490000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000033","Nodes","33,","21.000000","55.696284","DDS demands","Known Flow","378626.490000","815305.865000","","0.000000","","-2.859999","","-19.860000","","","","","","","-20.316631","-22.720000","","","","C3 PROFILE","","D1 PROFILE","","","","","",""
"60604700326849","Nodes","326849,","21.000000","55.696284","Default Known Flow Node","Known Flow","378627.240000","815306.365000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000088","Nodes","88,","21.000000","51.902236","DDS demands","Known Flow","379235.078285","815913.707601","","0.000000","","","","-4.880000","","","","","","","-4.363783","-4.880000","","","","","","D1 PROFILE","","","","","",""
"60604701462505","Nodes","1462505,","21.000000","55.612765","Default Known Flow Node","Known Flow","378619.490000","815309.990000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604710000052","Nodes","10000052,","21.000000","64.304366","Default Known Flow Node","Known Flow","379084.865000","815614.490000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700002002","Nodes","2002, FORREST ROAD D.G, Tel, Site ID 1262","21.000000","69.999999","Default Known Pressure Node","Known Pressure","378687.990000","816483.365000","","999998.967025","","","","","","","","","","","213.526037","238.785274","","","","","","","","","","","",""
"60604700000062","Nodes","62,","21.000000","69.760475","DDS demands","Known Flow","378690.740000","816484.365000","","0.000000","","","","-9.439999","","","","","","","-8.441416","-9.439999","","","","","","D1 PROFILE","","","","","",""
"60604701462493","Nodes","1462493,","21.000000","23.303116","Default Known Flow Node","Known Flow","379341.208750","816256.990000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700001002","Nodes","1002, P00061502, Kingsfield Road, -8.68","22.999998","23.303116","CSEP DDS Matched","Known Flow","379341.990000","816258.865000","","0.000000","","","","","-8.680000","","","","","","-7.761811","-8.680000","","","","","","","DC PROFILE","","","","",""
"60604701462525","Nodes","1462525,","21.000000","62.447680","Default Known Flow Node","Known Flow","378832.490000","815426.740000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604701462469","Nodes","1462469,","21.000000","62.405413","Default Known Flow Node","Known Flow","378792.615000","815401.115000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000111","Nodes","111,","21.000000","27.681202","Default Known Flow Node","Known Flow","379279.208750","816276.740000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604701462534","Nodes","1462534,","21.000000","27.975652","DDS demands","Known Flow","379530.164029","816122.034915","","0.000000","","","","-10.310000","","","","","","","-9.219387","-10.310000","","","","","","D1 PROFILE","","","","","",""
"60604701462488","Nodes","1462488,","21.000000","39.007336","Default Known Flow Node","Known Flow","378953.240000","814801.240000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000057","Nodes","57, MIDMILL D.G, Site ID 1264","21.000000","49.999998","Default Known Pressure Node","Known Pressure","379130.365000","814765.490000","","999998.967025","","","","","","","","","","","38.728573","43.310000","","","","","","","","","","","",""
"60604700001005","Nodes","1005,","21.000000","74.328817","Default Known Flow Node","Known Flow","378972.240000","816714.990000","","0.000000","","","","","","","","","","-209.899986","0.000000","0.000000","","","","","","","","","","","","PL-PL PROFILE"
"60604700001008","Nodes","1008,","21.000000","36.972350","Default Known Flow Node","Known Flow","379097.521250","816333.427500","","0.000000","","","","","","","","","","-13.659998","0.000000","0.000000","","","","","","","","","","","","PL-PL PROFILE"
"60604700000027","Nodes","27, P10124329, GAUCHHILL ROAD CSEP, 36.65 SCMH","24.000000","56.116556","CSEP Unmatched","Known Flow","378666.681589","815327.018478","","0.000000","","","","","","","","-36.650000","","","-32.773087","-36.650000","","","","","","","","","","PL-AF PROFILE","",""
"60604700001009","Nodes","1009,","21.000000","26.127730","Default Known Flow Node","Known Flow","379247.740000","816352.615000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000029","Nodes","169,","21.000000","55.656668","Default Known Flow Node","Known Flow","378392.240000","815109.740000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000192","Nodes","192,","21.000000","62.601868","Default Known Flow Node","Known Flow","378835.004943","815424.576082","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000245","Nodes","245,","21.000000","53.496340","Default Known Flow Node","Known Flow","379156.002328","815743.734181","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000281","Nodes","281,","21.000000","49.762879","DDS demands","Known Flow","379271.921507","815970.867571","","0.000000","","","","-14.789999","","","","","","","-13.225482","-14.789999","","","","","","D1 PROFILE","","","","","",""
"60604700000282","Nodes","282,","21.000000","40.464750","Default Known Flow Node","Known Flow","379202.538340","816067.025269","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000292","Nodes","292,","21.000000","26.127730","Default Known Flow Node","Known Flow","379250.258353","816354.959347","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000301","Nodes","301,","21.000000","26.587562","DDS demands","Known Flow","379278.385293","816307.512626","","0.000000","","","","-7.590000","","","","","","","-6.787114","-7.590000","","","","","","D1 PROFILE","","","","","",""
"60604700000335","Nodes","335,","21.000000","62.405413","Default Known Flow Node","Known Flow","378793.511646","815401.607014","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000333","Nodes","333,","21.000000","64.218948","Default Known Flow Node","Known Flow","379079.390511","815611.578101","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000338","Nodes","338,","21.000000","63.434279","Default Known Flow Node","Known Flow","378977.380251","815510.525595","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000340","Nodes","340,","21.000000","63.855266","Default Known Flow Node","Known Flow","379031.423328","815563.251098","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000339","Nodes","339,","21.000000","63.434279","Default Known Flow Node","Known Flow","378977.875527","815509.900446","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700001004","Nodes","1004, P00087524, The Square, -21.13","22.999998","26.127730","CSEP DDS Matched","Known Flow","379265.139412","816327.758827","","0.000000","","","","","-21.129999","","","","","","-18.894825","-21.129999","","","","","","","DC PROFILE","","","","",""
"60604700000015","Nodes","15,","21.000000","43.189408","DDS demands","Known Flow","379371.293259","816039.259090","","0.000000","","","","-5.949999","","","","","","","-5.320596","-5.949999","","","","","","D1 PROFILE","","","","","",""
"60604711462534","Nodes","11462534,","21.000000","27.681202","Default Known Flow Node","Known Flow","379276.615000","816274.865000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604710000281","Nodes","10000281,","21.000000","40.464750","Default Known Flow Node","Known Flow","379201.703340","816067.381269","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604711462528","Nodes","11462528,","21.000000","27.271660","DDS demands","Known Flow","379246.740000","816283.740000","","0.000000","","","-5.969999","-1.129999","","","","","","","-6.348946","-7.099999","","","","","C4 PROFILE","D1 PROFILE","","","","","",""
"60604710000088","Nodes","10000088,","21.000000","43.208818","Default Known Flow Node","Known Flow","379408.365000","816026.115000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000075","Nodes","75,","21.000000","26.127730","Default Known Flow Node","Known Flow","379261.447248","816333.394265","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604711462522","Nodes","11462522,","21.000000","23.654676","Default Known Flow Node","Known Flow","378915.740000","816035.615000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000076","Nodes","76,","21.000000","26.127730","Default Known Flow Node","Known Flow","379262.132369","816333.807353","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"606047-27","Nodes","-27,","21.000000","26.127730","Default Known Flow Node","Known Flow","379239.615000","816349.990000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60604700000352","Nodes","Plots 1 & 2 Midhill, Shandwick, NA:13632","21.000000","39.546050","Point Loads","Known Flow","378972.946134","814746.136990","","0.000000","","","","","","","","-6.000000","","","-5.365307","-6.000000","","","","","","","","","","PL-AF PROFILE","",""
"60604700000082","Nodes","2,3,4,5,53A,53B Kingsfield Road, Kintore","21.000000","23.139059","Point Loads","Known Flow","379348.299105","816256.155306","","0.000000","","","","","","","","-11.390000","","","-10.185142","-11.390000","","","","","","","","","","PL-AF PROFILE","",""
"60604711462529","Nodes","","21.000000","62.348832","Default Known Flow Node","Known Flow","378782.865000","815396.615000","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
