"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-PL)"
"606010-1462537","Nodes","-1462537","21.000000","31.441443","Default Known Flow Node","Known Flow","288166.625000","855780.125000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000227","Nodes","227","21.000000","30.404045","DDS demands","Known Flow","288233.375000","855939.375000","","0.000000","","","","","-23.610000","","","","-21.112485","-23.610000","","","","","","","D1 PROFILE","","",""
"60601000000132","Nodes","132","21.000000","32.497664","DDS demands","Known Flow","288170.951121","855720.196494","","0.000000","","-136.639997","","","","","","","-122.185928","-136.639997","","","","C2 PROFILE","","","","","",""
"60601000000556","Nodes","556","21.000000","45.387627","Default Known Flow Node","Known Flow","289226.000000","855912.500000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000557","Nodes","557","21.000000","45.422686","DDS demands","Known Flow","289183.375000","855946.375000","","0.000000","","","","","-6.249999","","","","-5.588861","-6.249999","","","","","","","D1 PROFILE","","",""
"60601000000558","Nodes","558","21.000000","43.677842","DDS demands","Known Flow","289309.000000","855947.875000","","0.000000","","","","","-3.209999","","","","-2.870439","-3.209999","","","","","","","D1 PROFILE","","",""
"60601000000559","Nodes","559","21.000000","43.529843","DDS demands","Known Flow","289336.125000","855961.125000","","0.000000","","","","","-5.899999","","","","-5.275885","-5.899999","","","","","","","D1 PROFILE","","",""
"60601000000438","Nodes","438","21.000000","35.174665","DDS demands","Known Flow","286964.500000","856149.750000","","0.000000","","","","","-9.140000","","","","-8.173152","-9.140000","","","","","","","D1 PROFILE","","",""
"60601000000436","Nodes","436","21.000000","35.313853","DDS demands","Known Flow","286942.250000","856121.750000","","0.000000","","","","","-4.460000","","","","-3.988211","-4.460000","","","","","","","D1 PROFILE","","",""
"60601000000439","Nodes","439","21.000000","35.127442","DDS demands","Known Flow","286956.625000","856195.875000","","0.000000","","","","","-2.819999","","","","-2.521694","-2.819999","","","","","","","D1 PROFILE","","",""
"60601000000437","Nodes","437","21.000000","35.225410","DDS demands","Known Flow","286901.750000","856146.750000","","0.000000","","","","","-2.180000","","","","-1.949395","-2.180000","","","","","","","D1 PROFILE","","",""
"60601000000434","Nodes","434","21.000000","35.428959","DDS demands","Known Flow","286949.125000","856097.375000","","0.000000","","","","","-21.069999","","","","-18.841169","-21.069999","","","","","","","D1 PROFILE","","",""
"60601000000435","Nodes","435","21.000000","35.225008","DDS demands","Known Flow","286856.500000","856075.875000","","0.000000","","","","","-11.570000","","","","-10.346101","-11.570000","","","","","","","D1 PROFILE","","",""
"606010-264","Nodes","-264","21.000000","26.312224","Default Known Flow Node","Known Flow","286859.125000","856472.250000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000685","Nodes","685","21.000000","26.268719","Default Known Flow Node","Known Flow","286824.750000","856439.625000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000440","Nodes","440","21.000000","35.137432","DDS demands","Known Flow","287050.750000","856152.000000","","0.000000","","","","","-5.850000","","","","-5.231174","-5.850000","","","","","","","D1 PROFILE","","",""
"606010-1462635","Nodes","-1462635","21.000000","34.185015","Default Known Flow Node","Known Flow","287210.625000","856279.250000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000329","Nodes","329","21.000000","34.185015","DDS demands","Known Flow","287208.875000","856277.000000","","0.000000","","","","","-5.800000","","","","-5.186464","-5.800000","","","","","","","D1 PROFILE","","",""
"60601000000449","Nodes","449","21.000000","32.226421","DDS demands","Known Flow","287370.875000","856084.750000","","0.000000","","","","","-13.890000","","","","-12.420687","-13.890000","","","","","","","D1 PROFILE","","",""
"606010-1462528","Nodes","-1462528","21.000000","32.226421","Default Known Flow Node","Known Flow","287398.125000","856067.375000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000455","Nodes","455","21.000000","34.969432","DDS demands","Known Flow","287441.625000","856230.875000","","0.000000","","","","","-3.960000","","","","-3.541102","-3.960000","","","","","","","D1 PROFILE","","",""
"606010-1462741","Nodes","-1462741","21.000000","34.969432","Default Known Flow Node","Known Flow","287461.000000","856249.750000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000245","Nodes","245","21.000000","33.797690","DDS demands","Known Flow","287444.125000","856309.500000","","0.000000","","","","","-1.860000","","","","-1.663245","-1.860000","","","","","","","D1 PROFILE","","",""
"60601000000325","Nodes","325","21.000000","34.461287","DDS demands","Known Flow","287397.000000","856329.500000","","0.000000","","","","","-9.630000","","","","-8.611318","-9.630000","","","","","","","D1 PROFILE","","",""
"60601000000326","Nodes","326","21.000000","34.796451","DDS demands","Known Flow","287390.625000","856316.875000","","0.000000","","","-3.359999","","-9.069999","","","","-11.115128","-12.429999","","","","","C3 PROFILE","","D1 PROFILE","","",""
"60601000000418","Nodes","418","21.000000","34.260683","DDS demands","Known Flow","287274.125000","856381.750000","","0.000000","","","","","-7.970000","","","","-7.126916","-7.970000","","","","","","","D1 PROFILE","","",""
"60601000000448","Nodes","448","21.000000","35.128502","DDS demands","Known Flow","287309.500000","856217.375000","","0.000000","","","","","-10.479999","","","","-9.371402","-10.479999","","","","","","","D1 PROFILE","","",""
"60601000000445","Nodes","445","21.000000","34.260282","DDS demands","Known Flow","287226.000000","856406.625000","","0.000000","","","","","-2.009999","","","","-1.797377","-2.009999","","","","","","","D1 PROFILE","","",""
"60601000000327","Nodes","327","21.000000","34.234714","DDS demands","Known Flow","287221.000000","856320.250000","","0.000000","","","","","-6.760000","","","","-6.044912","-6.760000","","","","","","","D1 PROFILE","","",""
"60601000000330","Nodes","330","21.000000","34.190460","DDS demands","Known Flow","287282.250000","856284.875000","","0.000000","","","","","-3.160000","","","","-2.825728","-3.160000","","","","","","","D1 PROFILE","","",""
"60601000000328","Nodes","328","21.000000","34.192708","DDS demands","Known Flow","287199.250000","856286.375000","","0.000000","","","","","-3.869999","","","","-3.460623","-3.869999","","","","","","","D1 PROFILE","","",""
"60601000000446","Nodes","446","21.000000","34.161101","DDS demands","Known Flow","287155.125000","856296.125000","","0.000000","","","","","-4.960000","","","","-4.435321","-4.960000","","","","","","","D1 PROFILE","","",""
"606010-1462663","Nodes","-1462663","21.000000","34.303234","Default Known Flow Node","Known Flow","287163.500000","856358.625000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000419","Nodes","419, P08117741","22.999998","33.668486","CSEP Unmatched","Known Flow","287129.375000","856325.125000","","0.000000","","","","","","","-15.970000","","-14.280660","-15.970000","","","","","","","","","PL-AF PROFILE",""
"60601000000442","Nodes","442","21.000000","34.160228","DDS demands","Known Flow","287210.125000","856230.250000","","0.000000","","","","","-29.720000","","","","-26.576156","-29.720000","","","","","","","D1 PROFILE","","",""
"606010-194","Nodes","-194","21.000000","34.159655","Default Known Flow Node","Known Flow","287210.125000","856225.875000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"606010-1462484","Nodes","-1462484","21.000000","34.160228","Default Known Flow Node","Known Flow","287219.500000","856224.625000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000443","Nodes","443","21.000000","33.586309","DDS demands","Known Flow","287134.000000","856139.625000","","0.000000","","","","","-17.819999","","","","-15.934962","-17.819999","","","","","","","D1 PROFILE","","",""
"60601000000444","Nodes","444","21.000000","33.351749","DDS demands","Known Flow","287065.625000","856156.500000","","0.000000","","","","","-8.159999","","","","-7.296817","-8.159999","","","","","","","D1 PROFILE","","",""
"60601000000331","Nodes","331","21.000000","35.270846","DDS demands","Known Flow","287254.250000","856157.625000","","0.000000","","","","","-12.729999","","","","-11.383393","-12.729999","","","","","","","D1 PROFILE","","",""
"606010-168","Nodes","-168","21.000000","35.222546","Default Known Flow Node","Known Flow","287301.750000","856135.500000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000148","Nodes","148","21.000000","35.472693","DDS demands","Known Flow","287208.125000","856095.750000","","0.000000","","","","","-3.410000","","","","-3.049283","-3.410000","","","","","","","D1 PROFILE","","",""
"606010-186","Nodes","17,19,21 Woodside Crescent, NA:18462","21.000000","35.037918","Point Loads","Known Flow","287339.500000","856187.875000","","0.000000","","","","","","","-7.060000","","-6.313178","-7.060000","","","","","","","","","PL-AF PROFILE",""
"60601000000150","Nodes","150","21.000000","35.239058","DDS demands","Known Flow","287278.000000","856045.625000","","0.000000","","","","","-10.479999","","","","-9.371402","-10.479999","","","","","","","D1 PROFILE","","",""
"606010-137","Nodes","-137","21.000000","35.118902","Default Known Flow Node","Known Flow","287290.125000","856012.875000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000149","Nodes","149","21.000000","35.787311","DDS demands","Known Flow","287134.000000","856070.125000","","0.000000","","","","","-6.370000","","","","-5.696168","-6.370000","","","","","","","D1 PROFILE","","",""
"60601000000332","Nodes","332","21.000000","35.884018","DDS demands","Known Flow","287064.750000","856070.875000","","0.000000","","","","","-8.069999","","","","-7.216338","-8.069999","","","","","","","D1 PROFILE","","",""
"60601000000161","Nodes","161","21.000000","36.126201","DDS demands","Known Flow","287057.000000","856003.750000","","0.000000","","","","","-10.649999","","","","-9.523420","-10.649999","","","","","","","D1 PROFILE","","",""
"60601000000244","Nodes","244","21.000000","34.851692","DDS demands","Known Flow","287363.875000","855992.375000","","0.000000","","","","","-7.799999","","","","-6.974899","-7.799999","","","","","","","D1 PROFILE","","",""
"60601000000447","Nodes","447","21.000000","35.181951","DDS demands","Known Flow","287339.750000","856151.125000","","0.000000","","","","","-3.489999","","","","-3.120820","-3.489999","","","","","","","D1 PROFILE","","",""
"606010-1462595","Nodes","-1462595","21.000000","35.222546","Default Known Flow Node","Known Flow","287287.000000","856110.000000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"606010-185","Nodes","-185","21.000000","35.024369","Default Known Flow Node","Known Flow","287393.000000","856184.875000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"606010-167","Nodes","-167","21.000000","32.336710","Default Known Flow Node","Known Flow","287374.625000","856132.125000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"606010-1462626","Nodes","-1462626","21.000000","35.094524","Default Known Flow Node","Known Flow","287028.000000","856236.125000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000153","Nodes","153","21.000000","29.505332","DDS demands","Known Flow","287687.000000","856035.500000","","0.000000","","","","","-0.880000","","","","-0.786911","-0.880000","","","","","","","D1 PROFILE","","",""
"60601000000158","Nodes","158","21.000000","31.338389","DDS demands","Known Flow","287614.375000","856171.125000","","0.000000","","","","","-1.690000","","","","-1.511228","-1.690000","","","","","","","D1 PROFILE","","",""
"606010-190","Nodes","-190","21.000000","31.175231","Default Known Flow Node","Known Flow","287635.500000","856210.875000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000321","Nodes","321","21.000000","30.806266","Default Known Flow Node","Known Flow","287663.125000","856125.750000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000322","Nodes","322","21.000000","31.338604","Default Known Flow Node","Known Flow","287608.375000","856164.125000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000316","Nodes","316","21.000000","30.452004","DDS demands","Known Flow","287831.875000","856305.875000","","0.000000","","","","","-6.139999","","","","-5.490497","-6.139999","","","","","","","D1 PROFILE","","",""
"60601000000317","Nodes","317","21.000000","30.339601","DDS demands","Known Flow","287768.125000","856334.125000","","0.000000","","","","","-6.210000","","","","-5.553093","-6.210000","","","","","","","D1 PROFILE","","",""
"60601000000318","Nodes","318","21.000000","30.337708","DDS demands","Known Flow","287749.375000","856300.000000","","0.000000","","","","","-2.030000","","","","-1.815262","-2.030000","","","","","","","D1 PROFILE","","",""
"60601000000319","Nodes","319","21.000000","30.337708","Default Known Flow Node","Known Flow","287729.250000","856269.250000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000432","Nodes","432","21.000000","30.330504","DDS demands","Known Flow","287741.750000","856304.125000","","0.000000","","","","","-2.230000","","","","-1.994105","-2.230000","","","","","","","D1 PROFILE","","",""
"60601000000433","Nodes","433","21.000000","30.327899","DDS demands","Known Flow","287720.125000","856282.125000","","0.000000","","","","","-0.950000","","","","-0.849507","-0.950000","","","","","","","D1 PROFILE","","",""
"606010-229","Nodes","-229","21.000000","30.239335","Default Known Flow Node","Known Flow","287647.125000","856331.000000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000388","Nodes","388","21.000000","30.211515","DDS demands","Known Flow","287630.750000","856314.500000","","0.000000","","","","","-2.840000","","","","-2.539578","-2.840000","","","","","","","D1 PROFILE","","",""
"60601000000209","Nodes","209","21.000000","30.847160","Default Known Flow Node","Known Flow","287658.750000","856115.000000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000025","Nodes","25","21.000000","30.462843","DDS demands","Known Flow","287694.500000","856123.375000","","0.000000","","","","","-1.580000","","","","-1.412864","-1.580000","","","","","","","D1 PROFILE","","",""
"60601000000452","Nodes","452","21.000000","31.629282","DDS demands","Known Flow","287509.000000","856117.250000","","0.000000","","","","","-5.280000","","","","-4.721470","-5.280000","","","","","","","D1 PROFILE","","",""
"606010-151","Nodes","-151","21.000000","31.438252","Default Known Flow Node","Known Flow","287553.000000","856088.250000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000453","Nodes","453","21.000000","30.801213","DDS demands","Known Flow","287501.875000","856095.750000","","0.000000","","","","","-14.420000","","","","-12.894622","-14.420000","","","","","","","D1 PROFILE","","",""
"60601000000451","Nodes","451","21.000000","31.770942","DDS demands","Known Flow","287555.750000","856181.500000","","0.000000","","","","","-2.049999","","","","-1.833146","-2.049999","","","","","","","D1 PROFILE","","",""
"60601000000323","Nodes","323","21.000000","31.776305","Default Known Flow Node","Known Flow","287566.250000","856194.125000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000324","Nodes","324","21.000000","32.525079","Default Known Flow Node","Known Flow","287518.875000","856237.750000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000410","Nodes","410","21.000000","30.426307","DDS demands","Known Flow","287701.250000","856120.250000","","0.000000","","","","","-4.590000","","","","-4.104460","-4.590000","","","","","","","D1 PROFILE","","",""
"60601000000024","Nodes","24","21.000000","30.334963","DDS demands","Known Flow","287757.125000","856184.750000","","0.000000","","","","","-2.850000","","","","-2.548521","-2.850000","","","","","","","D1 PROFILE","","",""
"606010-148","Nodes","-148","21.000000","25.663055","Default Known Flow Node","Known Flow","287780.125000","856083.250000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"606010-162","Nodes","-162","21.000000","30.460669","Default Known Flow Node","Known Flow","287695.875000","856122.625000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000256","Nodes","256","21.000000","25.587825","DDS demands","Known Flow","287782.250000","856087.250000","","0.000000","","","","","-5.440000","","","","-4.864545","-5.440000","","","","","","","D1 PROFILE","","",""
"60601000000023","Nodes","23, OPR, Adj. 2 Fraser Park, 4088","21.000000","25.425765","OPR","Known Flow","287816.125000","856157.750000","","0.000000","","","","","-4.790000","","","","-4.283303","-4.790000","","","","","","","D1 PROFILE","","",""
"60601000000415","Nodes","415","21.000000","25.042389","DDS demands","Known Flow","287834.875000","856060.875000","","0.000000","","","","","-9.710000","","","","-8.682855","-9.710000","","","","","","","D1 PROFILE","","",""
"60601000000185","Nodes","185","21.000000","29.556197","DDS demands","Known Flow","287585.875000","856024.000000","","0.000000","","","","","-17.169999","","","","-15.353721","-17.169999","","","","","","","D1 PROFILE","","",""
"606010-138","Nodes","-138","21.000000","29.554836","Default Known Flow Node","Known Flow","287584.875000","856017.375000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000270","Nodes","270","21.000000","23.351124","DDS demands","Known Flow","287429.500000","855948.375000","","0.000000","","","","","-4.719999","","","","-4.220708","-4.719999","","","","","","","D1 PROFILE","","",""
"60601000000258","Nodes","258","21.000000","30.672979","DDS demands","Known Flow","287444.500000","856103.375000","","0.000000","","","","","-6.540000","","","","-5.848185","-6.540000","","","","","","","D1 PROFILE","","",""
"60601000000454","Nodes","454","21.000000","30.243849","DDS demands","Known Flow","287412.125000","856049.125000","","0.000000","","","","","-9.130000","","","","-8.164209","-9.130000","","","","","","","D1 PROFILE","","",""
"60601000000450","Nodes","450","21.000000","32.523308","DDS demands","Known Flow","287505.375000","856225.375000","","0.000000","","","","","-7.840000","","","","-7.010668","-7.840000","","","","","","","D1 PROFILE","","",""
"60601000000257","Nodes","257","21.000000","31.360449","DDS demands","Known Flow","287569.375000","856110.625000","","0.000000","","","","","-6.939999","","","","-6.205872","-6.939999","","","","","","","D1 PROFILE","","",""
"606010-1462714","Nodes","-1462714","21.000000","31.438252","Default Known Flow Node","Known Flow","287545.875000","856077.500000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"606010-1462641","Nodes","-1462641","21.000000","31.175231","Default Known Flow Node","Known Flow","287607.500000","856231.000000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000160","Nodes","160","21.000000","31.001383","DDS demands","Known Flow","287679.000000","856190.375000","","0.000000","","","-0.920000","","-7.139999","","","","-7.207396","-8.059999","","","","","C3 PROFILE","","D1 PROFILE","","",""
"606010-165","Nodes","-165","21.000000","30.457287","Default Known Flow Node","Known Flow","287691.500000","856124.750000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"606010-147","Nodes","-147","21.000000","25.659453","Default Known Flow Node","Known Flow","287782.375000","856082.125000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"606010-4904600","Nodes","-4904600","21.000000","30.166443","Default Known Flow Node","Known Flow","287933.625000","856446.125000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"606010-1462756","Nodes","-1462756","21.000000","30.166443","Default Known Flow Node","Known Flow","287929.625000","856437.375000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000187","Nodes","187","21.000000","25.271543","DDS demands","Known Flow","287983.375000","856035.875000","","0.000000","","","","","-7.719999","","","","-6.903361","-7.719999","","","","","","","D1 PROFILE","","",""
"60601000000190","Nodes","190","21.000000","25.146970","DDS demands","Known Flow","287910.250000","856071.875000","","0.000000","","","","","-5.239999","","","","-4.685701","-5.239999","","","","","","","D1 PROFILE","","",""
"60601000000022","Nodes","22","21.000000","25.658671","DDS demands","Known Flow","287783.625000","856081.375000","","0.000000","","","-6.289999","","-11.270000","","","","-15.702466","-17.560000","","","","","C3 PROFILE","","D1 PROFILE","","",""
"60601000000232","Nodes","232","21.000000","26.051184","DDS demands","Known Flow","288387.125000","856012.250000","","0.000000","","","","","-6.090000","","","","-5.445787","-6.090000","","","","","","","D1 PROFILE","","",""
"60601000000235","Nodes","235","21.000000","28.149971","Default Known Flow Node","Known Flow","288350.625000","856022.250000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000229","Nodes","229","21.000000","29.108479","DDS demands","Known Flow","288355.375000","856096.750000","","0.000000","","","","","-16.879999","","","","-15.094397","-16.879999","","","","","","","D1 PROFILE","","",""
"606010-174","Nodes","-174","21.000000","30.834063","Default Known Flow Node","Known Flow","288199.125000","856150.500000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000233","Nodes","233","21.000000","26.086453","DDS demands","Known Flow","288439.000000","856003.500000","","0.000000","","","","","-4.819999","","","","-4.310130","-4.819999","","","","","","","D1 PROFILE","","",""
"606010-169","Nodes","-169","21.000000","25.237032","Default Known Flow Node","Known Flow","288035.125000","856137.250000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000230","Nodes","230","21.000000","28.715860","DDS demands","Known Flow","288464.750000","856148.000000","","0.000000","","","","","-2.109999","","","","-1.886799","-2.109999","","","","","","","D1 PROFILE","","",""
"60601000000601","Nodes","601","21.000000","27.355888","DDS demands","Known Flow","288166.250000","856285.875000","","0.000000","","","","","-7.050000","","","","-6.304236","-7.050000","","","","","","","D1 PROFILE","","",""
"60601000000054","Nodes","54","21.000000","27.402676","DDS demands","Known Flow","288154.375000","856274.875000","","0.000000","","","-5.969999","","-10.790000","","","","-14.987092","-16.760000","","","","","C3 PROFILE","","D1 PROFILE","","",""
"60601000000055","Nodes","55","21.000000","25.913128","DDS demands","Known Flow","288111.000000","856230.500000","","0.000000","","","","","-18.159999","","","","-16.238996","-18.159999","","","","","","","D1 PROFILE","","",""
"60601000000602","Nodes","602","21.000000","24.544857","DDS demands","Known Flow","288158.125000","856205.500000","","0.000000","-14.219999","","","","-10.479999","","","","-22.087182","-24.700000","","","C1 PROFILE","","","","D1 PROFILE","","",""
"60601000000138","Nodes","138","21.000000","26.086453","Default Known Flow Node","Known Flow","288426.875000","856021.000000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000062","Nodes","62","21.000000","31.168144","DDS demands","Known Flow","288363.500000","856486.625000","","0.000000","-2.259999","","-0.739999","-13.120000","-12.180000","","","","-25.306368","-28.300001","","","C1 PROFILE","","C3 PROFILE","C4 PROFILE","D1 PROFILE","","",""
"60601000000050","Nodes","50","21.000000","30.821788","DDS demands","Known Flow","288309.250000","856431.000000","","0.000000","-13.199999","","","-1.929999","-6.360000","","","","-19.216742","-21.489999","","","C1 PROFILE","","","C4 PROFILE","D1 PROFILE","","",""
"606010-437","Nodes","-437","21.000000","30.787181","Default Known Flow Node","Known Flow","288390.500000","856464.500000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000051","Nodes","51","21.000000","30.799740","DDS demands","Known Flow","288286.500000","856407.750000","","0.000000","-4.810000","","","","-9.359999","","","","-12.671067","-14.170000","","","C1 PROFILE","","","","D1 PROFILE","","",""
"60601000000049","Nodes","49","21.000000","30.862401","DDS demands","Known Flow","288176.750000","856465.000000","","0.000000","-3.739999","","-3.410000","","-3.029999","","","","-9.103138","-10.179999","","","C1 PROFILE","","C3 PROFILE","","D1 PROFILE","","",""
"60601000000052","Nodes","52","21.000000","30.826992","DDS demands","Known Flow","288264.125000","856382.125000","","0.000000","-15.800000","","","","-11.119999","","","","-24.072346","-26.919998","","","C1 PROFILE","","","","D1 PROFILE","","",""
"60601000000215","Nodes","215","21.000000","30.582831","DDS demands","Known Flow","288373.500000","856355.625000","","0.000000","","","","","-7.690000","","","","-6.876535","-7.690000","","","","","","","D1 PROFILE","","",""
"606010-246","Nodes","-246","21.000000","30.826432","Default Known Flow Node","Known Flow","288262.500000","856380.125000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000310","Nodes","310","21.000000","30.480529","DDS demands","Known Flow","288374.375000","856317.875000","","0.000000","","","","","-9.450000","","","","-8.450359","-9.450000","","","","","","","D1 PROFILE","","",""
"60601000000216","Nodes","216","21.000000","30.455403","DDS demands","Known Flow","288411.750000","856325.250000","","0.000000","","","","","-6.340000","","","","-5.669341","-6.340000","","","","","","","D1 PROFILE","","",""
"60601000000060","Nodes","60","21.000000","30.354742","DDS demands","Known Flow","288408.625000","856303.375000","","0.000000","","","","","-6.040000","","","","-5.401076","-6.040000","","","","","","","D1 PROFILE","","",""
"60601000000334","Nodes","334","21.000000","30.737792","DDS demands","Known Flow","288236.000000","856168.125000","","0.000000","","","","","-3.440000","","","","-3.076109","-3.440000","","","","","","","D1 PROFILE","","",""
"60601000000333","Nodes","333","21.000000","30.629726","DDS demands","Known Flow","288305.000000","856218.250000","","0.000000","","-7.409999","","","-2.599999","","","","-8.951121","-10.009999","","","","C2 PROFILE","","","D1 PROFILE","","",""
"60601000000231","Nodes","231","21.000000","29.018292","DDS demands","Known Flow","288376.875000","856050.375000","","0.000000","","","","","-5.260000","","","","-4.703586","-5.260000","","","","","","","D1 PROFILE","","",""
"60601000000383","Nodes","383","21.000000","24.763747","DDS demands","Known Flow","288105.750000","856105.625000","","0.000000","","","","","-23.049999","","","","-20.611722","-23.049999","","","","","","","D1 PROFILE","","",""
"60601000000382","Nodes","382","21.000000","24.611057","DDS demands","Known Flow","288161.500000","856075.250000","","0.000000","","","","","-6.309999","","","","-5.642515","-6.309999","","","","","","","D1 PROFILE","","",""
"60601000000384","Nodes","384","21.000000","24.807362","Default Known Flow Node","Known Flow","288029.750000","855994.500000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000361","Nodes","361","21.000000","25.239551","DDS demands","Known Flow","288037.750000","856141.875000","","0.000000","","","","","-3.349999","","","","-2.995629","-3.349999","","","","","","","D1 PROFILE","","",""
"606010-189","Nodes","-189","21.000000","24.544857","Default Known Flow Node","Known Flow","288167.000000","856209.125000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000416","Nodes","416","21.000000","30.827954","Default Known Flow Node","Known Flow","288199.625000","856173.375000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000643","Nodes","643","21.000000","26.144953","DDS demands","Known Flow","288109.875000","856233.625000","","0.000000","","","","","-0.680000","","","","-0.608068","-0.680000","","","","","","","D1 PROFILE","","",""
"60601000000061","Nodes","61","21.000000","29.930100","DDS demands","Known Flow","288457.875000","856311.250000","","0.000000","","","","","-8.819999","","","","-7.887001","-8.819999","","","","","","","D1 PROFILE","","",""
"606010-400","Nodes","-400","21.000000","29.912864","Default Known Flow Node","Known Flow","288467.125000","856233.250000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"606010-201","Nodes","-201","21.000000","26.294010","Default Known Flow Node","Known Flow","288101.125000","856238.250000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000642","Nodes","642","21.000000","26.067964","Default Known Flow Node","Known Flow","288107.125000","856229.625000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000057","Nodes","57","21.000000","30.826629","Default Known Flow Node","Known Flow","288198.875000","856183.250000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"606010-1462764","Nodes","-1462764","21.000000","30.826629","Default Known Flow Node","Known Flow","288187.375000","856186.750000","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"60601000000311","Nodes","311","21.000000","30.218242","DDS demands","Known Flow","288378.625000","856271.125000","","0.000000","-0.649999","-3.579999","","","-4.579999","","","","-7.878059","-8.809999","","","C1 PROFILE","C2 PROFILE","","","D1 PROFILE","","",""
"60601000000217","Nodes","217","21.000000","30.014123","DDS demands","Known Flow","288429.875000","856255.250000","","0.000000","","","","","-7.210000","","","","-6.447311","-7.210000","","","","","","","D1 PROFILE","","",""
