"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)"
"60210000000002","Nodes","2","21.000000","32.832111","DDS demands","Known Flow","314479.700000","683909.685000","","0.000000","","-20.139999","-18.009548","-20.139999","","","","D1 PROFILE"
"60210000000001","Nodes","1","21.000000","30.521095","DDS demands","Known Flow","314432.075000","683869.310000","","0.000000","","-6.269999","-5.606746","-6.269999","","","","D1 PROFILE"
"60210000000003","Nodes","3","21.000000","32.743593","DDS demands","Known Flow","314474.200000","683847.060000","","0.000000","","-4.860000","-4.345898","-4.860000","","","","D1 PROFILE"
"60210000000004","Nodes","4","21.000000","38.321892","DDS demands","Known Flow","314522.075000","683942.310000","","0.000000","","-5.760000","-5.150695","-5.760000","","","","D1 PROFILE"
"60210000000009","Nodes","9","21.000000","37.468670","DDS demands","Known Flow","314511.450000","683959.935000","","0.000000","","-5.160000","-4.614164","-5.160000","","","","D1 PROFILE"
"60210000000005","Nodes","5","21.000000","46.620949","DDS demands","Known Flow","314572.325000","683972.685000","","0.000000","-2.539999","-10.790000","-11.919924","-13.330000","","","C4 PROFILE","D1 PROFILE"
"60210000000006","Nodes","6","21.000000","45.105565","DDS demands","Known Flow","314611.575000","683999.185000","","0.000000","","-19.459999","-17.401479","-19.459999","","","","D1 PROFILE"
"60210000000008","Nodes","8","21.000000","45.105565","Default Known Flow Node","Known Flow","314600.575000","684018.560000","","0.000000","","","0.000000","0.000000","","","",""
"60210000000010","Nodes","Hillend Village DG, Tel, Constant, Site ID 2004","21.000000","49.999998","Default Known Pressure Node","Known Pressure","314538.700000","684016.310000","","376.660004","","","97.049455","108.529996","","","",""
"60210000000013","Nodes","13","21.000000","27.210357","Default Known Flow Node","Known Flow","314306.450000","683882.685000","","0.000000","","","0.000000","0.000000","","","",""
"60210000000050","Nodes","50","21.000000","27.008062","DDS demands","Known Flow","314382.450000","683913.935000","","0.000000","","-8.539999","-7.636620","-8.539999","","","","D1 PROFILE"
"60210000000011","Nodes","11","21.000000","27.532093","DDS demands","Known Flow","314339.200000","683798.435000","","0.000000","","-16.299999","-14.575751","-16.299999","","","","D1 PROFILE"
"60210000000014","Nodes","14","21.000000","44.616432","Default Known Flow Node","Known Flow","314684.200000","684035.560000","","0.000000","","","0.000000","0.000000","","","",""
"60210000000007","Nodes","7","21.000000","44.698226","DDS demands","Known Flow","314718.450000","683984.685000","","0.000000","","-4.269999","-3.818310","-4.269999","","","","D1 PROFILE"
"60210000000015","Nodes","15","21.000000","44.519844","DDS demands","Known Flow","314805.075000","684048.310000","","0.000000","","-4.439999","-3.970327","-4.439999","","","","D1 PROFILE"
"60210000000808","Nodes","","21.000000","31.193852","Default Known Flow Node","Known Flow","314449.187572","683882.666154","","0.000000","","","0.000000","0.000000","","","",""
"60210000000012","Nodes","","21.000000","31.107269","Default Known Flow Node","Known Flow","314419.028258","683926.963734","","0.000000","","","0.000000","0.000000","","","",""
"60210000000016","Nodes","-89398","21.000000","49.623461","Default Known Flow Node","Known Flow","314543.450000","684016.185000","","0.000000","","","0.000000","0.000000","","","",""
"60210000000017","Nodes","-89397","21.000000","49.623461","Default Known Flow Node","Known Flow","314541.450000","684019.435000","","0.000000","","","0.000000","0.000000","","","",""
"60210000000019","Nodes","-229693","21.000000","27.210357","Default Known Flow Node","Known Flow","314307.450000","683881.185000","","0.000000","","","0.000000","0.000000","","","",""
"60210000000018","Nodes","-260580","21.000000","27.788727","Default Known Flow Node","Known Flow","314357.700000","683808.810000","","0.000000","","","0.000000","0.000000","","","",""
