"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"60202900000107","Nodes","107","21.000000","23.899788","DDS demands","Known Flow","285458.343831","748475.355876","","0.000000","","","","","-7.620000","","","","","","-6.813940","-7.620000","","","","","","","D1 PROFILE","","","","",""
"60202900597201","Nodes","597201, Maximo Ref:392304","21.000000","23.949578","Point Loads","Known Flow","285442.218827","748388.730853","","0.000000","","","","","","","","","","-5.500000","-4.918198","-5.500000","","","","","","","","","","","","PL-AF PROFILE"
"60202900001002","Nodes","1002","21.000000","25.579516","Default Known Flow Node","Known Flow","285220.610747","748810.514381","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60202900279802","Nodes","279802","21.000000","23.529029","Default Known Flow Node","Known Flow","285082.468729","748854.855980","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60202900000024","Nodes","24","21.000000","27.003497","DDS demands","Known Flow","285222.178239","749272.361562","","0.000000","","","","","-3.170000","","","","","","-2.834670","-3.170000","","","","","","","D1 PROFILE","","","","",""
"60202900001008","Nodes","1008","21.000000","27.088354","DDS demands","Known Flow","285223.463264","749274.340817","","0.000000","","","","","-5.189999","","","","","","-4.640990","-5.189999","","","","","","","D1 PROFILE","","","","",""
"60202900000052","Nodes","52","21.000000","25.570353","DDS demands","Known Flow","285074.946996","748768.512416","","0.000000","","","","","-25.020001","","","","","","-22.373333","-25.020001","","","","","","","D1 PROFILE","","","","",""
"60202900001001","Nodes","1001","21.000000","25.588142","Default Known Flow Node","Known Flow","285235.032959","748852.108291","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60202900000022","Nodes","22","21.000000","25.526839","DDS demands","Known Flow","285200.418761","748943.851004","","0.000000","","","-2.200000","","-31.769999","","","","","","-30.376582","-33.970000","","","","","C3 PROFILE","","D1 PROFILE","","","","",""
"60202900279853","Nodes","279853","21.000000","27.186248","Default Known Flow Node","Known Flow","285503.343844","749039.606030","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60202900000057","Nodes","57","21.000000","27.235103","DDS demands","Known Flow","285512.938094","749038.786748","","0.000000","","","","","-10.359999","","","","","","-9.264096","-10.359999","","","","","","","D1 PROFILE","","","","",""
"60202900279852","Nodes","279852","21.000000","27.294941","DDS demands","Known Flow","285524.218849","749037.231029","","0.000000","","","","","-9.090000","","","","","","-8.128440","-9.090000","","","","","","","D1 PROFILE","","","","",""
"60202900279780","Nodes","279780","21.000000","24.123983","Default Known Flow Node","Known Flow","285425.593823","748423.480862","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60202900000021","Nodes","21","21.000000","24.121556","DDS demands","Known Flow","284958.000695","748732.627946","","0.000000","","","","","-1.370000","","","","","","-1.225078","-1.370000","","","","","","","D1 PROFILE","","","","",""
"60202900000216","Nodes","Main House & Bungalow Alma Avenue, NA:15321","21.000000","24.279940","Point Loads","Known Flow","285006.437708","748747.625951","","0.000000","","","","","","","","","","-12.499999","-11.177723","-12.499999","","","","","","","","","","","","PL-AF PROFILE"
"60202900000200","Nodes","200","21.000000","24.229400","DDS demands","Known Flow","285462.686060","748512.591770","","0.000000","","","","","-3.619999","","","","","","-3.237068","-3.619999","","","","","","","D1 PROFILE","","","","",""
"60202900597204","Nodes","597204","21.000000","24.229400","Default Known Flow Node","Known Flow","285462.343833","748510.355886","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60202900000028","Nodes","28","21.000000","26.196000","DDS demands","Known Flow","285487.843839","748766.230956","","0.000000","","","-5.359999","","-4.889999","","","","","","-9.165733","-10.249999","","","","","C3 PROFILE","","D1 PROFILE","","","","",""
"60202900000026","Nodes","26, Breadalbane Academy, Perthshire (8440)","21.000000","26.278531","DDS demands","Known Flow","285482.343838","748881.605987","","0.000000","","","","","-18.620001","","","","","","-16.650337","-18.620001","","","","","","","D1 PROFILE","","","","",""
"60202900000027","Nodes","27","21.000000","25.363353","Default Known Flow Node","Known Flow","285418.579705","748860.036347","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60202900000005","Nodes","5","21.000000","25.331705","DDS demands","Known Flow","285088.968731","748708.355940","","0.000000","","","","","-6.869999","","","","","","-6.143277","-6.869999","","","","","","","D1 PROFILE","","","","",""
"60202900000002","Nodes","2","21.000000","25.106945","DDS demands","Known Flow","285119.343739","748646.480923","","0.000000","","","","","-2.730000","","","","","","-2.441214","-2.730000","","","","","","","D1 PROFILE","","","","",""
"60202900279784","Nodes","279784","21.000000","25.006476","Default Known Flow Node","Known Flow","285083.218729","748630.605919","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60202900279789","Nodes","279789","21.000000","25.242878","Default Known Flow Node","Known Flow","285069.343726","748692.730936","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"60202900000006","Nodes","6","21.000000","25.242878","Default Known Flow Node","Known Flow","285061.468723","748687.230934","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
