"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"60200200008155","Nodes","8155","21.000000","30.726371","DDS demands","Known Flow","311225.350843","682455.337912","","0.000000","","","","","","-6.979999","","","","","","","-6.241640","-6.979999","","","","","","","","D1 PROFILE","","","","","",""
"60200200009846","Nodes","9846","21.000000","30.211722","Default Known Flow Node","Known Flow","311251.689162","682427.859534","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200000553","Nodes","553","21.000000","30.111600","DDS demands","Known Flow","311247.475849","682420.712902","","0.000000","","","","","","-12.099999","","","","","","","-10.820037","-12.099999","","","","","","","","D1 PROFILE","","","","","",""
"60200200009701","Nodes","9701","21.000000","30.125028","Default Known Flow Node","Known Flow","311261.725853","682404.462898","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200009866","Nodes","9866","21.000000","30.260528","Default Known Flow Node","Known Flow","311264.549605","682454.978159","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200009551","Nodes","9551","21.000000","30.433965","Default Known Flow Node","Known Flow","311244.350848","682489.837921","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200009882","Nodes","9882","21.000000","30.471697","Default Known Flow Node","Known Flow","311268.725855","682477.837918","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200009666","Nodes","9666","21.000000","30.341620","Default Known Flow Node","Known Flow","311290.975861","682456.212912","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200009490","Nodes","9490","21.000000","39.838699","Default Known Flow Node","Known Flow","310232.100573","682934.713042","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200009758","Nodes","9758","21.000000","39.838699","Default Known Flow Node","Known Flow","310248.725577","682949.713046","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200000249","Nodes","249","21.000000","42.839513","DDS demands","Known Flow","310460.975635","682859.463022","","0.000000","","","","","","-6.179999","","","","","","","-5.526266","-6.179999","","","","","","","","D1 PROFILE","","","","","",""
"60200200000260","Nodes","260","21.000000","42.835629","DDS demands","Known Flow","310437.725629","682818.088011","","0.000000","","","","","","-1.090000","","","","","","","-0.974697","-1.090000","","","","","","","","D1 PROFILE","","","","","",""
"60200200000690","Nodes","690","21.000000","40.451616","Default Known Flow Node","Known Flow","310384.473614","682866.787024","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200000692","Nodes","692","21.000000","39.988341","DDS demands","Known Flow","310320.225597","682896.963032","","0.000000","","","","","","-11.499999","","","","","","","-10.283505","-11.499999","","","","","","","","D1 PROFILE","","","","","",""
"60200200009753","Nodes","9753","21.000000","40.049837","Default Known Flow Node","Known Flow","310332.475600","682930.213041","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200000691","Nodes","691","21.000000","40.200413","DDS demands","Known Flow","310314.975595","682868.088024","","0.000000","","","","","","-1.109999","","","","","","","-0.992581","-1.109999","","","","","","","","D1 PROFILE","","","","","",""
"60200200009745","Nodes","9745","21.000000","40.430152","Default Known Flow Node","Known Flow","310367.225609","682840.213017","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200000693","Nodes","693","21.000000","39.801499","DDS demands","Known Flow","310248.350577","682968.588052","","0.000000","","","","","","-8.989999","","","","","","","-8.039018","-8.989999","","","","","","","","D1 PROFILE","","","","","",""
"60200200009765","Nodes","9765","21.000000","39.730649","Default Known Flow Node","Known Flow","310247.850577","682997.588059","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200009648","Nodes","9648","21.000000","39.730649","Default Known Flow Node","Known Flow","310270.350583","682996.838059","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200009762","Nodes","9762","21.000000","39.330535","Default Known Flow Node","Known Flow","310323.350597","682984.838056","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200000694","Nodes","694","21.000000","39.170310","DDS demands","Known Flow","310323.100597","682996.213059","","0.000000","","","","","","-17.920000","","","","","","","-16.024385","-17.920000","","","","","","","","D1 PROFILE","","","","","",""
"60200200009710","Nodes","9710","21.000000","39.373201","Default Known Flow Node","Known Flow","310338.975602","682984.713056","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200009545","Nodes","9545","21.000000","40.049837","Default Known Flow Node","Known Flow","310349.100604","682925.463040","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200000279","Nodes","279","21.000000","35.617162","Default Known Flow Node","Known Flow","310793.355396","682639.856394","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200010088","Nodes","10088","21.000000","35.758072","Default Known Flow Node","Known Flow","310787.600724","682639.962962","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200000287","Nodes","287","21.000000","33.299405","DDS demands","Known Flow","310894.475753","682618.337956","","0.000000","","-13.899999","","","","","","","","","","","-12.429627","-13.899999","","","","C2 PROFILE","","","","","","","","","",""
"60200200000277","Nodes","277","21.000000","33.638455","Default Known Flow Node","Known Flow","310885.350750","682648.587964","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200000244","Nodes","244","21.000000","45.643844","DDS demands","Known Flow","310574.475666","682962.588050","","0.000000","","","","","","-11.640000","","","","","","","-10.408696","-11.640000","","","","","","","","D1 PROFILE","","","","","",""
"60200200009927","Nodes","9927","21.000000","44.596353","Default Known Flow Node","Known Flow","310550.850659","682902.838034","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200000240","Nodes","240","21.000000","45.936069","Default Known Flow Node","Known Flow","310613.600676","682969.088052","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200009627","Nodes","9627","21.000000","44.296463","Default Known Flow Node","Known Flow","310630.850681","682938.713043","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200009755","Nodes","9755","21.000000","44.296463","Default Known Flow Node","Known Flow","310632.600682","682935.338042","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200009733","Nodes","9733","21.000000","42.042297","Default Known Flow Node","Known Flow","310881.225749","682772.087998","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200008165","Nodes","8165","21.000000","42.084736","DDS demands","Known Flow","310904.100755","682790.963003","","0.000000","","","","","","-11.589999","","","","","","","-10.363985","-11.589999","","","","","","","","D1 PROFILE","","","","","",""
"60200200009476","Nodes","9476","21.000000","32.002627","Default Known Flow Node","Known Flow","310928.725762","682727.087986","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200009443","Nodes","9443","21.000000","32.002627","Default Known Flow Node","Known Flow","310946.975767","682730.462987","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200008158","Nodes","8158","21.000000","39.848932","DDS demands","Known Flow","310683.975696","682718.087983","","0.000000","","","","","","-6.260000","","","","","","","-5.597804","-6.260000","","","","","","","","D1 PROFILE","","","","","",""
"60200200000282","Nodes","282","21.000000","37.597498","DDS demands","Known Flow","310710.725703","682642.837963","","0.000000","-8.079999","","","","","","","","","","","","-7.225280","-8.079999","","","C1 PROFILE","","","","","","","","","","",""
"60200200008159","Nodes","8159","21.000000","39.525638","DDS demands","Known Flow","310611.225676","682739.587989","","0.000000","","","","","","-7.380000","","","","","","","-6.599328","-7.380000","","","","","","","","D1 PROFILE","","","","","",""
"60200200000271","Nodes","271","21.000000","40.715358","DDS demands","Known Flow","310680.100695","682744.462991","","0.000000","-5.539999","","","","","-1.399999","","","","","","","-6.205872","-6.939999","","","C1 PROFILE","","","","","D1 PROFILE","","","","","",""
"60200200000258","Nodes","258","21.000000","41.408535","DDS demands","Known Flow","310673.850693","682765.087996","","0.000000","","","","","","-6.800000","","","","","","","-6.080681","-6.800000","","","","","","","","D1 PROFILE","","","","","",""
"60200200008161","Nodes","8161","21.000000","31.956897","DDS demands","Known Flow","310978.476786","682749.584154","","0.000000","","","","","","-5.769999","","","","","","","-5.159637","-5.769999","","","","","","","","D1 PROFILE","","","","","",""
"60200200009656","Nodes","9656","21.000000","31.956897","Default Known Flow Node","Known Flow","310980.350776","682742.462990","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200000269","Nodes","269","21.000000","31.788190","Default Known Flow Node","Known Flow","310978.725776","682693.587977","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200000549","Nodes","549","21.000000","31.665469","DDS demands","Known Flow","310985.475778","682697.712978","","0.000000","","","","","","-1.919999","","","","","","","-1.716898","-1.919999","","","","","","","","D1 PROFILE","","","","","",""
"60200200008160","Nodes","8160","21.000000","32.104752","DDS demands","Known Flow","310961.850771","682683.712974","","0.000000","-4.689999","","","","","-7.020000","","","","","","","-10.471291","-11.709999","","","C1 PROFILE","","","","","D1 PROFILE","","","","","",""
"60200200000280","Nodes","280","21.000000","34.574574","Default Known Flow Node","Known Flow","310839.350738","682641.337962","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200000272","Nodes","272","21.000000","34.567851","DDS demands","Known Flow","310841.975543","682674.585330","","0.000000","","","-4.800000","","","","","","","","","","-4.292246","-4.800000","","","","","C3 PROFILE","","","","","","","","",""
"60200200009532","Nodes","9532","21.000000","34.567851","Default Known Flow Node","Known Flow","310843.225739","682677.712972","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200000637","Nodes","637","21.000000","40.779566","DDS demands","Known Flow","310814.225731","682775.587999","","0.000000","","","","","","-1.570000","","","","","","","-1.403922","-1.570000","","","","","","","","D1 PROFILE","","","","","",""
"60200200009449","Nodes","9449","21.000000","40.779566","Default Known Flow Node","Known Flow","310851.975741","682774.837999","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200000254","Nodes","254","21.000000","40.779574","DDS demands","Known Flow","310803.332375","682775.842927","","0.000000","","","","","","-1.760000","","","","","","","-1.573823","-1.760000","","","","","","","","D1 PROFILE","","","","","",""
"60200200009631","Nodes","9631","21.000000","40.779574","Default Known Flow Node","Known Flow","310804.975729","682781.963001","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200000265","Nodes","265","21.000000","42.792561","DDS demands","Known Flow","310647.225686","682786.713002","","0.000000","","","","","","-9.500000","","","","","","","-8.495070","-9.500000","","","","","","","","D1 PROFILE","","","","","",""
"60200200009445","Nodes","9445","21.000000","41.290467","Default Known Flow Node","Known Flow","310662.100690","682739.212989","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200000248","Nodes","248","21.000000","42.973749","DDS demands","Known Flow","310632.725682","682838.338016","","0.000000","","","","","","-15.350000","","","","","","","-13.726245","-15.350000","","","","","","","","D1 PROFILE","","","","","",""
"60200200009740","Nodes","9740","21.000000","43.016111","Default Known Flow Node","Known Flow","310647.475686","682909.088035","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200009926","Nodes","9926","21.000000","43.678129","Default Known Flow Node","Known Flow","310504.600647","682905.963034","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200000679","Nodes","679","21.000000","45.686197","Default Known Flow Node","Known Flow","310580.100667","682964.588050","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200009671","Nodes","9671","21.000000","42.084736","Default Known Flow Node","Known Flow","310910.475757","682795.713004","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200008163","Nodes","8163","21.000000","42.214000","DDS demands","Known Flow","310850.725741","682848.088019","","0.000000","","","","","","-19.870001","","","","","","","-17.768111","-19.870001","","","","","","","","D1 PROFILE","","","","","",""
"60200200009743","Nodes","9743","21.000000","42.099663","Default Known Flow Node","Known Flow","310949.975768","682817.963011","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200009668","Nodes","9668","21.000000","45.936069","Default Known Flow Node","Known Flow","310614.600677","682965.713051","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200009761","Nodes","9761","21.000000","45.871404","Default Known Flow Node","Known Flow","310615.225677","682969.588052","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200009756","Nodes","9756","21.000000","44.379761","Default Known Flow Node","Known Flow","310634.475682","682936.463043","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200009732","Nodes","9732","21.000000","45.871404","Default Known Flow Node","Known Flow","310614.475677","682972.338053","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200000245","Nodes","245","21.000000","43.837520","DDS demands","Known Flow","310664.975690","682897.213032","","0.000000","","","","","","-7.420000","","","","","","","-6.635097","-7.420000","","","","","","","","D1 PROFILE","","","","","",""
"60200200009576","Nodes","9576","21.000000","44.379761","Default Known Flow Node","Known Flow","310635.850682","682934.088042","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200009918","Nodes","9918","21.000000","35.467157","Default Known Flow Node","Known Flow","310799.480777","682639.763613","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200009446","Nodes","9446","21.000000","31.959050","Default Known Flow Node","Known Flow","310957.350770","682743.337990","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200008164","Nodes","8164","21.000000","41.834779","DDS demands","Known Flow","310983.725777","682805.088007","","0.000000","","","","","","-13.390000","","","","","","","-11.973577","-13.390000","","","","","","","","D1 PROFILE","","","","","",""
"60200200009465","Nodes","9465","21.000000","31.959050","Default Known Flow Node","Known Flow","310951.600768","682753.337993","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200000278","Nodes","278","21.000000","31.470152","DDS demands","Known Flow","311013.600785","682657.587967","","0.000000","-4.819999","-35.699999","","","","","","","","","","","-36.233710","-40.519997","","","C1 PROFILE","C2 PROFILE","","","","","","","","","",""
"60200200009955","Nodes","9955","21.000000","31.078407","Default Known Flow Node","Known Flow","311136.100819","682498.712924","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200009970","Nodes","9970","21.000000","31.029863","Default Known Flow Node","Known Flow","311163.350826","682508.087926","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200009635","Nodes","9635","21.000000","30.496530","Default Known Flow Node","Known Flow","311167.225827","682791.213003","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200009451","Nodes","9451","21.000000","30.496530","Default Known Flow Node","Known Flow","311166.529165","682787.476363","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200008144","Nodes","8144","21.000000","30.496530","DDS demands","Known Flow","311153.975823","682789.838003","","0.000000","","","","","","-16.679999","","","","","","","-14.915554","-16.679999","","","","","","","","D1 PROFILE","","","","","",""
"60200200008145","Nodes","8145","21.000000","30.387395","DDS demands","Known Flow","311164.975826","682832.963015","","0.000000","","","","","","-4.269999","","","","","","","-3.818310","-4.269999","","","","","","","","D1 PROFILE","","","","","",""
"60200200008143","Nodes","8143","21.000000","30.827806","Default Known Flow Node","Known Flow","311091.350806","682808.963008","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200009454","Nodes","9454","21.000000","30.723743","Default Known Flow Node","Known Flow","311141.975820","682792.088003","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200008146","Nodes","8146","21.000000","31.042300","DDS demands","Known Flow","311061.475798","682763.962996","","0.000000","","","","-0.129999","","-6.429999","","","","","","","-5.866069","-6.559999","","","","","","C4 PROFILE","","D1 PROFILE","","","","","",""
"60200200000268","Nodes","268","21.000000","31.386409","DDS demands","Known Flow","311022.475788","682723.337985","","0.000000","","","","","","-2.170000","","","","","","","-1.940452","-2.170000","","","","","","","","D1 PROFILE","","","","","",""
"60200200008147","Nodes","8147","21.000000","30.942676","DDS demands","Known Flow","311019.725787","682793.088004","","0.000000","","","","","","-5.500000","","","","","","","-4.918198","-5.500000","","","","","","","","D1 PROFILE","","","","","",""
"60200200000550","Nodes","550","21.000000","31.476549","DDS demands","Known Flow","311077.975803","682620.087957","","0.000000","","","","","","-26.080000","","","","","","","-23.321203","-26.080000","","","","","","","","D1 PROFILE","","","","","",""
"60200200010110","Nodes","10110","21.000000","31.482976","Default Known Flow Node","Known Flow","311133.850818","682652.337965","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200008148","Nodes","8148","21.000000","31.503818","DDS demands","Known Flow","311219.850841","682692.462976","","0.000000","","","","","","-4.579999","","","","","","","-4.095518","-4.579999","","","","","","","","D1 PROFILE","","","","","",""
"60200200000556","Nodes","556","21.000000","31.720447","DDS demands","Known Flow","311234.225845","682707.337980","","0.000000","","","","","","-0.769999","","","","","","","-0.688547","-0.769999","","","","","","","","D1 PROFILE","","","","","",""
"60200200008149","Nodes","8149","21.000000","31.471104","DDS demands","Known Flow","311199.600836","682738.837989","","0.000000","","","","","","-4.739999","","","","","","","-4.238592","-4.739999","","","","","","","","D1 PROFILE","","","","","",""
"60200200000551","Nodes","551","21.000000","31.508972","DDS demands","Known Flow","311215.350840","682672.837971","","0.000000","","","","","","-10.970000","","","","","","","-9.809570","-10.970000","","","","","","","","D1 PROFILE","","","","","",""
"60200200008150","Nodes","8150","21.000000","31.164119","DDS demands","Known Flow","311247.225849","682631.837960","","0.000000","","","","","","-13.550000","","","","","","","-12.116652","-13.550000","","","","","","","","D1 PROFILE","","","","","",""
"60200200000552","Nodes","552","21.000000","30.688793","DDS demands","Known Flow","311271.975856","682558.212940","","0.000000","","","","","","-16.370001","","","","","","","-14.638348","-16.370001","","","","","","","","D1 PROFILE","","","","","",""
"60200200010023","Nodes","10023","21.000000","30.641510","Default Known Flow Node","Known Flow","311259.850852","682568.587943","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
"60200200009967","Nodes","9967","21.000000","30.518442","Default Known Flow Node","Known Flow","311271.350855","682506.587926","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","",""
