"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-DC)"
"96112506317120","Nodes","6317120","21.000000","22.865514","DDS demands","Known Flow","603642.393085","170026.261743","","0.000000","","","-7.300000","","","-6.527790","-7.300000","","","","","D1 PROFILE","",""
"96112500273424","Nodes","273424","21.000000","23.040601","Default Known Flow Node","Known Flow","603622.680406","169991.323466","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112506317103","Nodes","6317103","21.000000","25.295045","DDS demands","Known Flow","601432.304810","170500.573605","","0.000000","-2.630000","0.000000","-29.750000","","","-28.954776","-32.380000","","","C1 PROFILE","C4 PROFILE","D1 PROFILE","",""
"96112506317100","Nodes","6317100","21.000000","27.600861","DDS demands","Known Flow","601765.929901","170549.198618","","0.000000","","","-16.430000","","","-14.692001","-16.430000","","","","","D1 PROFILE","",""
"96112500204433","Nodes","204433","21.000000","27.527304","Default Known Flow Node","Known Flow","601860.804927","170575.448625","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112506317105","Nodes","6317105","21.000000","27.570643","DDS demands","Known Flow","601765.361212","170552.084715","","0.000000","","","-17.190000","","","-15.371606","-17.190000","","","","","D1 PROFILE","",""
"96112506317106","Nodes","6317106","21.000000","28.039863","DDS demands","Known Flow","601861.679927","170518.073609","","0.000000","","","-7.539999","","","-6.742402","-7.539999","","","","","D1 PROFILE","",""
"96112506317107","Nodes","6317107","21.000000","27.745053","DDS demands","Known Flow","601934.797043","170535.358227","","0.000000","","","-18.389999","","","-16.444666","-18.389999","","","","","D1 PROFILE","",""
"96112506317102","Nodes","6317102","21.000000","27.183353","DDS demands","Known Flow","601757.304899","170630.198640","","0.000000","","","-18.040000","","","-16.131691","-18.040000","","","","","D1 PROFILE","",""
"96112500204438","Nodes","204438","21.000000","27.226701","Default Known Flow Node","Known Flow","601896.304936","170649.823645","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204424","Nodes","204424","21.000000","27.496408","Default Known Flow Node","Known Flow","601760.929900","170574.573625","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500211467","Nodes","211467","21.000000","28.326910","DDS demands","Known Flow","601776.429904","170500.323605","","0.000000","","","-0.950000","","","-0.849507","-0.950000","","","","","D1 PROFILE","",""
"96112500204446","Nodes","204446","21.000000","27.745053","Default Known Flow Node","Known Flow","601937.929948","170536.073614","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204448","Nodes","204448","21.000000","27.831743","Default Known Flow Node","Known Flow","601957.304953","170432.198586","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204441","Nodes","204441","21.000000","27.658385","Default Known Flow Node","Known Flow","601923.804944","170601.448632","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112506317403","Nodes","6317403","21.000000","29.961127","DDS demands","Known Flow","602464.680091","170908.573716","","0.000000","","","-34.089999","","","-30.483887","-34.089999","","","","","D1 PROFILE","",""
"96112500204576","Nodes","204576","21.000000","29.960702","Default Known Flow Node","Known Flow","602467.055092","170897.198713","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112506317401","Nodes","Happy Valley Holiday Camp DG","21.000000","30.000000","Default Known Pressure Node","Known Pressure","602474.305094","170910.198716","","459.999992","","","","","","36.153231","40.429999","","","","","","",""
"96112500204527","Nodes","204527","21.000000","29.941502","Default Known Flow Node","Known Flow","602248.680032","170782.698681","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204516","Nodes","204516","21.000000","29.886551","DDS demands","Known Flow","602204.430020","170784.073682","","0.000000","","","-1.350000","","","-1.207194","-1.350000","","","","","D1 PROFILE","",""
"96112500204501","Nodes","204501","21.000000","29.929371","DDS demands","Known Flow","602150.305005","170753.698674","","0.000000","","","-1.009999","","","-0.903160","-1.009999","","","","","D1 PROFILE","",""
"96112500204533","Nodes","204533","21.000000","30.002799","Default Known Flow Node","Known Flow","602270.805038","170725.948666","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204509","Nodes","204509","21.000000","30.002490","DDS demands","Known Flow","602171.180011","170696.573658","","0.000000","","","-0.159999","","","-0.143074","-0.159999","","","","","D1 PROFILE","",""
"96112500204534","Nodes","204534","21.000000","30.045783","Default Known Flow Node","Known Flow","602276.930040","170758.948675","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204506","Nodes","204506","21.000000","29.999213","DDS demands","Known Flow","602159.305008","170724.448666","","0.000000","","","-0.490000","","","-0.438166","-0.490000","","","","","D1 PROFILE","",""
"96112500204551","Nodes","204551","21.000000","30.089152","Default Known Flow Node","Known Flow","602335.930056","170771.698678","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204562","Nodes","204562","21.000000","29.911736","DDS demands","Known Flow","602382.930069","170909.698716","","0.000000","","","-0.029999","","","-0.026826","-0.029999","","","","","D1 PROFILE","",""
"96112500204571","Nodes","204571","21.000000","29.960677","Default Known Flow Node","Known Flow","602432.930082","170908.073716","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204528","Nodes","204528","21.000000","29.813755","DDS demands","Known Flow","602251.680033","170836.073696","","0.000000","","","-1.590000","","","-1.421806","-1.590000","","","","","D1 PROFILE","",""
"96112500204573","Nodes","204573","21.000000","29.960975","Default Known Flow Node","Known Flow","602461.305090","170908.198716","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204574","Nodes","204574","21.000000","30.131238","Default Known Flow Node","Known Flow","602462.055090","170820.073692","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204577","Nodes","204577","21.000000","30.133147","Default Known Flow Node","Known Flow","602471.930093","170794.823685","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204608","Nodes","204608","21.000000","26.057971","Default Known Flow Node","Known Flow","602885.805206","170513.698608","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204585","Nodes","204585","21.000000","25.616447","Default Known Flow Node","Known Flow","602537.805111","170667.698650","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204586","Nodes","204586","21.000000","25.616447","DDS demands","Known Flow","602587.180124","170718.448664","","0.000000","","","-1.490000","","","-1.332384","-1.490000","","","","","D1 PROFILE","",""
"96112506317109","Nodes","6317109","21.000000","25.634502","DDS demands","Known Flow","602664.805145","170659.698648","","0.000000","","","-2.650000","","","-2.369677","-2.650000","","","","","D1 PROFILE","",""
"96112500204593","Nodes","204593","21.000000","25.488301","DDS demands","Known Flow","602677.680149","170736.698669","","0.000000","","","-2.640000","","","-2.360735","-2.640000","","","","","D1 PROFILE","",""
"96112500204612","Nodes","204612","21.000000","26.060215","Default Known Flow Node","Known Flow","602900.430210","170506.073606","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204609","Nodes","204609","21.000000","26.058341","Default Known Flow Node","Known Flow","602892.180207","170510.198607","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204587","Nodes","204587","21.000000","25.616447","Default Known Flow Node","Known Flow","602592.430126","170693.448657","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204589","Nodes","204589","21.000000","25.530918","Default Known Flow Node","Known Flow","602643.922196","170730.112312","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204588","Nodes","204588","21.000000","25.616447","Default Known Flow Node","Known Flow","602602.180128","170674.823652","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204590","Nodes","204590","21.000000","25.574422","Default Known Flow Node","Known Flow","602647.805141","170705.948661","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204591","Nodes","204591","21.000000","25.574422","Default Known Flow Node","Known Flow","602654.555143","170688.573656","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204599","Nodes","204599","21.000000","25.663787","DDS demands","Known Flow","602811.680185","170658.948648","","0.000000","","","-1.059999","","","-0.947870","-1.059999","","","","","D1 PROFILE","",""
"96112500204610","Nodes","204610","21.000000","25.720432","Default Known Flow Node","Known Flow","602896.805209","170644.198644","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204603","Nodes","204603","21.000000","25.971020","Default Known Flow Node","Known Flow","602869.680201","170543.698616","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204605","Nodes","204605","21.000000","25.971020","Default Known Flow Node","Known Flow","602881.430204","170587.448628","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112506317110","Nodes","6317110","21.000000","25.974197","DDS demands","Known Flow","602883.180205","170599.198632","","0.000000","","","-0.239999","","","-0.214612","-0.239999","","","","","D1 PROFILE","",""
"96112500211472","Nodes","211472","21.000000","25.974197","Default Known Flow Node","Known Flow","602879.930204","170599.323632","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112506317399","Nodes","6317399","21.000000","25.974209","DDS demands","Known Flow","602882.680205","170601.948632","","0.000000","","","-16.509999","0.000000","","-14.763537","-16.509999","","","","","D1 PROFILE","I2 PROFILE",""
"96112500211473","Nodes","211473","21.000000","25.767133","Default Known Flow Node","Known Flow","602887.680206","170646.198644","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204613","Nodes","204613","21.000000","26.060745","Default Known Flow Node","Known Flow","602930.680218","170571.448624","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112506317112","Nodes","6317112","21.000000","24.438433","DDS demands","Known Flow","603260.055307","170562.448622","","0.000000","","-0.669999","-24.260000","-0.330000","","-22.587943","-25.260001","","","","C4 PROFILE","D1 PROFILE","I2 PROFILE",""
"96112500294379","Nodes","294379","21.000000","23.957625","Default Known Flow Node","Known Flow","603458.930361","170508.698607","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112506317111","Nodes","6317111","21.000000","25.188514","DDS demands","Known Flow","603016.427214","170619.204377","","0.000000","","-18.499999","-9.439999","","","-24.984446","-27.939999","","","","C4 PROFILE","D1 PROFILE","",""
"96112500204468","Nodes","204468","21.000000","26.087349","Default Known Flow Node","Known Flow","602046.679977","171360.448839","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204467","Nodes","204467","21.000000","26.087349","Default Known Flow Node","Known Flow","602044.804977","171333.573831","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204497","Nodes","204497","21.000000","26.038726","Default Known Flow Node","Known Flow","602136.180002","171366.948840","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204495","Nodes","204495","21.000000","26.038726","DDS demands","Known Flow","602133.055001","171365.823840","","0.000000","","","-2.750000","","","-2.459099","-2.750000","","","","","D1 PROFILE","",""
"96112500204499","Nodes","204499","21.000000","26.363004","Default Known Flow Node","Known Flow","602145.049360","171378.447216","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204493","Nodes","204493","21.000000","26.048383","Default Known Flow Node","Known Flow","602132.055000","171374.698843","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204462","Nodes","204462","21.000000","24.434414","Default Known Flow Node","Known Flow","602020.054970","171486.948873","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204452","Nodes","204452","21.000000","24.390799","Default Known Flow Node","Known Flow","601966.054955","171467.323868","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204466","Nodes","204466","21.000000","24.390799","Default Known Flow Node","Known Flow","602041.809309","171494.811887","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204469","Nodes","204469","21.000000","24.347188","Default Known Flow Node","Known Flow","602049.054978","171473.948870","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204464","Nodes","204464","21.000000","26.086537","Default Known Flow Node","Known Flow","602039.554975","171331.948831","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112506317345","Nodes","6317345","21.000000","24.390799","DDS demands","Known Flow","602051.179978","171498.198876","","0.000000","","","-34.709999","","","-31.038302","-34.709999","","","","","D1 PROFILE","",""
"96112500204474","Nodes","204474","21.000000","24.800172","Default Known Flow Node","Known Flow","602063.554982","171465.698867","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112506317380","Nodes","6317380","21.000000","25.423665","DDS demands","Known Flow","602065.679982","171427.448857","","0.000000","","","-10.359999","","","-9.264096","-10.359999","","","","","D1 PROFILE","",""
"96112500204461","Nodes","204461","21.000000","25.380141","Default Known Flow Node","Known Flow","602019.679970","171411.198853","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204477","Nodes","204477","21.000000","26.091228","Default Known Flow Node","Known Flow","602068.837138","171344.135181","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204472","Nodes","204472","21.000000","26.090412","DDS demands","Known Flow","602057.179980","171382.823845","","0.000000","","","-3.970000","","","-3.550045","-3.970000","","","","","D1 PROFILE","",""
"96112500204482","Nodes","204482","21.000000","26.067386","Default Known Flow Node","Known Flow","602096.429991","171353.698837","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112506317344","Nodes","6317344","21.000000","26.350396","DDS demands","Known Flow","602123.054998","171445.573862","","0.000000","","","-19.459999","","","-17.401479","-19.459999","","","","","D1 PROFILE","",""
"96112506317343","Nodes","6317343","21.000000","26.044461","DDS demands","Known Flow","602131.055000","171374.323842","","0.000000","","","-27.379998","","","-24.483685","-27.379998","","","","","D1 PROFILE","",""
"96112500204536","Nodes","204536","21.000000","31.176672","DDS demands","Known Flow","602289.430043","171497.198876","","0.000000","","","-1.059999","","","-0.947870","-1.059999","","","","","D1 PROFILE","",""
"96112500204546","Nodes","204546","21.000000","34.325791","Default Known Flow Node","Known Flow","602322.680052","171414.073853","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204503","Nodes","204503","21.000000","26.508816","DDS demands","Known Flow","602152.305006","171377.948843","","0.000000","","","-13.399999","","","-11.982519","-13.399999","","","","","D1 PROFILE","",""
"96112500204553","Nodes","204553","21.000000","34.525246","Default Known Flow Node","Known Flow","602337.430056","171413.073853","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204552","Nodes","204552","21.000000","34.461172","Default Known Flow Node","Known Flow","602336.430056","171417.573854","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112506317342","Nodes","6317342","21.000000","34.676184","DDS demands","Known Flow","602348.055059","171415.323854","","0.000000","","","-16.260000","","","-14.539983","-16.260000","","","","","D1 PROFILE","",""
"96112500204440","Nodes","204440","21.000000","23.377155","Default Known Flow Node","Known Flow","601907.929939","171866.698976","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204437","Nodes","204437","21.000000","23.498345","DDS demands","Known Flow","601887.554934","171918.573991","","0.000000","","","-1.059999","","","-0.947870","-1.059999","","","","","D1 PROFILE","",""
"96112500204442","Nodes","204442","21.000000","23.263004","Default Known Flow Node","Known Flow","601925.929944","171832.073967","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204445","Nodes","204445","21.000000","23.257370","Default Known Flow Node","Known Flow","601934.804947","171835.823968","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204547","Nodes","204547","21.000000","33.021046","Default Known Flow Node","Known Flow","602326.180053","171500.323877","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204460","Nodes","204460","21.000000","23.307908","Default Known Flow Node","Known Flow","602015.304969","171965.699003","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204459","Nodes","204459","21.000000","23.166943","Default Known Flow Node","Known Flow","602012.304968","171865.948976","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112506317369","Nodes","6317369","21.000000","23.464346","DDS demands","Known Flow","602123.679998","171821.323964","","0.000000","","","-19.290000","","","-17.249463","-19.290000","","","","","D1 PROFILE","",""
"96112500204465","Nodes","204465","21.000000","24.249120","Default Known Flow Node","Known Flow","602041.429976","171677.198925","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204471","Nodes","204471","21.000000","24.951282","Default Known Flow Node","Known Flow","602052.929979","171674.948924","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204483","Nodes","204483","21.000000","24.951282","Default Known Flow Node","Known Flow","602097.179991","171708.823933","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204484","Nodes","204484","21.000000","25.144938","Default Known Flow Node","Known Flow","602098.429991","171726.198938","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204481","Nodes","204481","21.000000","25.144938","Default Known Flow Node","Known Flow","602085.929988","171767.573949","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204512","Nodes","204512","21.000000","24.926912","Default Known Flow Node","Known Flow","602189.055016","171751.323945","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204507","Nodes","204507","21.000000","25.057710","Default Known Flow Node","Known Flow","602166.805010","171742.948943","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204518","Nodes","204518","21.000000","25.418041","Default Known Flow Node","Known Flow","602215.055023","171594.948903","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204504","Nodes","204504","21.000000","25.461564","Default Known Flow Node","Known Flow","602152.430006","171620.198909","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204511","Nodes","204511","21.000000","22.926722","DDS demands","Known Flow","602187.430016","171919.198991","","0.000000","","","-2.840000","","","-2.539578","-2.840000","","","","","D1 PROFILE","",""
"96112500204502","Nodes","204502","21.000000","23.176715","DDS demands","Known Flow","602150.430005","171955.824001","","0.000000","","","-3.469999","","","-3.102936","-3.469999","","","","","D1 PROFILE","",""
"96112500204475","Nodes","204475","21.000000","24.475329","Default Known Flow Node","Known Flow","602063.929982","171661.573921","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112506317349","Nodes","6317349","21.000000","24.958995","DDS demands","Known Flow","602105.929993","171637.198914","","0.000000","","","-13.950000","","","-12.474339","-13.950000","","","","","D1 PROFILE","",""
"96112500204478","Nodes","204478","21.000000","24.475329","Default Known Flow Node","Known Flow","602068.929983","171631.448912","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204479","Nodes","204479","21.000000","25.144938","Default Known Flow Node","Known Flow","602072.429984","171769.323950","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204480","Nodes","204480","21.000000","25.144938","Default Known Flow Node","Known Flow","602077.804986","171753.573946","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204473","Nodes","204473","21.000000","25.232187","Default Known Flow Node","Known Flow","602062.179981","171792.573956","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112506317350","Nodes","6317350","21.000000","24.951282","DDS demands","Known Flow","602098.941742","171709.413841","","0.000000","","","-36.740001","","","-32.853567","-36.740001","","","","","D1 PROFILE","",""
"96112500204508","Nodes","204508","21.000000","25.057710","Default Known Flow Node","Known Flow","602167.080010","171732.498940","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112500204514","Nodes","204514","21.000000","25.949609","Default Known Flow Node","Known Flow","602194.805018","171542.198888","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96112506317348","Nodes","6317348","21.000000","25.008002","DDS demands","Known Flow","602110.679995","171631.323912","","0.000000","","","-10.470000","","","-9.362461","-10.470000","","","","","D1 PROFILE","",""
"96112506317346","Nodes","6317346","21.000000","25.989707","DDS demands","Known Flow","602190.805016","171548.323890","","0.000000","","","-10.660000","","","-9.532363","-10.660000","","","","","D1 PROFILE","",""
"96112506317352","Nodes","6317352","21.000000","25.271082","DDS demands","Known Flow","602141.430003","171628.073912","","0.000000","","","-16.600000","","","-14.844017","-16.600000","","","","","D1 PROFILE","",""
