"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"96112400176312","Nodes","176312","21.000000","39.848566","DDS demands","Known Flow","590660.176879","171382.823845","","0.000000","","","","","-0.049999","","","","","-0.044710","-0.049999","","","","","","","D1 PROFILE","","","",""
"96112400001003","Nodes","1003","21.000000","41.250402","Default Known Flow Node","Known Flow","593130.086100","172996.327371","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112400000991","Nodes","991","21.000000","41.242039","Default Known Flow Node","Known Flow","593130.538985","172995.069399","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112406317226","Nodes","6317226","21.000000","32.347066","DDS demands","Known Flow","595579.773561","173134.655312","","0.000000","","","","","-7.909999","","","","","-7.073263","-7.909999","","","","","","","D1 PROFILE","","","",""
"96112400001000","Nodes","1000","21.000000","32.200989","Default Known Flow Node","Known Flow","595605.145586","173126.736560","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112406317227","Nodes","6317227","21.000000","32.042599","DDS demands","Known Flow","595650.253669","173113.524659","","0.000000","","","","","-4.570000","","","","","-4.086576","-4.570000","","","","","","","D1 PROFILE","","","",""
"96112406317080","Nodes","6317080","21.000000","41.906857","DDS demands","Known Flow","591684.177158","171993.793723","","0.000000","-5.209999","0.000000","","","-8.579999","","","","","-12.331264","-13.789999","","","C1 PROFILE","C2 PROFILE","","","D1 PROFILE","","","",""
"96112400581012","Nodes","581012","21.000000","41.945339","Default Known Flow Node","Known Flow","591739.487545","171987.593115","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112406317081","Nodes","6317081","21.000000","42.045991","Default Known Flow Node","Known Flow","591873.802210","172008.949015","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112401005444","Nodes","1005444","21.000000","36.699576","Default Known Flow Node","Known Flow","593929.996933","172655.684884","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112400001011","Nodes","1011","21.000000","36.691455","Default Known Flow Node","Known Flow","593929.802769","172652.574190","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112400248408","Nodes","248408","21.000000","37.245162","Default Known Flow Node","Known Flow","593945.177773","172761.074220","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112406316148","Nodes","6316148","21.000000","29.611171","DDS demands","Known Flow","592396.303116","174637.702387","","0.000000","","","","","-52.799997","","","","","-47.214701","-52.799997","","","","","","","D1 PROFILE","","","",""
"96112406581012","Nodes","6581012","21.000000","29.823678","Default Known Flow Node","Known Flow","592345.863137","174577.391973","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112401462807","Nodes","1462807","21.000000","33.136524","Default Known Flow Node","Known Flow","598701.296687","172324.619441","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112400209457","Nodes","209457","21.000000","33.138492","Default Known Flow Node","Known Flow","598706.203028","172323.931204","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112401000333","Nodes","1000333","21.000000","46.398472","Default Known Flow Node","Known Flow","590965.611133","173759.627949","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112400100099","Nodes","100099","21.000000","46.463013","Default Known Flow Node","Known Flow","590979.292320","173757.547403","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112400100155","Nodes","100155","21.000000","46.445650","Default Known Flow Node","Known Flow","590978.760079","173756.062731","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112403000022","Nodes","3000022","21.000000","46.408886","Default Known Flow Node","Known Flow","590977.551966","173752.949490","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112406316199","Nodes","6316199","21.000000","46.569509","Default Known Flow Node","Known Flow","590981.051967","173766.074493","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112400100144","Nodes","100144","21.000000","46.476661","Default Known Flow Node","Known Flow","590980.680227","173754.578243","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112406316254","Nodes","6316254","21.000000","47.557855","Default Known Flow Node","Known Flow","590961.426961","173769.324494","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112406316198","Nodes","6316198","21.000000","46.242435","Default Known Flow Node","Known Flow","590950.179067","173671.360272","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112400304626","Nodes","304626","21.000000","46.114236","Default Known Flow Node","Known Flow","590871.176937","173604.449449","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112400304630","Nodes","304630","21.000000","46.476468","Default Known Flow Node","Known Flow","590988.426969","173784.324498","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112400012377","Nodes","12377","21.000000","46.415449","Default Known Flow Node","Known Flow","590971.439453","173767.508030","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112406316202","Nodes","6316202","21.000000","46.429232","Default Known Flow Node","Known Flow","590976.463155","173775.175785","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112400002903","Nodes","Logger 2903, op 2 Hope Street/High Street, Sheerness","21.000000","33.733021","Val Log Post","Known Flow","592029.326701","174854.683503","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112400000212","Nodes","212","21.000000","33.816540","Default Known Flow Node","Known Flow","592024.170250","174851.102789","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112406316098","Nodes","6316098","21.000000","32.912898","DDS demands","Known Flow","592058.674115","174830.954396","","0.000000","-10.069999","","","-11.470000","-7.489999","","","","","-25.959145","-29.030001","","","C1 PROFILE","","","C4 PROFILE","D1 PROFILE","","","",""
"96112406316100","Nodes","6316100","21.000000","32.901825","DDS demands","Known Flow","592061.912480","174825.993702","","0.000000","-15.949999","","","-4.219999","-3.680000","","","","","-21.327095","-23.849998","","","C1 PROFILE","","","C4 PROFILE","D1 PROFILE","","","",""
"96112400000568","Nodes","568","21.000000","32.946101","Default Known Flow Node","Known Flow","592063.661435","174823.314450","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112400000211","Nodes","211","21.000000","39.013122","Default Known Flow Node","Known Flow","590779.926912","171155.448783","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112406317059","Nodes","6317059","21.000000","39.016410","DDS demands","Known Flow","590783.551913","171162.698785","","0.000000","","","","","-4.050000","","","","","-3.621582","-4.050000","","","","","","","D1 PROFILE","","","",""
"96112406317060","Nodes","6317060","21.000000","39.039912","DDS demands","Known Flow","590807.672983","171151.700577","","0.000000","","","","","-3.640000","","","","","-3.254953","-3.640000","","","","","","","D1 PROFILE","","","",""
"96112400176341","Nodes","176341","21.000000","39.047429","Default Known Flow Node","Known Flow","590828.676925","171133.448777","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112401560704","Nodes","1560704","21.000000","47.139913","Default Known Flow Node","Known Flow","590996.426971","173825.699510","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112406316253","Nodes","6316253","21.000000","45.778741","Default Known Flow Node","Known Flow","591078.053216","174027.079140","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112406317114","Nodes","","21.000000","43.430608","DDS demands","Known Flow","592739.978445","172734.359213","","0.000000","","","","","-23.770000","","","","","-21.255560","-23.770000","","","","","","","D1 PROFILE","","","",""
"96112406317116","Nodes","6317116","21.000000","43.066211","DDS demands","Known Flow","592785.274853","172673.612825","","0.000000","","","","","-22.079998","","","","","-19.744330","-22.079998","","","","","","","D1 PROFILE","","","",""
"96112401151472","Nodes","1151472","21.000000","42.301879","Default Known Flow Node","Known Flow","592914.681435","172494.144744","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112403411471","Nodes","3411471","21.000000","44.892157","Default Known Flow Node","Known Flow","592855.516477","173722.523481","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112406317039","Nodes","6317039","21.000000","44.458472","DDS demands","Known Flow","592910.088504","173648.296507","","0.000000","-1.159999","","","","-25.700001","","","","","-24.018693","-26.860000","","","C1 PROFILE","","","","D1 PROFILE","","","",""
"96112400255266","Nodes","255266","21.000000","44.067592","Default Known Flow Node","Known Flow","592962.797506","173558.450437","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112406317314","Nodes","6317314","21.000000","32.136176","DDS demands","Known Flow","595607.930315","172518.643485","","0.000000","","","","","-31.030000","","","","","-27.747581","-31.030000","","","","","","","D1 PROFILE","","","",""
"96112406317316","Nodes","6317316","21.000000","31.960947","DDS demands","Known Flow","595862.206484","172391.390177","","0.000000","","","","","-40.040001","","","","","-35.804485","-40.040001","","","","","","","D1 PROFILE","","","",""
"96112401783722","Nodes","1783722","21.000000","32.221101","Default Known Flow Node","Known Flow","596122.307399","172286.961250","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112406317331","Nodes","6317331","21.000000","34.758754","DDS demands","Known Flow","596135.428369","173043.949297","","0.000000","","","","","-23.639998","","","","","-21.139310","-23.639998","","","","","","","D1 PROFILE","","","",""
"96112406317332","Nodes","6317332","21.000000","34.772459","DDS demands","Known Flow","596172.237410","173035.226634","","0.000000","","","","","-19.089999","","","","","-17.070619","-19.089999","","","","","","","D1 PROFILE","","","",""
"96112400173273","Nodes","173273","21.000000","42.089943","Default Known Flow Node","Known Flow","591101.301999","172274.699087","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112406317020","Nodes","6317020","21.000000","42.123556","DDS demands","Known Flow","591082.674225","172285.578616","","0.000000","","","","","-26.770001","","","","","-23.938215","-26.770001","","","","","","","D1 PROFILE","","","",""
"96112401138652","Nodes","1138652","21.000000","42.487625","Default Known Flow Node","Known Flow","590891.301942","172343.574106","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112400197788","Nodes","197788","21.000000","39.267761","Default Known Flow Node","Known Flow","591425.673676","174299.077465","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112401011047","Nodes","1011047","21.000000","40.323056","Default Known Flow Node","Known Flow","591323.991680","174181.385898","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112400879675","Nodes","879675","21.000000","31.065193","Default Known Flow Node","Known Flow","592761.677451","174486.574689","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112406316135","Nodes","6316135","21.000000","32.311551","DDS demands","Known Flow","592597.487527","174390.736212","","0.000000","","","","","-33.659998","","","","","-30.099373","-33.659998","","","","","","","D1 PROFILE","","","",""
"96112400879674","Nodes","879674","21.000000","33.657984","Default Known Flow Node","Known Flow","592456.316368","174289.685636","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96112401317865","Nodes","1317865","21.000000","43.320619","Default Known Flow Node","Known Flow","591501.052108","173643.824460","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
