"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)","NodeFlowProfileNameByCategory(TT)"
"96113600002676","Nodes","2676","21.000000","37.243875","DDS demands","Known Flow","558118.540000","141664.195000","0.000000","","","","","","-5.280000","","","","","","","","-4.721470","-5.280000","","","","","","","","D1 PROFILE","","","","","","","",""
"96113600012002","Nodes","12002","21.000000","27.900461","DDS demands","Known Flow","557671.108354","142055.314326","0.000000","","","","","","-11.470000","","","","","","","","-10.256680","-11.470000","","","","","","","","D1 PROFILE","","","","","","","",""
"96113606801038","Nodes","6801038","21.000000","27.847973","DDS demands","Known Flow","557668.290000","142054.820000","0.000000","","","","","","-34.229998","","","","","","","","-30.609078","-34.229998","","","","","","","","D1 PROFILE","","","","","","","",""
"96113600011336","Nodes","","21.000000","27.200626","Default Known Flow Node","Known Flow","557557.741873","142102.515877","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600012004","Nodes","","21.000000","30.949047","Default Known Flow Node","Known Flow","557857.596762","141980.525148","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113606801030","Nodes","6801030","21.000000","30.982935","DDS demands","Known Flow","557858.665000","141976.945000","0.000000","","","","","","-20.560000","","","","","","","","-18.385120","-20.560000","","","","","","","","D1 PROFILE","","","","","","","",""
"96113600001304","Nodes","-1304","21.000000","36.355759","Default Known Flow Node","Known Flow","558086.790000","141587.945000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001305","Nodes","-1305","21.000000","36.355759","Default Known Flow Node","Known Flow","558087.540000","141589.445000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600002693","Nodes","-2693","21.000000","38.253788","Default Known Flow Node","Known Flow","558133.540000","141760.195000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113601462968","Nodes","-1462968","21.000000","38.253788","Default Known Flow Node","Known Flow","558135.790000","141759.695000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600002692","Nodes","-2692","21.000000","38.253788","Default Known Flow Node","Known Flow","558140.040000","141760.070000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600002696","Nodes","-2696","21.000000","38.424048","Default Known Flow Node","Known Flow","558141.415000","141789.695000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113606801063","Nodes","6801063","21.000000","31.056211","Default Known Flow Node","Known Flow","557960.415000","142516.820000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001482","Nodes","1482","21.000000","31.013878","DDS demands","Known Flow","557954.415000","142528.663750","0.000000","","","","-9.220000","","-8.470000","","","","","","","","-15.818715","-17.690000","","","","","","C4 PROFILE","","D1 PROFILE","","","","","","","",""
"96113600001466","Nodes","-1466","21.000000","31.810791","Default Known Flow Node","Known Flow","558040.977500","142405.163750","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113606801159","Nodes","6801159","21.000000","31.688060","DDS demands","Known Flow","558029.040000","142416.070000","0.000000","-6.589999","-12.000000","-6.390000","-15.590000","","-40.390000","","","","","","","","-72.395884","-80.959997","","","C1 PROFILE","C2 PROFILE","C3 PROFILE","C4 PROFILE","","D1 PROFILE","","","","","","","",""
"96113606801158","Nodes","6801158","21.000000","32.767054","DDS demands","Known Flow","558122.165000","142321.945000","0.000000","","","-32.009997","","","-48.110001","","","","","","","","-71.644735","-80.119997","","","","","C3 PROFILE","","","D1 PROFILE","","","","","","","",""
"96113600002775","Nodes","-2775","21.000000","32.615071","Default Known Flow Node","Known Flow","558114.040000","142346.320000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113606801061","Nodes","6801061","21.000000","30.923280","DDS demands","Known Flow","557746.415000","142785.195000","0.000000","-7.909999","","","","","-15.290000","","","","","","","","-20.745856","-23.199998","","","C1 PROFILE","","","","","D1 PROFILE","","","","","","","",""
"96113600003328","Nodes","Logger 3328, os 18 Church Road, Southborough, Tunbridge Wells, Kent","21.000000","30.879090","Val Log Post","Known Flow","557777.040000","142761.070000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001474","Nodes","-1474","21.000000","28.392832","Default Known Flow Node","Known Flow","557828.540000","142464.695000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001471","Nodes","-1471","21.000000","28.909126","Default Known Flow Node","Known Flow","557841.790000","142438.570000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001472","Nodes","-1472","21.000000","31.500783","Default Known Flow Node","Known Flow","558003.790000","142445.695000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113606801163","Nodes","6801163","21.000000","28.243251","DDS demands","Known Flow","558186.915000","142749.195000","0.000000","","","","","","-22.440000","","","","","","","","-20.066249","-22.440000","","","","","","","","D1 PROFILE","","","","","","","",""
"96113600002841","Nodes","-2841","21.000000","28.214155","Default Known Flow Node","Known Flow","558208.290000","142748.320000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600002837","Nodes","-2837","21.000000","28.213542","Default Known Flow Node","Known Flow","558186.415000","142736.820000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113606801162","Nodes","6801162","21.000000","28.301901","DDS demands","Known Flow","558199.852500","142669.351250","0.000000","","","","","","-1.820000","","","","","","","","-1.627476","-1.820000","","","","","","","","D1 PROFILE","","","","","","","",""
"96113606801157","Nodes","6801157","21.000000","33.429560","DDS demands","Known Flow","558127.415000","142262.195000","0.000000","-5.949999","","","0.000000","","-4.070000","","","","","","","","-8.960063","-10.020000","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","","","","","","",""
"96113606801049","Nodes","6801049","21.000000","29.753244","DDS demands","Known Flow","557795.165000","142274.320000","0.000000","","","","","","-29.250000","","","","","","","","-26.155873","-29.250000","","","","","","","","D1 PROFILE","","","","","","","",""
"96113600001443","Nodes","-1443","21.000000","29.642743","Default Known Flow Node","Known Flow","557858.915000","142288.070000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001486","Nodes","1486","21.000000","30.882657","DDS demands","Known Flow","557929.665000","142566.570000","0.000000","","","","","","-2.720000","","","","","","","","-2.432272","-2.720000","","","","","","","","D1 PROFILE","","","","","","","",""
"96113606801051","Nodes","6801051","21.000000","30.901111","DDS demands","Known Flow","557933.540000","142559.945000","0.000000","","","","0.000000","","-14.959999","","","","","","","","-13.377499","-14.959999","","","","","","C4 PROFILE","","D1 PROFILE","","","","","","","",""
"96113600001491","Nodes","1491","21.000000","30.785181","DDS demands","Known Flow","557882.290000","142650.570000","0.000000","","","-4.539999","","","","","","","","","","","-4.059749","-4.539999","","","","","C3 PROFILE","","","","","","","","","","",""
"96113600001503","Nodes","-1503","21.000000","29.603071","Default Known Flow Node","Known Flow","558005.165000","142729.945000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001505","Nodes","-1505","21.000000","29.252832","Default Known Flow Node","Known Flow","558048.665000","142736.320000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001497","Nodes","1497","21.000000","30.595061","DDS demands","Known Flow","557752.165000","142693.945000","0.000000","","","","","","-13.329999","","","","","","","","-11.919924","-13.329999","","","","","","","","D1 PROFILE","","","","","","","",""
"96113600001496","Nodes","-1496","21.000000","30.592141","Default Known Flow Node","Known Flow","557748.540000","142690.945000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001473","Nodes","-1473","21.000000","29.194657","Default Known Flow Node","Known Flow","557639.665000","142446.195000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113606801059","Nodes","6801059","21.000000","29.020521","DDS demands","Known Flow","557664.415000","142462.366875","0.000000","","","","0.000000","","-26.160000","","","","","","","","-23.392740","-26.160000","","","","","","C4 PROFILE","","D1 PROFILE","","","","","","","",""
"96113600001420","Nodes","-1420","21.000000","29.748328","Default Known Flow Node","Known Flow","557595.040000","142216.445000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001424","Nodes","-1424","21.000000","29.748328","Default Known Flow Node","Known Flow","557596.415000","142220.445000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600012105","Nodes","12105","21.000000","33.666002","DDS demands","Known Flow","558129.469354","142238.105613","0.000000","-13.979999","","","-4.709999","","-10.660000","","","","","","","","-26.245294","-29.349999","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","","","","","","",""
"96113600012106","Nodes","","21.000000","30.098659","Default Known Flow Node","Known Flow","557785.258071","142204.091955","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600012000","Nodes","12000","21.000000","30.223987","DDS demands","Known Flow","557810.127941","142133.271886","0.000000","","","","","","-18.850000","","","","","","","","-16.856008","-18.850000","","","","","","","","D1 PROFILE","","","","","","","",""
"96113600028122","Nodes","28122","21.000000","30.866533","DDS demands","Known Flow","558133.477500","142591.554375","0.000000","","","-12.220000","","","-28.179999","","","","","","","","-36.126403","-40.400001","","","","","C3 PROFILE","","","D1 PROFILE","","","","","","","",""
"96113606801181","Nodes","6801181","21.000000","30.838559","DDS demands","Known Flow","558212.415000","142611.195000","0.000000","","","0.000000","","","-11.249999","","","","","","","","-10.059950","-11.249999","","","","","C3 PROFILE","","","D1 PROFILE","","","","","","","",""
"96113600001431","Nodes","-1431","21.000000","29.728863","Default Known Flow Node","Known Flow","557750.665000","142254.070000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001432","Nodes","-1432","21.000000","29.727661","Default Known Flow Node","Known Flow","557752.415000","142256.195000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001441","Nodes","-1441","21.000000","29.572105","Default Known Flow Node","Known Flow","557715.415000","142284.320000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113606801048","Nodes","6801048","21.000000","29.836473","DDS demands","Known Flow","557751.040000","142260.320000","0.000000","","","","","","-5.110000","","","","","","","","-4.569453","-5.110000","","","","","","","","D1 PROFILE","","","","","","","",""
"96113606801062","Nodes","6801062","21.000000","31.470987","DDS demands","Known Flow","557601.540000","142905.195000","0.000000","","","-2.140000","","","-14.170000","","","","","","","","-14.584694","-16.310000","","","","","C3 PROFILE","","","D1 PROFILE","","","","","","","",""
"96113600015301","Nodes","15301","21.000000","31.560335","DDS demands","Known Flow","557609.540000","142963.741875","0.000000","","","-3.599999","","","","","","","","","","","-3.219184","-3.599999","","","","","C3 PROFILE","","","","","","","","","","",""
"96113600001519","Nodes","-1519","21.000000","31.631016","Default Known Flow Node","Known Flow","557608.790000","142996.195000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001520","Nodes","1520","21.000000","31.648653","DDS demands","Known Flow","557606.665000","143016.195000","0.000000","","","","","","-5.219999","","","","","","","","-4.667817","-5.219999","","","","","","","","D1 PROFILE","","","","","","","",""
"96113600001514","Nodes","-1514","21.000000","31.090623","Default Known Flow Node","Known Flow","557685.915000","142879.070000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600012136","Nodes","","21.000000","33.674496","Default Known Flow Node","Known Flow","557593.610105","143254.063831","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600011414","Nodes","","21.000000","33.674496","Default Known Flow Node","Known Flow","557594.326882","143254.255191","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600012138","Nodes","","21.000000","41.830952","Default Known Flow Node","Known Flow","557622.638890","143743.754324","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600011423","Nodes","","21.000000","41.859021","Default Known Flow Node","Known Flow","557623.470890","143742.206324","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001647","Nodes","-1647","21.000000","28.556616","Default Known Flow Node","Known Flow","558370.415000","137918.695000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001655","Nodes","-1655","21.000000","28.202849","Default Known Flow Node","Known Flow","558384.915000","137971.945000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001645","Nodes","-1645","21.000000","33.989780","Default Known Flow Node","Known Flow","558465.665000","137900.820000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001640","Nodes","1640","21.000000","33.989780","DDS demands","Known Flow","558465.415000","137891.070000","0.000000","","","","","","-27.300000","","","","","","","","-24.412149","-27.300000","","","","","","","","D1 PROFILE","","","","","","","",""
"96113600012189","Nodes","","21.000000","36.269301","Default Known Flow Node","Known Flow","558341.569067","137602.059832","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600012180","Nodes","","21.000000","36.282998","Default Known Flow Node","Known Flow","558605.559158","137644.923664","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001625","Nodes","-1625","21.000000","34.643290","Default Known Flow Node","Known Flow","558494.290000","137808.195000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113606802184","Nodes","6802184","21.000000","33.626317","DDS demands","Known Flow","558366.040000","137793.570000","0.000000","","","","","","-47.509999","","","","","","","","-42.484292","-47.509999","","","","","","","","D1 PROFILE","","","","","","","",""
"96113600012194","Nodes","","21.000000","27.359589","Default Known Flow Node","Known Flow","558207.309845","138059.194976","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001667","Nodes","-1667","21.000000","27.360411","Default Known Flow Node","Known Flow","558207.790000","138059.695000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001664","Nodes","-1664","21.000000","28.456816","Default Known Flow Node","Known Flow","558280.540000","138030.195000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001648","Nodes","-1648","21.000000","29.280667","Default Known Flow Node","Known Flow","558258.790000","137920.945000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113601462849","Nodes","-1462849","21.000000","28.247050","Default Known Flow Node","Known Flow","558402.665000","138038.195000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001682","Nodes","-1682","21.000000","27.503002","Default Known Flow Node","Known Flow","558238.415000","138201.820000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113604904601","Nodes","-4904601","21.000000","27.514850","Default Known Flow Node","Known Flow","558241.915000","138201.070000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001672","Nodes","-1672","21.000000","27.663270","Default Known Flow Node","Known Flow","558267.540000","138144.445000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113606802196","Nodes","6802196","21.000000","27.749877","DDS demands","Known Flow","558269.165000","138153.570000","0.000000","","","-3.549999","","","-58.549999","","","","","","","","-55.530930","-62.100000","","","","","C3 PROFILE","","","D1 PROFILE","","","","","","","",""
"96113600001675","Nodes","-1675","21.000000","27.663270","Default Known Flow Node","Known Flow","558228.290000","138158.945000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001678","Nodes","-1678","21.000000","27.618989","Default Known Flow Node","Known Flow","558216.665000","138166.195000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001679","Nodes","1679","21.000000","27.628151","DDS demands","Known Flow","558266.290000","138176.320000","0.000000","","","","","","-12.659999","","","","","","","","-11.320798","-12.659999","","","","","","","","D1 PROFILE","","","","","","","",""
"96113600012244","Nodes","","21.000000","27.628151","Default Known Flow Node","Known Flow","558318.191745","138176.977542","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001676","Nodes","-1676","21.000000","27.583885","Default Known Flow Node","Known Flow","558397.102500","138159.304375","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001709","Nodes","-1709","21.000000","26.459939","Default Known Flow Node","Known Flow","558759.290000","138451.320000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600012236","Nodes","","21.000000","26.473012","Default Known Flow Node","Known Flow","558756.043199","138451.689884","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001717","Nodes","-1717","21.000000","26.656246","Default Known Flow Node","Known Flow","558365.040000","138484.820000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001707","Nodes","-1707","21.000000","26.720235","Default Known Flow Node","Known Flow","558402.915000","138416.445000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600012252","Nodes","","21.000000","25.781206","Default Known Flow Node","Known Flow","558408.958011","138487.663231","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113611001003","Nodes","1003","21.000000","25.781206","Default Known Flow Node","Known Flow","558412.040000","138488.288750","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600012256","Nodes","12256","21.000000","26.822763","DDS demands","Known Flow","558479.544361","138305.235017","0.000000","","","","","","-22.709999","","","","","","","","-20.307688","-22.709999","","","","","","","","D1 PROFILE","","","","","","","",""
"96113606802213","Nodes","6802213","21.000000","27.198575","DDS demands","Known Flow","558507.040000","138269.320000","0.000000","","-5.379999","-5.889999","","","-43.599998","","","","","","","","-49.065734","-54.869996","","","","C2 PROFILE","C3 PROFILE","","","D1 PROFILE","","","","","","","",""
"96113600001724","Nodes","-1724","21.000000","27.640848","Default Known Flow Node","Known Flow","558203.915000","138530.195000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113606802202","Nodes","6802202","21.000000","27.544819","DDS demands","Known Flow","558213.790000","138498.195000","0.000000","-6.000000","-4.750000","-2.799999","","","-48.759999","","","","","","","","-55.718716","-62.310000","","","C1 PROFILE","C2 PROFILE","C3 PROFILE","","","D1 PROFILE","","","","","","","",""
"96113600001704","Nodes","-1704","21.000000","27.314677","Default Known Flow Node","Known Flow","558231.790000","138394.445000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113606802211","Nodes","6802211","21.000000","26.769079","DDS demands","Known Flow","558357.040000","138499.320000","0.000000","","","","0.000000","","-26.359999","","","","","","","","-23.571583","-26.359999","","","","","","C4 PROFILE","","D1 PROFILE","","","","","","","",""
"96113600012262","Nodes","","21.000000","29.263339","Default Known Flow Node","Known Flow","558535.984417","138140.574602","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600012258","Nodes","","21.000000","29.307373","Default Known Flow Node","Known Flow","558535.907139","138109.946791","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600012263","Nodes","","21.000000","26.535763","Default Known Flow Node","Known Flow","558511.997416","138373.866460","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600012242","Nodes","","21.000000","26.535763","Default Known Flow Node","Known Flow","558513.468133","138374.904863","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113606802243","Nodes","6802243","21.000000","27.154732","DDS demands","Known Flow","558524.915000","138839.570000","0.000000","","","-4.670000","","","-22.790001","","","","","","","","-24.555224","-27.460002","","","","","C3 PROFILE","","","D1 PROFILE","","","","","","","",""
"96113606802244","Nodes","6802244","21.000000","27.200519","DDS demands","Known Flow","558480.915000","138860.570000","0.000000","","","","-6.000000","","-17.780000","","","","","","","","-21.264501","-23.779999","","","","","","C4 PROFILE","","D1 PROFILE","","","","","","","",""
"96113600001940","Nodes","1940","21.000000","30.543128","DDS demands","Known Flow","558257.665000","139121.570000","0.000000","-30.649999","","","","","","","","","","","","","-27.407778","-30.649999","","","C1 PROFILE","","","","","","","","","","","","",""
"96113606803079","Nodes","6803079","21.000000","30.709729","DDS demands","Known Flow","558208.915000","139160.320000","0.000000","-13.739999","","-18.549999","","","-21.340000","","","","","","","","-47.956904","-53.629997","","","C1 PROFILE","","C3 PROFILE","","","D1 PROFILE","","","","","","","",""
"96113606802275","Nodes","6802275","21.000000","30.285420","DDS demands","Known Flow","558461.415000","139132.320000","0.000000","-43.100000","","","-0.430000","","-9.319999","","","","","","","","-47.259416","-52.850001","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","","","","","","",""
"96113600001938","Nodes","-1938","21.000000","30.126027","Default Known Flow Node","Known Flow","558466.665000","139118.945000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001853","Nodes","-1853","21.000000","27.134833","Default Known Flow Node","Known Flow","558437.790000","138883.695000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113606802245","Nodes","6802245","21.000000","27.157364","DDS demands","Known Flow","558425.665000","138890.820000","0.000000","","","-3.199999","","","-50.880002","","","","","","","","-48.359307","-54.080004","","","","","C3 PROFILE","","","D1 PROFILE","","","","","","","",""
"96113600001923","Nodes","-1923","21.000000","30.957162","Default Known Flow Node","Known Flow","558616.415000","139098.570000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113606802272","Nodes","6802272","21.000000","31.119709","DDS demands","Known Flow","558625.790000","139096.820000","0.000000","-11.790000","","0.000000","","","-39.179999","","","","","","","","-45.578287","-50.970001","","","C1 PROFILE","","C3 PROFILE","","","D1 PROFILE","","","","","","","",""
"96113606802255","Nodes","6802255","21.000000","25.832034","DDS demands","Known Flow","558555.915000","138737.570000","0.000000","-7.900000","","-8.819999","","","-38.179998","","","","","","","","-49.092559","-54.899999","","","C1 PROFILE","","C3 PROFILE","","","D1 PROFILE","","","","","","","",""
"96113604904692","Nodes","-4904692","21.000000","25.832137","Default Known Flow Node","Known Flow","558557.790000","138741.445000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001908","Nodes","-1908","21.000000","31.747053","Default Known Flow Node","Known Flow","558733.165000","139077.320000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001905","Nodes","-1905","21.000000","31.930507","Default Known Flow Node","Known Flow","558774.477500","139067.913750","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001920","Nodes","-1920","21.000000","31.145718","Default Known Flow Node","Known Flow","558632.915000","139095.570000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001916","Nodes","-1916","21.000000","31.276502","Default Known Flow Node","Known Flow","558666.790000","139089.445000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001933","Nodes","-1933","21.000000","30.749993","Default Known Flow Node","Known Flow","558567.415000","139109.570000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113606802316","Nodes","6802316","21.000000","30.936819","Default Known Flow Node","Known Flow","558585.290000","139106.070000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001828","Nodes","-1828","21.000000","28.253334","Default Known Flow Node","Known Flow","558335.290000","138829.820000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113606802315","Nodes","6802315","21.000000","27.970363","Default Known Flow Node","Known Flow","558355.790000","138817.820000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001786","Nodes","-1786","21.000000","27.057242","Default Known Flow Node","Known Flow","558434.290000","138770.070000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001783","Nodes","-1783","21.000000","26.953505","Default Known Flow Node","Known Flow","558459.790000","138762.195000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001909","Nodes","-1909","21.000000","30.572746","Default Known Flow Node","Known Flow","558562.665000","139078.320000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113606802276","Nodes","6802276","21.000000","30.082215","DDS demands","Known Flow","558436.790000","139102.570000","0.000000","","","","-12.969999","","-27.600001","","","","","","","","-36.278420","-40.570002","","","","","","C4 PROFILE","","D1 PROFILE","","","","","","","",""
"96113600001927","Nodes","-1927","21.000000","30.082034","Default Known Flow Node","Known Flow","558438.165000","139104.945000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001787","Nodes","-1787","21.000000","27.062784","Default Known Flow Node","Known Flow","558433.040000","138770.820000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001915","Nodes","-1915","21.000000","31.426804","Default Known Flow Node","Known Flow","558676.665000","139088.320000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001852","Nodes","-1852","21.000000","27.128165","Default Known Flow Node","Known Flow","558441.915000","138881.070000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"96113600001794","Nodes","-1794","21.000000","27.118072","Default Known Flow Node","Known Flow","558409.415000","138782.070000","0.000000","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
