"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"96106205204098","Nodes","5204098","21.000000","26.483625","Default Known Flow Node","Known Flow","623247.057745","151971.863563","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96106205202055","Nodes","5202055","21.000000","26.486312","DDS demands","Known Flow","623229.324740","151989.427568","","0.000000","","","","","","-2.660000","","","","","-2.378619","-2.660000","","","","","","","","D1 PROFILE","","","",""
"96106205202022","Nodes","5202022","21.000000","26.238824","DDS demands","Known Flow","623674.514861","152294.590651","","0.000000","","","","","","-4.130000","","","","","-3.693120","-4.130000","","","","","","","","D1 PROFILE","","","",""
"96106200001206","Nodes","Logger 1206, Kings Road","21.000000","26.248854","Val Log Cath","Known Flow","623671.453171","152304.251586","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96106205202021","Nodes","5202021","21.000000","26.384290","DDS demands","Known Flow","623770.396097","152476.441774","","0.000000","","","","","","-17.150000","","","","","-15.335837","-17.150000","","","","","","","","D1 PROFILE","","","",""
"96106205202020","Nodes","5202020","21.000000","26.512100","DDS demands","Known Flow","623799.437895","152515.572711","","0.000000","","","","","","-12.930000","","","","","-11.562238","-12.930000","","","","","","","","D1 PROFILE","","","",""
"96106205204101","Nodes","5204101","21.000000","22.886146","Default Known Flow Node","Known Flow","622964.091668","154296.107195","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96106205204099","Nodes","P11126753, MARKET PLACE, 21.79 sch","24.000000","26.263067","CSEP DDS Matched","Known Flow","623669.144611","152318.429064","","0.000000","","","","","-7.940000","","-13.850000","","","","-19.485008","-21.790000","","","","","","","CC PROFILE","","DC PROFILE","","",""
"96106205202100","Nodes","5202100","21.000000","26.700525","DDS demands","Known Flow","623049.331471","152096.536412","","0.000000","","","","","","-6.090000","","","","","-5.445787","-6.090000","","","","","","","","D1 PROFILE","","","",""
"96106205204062","Nodes","5204062","21.000000","26.700525","Default Known Flow Node","Known Flow","623061.591694","152113.396601","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
