"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"96115300000001","Nodes","","21.000000","49.960324","Default Known Flow Node","Known Flow","579461.115135","128096.227416","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96115300000002","Nodes","","21.000000","49.918916","Default Known Flow Node","Known Flow","579507.579100","128154.077018","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96115300000003","Nodes","","21.000000","48.931430","DDS demands","Known Flow","579638.303881","128272.989114","","0.000000","","","","","-1.900000","","","","","","-1.699008","-1.900000","","","","","","","D1 PROFILE","","","","",""
"96115300000004","Nodes","","21.000000","49.056423","Default Known Flow Node","Known Flow","579663.769209","128283.572465","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96115300000005","Nodes","","21.000000","46.965584","DDS demands","Known Flow","579615.137874","128462.463166","","0.000000","","","","","-9.560000","","","","","","-8.548697","-9.560000","","","","","","","D1 PROFILE","","","","",""
"96115300000032","Nodes","","21.000000","47.433786","DDS demands","Known Flow","579640.280049","128414.166015","","0.000000","","","","","-10.260000","","","","","","-9.174648","-10.260000","","","","","","","D1 PROFILE","","","","",""
"96115300000007","Nodes","","21.000000","49.203016","DDS demands","Known Flow","579665.849187","128274.923841","","0.000000","","","","","-13.739999","","","","","","-12.286516","-13.739999","","","","","","","D1 PROFILE","","","","",""
"96115300000013","Nodes","","21.000000","47.419074","Default Known Flow Node","Known Flow","579769.100916","128344.154134","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96115300000008","Nodes","","21.000000","47.399644","DDS demands","Known Flow","579770.193009","128345.205769","","0.000000","","","","","-4.400000","","","","","","-3.934547","-4.400000","","","","","","","D1 PROFILE","","","","",""
"96115300000009","Nodes","","21.000000","45.872321","DDS demands","Known Flow","579847.419937","128423.480155","","0.000000","-2.689999","","","","-4.409999","","","","","","-6.348928","-7.099999","","","C1 PROFILE","","","","D1 PROFILE","","","","",""
"96115300000010","Nodes","10, BODIAM ROAD DG, Site ID 7516","21.000000","49.999998","Default Known Pressure Node","Known Pressure","579496.855842","128162.903084","","6117.999844","","","","","","","","","","","203.174636","227.209997","","","","","","","","","","","",""
"96115300000011","Nodes","","21.000000","49.414451","Default Known Flow Node","Known Flow","579615.435652","128246.161539","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96115300000015","Nodes","","21.000000","49.133766","Default Known Flow Node","Known Flow","579657.725657","128271.214518","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96115300000012","Nodes","","21.000000","45.416842","DDS demands","Known Flow","579536.684810","128349.292204","","0.000000","","","","","-7.580000","","","","","","-6.778151","-7.580000","","","","","","","D1 PROFILE","","","","",""
"96115300000014","Nodes","","21.000000","45.360643","Default Known Flow Node","Known Flow","580117.881011","128297.603121","","0.000000","","","","","-5.969999","","","","","","-5.338464","-5.969999","","","","","","","D1 PROFILE","","","","",""
"96115300000006","Nodes","","21.000000","48.024187","Default Known Flow Node","Known Flow","579659.049522","128351.021309","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96115300000018","Nodes","","21.000000","48.320444","DDS demands","Known Flow","579647.772409","128327.170510","","0.000000","","","","","-4.199999","","","","","","-3.755703","-4.199999","","","","","","","D1 PROFILE","","","","",""
"96115300000016","Nodes","P10125435, Plots 1-12, Old Orchard, 15.23","22.999998","44.891689","CSEP Unmatched","Known Flow","579526.199850","128381.180144","","0.000000","","","","","","","","","-15.229999","","-13.618897","-15.229999","","","","","","","","","","","DC PROFILE",""
"96115300000017","Nodes","","21.000000","48.177791","DDS demands","Known Flow","579587.851867","128324.793128","","0.000000","","","","","-2.700000","","","","","","-2.414381","-2.700000","","","","","","","D1 PROFILE","","","","",""
"96115300000019","Nodes","","21.000000","47.394231","DDS demands","Known Flow","579599.485870","128428.869157","","0.000000","","","","","-6.170000","","","","","","-5.517308","-6.170000","","","","","","","D1 PROFILE","","","","",""
"96115300000020","Nodes","","21.000000","46.831291","Default Known Flow Node","Known Flow","579519.215848","128444.907161","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96115300000021","Nodes","","21.000000","46.827950","DDS demands","Known Flow","579512.696846","128449.255162","","0.000000","","","","","-2.069999","","","","","","-1.851025","-2.069999","","","","","","","D1 PROFILE","","","","",""
"96115300000022","Nodes","","21.000000","46.829581","DDS demands","Known Flow","579519.011848","128440.522160","","0.000000","","","","","-1.890000","","","","","","-1.690066","-1.890000","","","","","","","D1 PROFILE","","","","",""
"96115300000024","Nodes","","21.000000","46.693007","DDS demands","Known Flow","579577.395864","128545.343188","","0.000000","","","","","-6.900000","","","","","","-6.170085","-6.900000","","","","","","","D1 PROFILE","","","","",""
"96115300000023","Nodes","","21.000000","46.801319","DDS demands","Known Flow","579565.141861","128497.765175","","0.000000","","","","","-1.720000","","","","","","-1.538050","-1.720000","","","","","","","D1 PROFILE","","","","",""
"96115300000025","Nodes","","21.000000","45.867763","Default Known Flow Node","Known Flow","579850.559938","128422.256155","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96115300000035","Nodes","","21.000000","45.449040","DDS demands","Known Flow","579880.819305","128409.073449","","0.000000","","","","","-7.369999","","","","","","-6.590366","-7.369999","","","","","","","D1 PROFILE","","","","",""
"96115300000027","Nodes","","21.000000","40.884118","Default Known Flow Node","Known Flow","579338.974599","128724.394630","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96115300000028","Nodes","","21.000000","42.486129","DDS demands","Known Flow","579575.875970","128561.975074","","0.000000","","","","","-1.029999","","","","","","-0.921041","-1.029999","","","","","","","D1 PROFILE","","","","",""
"96115300000029","Nodes","","21.000000","42.983604","DDS demands","Known Flow","579634.364879","128531.313185","","0.000000","","","","","-5.359999","","","","","","-4.792993","-5.359999","","","","","","","D1 PROFILE","","","","",""
"96115300000030","Nodes","","21.000000","45.400116","DDS demands","Known Flow","579770.250916","128462.005166","","0.000000","","","","-1.640000","-8.569999","","","","","","-9.129936","-10.209999","","","","","","C4 PROFILE","D1 PROFILE","","","","",""
"96115300000031","Nodes","","21.000000","40.811017","Default Known Flow Node","Known Flow","579322.344524","128721.976448","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
