"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"96115300000033","Nodes","","21.000000","47.071127","DDS demands","Known Flow","579699.348897","128453.991164","","0.000000","","","","","-5.659999","","","","","","-5.061258","-5.659999","","","","","","","D1 PROFILE","","","","",""
"96115300000034","Nodes","","21.000000","40.632989","DDS demands","Known Flow","579304.548587","128697.171544","","0.000000","","","","","-1.990000","","","","","","-1.779488","-1.990000","","","","","","","D1 PROFILE","","","","",""
"96115300000026","Nodes","","21.000000","45.187461","DDS demands","Known Flow","580110.908009","128300.376122","","0.000000","","-22.009999","","","","","","","","","-19.681675","-22.009999","","","","C2 PROFILE","","","","","","","",""
"96115300000036","Nodes","","21.000000","45.233813","DDS demands","Known Flow","580006.255981","128381.944144","","0.000000","","","","","-5.820000","","","","","","-5.204332","-5.820000","","","","","","","D1 PROFILE","","","","",""
"96115300000037","Nodes","","21.000000","44.647517","DDS demands","Known Flow","580428.186095","128111.414070","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96115300000038","Nodes","","21.000000","44.692686","Default Known Flow Node","Known Flow","580415.770092","128212.689098","","0.000000","","","","","-6.800000","","","","","","-6.080663","-6.800000","","","","","","","D1 PROFILE","","","","",""
"96115300000040","Nodes","","21.000000","45.209480","DDS demands","Known Flow","580118.758011","128298.821121","","0.000000","","","","","-15.039999","","","","","","-13.448996","-15.039999","","","","","","","D1 PROFILE","","","","",""
"96115300000039","Nodes","","21.000000","45.134924","DDS demands","Known Flow","580139.649017","128191.927092","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96115300000041","Nodes","","21.000000","48.807628","DDS demands","Known Flow","581112.301282","128030.898048","","0.000000","","","","","-4.489999","","","","","","-4.015026","-4.489999","","","","","","","D1 PROFILE","","","","",""
"96115300000042","Nodes","","21.000000","48.438245","DDS demands","Known Flow","581140.748289","128187.770091","","0.000000","","","","","-3.260000","","","","","","-2.915141","-3.260000","","","","","","","D1 PROFILE","","","","",""
"96115300000043","Nodes","","21.000000","49.962667","DDS demands","Known Flow","581453.373374","127973.196033","","0.000000","","","","","-1.450000","","","","","","-1.296612","-1.450000","","","","","","","D1 PROFILE","","","","",""
"96115300000044","Nodes","","21.000000","48.984604","DDS demands","Known Flow","581111.687695","127770.536709","","0.000000","","","","","-5.270000","","","","","","-4.712514","-5.270000","","","","","","","D1 PROFILE","","","","",""
"96115300000045","Nodes","45, CROUCH LANE DG","21.000000","49.999998","Default Known Pressure Node","Known Pressure","580598.891142","128167.493086","","419.999989","","","","","","","","","","","13.100252","14.649999","","","","","","","","","","","",""
"96115300000046","Nodes","","21.000000","46.822439","DDS demands","Known Flow","580819.944202","128436.656159","","0.000000","","","","","-7.109999","","","","","","-6.357870","-7.109999","","","","","","","D1 PROFILE","","","","",""
"96115300000047","Nodes","","21.000000","49.774669","DDS demands","Known Flow","581529.157395","128123.291074","","0.000000","","","","","-6.800000","","","","","","-6.080663","-6.800000","","","","","","","D1 PROFILE","","","","",""
"96115300000048","Nodes","48, LOMAS LANE DG","21.000000","49.999998","Default Known Pressure Node","Known Pressure","581459.312230","127971.441508","","491.000008","","","","","","","","","","","31.494259","35.219998","","","","","","","","","","","",""
"96115300000049","Nodes","","21.000000","48.197390","DDS demands","Known Flow","579617.170051","128319.409142","","0.000000","","","","","-5.039999","","","","","","-4.506844","-5.039999","","","","","","","D1 PROFILE","","","","",""
"96115300000053","Nodes","","21.000000","49.091819","Default Known Flow Node","Known Flow","579666.130681","128273.963451","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96115300000057","Nodes","","21.000000","46.336031","DDS demands","Known Flow","579921.448860","128305.445502","","0.000000","","","","","-15.310000","","","","","","-13.690435","-15.310000","","","","","","","D1 PROFILE","","","","",""
"96115300000054","Nodes","","21.000000","44.819019","DDS demands","Known Flow","580275.512425","128253.551153","","0.000000","","","","","-9.009999","","","","","","-8.056879","-9.009999","","","","","","","D1 PROFILE","","","","",""
"96115300000050","Nodes","","21.000000","48.331392","Default Known Flow Node","Known Flow","579649.072883","128326.532129","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96115300000055","Nodes","","21.000000","49.960324","Default Known Flow Node","Known Flow","579460.396832","128095.325066","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96115300000062","Nodes","","21.000000","49.077074","Default Known Flow Node","Known Flow","579663.937888","128282.268117","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96115300000063","Nodes","","21.000000","49.958648","Default Known Flow Node","Known Flow","579502.324521","128158.401941","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96115300000064","Nodes","","21.000000","45.533908","Default Known Flow Node","Known Flow","579537.955853","128344.497134","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96115300000066","Nodes","","21.000000","49.418343","Default Known Flow Node","Known Flow","579614.854247","128245.583055","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96115300000067","Nodes","","21.000000","40.884118","Default Known Flow Node","Known Flow","579338.572799","128724.703237","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96115300000069","Nodes","","21.000000","47.439203","Default Known Flow Node","Known Flow","579640.530881","128413.160152","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96115300000075","Nodes","","21.000000","45.457116","Default Known Flow Node","Known Flow","579880.318946","128408.329151","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96115300000077","Nodes","","21.000000","41.635348","DDS demands","Known Flow","579450.743327","128631.987555","","0.000000","","","","","-0.759999","","","","","","-0.679603","-0.759999","","","","","","","D1 PROFILE","","","","",""
"96115300000084","Nodes","","21.000000","44.647517","Default Known Flow Node","Known Flow","580448.777273","128168.056645","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96115300000088","Nodes","","21.000000","48.814495","Default Known Flow Node","Known Flow","581113.438282","128030.853048","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96115300000089","Nodes","","21.000000","49.833523","DDS demands","Known Flow","581495.897607","128074.659277","","0.000000","","","","","-2.089999","","","","","","-1.868909","-2.089999","","","","","","","D1 PROFILE","","","","",""
"96115300000091","Nodes","","21.000000","47.436704","DDS demands","Known Flow","580732.564497","128327.881985","","0.000000","","","","","-6.419999","","","","","","-5.740861","-6.419999","","","","","","","D1 PROFILE","","","","",""
"96115300000092","Nodes","","21.000000","48.673031","DDS demands","Known Flow","580657.921499","128260.375993","","0.000000","","","","","-1.120000","","","","","","-1.001521","-1.120000","","","","","","","D1 PROFILE","","","","",""
"96115300000093","Nodes","","21.000000","48.984604","Default Known Flow Node","Known Flow","581112.603282","127769.559977","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96115300000094","Nodes","","21.000000","49.211235","DDS demands","Known Flow","581277.532853","127995.200307","","0.000000","","","","","-11.859999","","","","","","-10.605391","-11.859999","","","","","","","D1 PROFILE","","","","",""
"96115300000056","Nodes","","21.000000","49.915464","DDS demands","Known Flow","579508.035845","128153.701082","","0.000000","","","","","-2.180000","","","","","","-1.949389","-2.180000","","","","","","","D1 PROFILE","","","","",""
"96115300000065","Nodes","","21.000000","48.557070","Default Known Flow Node","Known Flow","579592.316367","128279.135837","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96115300000078","Nodes","Plots 1-2 The Malt House Farm Queen Street, Sandhurst, NA:15593","21.000000","40.625263","DDS demands","Known Flow","579302.553789","128697.311230","","0.000000","","","","","-1.510000","","","-6.560000","","","-7.216317","-8.070000","","","","","","","D1 PROFILE","","","PL-AF PROFILE","",""
"96115300000095","Nodes","","21.000000","48.874960","Default Known Flow Node","Known Flow","581102.640491","127927.124991","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96115300000051","Nodes","","21.000000","47.424622","Default Known Flow Node","Known Flow","579767.768316","128342.959142","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96115300000052","Nodes","","21.000000","40.809147","Default Known Flow Node","Known Flow","579322.152795","128721.706236","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96115300000059","Nodes","","21.000000","48.065694","DDS demands","Known Flow","579660.813887","128345.302134","","0.000000","","","","","-4.159999","","","","","","-3.719935","-4.159999","","","","","","","D1 PROFILE","","","","",""
