"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)"
"96121409703007","Nodes","KERRY FARM DG","21.000000","30.000000","Default Known Pressure Node","Known Pressure","572472.450000","118334.750000","","2014.999944","","","","","161.987543","181.149993","","","","","",""
"96121409703019","Nodes","9703019","21.000000","29.761489","DDS demands","Known Flow","572475.825000","118345.000000","","0.000000","","","-2.339999","","-2.092469","-2.339999","","","","","D1 PROFILE",""
"96121409703024","Nodes","9703024","21.000000","26.931805","Default Known Flow Node","Known Flow","571313.575000","118613.500000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96121409703023","Nodes","9703023","21.000000","26.931805","Default Known Flow Node","Known Flow","571311.450000","118614.250000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96121409703014","Nodes","9703014","21.000000","25.548507","DDS demands","Known Flow","571218.950000","118646.578125","","0.000000","","-4.969999","-10.180000","","-13.547401","-15.150000","","","","C4 PROFILE","D1 PROFILE",""
"96121409703013","Nodes","9703013","21.000000","23.334205","DDS demands","Known Flow","571032.575000","118687.632812","","0.000000","","0.000000","-7.600000","","-6.796056","-7.600000","","","","C4 PROFILE","D1 PROFILE",""
"96121409703016","Nodes","9703016","21.000000","27.589073","DDS demands","Known Flow","571707.825000","118548.921875","","0.000000","","","-4.969999","","-4.444263","-4.969999","","","","","D1 PROFILE",""
"96121409703015","Nodes","9703015","21.000000","27.101776","DDS demands","Known Flow","571401.950000","118594.289062","","0.000000","","","-4.829999","","-4.319072","-4.829999","","","","","D1 PROFILE",""
"96121409703017","Nodes","9703017","21.000000","28.774562","DDS demands","Known Flow","571979.950000","118630.632812","","0.000000","","","-9.209999","","-8.235746","-9.209999","","","","","D1 PROFILE",""
"96121409703051","Nodes","9703051","21.000000","29.610702","DDS demands","Known Flow","572310.200000","118496.382812","","0.000000","","","-2.910000","","-2.602174","-2.910000","","","","","D1 PROFILE",""
"96121409703018","Nodes","9703018","21.000000","29.258491","DDS demands","Known Flow","572212.950000","118553.382812","","0.000000","","","-3.540000","","-3.165531","-3.540000","","","","","D1 PROFILE",""
"96121400006552","Nodes","Logger 6552","21.000000","28.796885","Val Log Post","Known Flow","571983.950000","118628.000000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96121409703039","Nodes","9703039","21.000000","23.011380","DDS demands","Known Flow","571049.450000","118765.250000","","0.000000","","","-2.559999","","-2.289197","-2.559999","","","","","D1 PROFILE",""
"96121400006553","Nodes","Logger 6553","21.000000","22.911735","Val Log Cath","Known Flow","571054.700000","118790.750000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96121409703035","Nodes","9703035","21.000000","22.836765","DDS demands","Known Flow","571058.325000","118810.000000","","0.000000","","","-3.530000","","-3.156589","-3.530000","","","","","D1 PROFILE",""
"96121409703056","Nodes","9703056","21.000000","29.208654","DDS demands","Known Flow","572748.950000","118011.882812","","0.000000","","","-1.799999","","-1.609592","-1.799999","","","","","D1 PROFILE",""
"96121409703021","Nodes","9703021","21.000000","29.163591","Default Known Flow Node","Known Flow","572861.575000","117941.898437","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96121409703187","Nodes","9703187","21.000000","29.383014","DDS demands","Known Flow","572975.075000","117855.882812","","0.000000","","","-1.909999","","-1.707956","-1.909999","","","","","D1 PROFILE",""
"96121409703029","Nodes","9703029","21.000000","23.294307","DDS demands","Known Flow","570993.450000","118700.882812","","0.000000","","","-8.420000","","-7.529314","-8.420000","","","","","D1 PROFILE",""
"96121409703012","Nodes","9703012","21.000000","23.547808","DDS demands","Known Flow","570707.575000","118799.500000","","0.000000","","-4.760000","-4.719999","-3.930000","-11.991461","-13.410000","","","","C4 PROFILE","D1 PROFILE","I2 PROFILE"
"96121409703026","Nodes","9703026","21.000000","23.546332","DDS demands","Known Flow","570668.325000","118812.000000","","0.000000","","","-4.190000","","-3.746773","-4.190000","","","","","D1 PROFILE",""
"96121409703054","Nodes","9703054","21.000000","29.760974","Default Known Flow Node","Known Flow","572477.575000","118345.632812","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96121409703055","Nodes","9703055","21.000000","29.760037","DDS demands","Known Flow","572482.325000","118454.250000","","0.000000","","","-1.970000","","-1.761609","-1.970000","","","","","D1 PROFILE",""
"96121409703020","Nodes","9703020","21.000000","29.300773","DDS demands","Known Flow","572631.450000","118089.132812","","0.000000","0.000000","","-1.350000","","-1.207194","-1.350000","","","C3 PROFILE","","D1 PROFILE",""
"96121409703022","Nodes","9703022","21.000000","29.253332","DDS demands","Known Flow","572577.825000","118014.000000","","0.000000","-4.750000","","-0.769999","","-4.936082","-5.520000","","","C3 PROFILE","","D1 PROFILE",""
"96121409703011","Nodes","9703011","21.000000","22.641685","DDS demands","Known Flow","570886.075000","118873.882812","","0.000000","","","-7.099999","","-6.348946","-7.099999","","","","","D1 PROFILE",""
"96121409703027","Nodes","9703027","21.000000","22.639550","DDS demands","Known Flow","570878.950000","118872.000000","","0.000000","","","-5.429999","","-4.855602","-5.429999","","","","","D1 PROFILE",""
"96121409703028","Nodes","9703028","21.000000","23.294307","Default Known Flow Node","Known Flow","570992.575000","118691.500000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96121409703034","Nodes","9703034","21.000000","22.610230","DDS demands","Known Flow","571039.450000","118896.632812","","0.000000","","","-10.399999","","-9.299865","-10.399999","","","","","D1 PROFILE",""
"96121409703031","Nodes","9703031","21.000000","22.744741","Default Known Flow Node","Known Flow","570997.575000","118812.250000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96121409703033","Nodes","9703033","21.000000","22.718452","DDS demands","Known Flow","571004.200000","118792.382812","","0.000000","","","-3.579999","","-3.201299","-3.579999","","","","","D1 PROFILE",""
"96121409703041","Nodes","9703041","21.000000","22.832539","Default Known Flow Node","Known Flow","571063.950000","118819.632812","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96121409703043","Nodes","9703043","21.000000","22.785254","Default Known Flow Node","Known Flow","571065.200000","118826.382812","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96121409703044","Nodes","9703044","21.000000","22.832530","DDS demands","Known Flow","571072.700000","118818.000000","","0.000000","","","-1.350000","","-1.207194","-1.350000","","","","","D1 PROFILE",""
