"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)"
"96121409703042","Nodes","9703042","21.000000","22.734650","Default Known Flow Node","Known Flow","571064.950000","118852.000000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96121409703045","Nodes","9703045","21.000000","22.684815","Default Known Flow Node","Known Flow","571075.575000","118852.882812","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96121409703046","Nodes","9703046","21.000000","22.676425","Default Known Flow Node","Known Flow","571085.575000","118866.632812","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96121409703047","Nodes","9703047","21.000000","22.659523","Default Known Flow Node","Known Flow","571086.075000","118874.250000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96121409703040","Nodes","9703040","21.000000","22.575514","DDS demands","Known Flow","571063.700000","118883.382812","","0.000000","","","-4.909999","","-4.390609","-4.909999","","","","","D1 PROFILE",""
"96121409703032","Nodes","9703032","21.000000","22.754236","Default Known Flow Node","Known Flow","571000.575000","118822.250000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96121409703052","Nodes","9703052","21.000000","29.402644","DDS demands","Known Flow","572376.950000","118516.500000","","0.000000","","","-3.950000","","-3.532160","-3.950000","","","","","D1 PROFILE",""
"96121409703050","Nodes","9703050","21.000000","28.246099","DDS demands","Known Flow","572071.450000","118736.000000","","0.000000","","","-10.529999","","-9.416113","-10.529999","","","","","D1 PROFILE",""
"96121409703030","Nodes","9703030","21.000000","21.835384","DDS demands","Known Flow","570994.200000","119040.500000","","0.000000","","","-5.859999","","-5.240117","-5.859999","","","","","D1 PROFILE",""
"96121409703036","Nodes","9703036","21.000000","22.719971","Default Known Flow Node","Known Flow","570951.575000","118833.500000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96121409703037","Nodes","9703037","21.000000","22.497590","DDS demands","Known Flow","570975.200000","118892.500000","","0.000000","","","-4.389999","","-3.925616","-4.389999","","","","","D1 PROFILE",""
"96121409703048","Nodes","9703048","21.000000","22.183786","DDS demands","Known Flow","571192.325000","118911.000000","","0.000000","","","-15.299999","","-13.681533","-15.299999","","","","","D1 PROFILE",""
"96121409703025","Nodes","9703025","21.000000","28.783909","Default Known Flow Node","Known Flow","571980.075000","118627.250000","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96121409703049","Nodes","9703049","21.000000","28.783909","Default Known Flow Node","Known Flow","571973.450000","118626.132812","","0.000000","","","","","0.000000","0.000000","","","","","",""
"96121409703053","Nodes","9703053","21.000000","29.008786","DDS demands","Known Flow","572441.075000","118604.250000","","0.000000","","","-1.109999","","-0.992581","-1.109999","","","","","D1 PROFILE",""
"96121409703038","Nodes","9703038","21.000000","28.781713","DDS demands","Known Flow","572496.325000","118636.132812","","0.000000","","","-1.100000","","-0.983639","-1.100000","","","","","D1 PROFILE",""
"96121400000003","Nodes","3","21.000000","22.282761","DDS demands","Known Flow","570937.287050","118979.465681","","0.000000","","","-5.169999","","-4.623106","-5.169999","","","","","D1 PROFILE",""
"96121400000002","Nodes","2","21.000000","22.277883","DDS demands","Known Flow","570932.343954","118984.981092","","0.000000","","","-5.760000","","-5.150695","-5.760000","","","","","D1 PROFILE",""
