"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)"
"96105505002274","Nodes","5002274","21.000000","24.429630","DDS demands","Known Flow","603343.500000","142353.500000","","0.000000","","","","-7.159999","-15.259999","","","-20.048364","-22.419998","","","","","","C4 PROFILE","D1 PROFILE","",""
"96105505002377","Nodes","5002377","21.000000","25.950150","DDS demands","Known Flow","603380.750000","142339.375000","","0.000000","","","","","-3.250000","","","-2.906208","-3.250000","","","","","","","D1 PROFILE","",""
"96105500110343","Nodes","110343","21.000000","25.950150","Default Known Flow Node","Known Flow","603374.000000","142324.375000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105500110345","Nodes","110345","21.000000","25.738787","Default Known Flow Node","Known Flow","603376.250000","142092.750000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105505002376","Nodes","5002376","21.000000","27.780718","DDS demands","Known Flow","603400.625000","142261.750000","","0.000000","","","","","-1.830000","","","-1.636418","-1.830000","","","","","","","D1 PROFILE","",""
"96105500110349","Nodes","110349","21.000000","27.693420","Default Known Flow Node","Known Flow","603389.125000","142295.000000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105500110354","Nodes","110354","21.000000","25.954383","Default Known Flow Node","Known Flow","603413.500000","142350.125000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105500110355","Nodes","110355","21.000000","25.954383","Default Known Flow Node","Known Flow","603416.875000","142340.250000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105505002361","Nodes","5002361","21.000000","28.501224","DDS demands","Known Flow","603467.125000","142193.625000","","0.000000","","","","","-4.810000","","","-4.301188","-4.810000","","","","","","","D1 PROFILE","",""
"96105500110365","Nodes","110365","21.000000","28.582364","DDS demands","Known Flow","603451.250000","142153.125000","","0.000000","","","","","-1.059999","","","-0.947870","-1.059999","","","","","","","D1 PROFILE","",""
"96105500110375","Nodes","110375","21.000000","28.675747","Default Known Flow Node","Known Flow","603478.750000","142167.375000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105500110377","Nodes","110377","21.000000","25.820500","Default Known Flow Node","Known Flow","603481.625000","142369.000000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105500110383","Nodes","110383","21.000000","25.802860","Default Known Flow Node","Known Flow","603495.625000","142369.375000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105500110382","Nodes","110382","21.000000","25.864284","Default Known Flow Node","Known Flow","603495.500000","142324.125000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105505002371","Nodes","5002371","21.000000","30.257943","DDS demands","Known Flow","603593.625000","141982.250000","","0.000000","","","","","-5.429999","","","-4.855602","-5.429999","","","","","","","D1 PROFILE","",""
"96105500110384","Nodes","110384","21.000000","28.616768","Default Known Flow Node","Known Flow","603497.750000","142228.125000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105500228685","Nodes","228685","21.000000","30.340907","DDS demands","Known Flow","603575.375000","142051.000000","","0.000000","","","","","-6.849999","","","-6.125392","-6.849999","","","","","","","D1 PROFILE","",""
"96105505002380","Nodes","5002380","21.000000","25.749279","DDS demands","Known Flow","603504.125000","142371.500000","","0.000000","","","","","-1.460000","","","-1.305558","-1.460000","","","","","","","D1 PROFILE","",""
"96105505002352","Nodes","5002352","21.000000","29.761009","DDS demands","Known Flow","603530.125000","142201.500000","","0.000000","","","","","-7.340000","","","-6.563559","-7.340000","","","","","","","D1 PROFILE","",""
"96105500110400","Nodes","110400","21.000000","29.912001","Default Known Flow Node","Known Flow","603556.375000","142176.500000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105505002369","Nodes","5002369","21.000000","29.527349","DDS demands","Known Flow","603542.125000","142233.750000","","0.000000","","","","","-9.229999","","","-8.253630","-9.229999","","","","","","","D1 PROFILE","",""
"96105500110392","Nodes","110392","21.000000","29.527836","Default Known Flow Node","Known Flow","603543.125000","142232.625000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105500110393","Nodes","110393","21.000000","29.371154","Default Known Flow Node","Known Flow","603543.250000","142180.375000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105505002277","Nodes","5002277","21.000000","29.508030","DDS demands","Known Flow","603526.250000","142197.125000","","0.000000","","","","","-14.089999","","","-12.599530","-14.089999","","","","","","","D1 PROFILE","",""
"96105505002318","Nodes","5002318","21.000000","29.502813","DDS demands","Known Flow","603565.625000","142251.250000","","0.000000","","","","","-4.300000","","","-3.845137","-4.300000","","","","","","","D1 PROFILE","",""
"96105500110404","Nodes","110404","21.000000","29.505852","Default Known Flow Node","Known Flow","603569.625000","142245.250000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105505002374","Nodes","5002374","21.000000","29.317174","DDS demands","Known Flow","603575.625000","142308.125000","","0.000000","","","","","-7.050000","","","-6.304236","-7.050000","","","","","","","D1 PROFILE","",""
"96105500110408","Nodes","110408","21.000000","29.318222","Default Known Flow Node","Known Flow","603576.125000","142306.625000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105500110415","Nodes","110415","21.000000","29.606884","Default Known Flow Node","Known Flow","603624.875000","142200.875000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105505002368","Nodes","5002368","21.000000","29.519802","DDS demands","Known Flow","603556.500000","142234.625000","","0.000000","","","","","-6.059999","","","-5.418960","-6.059999","","","","","","","D1 PROFILE","",""
"96105505002000","Nodes","THE LEES DG, ID 3751","21.000000","30.000002","Default Known Pressure Node","Known Pressure","603544.309911","142188.092270","","0.000000","","","","","","","","347.553470","388.667523","","","","","","","","",""
"96105505002283","Nodes","5002283","21.000000","30.029844","DDS demands","Known Flow","603548.625000","142168.000000","","0.000000","","","-4.199999","","-1.539999","","","-5.132810","-5.739999","","","","","C3 PROFILE","","D1 PROFILE","",""
"96105505002360","Nodes","5002360","21.000000","28.822126","DDS demands","Known Flow","603501.375000","142223.750000","","0.000000","","","","-4.579999","-3.989999","","","-7.663447","-8.569999","","","","","","C4 PROFILE","D1 PROFILE","",""
"96105500110398","Nodes","110398","21.000000","25.489431","DDS demands","Known Flow","603552.250000","142379.875000","","0.000000","","","","","-8.140000","","","-7.278933","-8.140000","","","","","","","D1 PROFILE","",""
"96105500110397","Nodes","110397","21.000000","29.535521","Default Known Flow Node","Known Flow","603548.750000","142226.750000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105500245282","Nodes","245282","21.000000","29.527349","Default Known Flow Node","Known Flow","603512.750000","142263.625000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105505002370","Nodes","5002370","21.000000","30.039052","DDS demands","Known Flow","603554.500000","142174.375000","","0.000000","","","","","-4.010000","","","-3.585814","-4.010000","","","","","","","D1 PROFILE","",""
"96105500110406","Nodes","110406","21.000000","30.009370","Default Known Flow Node","Known Flow","603571.125000","142164.625000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105500110410","Nodes","110410","21.000000","29.478494","Default Known Flow Node","Known Flow","603578.875000","142273.125000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105505002375","Nodes","5002375","21.000000","29.271712","DDS demands","Known Flow","603569.375000","142304.500000","","0.000000","","","","","-5.429999","","","-4.855602","-5.429999","","","","","","","D1 PROFILE","",""
"96105500110390","Nodes","110390","21.000000","29.271712","Default Known Flow Node","Known Flow","603538.250000","142309.375000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105505002367","Nodes","5002367","21.000000","29.505708","DDS demands","Known Flow","603570.625000","142246.000000","","0.000000","","","","","-5.290000","","","-4.730413","-5.290000","","","","","","","D1 PROFILE","",""
"96105500110414","Nodes","110414","21.000000","29.592793","Default Known Flow Node","Known Flow","603609.500000","142215.125000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105505002373","Nodes","5002373","21.000000","29.842175","DDS demands","Known Flow","603650.875000","142186.875000","","0.000000","","","","","-2.460000","","","-2.199776","-2.460000","","","","","","","D1 PROFILE","",""
"96105500110409","Nodes","110409","21.000000","29.317174","Default Known Flow Node","Known Flow","603577.000000","142323.750000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105500110411","Nodes","110411","21.000000","29.375220","Default Known Flow Node","Known Flow","603585.625000","142275.125000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105505002317","Nodes","5002317","21.000000","29.462212","DDS demands","Known Flow","603586.000000","142273.875000","","0.000000","","","","","-2.259999","","","-2.020932","-2.259999","","","","","","","D1 PROFILE","",""
"96105500110413","Nodes","110413","21.000000","29.462212","Default Known Flow Node","Known Flow","603592.375000","142256.750000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105500110416","Nodes","110416","21.000000","29.735065","DDS demands","Known Flow","603640.500000","142239.250000","","0.000000","","","","","-2.259999","","","-2.020932","-2.259999","","","","","","","D1 PROFILE","",""
"96105500003753","Nodes","3753","21.000000","24.381790","DDS demands","Known Flow","603368.500000","142530.000000","","0.000000","","","","","-6.090000","","","-5.445787","-6.090000","","","","","","","D1 PROFILE","",""
"96105500110316","Nodes","110316","21.000000","24.073819","DDS demands","Known Flow","603296.125000","142767.250000","","0.000000","","","","","-1.259999","","","-1.126714","-1.259999","","","","","","","D1 PROFILE","",""
"96105505002381","Nodes","5002381","21.000000","24.073980","DDS demands","Known Flow","603251.000000","142759.625000","","0.000000","-5.150000","","","","-9.340000","","","-12.957218","-14.490000","","","C1 PROFILE","","","","D1 PROFILE","",""
"96105500110323","Nodes","110323","21.000000","24.264250","Default Known Flow Node","Known Flow","603323.022727","142560.755806","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105500110324","Nodes","110324","21.000000","24.264250","DDS demands","Known Flow","603326.957571","142550.897630","","0.000000","","","","","-5.599999","","","-5.007620","-5.599999","","","","","","","D1 PROFILE","",""
"96105505002366","Nodes","5002366","21.000000","24.320923","DDS demands","Known Flow","603352.125000","142562.500000","","0.000000","","","","","-9.520000","","","-8.512955","-9.520000","","","","","","","D1 PROFILE","",""
"96105505002363","Nodes","5002363","21.000000","24.103061","Default Known Flow Node","Known Flow","603474.000000","142500.875000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105500110363","Nodes","110363","21.000000","24.103061","Default Known Flow Node","Known Flow","603448.875000","142459.375000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105500110326","Nodes","110326","21.000000","24.264250","Default Known Flow Node","Known Flow","603330.426316","142540.962537","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105505002275","Nodes","5002275","21.000000","24.353946","DDS demands","Known Flow","603361.125000","142544.375000","","0.000000","","","","","-7.380000","","","-6.599328","-7.380000","","","","","","","D1 PROFILE","",""
"96105505002364","Nodes","5002364","21.000000","24.015293","DDS demands","Known Flow","603476.125000","142590.875000","","0.000000","","","","","-20.659999","","","-18.474541","-20.659999","","","","","","","D1 PROFILE","",""
"96105500110373","Nodes","110373","21.000000","24.015293","Default Known Flow Node","Known Flow","603476.875000","142589.875000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105500110378","Nodes","110378","21.000000","24.011956","Default Known Flow Node","Known Flow","603482.375000","142594.625000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105500110381","Nodes","110381","21.000000","24.004014","Default Known Flow Node","Known Flow","603491.750000","142606.875000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105500218502","Nodes","218502","21.000000","24.059175","Default Known Flow Node","Known Flow","603511.625000","142540.500000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105500218501","Nodes","218501","21.000000","24.059175","Default Known Flow Node","Known Flow","603505.500000","142545.500000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105505002365","Nodes","5002365","21.000000","23.763467","DDS demands","Known Flow","603543.949277","142708.726194","","0.000000","","","","","-8.739999","","","-7.815464","-8.739999","","","","","","","D1 PROFILE","",""
"96105500218504","Nodes","218504","21.000000","23.642610","DDS demands","Known Flow","603556.625000","142740.000000","","0.000000","","","","","","","-6.099999","-5.454729","-6.099999","","","","","","","","","DM PROFILE"
"96105500228693","Nodes","228693","21.000000","30.166299","Default Known Flow Node","Known Flow","603646.625000","141994.250000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105500432727","Nodes","432727","21.000000","30.079087","Default Known Flow Node","Known Flow","603652.375000","141974.750000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105500432716","Nodes","432716","21.000000","30.178482","Default Known Flow Node","Known Flow","603636.250000","141994.750000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105500432717","Nodes","432717","21.000000","30.178482","Default Known Flow Node","Known Flow","603637.125000","141995.000000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105500395236","Nodes","395236","21.000000","29.749409","DDS demands","Known Flow","603789.000000","141852.875000","","0.000000","","","","","-2.689999","","","-2.405446","-2.689999","","","","","","","D1 PROFILE","",""
"96105500395237","Nodes","395237","21.000000","29.662206","Default Known Flow Node","Known Flow","603794.375000","141810.500000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105505002284","Nodes","5002284","21.000000","30.182581","DDS demands","Known Flow","603644.875000","141999.875000","","0.000000","","","","","-6.010000","","","-5.374249","-6.010000","","","","","","","D1 PROFILE","",""
"96105500445794","Nodes","445794","21.000000","33.658002","Default Known Flow Node","Known Flow","603213.875000","142367.875000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105500445792","Nodes","445792","21.000000","33.653340","DDS demands","Known Flow","603201.875000","142377.500000","","0.000000","","","","","-2.089999","","","-1.868915","-2.089999","","","","","","","D1 PROFILE","",""
"96105500445795","Nodes","445795","21.000000","33.706027","DDS demands","Known Flow","603254.000000","142442.250000","","0.000000","","","","","-26.229999","","","-23.455335","-26.229999","","","","","","","D1 PROFILE","",""
"96105500445796","Nodes","445796","21.000000","33.705980","Default Known Flow Node","Known Flow","603257.000000","142436.625000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105505002120","Nodes","Silverhill Road, 95.05","29.000000","31.229813","CSEP DDS Matched","Known Flow","603204.375000","142436.625000","","0.000000","","","","","","-95.050001","","-84.995413","-95.050001","","","","","","","","DC PROFILE",""
"96105500445797","Nodes","445797","21.000000","24.406160","DDS demands","Known Flow","603326.250000","142455.750000","","0.000000","","","","","-4.159999","","","-3.719946","-4.159999","","","","","","","D1 PROFILE","",""
"96105500432718","Nodes","432718","21.000000","30.290154","Default Known Flow Node","Known Flow","603637.125000","142038.625000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105500432719","Nodes","432719","21.000000","30.290152","Default Known Flow Node","Known Flow","603637.625000","142036.875000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105500432720","Nodes","432720","21.000000","30.290152","Default Known Flow Node","Known Flow","603638.250000","142035.000000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105500432730","Nodes","432730","21.000000","30.246025","DDS demands","Known Flow","603705.375000","142015.250000","","0.000000","","","","","-1.179999","","","-1.055177","-1.179999","","","","","","","D1 PROFILE","",""
"96105500432731","Nodes","432731","21.000000","30.246035","Default Known Flow Node","Known Flow","603708.750000","142015.750000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105500110387","Nodes","110387","21.000000","25.703182","DDS demands","Known Flow","603517.875000","142406.000000","","0.000000","","","","","-0.920000","","","-0.822680","-0.920000","","","","","","","D1 PROFILE","",""
"96105501077856","Nodes","1077856","21.000000","25.703182","Default Known Flow Node","Known Flow","603530.625000","142410.375000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105500432726","Nodes","432726","21.000000","30.290146","Default Known Flow Node","Known Flow","603649.500000","142040.625000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105500228704","Nodes","228704","21.000000","30.202433","Default Known Flow Node","Known Flow","603738.125000","142020.375000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105501213320","Nodes","1213320","21.000000","29.908767","Default Known Flow Node","Known Flow","603656.625000","141879.000000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105501213318","Nodes","1213318","21.000000","30.008959","Default Known Flow Node","Known Flow","603550.842279","141883.064698","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105505002320","Nodes","5002320","21.000000","29.885260","DDS demands","Known Flow","603649.750000","141875.250000","","0.000000","","","","","-6.659999","","","-5.955491","-6.659999","","","","","","","D1 PROFILE","",""
"96105501355539","Nodes","1355539","21.000000","29.757772","Default Known Flow Node","Known Flow","603741.000000","141857.750000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105501355540","Nodes","1355540","21.000000","29.766538","DDS demands","Known Flow","603742.500000","141865.750000","","0.000000","","","","","-3.089999","","","-2.763133","-3.089999","","","","","","","D1 PROFILE","",""
"96105500395235","Nodes","395235","21.000000","29.757772","Default Known Flow Node","Known Flow","603739.000000","141858.000000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105501213321","Nodes","1213321","21.000000","29.766538","Default Known Flow Node","Known Flow","603743.750000","141865.750000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105501362653","Nodes","1362653","21.000000","34.621797","Default Known Flow Node","Known Flow","603317.000000","142456.125000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96105501362655","Nodes","1362655","21.000000","34.825921","Default Known Flow Node","Known Flow","603322.500000","142474.875000","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
