"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DH)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(PL-AF)"
"96108400002845","Nodes","2845,","21.000000","29.964904","Default Known Flow Node","Known Flow","609486.156048","128255.223716","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108400002846","Nodes","2846,","21.000000","29.964904","Default Known Flow Node","Known Flow","609487.244048","128256.835717","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108400002848","Nodes","2848,","21.000000","29.964904","Default Known Flow Node","Known Flow","609488.221048","128258.432717","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108405310040","Nodes","5310040,","21.000000","25.450098","DDS demands","Known Flow","609157.158512","128172.170684","","0.000000","","","-9.699999","","","-8.673912","-9.699999","","","","","D1 PROFILE","",""
"96108405310039","Nodes","5310039,","21.000000","26.259902","DDS demands","Known Flow","609217.022741","128218.412365","","0.000000","","","-1.919999","","","-1.716898","-1.919999","","","","","D1 PROFILE","",""
"96108405310003","Nodes","THE FAIRWAY DG,","21.000000","29.999990","Default Known Pressure Node","Known Pressure","609491.890049","128241.839713","","0.000000","","","","","","104.990122","117.409999","","","","","","",""
"96108405310030","Nodes","5310030,","21.000000","24.589483","DDS demands","Known Flow","608929.180976","127798.752842","","0.000000","","","-19.040001","","","-17.025910","-19.040001","","","","","D1 PROFILE","",""
"96108409100001","Nodes","","21.000000","28.226186","Default Known Flow Node","Known Flow","608414.513285","127178.217973","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108409100004","Nodes","","21.000000","29.997787","Default Known Flow Node","Known Flow","608656.621662","126987.306705","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108409100002","Nodes","","21.000000","29.909435","Default Known Flow Node","Known Flow","608667.353114","126995.393326","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108409100005","Nodes","","21.000000","24.978966","Default Known Flow Node","Known Flow","608775.144270","127703.614017","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108409100006","Nodes","","21.000000","24.978966","Default Known Flow Node","Known Flow","608784.995088","127711.424116","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108409100007","Nodes","","21.000000","24.389734","DDS demands","Known Flow","609039.151546","127877.624749","","0.000000","","","-2.549999","","","-2.280255","-2.549999","","","","","D1 PROFILE","",""
"96108409100008","Nodes","","21.000000","24.389734","Default Known Flow Node","Known Flow","609043.741474","127876.619592","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108409100009","Nodes","","21.000000","49.953708","Default Known Flow Node","Known Flow","608646.748507","127128.838879","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108409100011","Nodes","","21.000000","49.953844","PL demand","Known Flow","608686.705424","127089.132870","","0.000000","","","-5.130000","","","-4.587338","-5.130000","","","","","D1 PROFILE","",""
"96108409100010","Nodes","FAIRWAY CLOSE","21.000000","49.999998","Default Known Pressure Node","Known Pressure","608707.503846","127070.608437","","300.000000","","","","","","4.587338","5.130000","","","","","","",""
"96108409100012","Nodes","","21.000000","49.953704","Default Known Flow Node","Known Flow","608705.525814","127101.586903","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108409100013","Nodes","","21.000000","49.913101","Default Known Flow Node","Known Flow","608715.971413","127164.378077","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108409100016","Nodes","","21.000000","49.913245","PL demand","Known Flow","608745.454789","127140.848967","","0.000000","","","-4.999999","","","-4.471089","-4.999999","","","","","D1 PROFILE","",""
"96108409100014","Nodes","BRIARS ROAD","21.000000","49.999998","Default Known Pressure Node","Known Pressure","608787.655788","127106.388628","","300.000000","","","","","","4.471089","4.999999","","","","","","",""
"96108409100015","Nodes","","21.000000","49.913101","Default Known Flow Node","Known Flow","608728.168456","127122.116393","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96108409100017","Nodes","","21.000000","49.962297","PL demand","Known Flow","608904.516976","127214.197252","","0.000000","","","-3.299999","","","-2.950918","-3.299999","","","","","D1 PROFILE","",""
"96108409100018","Nodes","GAZEDOWN","21.000000","49.999998","Default Known Pressure Node","Known Pressure","608946.105156","127217.007264","","300.000000","","","","","","2.950918","3.299999","","","","","","",""
"96108409100019","Nodes","FRESHFIELDS","21.000000","49.999998","Default Known Pressure Node","Known Pressure","608818.743149","126993.615101","","199.999994","","","","","","4.471089","4.999999","","","","","","",""
"96108409100020","Nodes","","21.000000","49.920083","PL demand","Known Flow","608868.447898","127001.539046","","0.000000","","","-4.999999","","","-4.471089","-4.999999","","","","","D1 PROFILE","",""
