"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"96108000000010","Nodes","10","21.000000","31.629299","DDS demands","Known Flow","603953.180496","120324.434951","","0.000000","-17.549999","","","","","","","","","-15.693524","-17.549999","","","C1 PROFILE","","","","","","","",""
"96108000000017","Nodes","17","21.000000","31.658436","Default Known Flow Node","Known Flow","603976.930503","120373.809965","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96108001462472","Nodes","1462472","21.000000","31.945400","Default Known Flow Node","Known Flow","604324.430597","120775.560074","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96108005307145","Nodes","5307145","21.000000","31.693211","DDS demands","Known Flow","604331.562001","120779.330335","","0.000000","","","","","-2.049999","","","","","-1.833146","-2.049999","","","","","","","D1 PROFILE","","","",""
"96108005307122","Nodes","5307122","21.000000","31.994270","DDS demands","Known Flow","604081.930038","121249.558145","","0.000000","","","","","-0.799999","","","","","-0.715374","-0.799999","","","","","","","D1 PROFILE","","","",""
"96108005307121","Nodes","5307121","21.000000","31.933848","DDS demands","Known Flow","604022.410826","121494.062581","","0.000000","","","","","-0.349999","","","","","-0.312976","-0.349999","","","","","","","D1 PROFILE","","","",""
"96108000000225","Nodes","225","21.000000","32.065972","DDS demands","Known Flow","604229.293742","121011.465253","","0.000000","","","","","-6.110000","","","","","-5.463671","-6.110000","","","","","","","D1 PROFILE","","","",""
"96108000000006","Nodes","6","21.000000","30.339753","Default Known Flow Node","Known Flow","604406.055619","120298.434944","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96108005307167","Nodes","5307167","21.000000","30.250463","DDS demands","Known Flow","604429.177132","120328.961497","","0.000000","","","","","-11.549999","","","","","-10.328216","-11.549999","","","","","","","D1 PROFILE","","","",""
"96108005307186","Nodes","5307186","21.000000","30.215994","DDS demands","Known Flow","604476.180638","120449.809986","","0.000000","","","","","-1.100000","","","","","-0.983639","-1.100000","","","","","","","D1 PROFILE","","","",""
"96108005307181","Nodes","Logger 2409, o/s 94 Green Way","21.000000","31.788743","Val Log Post","Known Flow","604079.050695","120417.750249","","0.000000","","","","","-14.160000","","","","","-12.662125","-14.160000","","","","","","","D1 PROFILE","","","",""
"96108005307165","Nodes","5307165","21.000000","32.122339","DDS demands","Known Flow","604244.188214","120402.396306","","0.000000","","","","","-13.430000","","","","","-12.009346","-13.430000","","","","","","","D1 PROFILE","","","",""
"96108000000021","Nodes","21","21.000000","32.192685","Default Known Flow Node","Known Flow","604271.930583","120402.934973","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96108005307162","Nodes","5307162","21.000000","32.495661","DDS demands","Known Flow","604224.319653","120457.615321","","0.000000","","","","","-13.009999","","","","","-11.633774","-13.009999","","","","","","","D1 PROFILE","","","",""
"96108000000032","Nodes","32","21.000000","32.495661","Default Known Flow Node","Known Flow","604232.680572","120448.059985","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96108005307139","Nodes","5307139","21.000000","30.570186","DDS demands","Known Flow","604018.861428","120669.074043","","0.000000","","","","","-11.779999","","","","","-10.533886","-11.779999","","","","","","","D1 PROFILE","","","",""
"96108000000099","Nodes","99","21.000000","31.165559","DDS demands","Known Flow","604141.668352","120763.825315","","0.000000","","","","","-0.280000","","","","","-0.250381","-0.280000","","","","","","","D1 PROFILE","","","",""
"96108000000101","Nodes","101","21.000000","29.622152","Default Known Flow Node","Known Flow","603880.430476","120779.185075","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96108005307179","Nodes","5307179","21.000000","29.622152","DDS demands","Known Flow","603836.185759","120823.167046","","0.000000","","","","","-1.640000","","","","","-1.466517","-1.640000","","","","","","","D1 PROFILE","","","",""
"96108005307178","Nodes","5307178","21.000000","29.622682","DDS demands","Known Flow","603819.180460","120791.810079","","0.000000","","","","","-10.920000","","","","","-9.764859","-10.920000","","","","","","","D1 PROFILE","","","",""
"96108005307113","Nodes","5307113","21.000000","31.626658","DDS demands","Known Flow","603922.305488","120432.934981","","0.000000","","","","","-10.329999","","","","","-9.237270","-10.329999","","","","","","","D1 PROFILE","","","",""
"96108000000028","Nodes","28","21.000000","31.674364","Default Known Flow Node","Known Flow","603991.430506","120426.434979","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96108001462531","Nodes","1462531","21.000000","28.986956","DDS demands","Known Flow","603551.930387","120432.184981","","0.000000","","","","","-4.639999","","","","","-4.149170","-4.639999","","","","","","","D1 PROFILE","","","",""
