"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)"
"96107805305028","Nodes","","21.000000","45.622827","DDS demands","Known Flow","611827.000000","134803.500000","","0.000000","","","-8.420000","","","-7.529314","-8.420000","","","","","D1 PROFILE","",""
"96107805305040","Nodes","","21.000000","45.350139","DDS demands","Known Flow","611954.125000","134728.375000","","0.000000","","","-9.540000","","","-8.530839","-9.540000","","","","","D1 PROFILE","",""
"96107805305012","Nodes","","21.000000","45.093503","DDS demands","Known Flow","612082.500000","135109.875000","","0.000000","","","-23.110000","","","-20.665375","-23.110000","","","","","D1 PROFILE","",""
"96107800006304","Nodes","","21.000000","45.227583","DDS demands","Known Flow","612075.542077","135094.722056","","0.000000","","","-10.540000","","","-9.425056","-10.540000","","","","","D1 PROFILE","",""
"96107805305011","Nodes","","21.000000","46.685745","DDS demands","Known Flow","612021.375000","134966.000000","","0.000000","","","-3.660000","","","-3.272837","-3.660000","","","","","D1 PROFILE","",""
"96107805305041","Nodes","","21.000000","41.332800","DDS demands","Known Flow","611978.000000","135356.250000","","0.000000","","","-15.970000","","","-14.280660","-15.970000","","","","","D1 PROFILE","",""
"96107800006302","Nodes","","21.000000","41.969655","DDS demands","Known Flow","612078.562500","135312.125000","","0.000000","","","-8.319999","","","-7.439892","-8.319999","","","","","D1 PROFILE","",""
"96107805305016","Nodes","","21.000000","42.047257","DDS demands","Known Flow","612086.500000","135308.250000","","0.000000","","","-6.269999","","","-5.606746","-6.269999","","","","","D1 PROFILE","",""
"96107805305020","Nodes","","21.000000","45.589030","DDS demands","Known Flow","611841.396443","134977.086105","","0.000000","-6.000000","0.000000","-7.440000","","","-12.018288","-13.440001","","","C1 PROFILE","C4 PROFILE","D1 PROFILE","",""
"96107805305029","Nodes","","21.000000","45.538284","DDS demands","Known Flow","611828.015732","134978.095970","","0.000000","","-17.719999","-2.480000","","","-18.063201","-20.200000","","","","C4 PROFILE","D1 PROFILE","",""
