"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)"
"96124109007089","Nodes","9007089","21.000000","28.075643","Default Known Flow Node","Known Flow","584530.300000","131445.435000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96124109007062","Nodes","9007062","21.000000","28.886881","DDS demands","Known Flow","584501.550000","131578.060000","","0.000000","","","","","-8.839999","","-7.904886","-8.839999","","","","","","","D1 PROFILE",""
"96124109007087","Nodes","9007087","21.000000","29.796532","Default Known Flow Node","Known Flow","584476.925000","131680.810000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96124109007054","Nodes","9007054","21.000000","29.322404","DDS demands","Known Flow","584433.175000","131381.810000","","0.000000","","","","","-17.430000","","-15.586218","-17.430000","","","","","","","D1 PROFILE",""
"96124109007074","Nodes","9007074","21.000000","29.657794","DDS demands","Known Flow","584421.300000","131440.060000","","0.000000","","","","","-10.289999","","-9.201502","-10.289999","","","","","","","D1 PROFILE",""
"96124109007083","Nodes","9007083","21.000000","29.657794","Default Known Flow Node","Known Flow","584459.425000","131444.935000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96124109007077","Nodes","9007077","21.000000","29.289626","Default Known Flow Node","Known Flow","584437.675000","131382.935000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96124109007055","Nodes","9007055","21.000000","28.205116","DDS demands","Known Flow","584481.425000","131285.935000","","0.000000","","0.000000","","0.000000","-13.930000","","-12.456455","-13.930000","","","","C2 PROFILE","","C4 PROFILE","D1 PROFILE",""
"96124109007080","Nodes","9007080","21.000000","27.608033","Default Known Flow Node","Known Flow","584439.675000","131239.810000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96124109007076","Nodes","9007076","21.000000","26.630232","DDS demands","Known Flow","584421.550000","131210.060000","","0.000000","","-9.739999","","","","","-8.709681","-9.739999","","","","C2 PROFILE","","","",""
"96124109007085","Nodes","9007085","21.000000","28.202551","Default Known Flow Node","Known Flow","584464.550000","131284.685000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96124109007056","Nodes","9007056","21.000000","28.034769","DDS demands","Known Flow","584532.425000","131260.810000","","0.000000","","","","","-0.999999","","-0.894217","-0.999999","","","","","","","D1 PROFILE",""
"96124109007061","Nodes","9007061","21.000000","28.119102","DDS demands","Known Flow","584523.550000","131442.060000","","0.000000","","","","","-9.319999","","-8.334110","-9.319999","","","","","","","D1 PROFILE",""
"96124109007092","Nodes","9007092","21.000000","28.013068","Default Known Flow Node","Known Flow","584539.175000","131259.685000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96124109007091","Nodes","9007091","21.000000","28.085050","Default Known Flow Node","Known Flow","584538.550000","131375.060000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96124109007093","Nodes","9007093","21.000000","28.085050","Default Known Flow Node","Known Flow","584542.050000","131375.310000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96124109007090","Nodes","9007090","21.000000","27.837740","Default Known Flow Node","Known Flow","584535.925000","131248.310000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96124109007060","Nodes","9007060","21.000000","28.095313","DDS demands","Known Flow","584536.800000","131405.435000","","0.000000","","","","","-2.920000","","-2.611116","-2.920000","","","","","","","D1 PROFILE",""
"96124109007059","Nodes","9007059","21.000000","27.880854","DDS demands","Known Flow","584594.175000","131307.435000","","0.000000","","","","","-4.449999","","-3.979269","-4.449999","","","","","","","D1 PROFILE",""
"96124109007102","Nodes","9007102","21.000000","27.886548","Default Known Flow Node","Known Flow","584633.800000","131294.935000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96124109007097","Nodes","9007097","21.000000","27.880312","Default Known Flow Node","Known Flow","584598.675000","131310.560000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96124109007103","Nodes","9007103","21.000000","27.806434","Default Known Flow Node","Known Flow","584634.175000","131312.185000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96124109007106","Nodes","9007106","21.000000","27.868807","Default Known Flow Node","Known Flow","584639.300000","131275.685000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96124109007099","Nodes","9007099","21.000000","27.831595","DDS demands","Known Flow","584625.925000","131238.685000","","0.000000","","","","","-5.550000","","-4.962909","-5.550000","","","","","","","D1 PROFILE",""
"96124109007058","Nodes","9007058","21.000000","28.004017","DDS demands","Known Flow","584549.925000","131303.685000","","0.000000","","","","","-6.199999","","-5.544150","-6.199999","","","","","","","D1 PROFILE",""
"96124109007096","Nodes","9007096","21.000000","27.388508","DDS demands","Known Flow","584565.425000","131435.560000","","0.000000","","","","","-14.489999","","-12.957217","-14.489999","","","","","","","D1 PROFILE",""
"96124109007094","Nodes","9007094","21.000000","28.069916","Default Known Flow Node","Known Flow","584548.675000","131375.435000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96124109007095","Nodes","9007095","21.000000","28.069805","Default Known Flow Node","Known Flow","584551.800000","131375.560000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96124109007107","Nodes","9007107","21.000000","27.642705","DDS demands","Known Flow","584651.925000","131326.060000","","0.000000","","","","","-6.000000","","-5.365307","-6.000000","","","","","","","D1 PROFILE",""
"96124109007110","Nodes","9007110","21.000000","27.839711","DDS demands","Known Flow","584667.675000","131278.310000","","0.000000","","","","","-3.819999","","-3.415912","-3.819999","","","","","","","D1 PROFILE",""
"96124109007057","Nodes","9007057","21.000000","26.486413","DDS demands","Known Flow","584659.675000","131219.185000","","0.000000","0.000000","","","","-3.510000","0.000000","-3.138704","-3.510000","","","C1 PROFILE","","","","D1 PROFILE","I2 PROFILE"
"96124109007109","Nodes","9007109","21.000000","26.397013","Default Known Flow Node","Known Flow","584662.675000","131199.435000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
