"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"Base Thermal","Flow Categories","","","1.000000","Thermal","-1.000000"
"C1","Flow Categories","-80.180000","0.000000","1.000000","Volumetric","-1.000000"
"D1","Flow Categories","-539.409999","0.000000","1.000000","Volumetric","-1.000000"
"C4","Flow Categories","-31.579998","0.000000","1.000000","Volumetric","-1.000000"
"C3","Flow Categories","-5.840000","0.000000","1.000000","Volumetric","-1.000000"
"C2","Flow Categories","-21.149999","0.000000","1.000000","Volumetric","-1.000000"
"DC","Flow Categories","-42.980001","0.000000","1.000000","Volumetric","-1.000000"
"DM","Flow Categories","","","1.000000","Volumetric","0"
"Base Diversified Volumetric","Flow Categories","","","1.000000","Diversified Volumetric","-1.000000"
"Base Diversified Thermal","Flow Categories","","","1.000000","Diversified Thermal","-1.000000"
"PL-DC","Flow Categories","-62.399998","0.000000","1.000000","Volumetric","0"
