"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-DC)"
"96112806401055","Nodes","6401055","21.000000","30.149998","DDS demands","Known Flow","571283.175814","131251.010743","","0.000000","","","-1.760000","","","-26.840000","","","","","-25.574633","-28.600000","","","","","C3 PROFILE","","","D1 PROFILE","","","",""
"96112806401056","Nodes","6401056","21.000000","30.671350","DDS demands","Known Flow","571503.546667","131206.937913","","0.000000","","","","-1.440000","","-18.600000","","","","","-17.920126","-20.040000","","","","","","C4 PROFILE","","D1 PROFILE","","","",""
"96112806401052","Nodes","6401052","21.000000","29.030740","DDS demands","Known Flow","570403.848368","131082.698879","","0.000000","","","","","","-14.970000","","","","","-13.386442","-14.970000","","","","","","","","D1 PROFILE","","","",""
"96112800003404","Nodes","3404","21.000000","29.459911","Default Known Flow Node","Known Flow","570601.987983","131145.305585","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112800000481","Nodes","481","21.000000","29.455246","Default Known Flow Node","Known Flow","570611.543753","131146.339311","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112800000475","Nodes","475","21.000000","29.039518","Default Known Flow Node","Known Flow","570392.921365","131078.812878","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806401044","Nodes","6401044","21.000000","29.402890","DDS demands","Known Flow","570007.171260","130764.687792","","0.000000","","","","","","-11.640000","","","","","-10.408696","-11.640000","","","","","","","","D1 PROFILE","","","",""
"96112806401045","Nodes","6401045","21.000000","29.221450","DDS demands","Known Flow","570121.427706","130931.737013","","0.000000","","","-1.469999","","","-8.449999","","","","","-8.870641","-9.920000","","","","","C3 PROFILE","","","D1 PROFILE","","","",""
"96112800000473","Nodes","473","21.000000","29.093479","Default Known Flow Node","Known Flow","570327.931737","131049.538443","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112800000217","Nodes","217","21.000000","48.751117","Default Known Flow Node","Known Flow","563451.794476","132133.063165","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112800003408","Nodes","Logger, Site ID 3408","21.000000","49.036754","Val Log Post","Known Flow","563497.733406","132122.541074","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806905053","Nodes","6905053","21.000000","49.190096","Default Known Flow Node","Known Flow","563531.419498","132115.313160","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806401021","Nodes","6401021","21.000000","23.646263","DDS demands","Known Flow","568627.311742","130568.845001","","0.000000","","","","","","-10.020000","","","","","-8.960063","-10.020000","","","","","","","","D1 PROFILE","","","",""
"96112806401020","Nodes","6401020","21.000000","23.375490","Default Known Flow Node","Known Flow","568588.880959","130711.269558","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806401019","Nodes","6401019","21.000000","23.249400","Default Known Flow Node","Known Flow","568542.045175","130824.227569","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806401018","Nodes","6401018","21.000000","22.986630","Default Known Flow Node","Known Flow","568535.897486","130952.812117","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806401051","Nodes","6401051","21.000000","22.935042","DDS demands","Known Flow","568552.170864","131118.312889","","0.000000","","","-9.739999","","","-17.540001","","","","","-24.394266","-27.280000","","","","","C3 PROFILE","","","D1 PROFILE","","","",""
"96112806905120","Nodes","6905120","21.000000","41.712292","DDS demands","Known Flow","564017.669630","131814.938078","","0.000000","-21.799999","","-10.819999","-22.009999","","-40.910000","","","","","-85.433576","-95.539998","","","C1 PROFILE","","C3 PROFILE","C4 PROFILE","","D1 PROFILE","","","",""
"96112806905105","Nodes","6905105","21.000000","47.508059","DDS demands","Known Flow","563845.239852","131939.690100","","0.000000","","","-8.250000","","","-26.450000","","","","","-31.029361","-34.700000","","","","","C3 PROFILE","","","D1 PROFILE","","","",""
"96112806905050","Nodes","6905050, P08117108, Plots 1-17 Courthop Avenue, 19.29","24.000000","38.972466","CSEP Unmatched","Known Flow","563793.294569","131689.813044","","0.000000","","","","","","","-14.999999","","","","-13.413268","-14.999999","","","","","","","","","DC PROFILE","","",""
"96112800000199","Nodes","199","21.000000","46.711496","Default Known Flow Node","Known Flow","564005.820466","131829.680533","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806905104","Nodes","6905104","21.000000","48.366225","DDS demands","Known Flow","563760.318597","131983.032230","","0.000000","","","-0.449999","","","-7.649999","","","","","-7.243164","-8.100000","","","","","C3 PROFILE","","","D1 PROFILE","","","",""
"96112806905051","Nodes","6905051","21.000000","48.836740","DDS demands","Known Flow","563715.244783","132008.346107","","0.000000","","","","","","-9.069999","","","","","-8.110555","-9.069999","","","","","","","","D1 PROFILE","","","",""
"96112806905055","Nodes","6905055","21.000000","46.930077","DDS demands","Known Flow","563548.294503","132360.188226","","0.000000","","","","","","-24.469998","","","","","-21.881511","-24.469998","","","","","","","","D1 PROFILE","","","",""
"96112806905070","Nodes","6905070","21.000000","46.385256","DDS demands","Known Flow","563517.097690","132428.835168","","0.000000","","","","","","-17.370001","","","","","-15.532565","-17.370001","","","","","","","","D1 PROFILE","","","",""
"96112800000234","Nodes","234","21.000000","46.110307","Default Known Flow Node","Known Flow","563491.294487","132521.938270","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112800000253","Nodes","253","21.000000","46.012145","Default Known Flow Node","Known Flow","563855.419586","132685.063315","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806905057","Nodes","6905057","21.000000","46.037703","Default Known Flow Node","Known Flow","563785.922442","132650.501244","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112800000233","Nodes","233","21.000000","46.085399","Default Known Flow Node","Known Flow","563680.669539","132518.563270","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112800000046","Nodes","46","21.000000","48.753759","Default Known Flow Node","Known Flow","563379.160653","132152.908051","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806905045","Nodes","6905045","21.000000","48.645952","DDS demands","Known Flow","563340.365147","132164.553112","","0.000000","","","","","","-47.490002","","","","","-42.466410","-47.490002","","","","","","","","D1 PROFILE","","","",""
"96112800000054","Nodes","54","21.000000","48.628930","Default Known Flow Node","Known Flow","563302.630369","132183.503111","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112800000296","Nodes","296","21.000000","41.571485","Default Known Flow Node","Known Flow","563820.919577","133059.313417","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112869005077","Nodes","69005077","21.000000","41.229587","Default Known Flow Node","Known Flow","563848.970883","133106.513220","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112800000306","Nodes","306","21.000000","40.027876","Default Known Flow Node","Known Flow","563988.380355","133282.097732","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112800000139","Nodes","139","21.000000","23.709995","Default Known Flow Node","Known Flow","568612.614974","130527.206526","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112800000026","Nodes","26","21.000000","48.299653","Default Known Flow Node","Known Flow","562603.666351","131692.817028","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806905097","Nodes","6905097","21.000000","48.282722","DDS demands","Known Flow","562583.151113","131678.267272","","0.000000","-3.759999","","-10.470000","","","-5.800000","","","","","-17.911185","-20.030001","","","C1 PROFILE","","C3 PROFILE","","","D1 PROFILE","","","",""
"96112800000024","Nodes","24","21.000000","48.262852","Default Known Flow Node","Known Flow","562551.664954","131657.569505","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806905092","Nodes","6905092","21.000000","41.536274","DDS demands","Known Flow","561463.418935","131318.687943","","0.000000","","","-5.300000","","","-24.299999","","","","","-26.468849","-29.600001","","","","","C3 PROFILE","","","D1 PROFILE","","","",""
"96112800004421","Nodes","4421","21.000000","41.536274","Default Known Flow Node","Known Flow","561454.388785","131316.762067","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112800100001","Nodes","100001","21.000000","41.536274","Default Known Flow Node","Known Flow","561351.397905","131310.698941","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112800000007","Nodes","7","21.000000","41.407138","Default Known Flow Node","Known Flow","561476.918939","131330.437946","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806905091","Nodes","6905091","21.000000","40.911237","DDS demands","Known Flow","561666.621596","131457.191097","","0.000000","","","","","","-13.979999","","","","","-12.501165","-13.979999","","","","","","","","D1 PROFILE","","","",""
"96112800000015","Nodes","15","21.000000","41.249009","Default Known Flow Node","Known Flow","561777.044021","131566.563010","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112800000420","Nodes","420","21.000000","24.504791","Default Known Flow Node","Known Flow","568672.579506","130376.379403","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112800003405","Nodes","3405","21.000000","23.707757","Default Known Flow Node","Known Flow","568596.921031","130410.611796","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806401022","Nodes","6401022","21.000000","23.582873","DDS demands","Known Flow","568583.920873","130415.187697","","0.000000","","-25.189999","-6.619999","","","-28.909999","","","","","-54.296911","-60.719998","","","","C2 PROFILE","C3 PROFILE","","","D1 PROFILE","","","",""
"96112806905024","Nodes","6905024","21.000000","43.484037","Default Known Flow Node","Known Flow","563210.169411","133065.438418","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112800003410","Nodes","3410","21.000000","43.483010","Default Known Flow Node","Known Flow","563202.960880","133072.281960","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806905023","Nodes","6905023","21.000000","43.579351","Default Known Flow Node","Known Flow","562899.544326","133136.563438","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112800000131","Nodes","131","21.000000","23.463579","Default Known Flow Node","Known Flow","568563.545867","130421.187699","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806905103","Nodes","6905103","21.000000","47.021454","DDS demands","Known Flow","563292.169433","131944.688113","","0.000000","","","-9.170000","","","-24.020000","","","","","-29.679092","-33.190000","","","","","C3 PROFILE","","","D1 PROFILE","","","",""
"96112806905102","Nodes","6905102","21.000000","47.028042","DDS demands","Known Flow","563166.981564","131833.475365","","0.000000","","","-1.850000","","","-2.720000","","","","","-4.086575","-4.570000","","","","","C3 PROFILE","","","D1 PROFILE","","","",""
"96112801462534","Nodes","1462534","21.000000","47.066191","Default Known Flow Node","Known Flow","563136.419390","131813.813078","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112800000148","Nodes","148","21.000000","22.979083","Default Known Flow Node","Known Flow","568555.921663","131127.937580","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806401050","Nodes","6401050","21.000000","22.837546","DDS demands","Known Flow","568626.169862","131251.773114","","0.000000","","","","","","-15.510000","","","","","-13.869319","-15.510000","","","","","","","","D1 PROFILE","","","",""
"96112801462470","Nodes","1462470","21.000000","22.570135","Default Known Flow Node","Known Flow","568718.295909","131292.937936","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806401032","Nodes","6401032","21.000000","33.319209","DDS demands","Known Flow","569331.546076","130081.937607","","0.000000","-7.170000","","","","","-0.999999","","","","","-7.305760","-8.169999","","","C1 PROFILE","","","","","D1 PROFILE","","","",""
"96112800523478","Nodes","523478","21.000000","33.346374","Default Known Flow Node","Known Flow","569333.861391","130082.172493","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806401033","Nodes","6401033","21.000000","34.256690","DDS demands","Known Flow","569405.035510","130102.192225","","0.000000","","","","","","-12.000000","","","","","-10.730614","-12.000000","","","","","","","","D1 PROFILE","","","",""
"96112800000352","Nodes","352","21.000000","35.198065","Default Known Flow Node","Known Flow","569475.914099","130143.698591","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806401017","Nodes","6401017","21.000000","23.409680","DDS demands","Known Flow","568453.420837","130438.937704","","0.000000","","-13.170000","-8.079999","","","-4.679999","","","","","-23.187069","-25.930000","","","","C2 PROFILE","C3 PROFILE","","","D1 PROFILE","","","",""
"96112806401016","Nodes","6401016","21.000000","22.441457","DDS demands","Known Flow","568067.050131","130573.041495","","0.000000","","-163.729999","","","","","","","","","-146.410302","-163.729999","","","","C2 PROFILE","","","","","","","",""
"96112800000138","Nodes","138","21.000000","22.693324","Default Known Flow Node","Known Flow","567763.327006","130526.210251","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806401043","Nodes","6401043","21.000000","22.837875","DDS demands","Known Flow","567723.824323","130558.991116","","0.000000","","","","","","-13.159999","","","","","-11.767906","-13.159999","","","","","","","","D1 PROFILE","","","",""
"96112800000141","Nodes","141","21.000000","22.815718","Default Known Flow Node","Known Flow","567671.795625","130586.437744","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112800000140","Nodes","140","21.000000","22.822906","Default Known Flow Node","Known Flow","567669.670624","130583.312743","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806401042","Nodes","6401042","21.000000","23.708302","DDS demands","Known Flow","567567.314873","130403.584404","","0.000000","","","","","","-5.339999","","","","","-4.775123","-5.339999","","","","","","","","D1 PROFILE","","","",""
"96112800003406","Nodes","3406","21.000000","24.010694","Default Known Flow Node","Known Flow","567511.545581","130243.937651","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806401038","Nodes","6401038","21.000000","25.658410","DDS demands","Known Flow","566561.920323","130291.437664","","0.000000","-0.540000","","","","","-7.109999","","","-6.000000","","-12.206074","-13.650000","","","C1 PROFILE","","","","","D1 PROFILE","","","I2 PROFILE",""
"96112806401037","Nodes","6401037","21.000000","26.647460","DDS demands","Known Flow","566183.545648","130329.839674","","0.000000","","","","","","-5.680000","","","","","-5.079157","-5.680000","","","","","","","","D1 PROFILE","","","",""
"96112800000129","Nodes","129","21.000000","27.165499","Default Known Flow Node","Known Flow","566073.071072","130367.624155","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806905085","Nodes","6905085","21.000000","38.659389","DDS demands","Known Flow","565044.044910","133649.438577","","0.000000","","","","","","-9.200000","","","","","-8.226804","-9.200000","","","","","","","","D1 PROFILE","","","",""
"96112806905086","Nodes","6905086","21.000000","38.571908","Default Known Flow Node","Known Flow","564922.392361","133847.163976","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112800000323","Nodes","323","21.000000","38.484447","Default Known Flow Node","Known Flow","564900.294870","133938.438656","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806905083","Nodes","6905083","21.000000","38.581898","DDS demands","Known Flow","565140.294936","133401.563510","","0.000000","","","-1.820000","-9.399999","","-29.219999","","","","","-36.162170","-40.440000","","","","","C3 PROFILE","C4 PROFILE","","D1 PROFILE","","","",""
"96112806905084","Nodes","6905084","21.000000","38.677947","DDS demands","Known Flow","565135.800274","133531.938898","","0.000000","","","-1.970000","","","-3.150000","","","","","-4.578395","-5.119999","","","","","C3 PROFILE","","","D1 PROFILE","","","",""
"96112800000282","Nodes","282","21.000000","44.430395","Default Known Flow Node","Known Flow","564317.294712","132909.938376","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806905080","Nodes","6905080","21.000000","44.365657","DDS demands","Known Flow","564472.419522","133051.297511","","0.000000","","","-3.920000","","","-21.160000","","","","","-22.426985","-25.079999","","","","","C3 PROFILE","","","D1 PROFILE","","","",""
"96112806905081","Nodes","6905081","21.000000","44.250547","DDS demands","Known Flow","564624.419795","133171.063447","","0.000000","","","-12.859999","","","-10.970000","","","","","-21.309212","-23.829999","","","","","C3 PROFILE","","","D1 PROFILE","","","",""
"96112800000260","Nodes","260","21.000000","45.472202","Default Known Flow Node","Known Flow","564060.919642","132767.188337","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806905075","Nodes","6905075","21.000000","44.659521","DDS demands","Known Flow","564202.343035","132836.395992","","0.000000","","","","","","-8.810000","","","","","-7.878060","-8.810000","","","","","","","","D1 PROFILE","","","",""
"96112806905118","Nodes","6905118","21.000000","32.039465","DDS demands","Known Flow","564757.169831","130877.562823","","0.000000","-3.599999","","","","","-5.239999","","","","","-7.904886","-8.839999","","","C1 PROFILE","","","","","D1 PROFILE","","","",""
"96112806905117","Nodes","6905117","21.000000","33.063527","Default Known Flow Node","Known Flow","564588.726544","131052.451768","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806905116","Nodes","6905116","21.000000","33.735848","DDS demands","Known Flow","564453.794749","131285.937934","","0.000000","","","","","","-4.130000","","","","","-3.693120","-4.130000","","","","","","","","D1 PROFILE","","","",""
"96112806401063","Nodes","6401063","21.000000","29.780135","DDS demands","Known Flow","565347.419992","130506.187722","","0.000000","","","","","","-7.030000","","","","","-6.286352","-7.030000","","","","","","","","D1 PROFILE","","","",""
"96112806905119","Nodes","6905119","21.000000","30.775446","Default Known Flow Node","Known Flow","565081.172754","130565.349388","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806401065","Nodes","6401065","21.000000","28.115052","DDS demands","Known Flow","565826.420122","130497.937720","","0.000000","","","","","","-3.930000","","","","","-3.514276","-3.930000","","","","","","","","D1 PROFILE","","","",""
"96112806401064","Nodes","6401064","21.000000","29.068079","Default Known Flow Node","Known Flow","565577.932997","130542.513487","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112800000316","Nodes","316","21.000000","38.621260","Default Known Flow Node","Known Flow","563990.419623","133426.938517","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806905079","Nodes","6905079","21.000000","38.496903","DDS demands","Known Flow","563984.475584","133445.076577","","0.000000","","","","","","-27.059999","","","","","-24.197535","-27.059999","","","","","","","","D1 PROFILE","","","",""
"96112800000320","Nodes","320","21.000000","38.627301","Default Known Flow Node","Known Flow","563966.919616","133504.188538","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112800000300","Nodes","300","21.000000","44.393926","Default Known Flow Node","Known Flow","563508.904671","133127.031064","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806905125","Nodes","6905125","21.000000","43.771397","DDS demands","Known Flow","563298.924950","133065.458202","","0.000000","","","","","","-5.260000","","","","","-4.703586","-5.260000","","","","","","","","D1 PROFILE","","","",""
"96112800000248","Nodes","248","21.000000","45.540450","Default Known Flow Node","Known Flow","563495.919488","132638.188302","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806905065","Nodes","6905065","21.000000","44.935242","DDS demands","Known Flow","563354.905858","132820.045112","","0.000000","","","-2.160000","","","-3.790000","","","","","-5.320596","-5.950000","","","","","C3 PROFILE","","","D1 PROFILE","","","",""
"96112806905033","Nodes","6905033","21.000000","49.410596","DDS demands","Known Flow","562970.669345","132483.813260","","0.000000","","","-7.050000","","","-18.649999","","","","","-22.981400","-25.699999","","","","","C3 PROFILE","","","D1 PROFILE","","","",""
"96112806905030","Nodes","6905030","21.000000","49.174290","DDS demands","Known Flow","562811.043976","132606.843638","","0.000000","","","-6.429999","","","-11.880000","","","","","-16.373129","-18.310000","","","","","C3 PROFILE","","","D1 PROFILE","","","",""
"96112800000085","Nodes","85","21.000000","49.276036","Default Known Flow Node","Known Flow","562714.669276","132634.938301","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112800000086","Nodes","86","21.000000","49.283211","Default Known Flow Node","Known Flow","562702.530272","132637.007302","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806905029","Nodes","6905029","21.000000","48.522981","DDS demands","Known Flow","562417.310130","132753.368916","","0.000000","","-29.570000","-8.590000","","","-14.489999","","","","","-47.080574","-52.649998","","","","C2 PROFILE","C3 PROFILE","","","D1 PROFILE","","","",""
"96112800000088","Nodes","88","21.000000","48.385889","Default Known Flow Node","Known Flow","562335.476040","132813.404384","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806905027","Nodes","6905027","21.000000","48.077871","DDS demands","Known Flow","562262.221557","132883.598110","","0.000000","","","-1.799999","-3.319999","","-10.199999","","","","","-13.699417","-15.319999","","","","","C3 PROFILE","C4 PROFILE","","D1 PROFILE","","","",""
"96112806905020","Nodes","6905020","21.000000","47.976055","DDS demands","Known Flow","562100.776920","133126.971493","","0.000000","","","","","","-3.000000","","","","","-2.682653","-3.000000","","","","","","","","D1 PROFILE","","","",""
"96112806905012","Nodes","6905012","21.000000","47.749403","DDS demands","Known Flow","561252.196795","133482.629753","","0.000000","","","","","","-13.449999","","","-6.000000","","-17.392538","-19.450000","","","","","","","","D1 PROFILE","","","I2 PROFILE",""
"96112806905014","Nodes","6905014","21.000000","48.433671","DDS demands","Known Flow","561545.044890","133379.635675","","0.000000","","","-7.219999","","","-9.469999","","","","","-14.924496","-16.689999","","","","","C3 PROFILE","","","D1 PROFILE","","","",""
"96112800000324","Nodes","324","21.000000","23.084457","Default Known Flow Node","Known Flow","568789.170929","129102.062340","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112801462484","Nodes","1462484","21.000000","24.364117","Default Known Flow Node","Known Flow","568759.545921","129597.687475","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112800000334","Nodes","334","21.000000","33.648674","Default Known Flow Node","Known Flow","569724.926088","129992.948546","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112800000333","Nodes","333","21.000000","33.736296","Default Known Flow Node","Known Flow","569756.546192","129977.312578","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112800000128","Nodes","128","21.000000","27.165499","Default Known Flow Node","Known Flow","566032.295178","130344.312678","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806401039","Nodes","6401039","21.000000","25.237310","DDS demands","Known Flow","566703.045361","130251.562653","","0.000000","","","","","","-11.700000","","","","","-10.462349","-11.700000","","","","","","","","D1 PROFILE","","","",""
"96112800000124","Nodes","124","21.000000","24.889975","Default Known Flow Node","Known Flow","566859.920404","130222.937645","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112800000121","Nodes","121","21.000000","24.889975","Default Known Flow Node","Known Flow","566873.420407","130189.562636","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"96112806401041","Nodes","6401041","21.000000","24.030044","DDS demands","Known Flow","567480.545573","130228.687646","","0.000000","","","-7.570000","","","-9.829999","","","","","-15.559391","-17.400000","","","","","C3 PROFILE","","","D1 PROFILE","","","",""
