"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"96110805910429","Nodes","","21.000000","33.665328","Default Known Flow Node","Known Flow","589396.690459","151970.350409","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910424","Nodes","","21.000000","32.382294","Default Known Flow Node","Known Flow","589348.365647","151676.714143","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910419","Nodes","","21.000000","32.338290","Default Known Flow Node","Known Flow","589282.055504","151703.535490","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910426","Nodes","","21.000000","32.382294","Default Known Flow Node","Known Flow","589366.118455","151697.132158","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910337","Nodes","P11127438, Westwood Garage Ham Lane, -21.79","22.999998","36.532048","CSEP DDS Matched","Known Flow","589016.681699","152353.683765","","0.000000","","","","","","-21.790000","-19.485008","-21.790000","","","","","","","","DC PROFILE"
"96110805910223","Nodes","","21.000000","33.665400","DDS demands","Known Flow","589391.124321","151973.407912","","0.000000","","","","","-13.359999","","-11.946751","-13.359999","","","","","","","D1 PROFILE",""
"96110805910431","Nodes","","21.000000","33.665328","Default Known Flow Node","Known Flow","589433.035858","151933.382279","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910439","Nodes","","21.000000","32.306426","DDS demands","Known Flow","589481.770559","151772.683509","","0.000000","","","","","-8.079999","","-7.225280","-8.079999","","","","","","","D1 PROFILE",""
"96110805910440","Nodes","","21.000000","32.306426","Default Known Flow Node","Known Flow","589485.044560","151760.096505","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910452","Nodes","","21.000000","34.189794","Default Known Flow Node","Known Flow","589625.195598","151992.668569","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910453","Nodes","","21.000000","34.189794","Default Known Flow Node","Known Flow","589626.185739","151984.377540","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910456","Nodes","","21.000000","34.189794","Default Known Flow Node","Known Flow","589641.772871","151987.949145","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910443","Nodes","","21.000000","33.726138","DDS demands","Known Flow","589526.908571","151994.942569","","0.000000","","","","","-4.559999","","-4.077633","-4.559999","","","","","","","D1 PROFILE",""
"96110805910442","Nodes","","21.000000","33.726138","Default Known Flow Node","Known Flow","589521.179569","151978.913565","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910444","Nodes","","21.000000","32.660300","DDS demands","Known Flow","589539.520574","151950.965557","","0.000000","","","","","-2.209999","","-1.976221","-2.209999","","","","","","","D1 PROFILE",""
"96110805910334","Nodes","","21.000000","32.744912","DDS demands","Known Flow","589543.435576","151961.822560","","0.000000","","","","","-7.860000","","-7.028552","-7.860000","","","","","","","D1 PROFILE",""
"96110805910448","Nodes","","21.000000","32.691419","Default Known Flow Node","Known Flow","589577.103585","151946.810556","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910445","Nodes","","21.000000","32.476621","Default Known Flow Node","Known Flow","589546.375576","151836.674526","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910450","Nodes","","21.000000","32.432634","Default Known Flow Node","Known Flow","589578.645962","151857.949389","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910447","Nodes","","21.000000","32.681195","Default Known Flow Node","Known Flow","589574.278584","151940.215554","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910454","Nodes","","21.000000","34.189794","Default Known Flow Node","Known Flow","589628.011599","151969.088562","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910451","Nodes","","21.000000","34.233662","Default Known Flow Node","Known Flow","589619.669596","151967.225562","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910455","Nodes","","21.000000","34.189794","Default Known Flow Node","Known Flow","589631.360599","151970.060562","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910457","Nodes","","21.000000","34.189794","Default Known Flow Node","Known Flow","589662.689608","151990.669568","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910394","Nodes","","21.000000","38.497918","Default Known Flow Node","Known Flow","589021.431714","152301.822851","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910395","Nodes","","21.000000","43.974855","Default Known Flow Node","Known Flow","589268.502501","152475.918700","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910396","Nodes","","21.000000","43.931617","Default Known Flow Node","Known Flow","589280.343157","152469.603360","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910235","Nodes","","21.000000","38.625969","DDS demands","Known Flow","589093.234120","152337.165000","","0.000000","","","","","-8.709999","","-7.788637","-8.709999","","","","","","","D1 PROFILE",""
"96110805910413","Nodes","","21.000000","39.941648","Default Known Flow Node","Known Flow","589171.281586","152227.087734","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910328","Nodes","","21.000000","39.945795","DDS demands","Known Flow","589165.063218","152238.692810","","0.000000","","","","","-3.540000","","-3.165531","-3.540000","","","","","","","D1 PROFILE",""
"96110805910415","Nodes","","21.000000","32.980020","Default Known Flow Node","Known Flow","589237.266473","152021.533341","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910433","Nodes","","21.000000","35.055051","Default Known Flow Node","Known Flow","589445.682549","152110.953601","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910247","Nodes","","21.000000","35.394931","DDS demands","Known Flow","589435.161355","152121.539579","","0.000000","0.000000","","","","-3.980000","","-3.558987","-3.980000","","","C1 PROFILE","","","","D1 PROFILE",""
"96110805910435","Nodes","","21.000000","34.186916","Default Known Flow Node","Known Flow","589465.073554","152073.354591","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910462","Nodes","","21.000000","43.931650","DDS demands","Known Flow","589283.822505","152466.805698","","0.000000","","","","","-5.769999","","-5.159637","-5.769999","","","","","","","D1 PROFILE",""
"96110805910236","Nodes","","21.000000","43.418366","DDS demands","Known Flow","589329.627517","152446.083692","","0.000000","0.000000","0.000000","","","-1.019999","","-0.912102","-1.019999","","","C1 PROFILE","C2 PROFILE","","","D1 PROFILE",""
"96110805910324","Nodes","","21.000000","39.920866","DDS demands","Known Flow","589444.454968","152386.897957","","0.000000","","","","","-0.850000","","-0.760085","-0.850000","","","","","","","D1 PROFILE",""
"96110805910405","Nodes","","21.000000","38.541505","Default Known Flow Node","Known Flow","589078.579992","152271.291212","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910408","Nodes","","21.000000","39.938702","Default Known Flow Node","Known Flow","589110.987444","152254.030650","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910407","Nodes","","21.000000","39.938702","Default Known Flow Node","Known Flow","589094.159453","152238.287635","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910327","Nodes","","21.000000","39.938702","DDS demands","Known Flow","589134.387839","152255.005104","","0.000000","","","","","-3.970000","","-3.550045","-3.970000","","","","","","","D1 PROFILE",""
"96110805910410","Nodes","","21.000000","39.982617","Default Known Flow Node","Known Flow","589141.213367","152277.015253","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910329","Nodes","","21.000000","39.886662","DDS demands","Known Flow","589143.942467","152197.225624","","0.000000","","","","","-4.469999","","-3.997153","-4.469999","","","","","","","D1 PROFILE",""
"96110805910233","Nodes","","21.000000","40.062014","DDS demands","Known Flow","589190.623648","152275.784890","","0.000000","","","","","-4.460000","","-3.988211","-4.460000","","","","","","","D1 PROFILE",""
"96110805910227","Nodes","","21.000000","35.922398","DDS demands","Known Flow","589173.655690","152140.035818","","0.000000","","","","","-10.609999","","-9.487651","-10.609999","","","","","","","D1 PROFILE",""
"96110805910412","Nodes","","21.000000","36.934016","Default Known Flow Node","Known Flow","589145.164467","152169.781617","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910232","Nodes","","21.000000","40.335138","DDS demands","Known Flow","589217.880191","152256.293171","","0.000000","","","","","-10.350000","","-9.255155","-10.350000","","","","","","","D1 PROFILE",""
"96110800002204","Nodes","","21.000000","40.105851","Default Known Flow Node","Known Flow","589213.355999","152239.126042","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910418","Nodes","","21.000000","35.797902","DDS demands","Known Flow","589262.809911","152050.973518","","0.000000","","","","","-6.510000","","-5.821358","-6.510000","","","","","","","D1 PROFILE",""
"96110805910229","Nodes","","21.000000","36.022623","DDS demands","Known Flow","589363.613500","152134.351584","","0.000000","","","","","-12.839999","","-11.481757","-12.839999","","","","","","","D1 PROFILE",""
"96110805910428","Nodes","","21.000000","36.771975","DDS demands","Known Flow","589381.316646","152163.504202","","0.000000","","","","","-4.949999","","-4.426378","-4.949999","","","","","","","D1 PROFILE",""
"96110805910231","Nodes","","21.000000","36.817669","Default Known Flow Node","Known Flow","589392.369169","152156.626319","","0.000000","","0.000000","","","0.000000","","0.000000","0.000000","","","","C2 PROFILE","","","D1 PROFILE",""
"96110805910432","Nodes","","21.000000","35.438744","Default Known Flow Node","Known Flow","589439.494547","152129.604606","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910437","Nodes","","21.000000","34.146048","Default Known Flow Node","Known Flow","589470.123330","152069.631340","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910391","Nodes","Maidstone Road DG, Site ID 2201","21.000000","44.000001","Default Known Pressure Node","Known Pressure","589282.459505","152471.835699","","8350.000154","","","","","","","701.483706","784.466248","","","","","","","",""
"96110805910466","Nodes","","21.000000","36.874842","Default Known Flow Node","Known Flow","589397.770901","152162.951275","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910465","Nodes","","21.000000","37.757846","Default Known Flow Node","Known Flow","589393.284910","152232.917290","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910467","Nodes","","21.000000","36.883817","DDS demands","Known Flow","589398.581536","152164.025615","","0.000000","","","","","-7.340000","","-6.563559","-7.340000","","","","","","","D1 PROFILE",""
"96110805910339","Nodes","","21.000000","37.757846","DDS demands","Known Flow","589398.331141","152233.738816","","0.000000","","","","","-11.680000","","-10.444465","-11.680000","","","","","","","D1 PROFILE",""
"96110805910340","Nodes","","21.000000","38.499727","DDS demands","Known Flow","589423.354436","152291.671966","","0.000000","","","","","-15.070000","","-13.475863","-15.070000","","","","","","","D1 PROFILE",""
"96110805910470","Nodes","","21.000000","37.351132","DDS demands","Known Flow","589428.697366","152210.516544","","0.000000","","","","","-5.859999","","-5.240117","-5.859999","","","","","","","D1 PROFILE",""
"96110805910468","Nodes","","21.000000","36.899117","Default Known Flow Node","Known Flow","589420.298542","152152.310612","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910469","Nodes","","21.000000","38.517735","Default Known Flow Node","Known Flow","589425.544107","152291.398387","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910471","Nodes","","21.000000","37.351904","DDS demands","Known Flow","589439.619599","152219.131548","","0.000000","","","","","-3.289999","","-2.941976","-3.289999","","","","","","","D1 PROFILE",""
"96110805910449","Nodes","","21.000000","33.558721","Default Known Flow Node","Known Flow","589578.419585","152009.970573","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910478","Nodes","","21.000000","36.155531","DDS demands","Known Flow","589708.180196","152382.730975","","0.000000","","","","","-4.469999","","-3.997153","-4.469999","","","","","","","D1 PROFILE",""
"96110805910252","Nodes","","21.000000","35.986964","DDS demands","Known Flow","589638.008000","152340.975682","","0.000000","","","","","-11.740000","","-10.498118","-11.740000","","","","","","","D1 PROFILE",""
"96110805910495","Nodes","","21.000000","42.834914","Default Known Flow Node","Known Flow","589900.112673","152276.401646","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910498","Nodes","","21.000000","42.845817","Default Known Flow Node","Known Flow","589902.704287","152279.848937","","0.000000","","","","","0.000000","","0.000000","0.000000","","","","","","","D1 PROFILE",""
"96110805910497","Nodes","","21.000000","42.834914","Default Known Flow Node","Known Flow","589901.639781","152278.432962","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910499","Nodes","","21.000000","43.223957","Default Known Flow Node","Known Flow","589929.438681","152336.553662","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910331","Nodes","","21.000000","43.048063","DDS demands","Known Flow","589878.658593","152378.855094","","0.000000","","","","","-14.380000","","-12.858853","-14.380000","","","","","","","D1 PROFILE",""
"96110805910505","Nodes","","21.000000","36.319496","Default Known Flow Node","Known Flow","589699.272618","152283.287648","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910506","Nodes","","21.000000","36.319496","Default Known Flow Node","Known Flow","589710.318474","152298.809407","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910248","Nodes","","21.000000","36.138217","Default Known Flow Node","Known Flow","589850.182659","152205.723627","","0.000000","0.000000","","0.000000","","0.000000","","0.000000","0.000000","","","C1 PROFILE","","C4 PROFILE","","D1 PROFILE",""
"96110805910333","Nodes","","21.000000","33.790095","DDS demands","Known Flow","589525.636508","152029.067724","","0.000000","","","","","-6.380000","","-5.705110","-6.380000","","","","","","","D1 PROFILE",""
"96110805910342","Nodes","","21.000000","34.189794","DDS demands","Known Flow","589642.017603","152026.970205","","0.000000","","","","","-13.069999","","-11.687427","-13.069999","","","","","","","D1 PROFILE",""
"96110805910458","Nodes","","21.000000","34.040690","Default Known Flow Node","Known Flow","589909.650675","152168.200616","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910503","Nodes","","21.000000","34.197796","DDS demands","Known Flow","589906.884674","152173.372618","","0.000000","","","","","-3.609999","","-3.228126","-3.609999","","","","","","","D1 PROFILE",""
"96110805910332","Nodes","","21.000000","43.597022","DDS demands","Known Flow","589988.508697","152397.873679","","0.000000","","","","","-12.799999","","-11.445988","-12.799999","","","","","","","D1 PROFILE",""
"96110805910253","Nodes","","21.000000","36.087965","DDS demands","Known Flow","589590.835145","152406.156202","","0.000000","","","","","-10.169999","","-9.094195","-10.169999","","","","","","","D1 PROFILE",""
"96110805910473","Nodes","","21.000000","36.175545","Default Known Flow Node","Known Flow","589572.432583","152423.663686","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910474","Nodes","","21.000000","36.091943","Default Known Flow Node","Known Flow","589598.946591","152411.309682","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910251","Nodes","","21.000000","36.064935","DDS demands","Known Flow","589674.191611","152394.124678","","0.000000","","","","","-16.540001","","-14.790365","-16.540001","","","","","","","D1 PROFILE",""
"96110805910475","Nodes","","21.000000","36.359178","Default Known Flow Node","Known Flow","589689.900200","152257.683528","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910477","Nodes","","21.000000","36.329490","Default Known Flow Node","Known Flow","589695.599859","152264.523119","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910476","Nodes","","21.000000","36.341844","Default Known Flow Node","Known Flow","589691.724091","152263.155201","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910479","Nodes","","21.000000","36.155215","DDS demands","Known Flow","589728.965714","152375.654580","","0.000000","","","","","-2.819999","","-2.521694","-2.819999","","","","","","","D1 PROFILE",""
"96110805910483","Nodes","","21.000000","36.137428","Default Known Flow Node","Known Flow","589794.675644","152328.906660","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910480","Nodes","","21.000000","36.155215","Default Known Flow Node","Known Flow","589747.707375","152402.809328","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910250","Nodes","","21.000000","36.217130","Default Known Flow Node","Known Flow","589753.933554","152349.499407","","0.000000","","","","","0.000000","","0.000000","0.000000","","","","","","","D1 PROFILE",""
"96110805910507","Nodes","","21.000000","36.347429","DDS demands","Known Flow","589716.269623","152295.993651","","0.000000","","","","","-3.839999","","-3.433796","-3.839999","","","","","","","D1 PROFILE",""
"96110805910240","Nodes","","21.000000","35.941298","DDS demands","Known Flow","589770.310913","152189.674781","","0.000000","-3.430000","","","","-14.749999","","-16.256881","-18.180000","","","C1 PROFILE","","","","D1 PROFILE",""
"96110805910481","Nodes","","21.000000","36.055787","Default Known Flow Node","Known Flow","589791.410643","152323.007658","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910482","Nodes","","21.000000","35.817172","DDS demands","Known Flow","589790.814156","152177.866971","","0.000000","","","","","-2.539999","","-2.271313","-2.539999","","","","","","","D1 PROFILE",""
"96110805910241","Nodes","","21.000000","35.711066","DDS demands","Known Flow","589819.108441","152162.879994","","0.000000","","","-7.389999","","-6.820000","","-12.706836","-14.210000","","","","","C4 PROFILE","","D1 PROFILE",""
"96110805910485","Nodes","","21.000000","35.601595","Default Known Flow Node","Known Flow","589835.907353","152158.075531","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910491","Nodes","","21.000000","35.514960","DDS demands","Known Flow","589863.142663","152150.946612","","0.000000","","","","","-3.079999","","-2.754191","-3.079999","","","","","","","D1 PROFILE",""
"96110805910487","Nodes","","21.000000","35.993971","DDS demands","Known Flow","589843.225657","152196.554624","","0.000000","-6.000000","","","","-4.869999","","-9.720148","-10.870000","","","C1 PROFILE","","","","D1 PROFILE",""
"96110805910488","Nodes","","21.000000","36.057291","DDS demands","Known Flow","589847.115658","152201.432625","","0.000000","","","-15.580000","","0.000000","","-13.931915","-15.580000","","","","","C4 PROFILE","","D1 PROFILE",""
"96110805910489","Nodes","","21.000000","35.431100","DDS demands","Known Flow","589858.337661","152124.362604","","0.000000","","","","","-4.619999","","-4.131286","-4.619999","","","","","","","D1 PROFILE",""
"96110805910492","Nodes","","21.000000","42.968793","Default Known Flow Node","Known Flow","589863.677392","152350.317205","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910493","Nodes","","21.000000","42.323738","Default Known Flow Node","Known Flow","589894.809933","152268.093128","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110800002203","Nodes","","21.000000","38.212466","DDS demands","Known Flow","589866.247663","152229.306633","","0.000000","","","","","-10.989999","","-9.827454","-10.989999","","","","","","","D1 PROFILE",""
"96110805910330","Nodes","","21.000000","43.227278","DDS demands","Known Flow","589939.967610","152329.415539","","0.000000","","","","","-5.090000","","-4.551569","-5.090000","","","","","","","D1 PROFILE",""
"96110805910249","Nodes","","21.000000","43.569624","DDS demands","Known Flow","589968.208553","152368.185078","","0.000000","","","","","-4.889999","","-4.372725","-4.889999","","","","","","","D1 PROFILE",""
"96110805910501","Nodes","","21.000000","43.569229","Default Known Flow Node","Known Flow","589971.226018","152372.484671","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910390","Nodes","Faversham Road DG, Site ID 2202","21.000000","45.000001","Default Known Pressure Node","Known Pressure","589982.793695","152372.112672","","399.999988","","","","","","","235.263095","263.093730","","","","","","","",""
"96110805910502","Nodes","","21.000000","43.569225","DDS demands","Known Flow","589972.073692","152373.607672","","0.000000","","","","","-2.710000","","-2.423330","-2.710000","","","","","","","D1 PROFILE",""
"96110805910500","Nodes","","21.000000","43.553855","Default Known Flow Node","Known Flow","589939.471683","152408.798682","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910504","Nodes","","21.000000","34.197796","Default Known Flow Node","Known Flow","589941.793684","152213.219629","","0.000000","","","","","0.000000","","0.000000","0.000000","","","","","","","D1 PROFILE",""
"96110805910508","Nodes","","21.000000","36.172565","DDS demands","Known Flow","589726.459950","152321.929183","","0.000000","","","","","-2.900000","","-2.593232","-2.900000","","","","","","","D1 PROFILE",""
"96110805910509","Nodes","","21.000000","38.256011","Default Known Flow Node","Known Flow","589791.586643","152264.543643","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910401","Nodes","","21.000000","27.986861","Default Known Flow Node","Known Flow","590121.582733","152133.469607","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910255","Nodes","P0003770, Old Ashford Road, N0008766, -7.1","22.999998","29.732359","CSEP DDS Matched","Known Flow","590084.297723","152153.345612","","0.000000","","","","-21.969998","","-9.970000","-28.561319","-31.939998","","","","","","CC PROFILE","","DC PROFILE"
"96110805910403","Nodes","","21.000000","29.600021","Default Known Flow Node","Known Flow","590167.677745","152124.601604","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910399","Nodes","","21.000000","29.712427","Default Known Flow Node","Known Flow","590088.685724","152148.376611","","0.000000","0.000000","","","","0.000000","","0.000000","0.000000","","","C1 PROFILE","","","","D1 PROFILE",""
"96110805910400","Nodes","","21.000000","25.018157","DDS demands","Known Flow","590099.231727","152077.736592","","0.000000","-37.700001","","","","","","-33.712016","-37.700001","","","C1 PROFILE","","","","",""
"96110805910341","Nodes","","21.000000","25.491463","DDS demands","Known Flow","590103.206728","152085.834594","","0.000000","","","","","-11.579999","","-10.355043","-11.579999","","","","","","","D1 PROFILE",""
"96110805910243","Nodes","","21.000000","34.997583","DDS demands","Known Flow","589716.787874","152031.708493","","0.000000","-15.999999","","0.000000","","-3.510000","","-17.446191","-19.509999","","","C1 PROFILE","","C4 PROFILE","","D1 PROFILE",""
"96110805910511","Nodes","","21.000000","34.910772","DDS demands","Known Flow","589728.978626","152032.338579","","0.000000","-7.060000","","-13.390000","","-31.889998","","-46.803363","-52.339998","","","C1 PROFILE","","C4 PROFILE","","D1 PROFILE",""
"96110805910512","Nodes","","21.000000","35.553845","DDS demands","Known Flow","589825.153542","152147.529193","","0.000000","","","","","-4.650000","","-4.158113","-4.650000","","","","","","","D1 PROFILE",""
"96110800000042","Nodes","","21.000000","32.360110","Default Known Flow Node","Known Flow","589253.773525","151914.829027","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110800000045","Nodes","","21.000000","36.097450","Default Known Flow Node","Known Flow","589677.549630","152385.347739","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110805910392","Nodes","","21.000000","32.382294","Default Known Flow Node","Known Flow","589373.328238","151700.107460","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110800000003","Nodes","","21.000000","36.055561","DDS demands","Known Flow","589770.296637","152284.306648","","0.000000","","","","","-1.809999","","-1.618534","-1.809999","","","","","","","D1 PROFILE",""
"96110800000005","Nodes","","21.000000","38.235504","DDS demands","Known Flow","589535.015573","152338.210663","","0.000000","","","","","-2.829999","","-2.530636","-2.829999","","","","","","","D1 PROFILE",""
"96110800002207","Nodes","","21.000000","33.282053","Default Known Flow Node","Known Flow","589144.285234","151881.264540","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110800002210","Nodes","","21.000000","32.301125","DDS demands","Known Flow","589389.536534","151810.801519","","0.000000","","","","","-12.099999","","-10.820037","-12.099999","","","","","","","D1 PROFILE",""
"96110800002211","Nodes","","21.000000","32.476621","Default Known Flow Node","Known Flow","589560.986580","151833.585525","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110800002213","Nodes","","21.000000","36.016697","Default Known Flow Node","Known Flow","589357.827525","152138.276608","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110800002215","Nodes","","21.000000","33.168712","Default Known Flow Node","Known Flow","589150.309469","151878.492538","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96110800002217","Nodes","","21.000000","32.432161","Default Known Flow Node","Known Flow","589171.090474","151927.737551","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
