"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"96113806902325","Nodes","6902325","21.000000","37.293047","Default Known Flow Node","Known Flow","551754.191033","128168.947173","","0.000000","","","","","","0.000000","","","","","","0.000000","0.000000","","","","","","","","D1 PROFILE","","","","",""
"96113806902044","Nodes","6902044","21.000000","27.769665","DDS demands","Known Flow","551297.487471","129891.680228","","0.000000","","","","","","-7.489999","","","","","","-6.697691","-7.489999","","","","","","","","D1 PROFILE","","","","",""
"96113806902056","Nodes","6902056","21.000000","30.639392","DDS demands","Known Flow","551475.635375","130105.829375","","0.000000","","","","","","-10.189999","","","","","","-9.112080","-10.189999","","","","","","","","D1 PROFILE","","","","",""
"96113800090036","Nodes","P10123905, CSEP, THE OLD FAIRGROUND, FY1(42.74) & FY5(59.91) SCMH","25.000000","38.836229","CSEP Unmatched","Known Flow","552124.681712","130621.522613","","0.000000","","","","","","","-59.910000","","","","","-53.572595","-59.910000","","","","","","","","","DC PROFILE","","","",""
"96113806902349","Nodes","6902349","21.000000","29.328681","DDS demands","Known Flow","551358.166954","130005.212061","","0.000000","","","-0.869999","","","-19.180000","","","","","","-17.929069","-20.050001","","","","","C3 PROFILE","","","D1 PROFILE","","","","",""
"96113801463062","Nodes","P10125086, CSEP, PLOTS 1-3 HARLEQUIN LANE, -17.72 SCMH","24.000000","28.407610","CSEP Unmatched","Known Flow","551189.721942","129839.278837","","0.000000","","","","","","","-17.719999","","","","","-15.845541","-17.719999","","","","","","","","","DC PROFILE","","","",""
"96113810001646","Nodes",".","21.000000","45.417199","Default Known Flow Node","Known Flow","555681.636362","129603.618476","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113806902090","Nodes","6902090","21.000000","39.382160","Default Known Flow Node","Known Flow","552005.495762","130708.050988","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113806902399","Nodes","6902399","21.000000","39.513704","Default Known Flow Node","Known Flow","552026.695368","130717.626779","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113806902244","Nodes","6902244","21.000000","35.666403","DDS demands","Known Flow","552612.791527","129797.312529","","0.000000","-39.990001","","","","","-12.199999","","","","","","-46.669231","-52.189998","","","C1 PROFILE","","","","","D1 PROFILE","","","","",""
"96113806902138","Nodes","6902138","21.000000","35.606226","DDS demands","Known Flow","552715.569325","129799.343874","","0.000000","","","","","","-11.069999","","","","","","-9.898992","-11.069999","","","","","","","","D1 PROFILE","","","","",""
"96113806902570","Nodes","6902570","21.000000","35.672839","Default Known Flow Node","Known Flow","552841.541589","129732.187511","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113800003221","Nodes","Logger 3221","21.000000","38.045053","Val Log Post","Known Flow","552400.190969","130414.329173","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113800001090","Nodes",".","21.000000","38.045053","Default Known Flow Node","Known Flow","552399.416469","130411.937696","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113801462881","Nodes",".","21.000000","39.243325","Default Known Flow Node","Known Flow","551579.666246","130608.562750","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113800000923","Nodes",".","21.000000","37.644540","Default Known Flow Node","Known Flow","552207.041417","129368.062412","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113800000804","Nodes",".","21.000000","39.023100","Default Known Flow Node","Known Flow","552098.143549","131347.807368","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113800003222","Nodes","Logger 3222","21.000000","39.041638","Val Log Post","Known Flow","552100.350004","131338.782055","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113806902182","Nodes","6902182","21.000000","39.061163","DDS demands","Known Flow","552102.673648","131329.277386","","0.000000","","","","","","-4.139999","","","","","","-3.702062","-4.139999","","","","","","","","D1 PROFILE","","","","",""
"96113801462555","Nodes",".","21.000000","39.868082","Default Known Flow Node","Known Flow","552243.349426","131130.356892","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113800003219","Nodes","Logger 3219","21.000000","39.679805","Val Log Post","Known Flow","552318.285472","131195.070232","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113804904548","Nodes",".","21.000000","39.542134","Default Known Flow Node","Known Flow","552329.248431","131207.602678","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113806902467","Nodes","6902467","21.000000","26.134262","DDS demands","Known Flow","551253.075893","132072.290370","","0.000000","","","-2.900000","","","-7.869999","","","","","","-9.630726","-10.769999","","","","","C3 PROFILE","","","D1 PROFILE","","","","",""
"96113800003217","Nodes","Logger 3217","21.000000","26.512373","Val Log Post","Known Flow","551339.485095","131969.065495","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113800000447","Nodes",".","21.000000","37.965956","DDS demands","Known Flow","552033.291369","129964.312575","","0.000000","","","","","","-7.420000","","","","","","-6.635097","-7.420000","","","","","","","","D1 PROFILE","","","","",""
"96113800003216","Nodes","Logger 3216","21.000000","37.964341","Val Log Post","Known Flow","552030.930591","129967.027470","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113806902274","Nodes","6902274","21.000000","37.961933","Default Known Flow Node","Known Flow","552034.041370","129971.187576","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"96113806902240","Nodes","6902240","21.000000","32.812227","DDS demands","Known Flow","553215.955760","130049.675040","","0.000000","","","","","","-20.969999","","","","","","-18.751748","-20.969999","","","","","","","","D1 PROFILE","","","","",""
"96113806902651","Nodes","6902651","21.000000","32.224064","DDS demands","Known Flow","553284.541710","130027.812592","","0.000000","","","","","","-29.479999","","","","","","-26.361542","-29.479999","","","","","","","","D1 PROFILE","","","","",""
"96113800001710","Nodes",".","21.000000","35.091676","Default Known Flow Node","Known Flow","557954.053980","130995.106855","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
