"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(PL-DC)"
"96109700422573","Nodes","-422573","21.000000","24.809792","Default Known Flow Node","Known Flow","587946.426141","133139.063438","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700001171","Nodes","","21.000000","25.554893","DDS demands","Known Flow","588113.765187","133117.281432","","0.000000","","","","","-3.510000","","","","","-3.138704","-3.510000","","","","","","","D1 PROFILE","","","",""
"96109700001172","Nodes","","21.000000","25.627193","Default Known Flow Node","Known Flow","588122.614189","133120.852433","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700001173","Nodes","","21.000000","25.696041","Default Known Flow Node","Known Flow","588147.511196","133132.464437","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700001174","Nodes","","21.000000","25.683529","Default Known Flow Node","Known Flow","588134.156192","133126.836435","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700001175","Nodes","","21.000000","26.041543","Default Known Flow Node","Known Flow","588165.709201","133177.569449","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109705701050","Nodes","5701050","21.000000","31.127737","DDS demands","Known Flow","588275.423788","133271.062583","","0.000000","","","","","-5.969999","","","","","-5.338480","-5.969999","","","","","","","D1 PROFILE","","","",""
"96109705701053","Nodes","5701053","21.000000","32.604138","DDS demands","Known Flow","588286.801234","133259.063471","","0.000000","","-15.999999","","-19.420000","-6.170000","","","","","-37.190522","-41.590000","","","","C2 PROFILE","","C4 PROFILE","D1 PROFILE","","","",""
"96109705701004","Nodes","High Street DG, Site ID 3353","21.000000","32.999999","Default Known Pressure Node","Known Pressure","588292.176235","133256.813470","","2900.000034","","","","","","","","","","704.408421","787.736882","","","","","","","","","","",""
"96109700428151","Nodes","-428151","21.000000","31.733160","Default Known Flow Node","Known Flow","588420.176270","133249.188468","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700002019","Nodes","","21.000000","31.653983","Default Known Flow Node","Known Flow","588433.815411","133227.224194","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700426528","Nodes","-426528","21.000000","28.222405","Default Known Flow Node","Known Flow","588444.926277","133654.063579","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700001184","Nodes","","21.000000","25.739334","Default Known Flow Node","Known Flow","588132.371192","133161.230444","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700429977","Nodes","-429977","21.000000","28.790468","DDS demands","Known Flow","588267.176228","133151.938442","","0.000000","","","","","-1.770000","","","","","-1.582765","-1.770000","","","","","","","D1 PROFILE","","","",""
"96109700428118","Nodes","-428118","21.000000","30.894774","Default Known Flow Node","Known Flow","588242.051221","133255.813470","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700001189","Nodes","","21.000000","32.236017","Default Known Flow Node","Known Flow","588285.833233","133258.597471","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700428138","Nodes","-428138","21.000000","32.545975","Default Known Flow Node","Known Flow","588296.801236","133261.063472","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700001191","Nodes","","21.000000","31.389839","Default Known Flow Node","Known Flow","588360.040254","133088.862425","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700001192","Nodes","","21.000000","31.389820","Default Known Flow Node","Known Flow","588361.468254","133089.308425","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700428162","Nodes","-428162","21.000000","32.359588","Default Known Flow Node","Known Flow","588469.426283","133371.313502","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700001195","Nodes","","21.000000","28.379609","Default Known Flow Node","Known Flow","588478.392286","133644.919576","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700001196","Nodes","","21.000000","28.379609","Default Known Flow Node","Known Flow","588485.049288","133644.008576","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700431373","Nodes","-431373","21.000000","27.816307","DDS demands","Known Flow","588140.676194","133294.188481","","0.000000","","","","","-2.549999","","","","","-2.280255","-2.549999","","","","","","","D1 PROFILE","","","",""
"96109700431374","Nodes","-431374","21.000000","28.037738","DDS demands","Known Flow","588159.676199","133211.063458","","0.000000","","","","","-0.790000","","","","","-0.706432","-0.790000","","","","","","","D1 PROFILE","","","",""
"96109705701043","Nodes","5701043","21.000000","30.543983","DDS demands","Known Flow","588220.301216","133360.313499","","0.000000","","","","-4.559999","-15.510000","","","","","-17.946953","-20.070000","","","","","","C4 PROFILE","D1 PROFILE","","","",""
"96109700001202","Nodes","","21.000000","31.383504","Default Known Flow Node","Known Flow","588274.929230","133245.095467","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109705701052","Nodes","5701052","21.000000","31.391419","DDS demands","Known Flow","588322.057243","133175.565448","","0.000000","","","","","-11.000000","","","","","-9.836397","-11.000000","","","","","","","D1 PROFILE","","","",""
"96109700001205","Nodes","","21.000000","31.063960","DDS demands","Known Flow","588348.893251","133185.912451","","0.000000","","","","","-4.829999","","","","","-4.319072","-4.829999","","","","","","","D1 PROFILE","","","",""
"96109700426535","Nodes","-426535","21.000000","28.156875","Default Known Flow Node","Known Flow","588469.176283","133689.438588","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700001208","Nodes","","21.000000","30.542228","DDS demands","Known Flow","588291.664235","133189.595452","","0.000000","","","","","-2.140000","","","","","-1.913626","-2.140000","","","","","","","D1 PROFILE","","","",""
"96109700001209","Nodes","","21.000000","31.391419","Default Known Flow Node","Known Flow","588308.124239","133170.753447","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700001210","Nodes","","21.000000","31.155333","Default Known Flow Node","Known Flow","588278.508231","133270.490474","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700422576","Nodes","-422576","21.000000","24.795596","Default Known Flow Node","Known Flow","587952.676143","133158.063444","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700001216","Nodes","","21.000000","25.695852","DDS demands","Known Flow","588150.161196","133126.646435","","0.000000","","","","","-0.620000","","","","","-0.554415","-0.620000","","","","","","","D1 PROFILE","","","",""
"96109700428116","Nodes","-428116","21.000000","24.978132","DDS demands","Known Flow","588024.926162","133136.813438","","0.000000","","","","-5.570000","","","","","","-4.980793","-5.570000","","","","","","C4 PROFILE","","","","",""
"96109705701037","Nodes","5701037","21.000000","25.022723","DDS demands","Known Flow","588027.301163","133138.063438","","0.000000","","","","","-9.739999","","","","","-8.709681","-9.739999","","","","","","","D1 PROFILE","","","",""
"96109700001219","Nodes","","21.000000","31.390083","Default Known Flow Node","Known Flow","588354.003252","133102.184428","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700001220","Nodes","","21.000000","31.390083","Default Known Flow Node","Known Flow","588357.230253","133104.450429","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109701641389","Nodes","-1641389","21.000000","31.389621","Default Known Flow Node","Known Flow","588371.301257","133082.188423","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109705701056","Nodes","5701056","21.000000","30.332497","DDS demands","Known Flow","588423.301271","133352.188496","","0.000000","-75.309995","","","","-1.249999","","","","","-68.461319","-76.559995","","","C1 PROFILE","","","","D1 PROFILE","","","",""
"96109700422584","Nodes","-422584","21.000000","24.781294","Default Known Flow Node","Known Flow","587962.801146","133174.938448","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700422591","Nodes","-422591","21.000000","24.634329","DDS demands","Known Flow","587971.551148","133221.688461","","0.000000","","","","","-1.330000","","","","","-1.189309","-1.330000","","","","","","","D1 PROFILE","","","",""
"96109700428126","Nodes","","21.000000","31.562696","Default Known Flow Node","Known Flow","588282.969482","133258.292411","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700429980","Nodes","-429980","21.000000","31.135981","Default Known Flow Node","Known Flow","588275.926231","133311.313485","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700428145","Nodes","-428145","21.000000","30.894285","Default Known Flow Node","Known Flow","588350.676251","133303.188483","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109701462544","Nodes","-1462544","21.000000","30.312557","Default Known Flow Node","Known Flow","588425.176271","133365.188500","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700422580","Nodes","-422580","21.000000","24.645117","Default Known Flow Node","Known Flow","587954.176143","133181.688450","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700428127","Nodes","-428127","21.000000","31.524422","DDS demands","Known Flow","588284.052450","133250.686899","","0.000000","","","","","-6.520000","","","","","-5.830300","-6.520000","","","","","","","D1 PROFILE","","","",""
"96109700428158","Nodes","-428158","21.000000","31.653050","Default Known Flow Node","Known Flow","588429.551273","133225.313462","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700001244","Nodes","","21.000000","31.653983","Default Known Flow Node","Known Flow","588399.226264","133209.321457","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700428165","Nodes","-428165","21.000000","30.112663","DDS demands","Known Flow","588515.301296","133423.063516","","0.000000","","","","-9.809999","-6.540000","","","","","-14.620462","-16.350000","","","","","","C4 PROFILE","D1 PROFILE","","","",""
"96109700426560","Nodes","-426560","21.000000","30.030298","Default Known Flow Node","Known Flow","588556.301307","133493.438535","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700001246","Nodes","","21.000000","28.013317","Default Known Flow Node","Known Flow","588534.113301","134114.038704","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700001247","Nodes","","21.000000","28.013317","Default Known Flow Node","Known Flow","588534.008301","134113.044703","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700001248","Nodes","","21.000000","28.312602","Default Known Flow Node","Known Flow","588515.642296","134030.190681","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700001249","Nodes","","21.000000","27.994285","Default Known Flow Node","Known Flow","588471.979284","134104.977701","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700001250","Nodes","","21.000000","28.465617","Default Known Flow Node","Known Flow","588524.996298","134014.454677","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109705701105","Nodes","5701105","21.000000","28.439472","DDS demands","Known Flow","588524.384992","134012.735337","","0.000000","","","","","-9.069999","","","","","-8.110555","-9.069999","","","","","","","D1 PROFILE","","","",""
"96109700001254","Nodes","","21.000000","28.013317","Default Known Flow Node","Known Flow","588533.357301","134106.972702","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700001255","Nodes","","21.000000","28.457451","Default Known Flow Node","Known Flow","588518.355297","134018.554678","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700426531","Nodes","-426531","21.000000","28.287951","DDS demands","Known Flow","588456.426280","133818.938623","","0.000000","","","","","-2.039999","","","","","-1.824204","-2.039999","","","","","","","D1 PROFILE","","","",""
"96109700001257","Nodes","","21.000000","28.433087","Default Known Flow Node","Known Flow","588500.855311","133800.042675","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109705701066","Nodes","5701066","21.000000","28.433644","DDS demands","Known Flow","588502.668844","133799.425890","","0.000000","","","","","-5.140000","","","","","-4.596280","-5.140000","","","","","","","D1 PROFILE","","","",""
"96109700001259","Nodes","","21.000000","28.435711","Default Known Flow Node","Known Flow","588502.695292","133801.213619","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700001260","Nodes","","21.000000","28.761551","Default Known Flow Node","Known Flow","588504.951870","133807.425687","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700426552","Nodes","-426552","21.000000","28.747617","Default Known Flow Node","Known Flow","588538.926302","133797.688618","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700426572","Nodes","-426572","21.000000","28.835024","Default Known Flow Node","Known Flow","588580.801314","133781.563613","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700001263","Nodes","","21.000000","28.292315","DDS demands","Known Flow","588502.371292","134064.654690","","0.000000","","","","","-3.499999","","","","","-3.129762","-3.499999","","","","","","","D1 PROFILE","","","",""
"96109705701106","Nodes","5701106","21.000000","28.517870","DDS demands","Known Flow","588543.527702","134025.872320","","0.000000","","","","","-1.139999","","","","","-1.019408","-1.139999","","","","","","","D1 PROFILE","","","",""
"96109700001265","Nodes","","21.000000","28.767364","Default Known Flow Node","Known Flow","588591.257317","134012.655676","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109705701107","Nodes","5701107","21.000000","28.743273","DDS demands","Known Flow","588577.457206","134014.601006","","0.000000","","","","","-5.980000","","","","","-5.347423","-5.980000","","","","","","","D1 PROFILE","","","",""
"96109700426521","Nodes","-426521","21.000000","27.883073","DDS demands","Known Flow","588423.375271","133752.792605","","0.000000","","","","","-6.449999","","","","","-5.767705","-6.449999","","","","","","","D1 PROFILE","","","",""
"96109700483773","Nodes","-483773","21.000000","28.185844","Default Known Flow Node","Known Flow","588468.373428","133728.651895","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700426536","Nodes","-426536","21.000000","28.190603","Default Known Flow Node","Known Flow","588469.644283","133727.232598","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700001268","Nodes","","21.000000","28.201742","Default Known Flow Node","Known Flow","588471.495284","133731.288600","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700426541","Nodes","-426541","21.000000","28.335854","Default Known Flow Node","Known Flow","588477.301286","133687.938588","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700001270","Nodes","","21.000000","28.380010","Default Known Flow Node","Known Flow","588482.099287","133728.358599","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700001271","Nodes","","21.000000","28.404863","Default Known Flow Node","Known Flow","588490.296289","133767.758609","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700426546","Nodes","-426546","21.000000","28.406560","Default Known Flow Node","Known Flow","588493.435844","133766.363436","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109705701067","Nodes","5701067","21.000000","28.380577","DDS demands","Known Flow","588483.798528","133727.800915","","0.000000","","","","","-4.839999","","","","","-4.328014","-4.839999","","","","","","","D1 PROFILE","","","",""
"96109700001275","Nodes","","21.000000","28.893997","Default Known Flow Node","Known Flow","588528.115299","133856.693634","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700426550","Nodes","-426550","21.000000","28.895437","Default Known Flow Node","Known Flow","588530.562268","133855.194327","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700426549","Nodes","-426549","21.000000","28.714227","Default Known Flow Node","Known Flow","588514.776559","133832.527356","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700426534","Nodes","-426534","21.000000","28.583794","DDS demands","Known Flow","588467.926283","133851.438632","","0.000000","","","","","-5.160000","","","","","-4.614164","-5.160000","","","","","","","D1 PROFILE","","","",""
"96109700001282","Nodes","","21.000000","28.708167","DDS demands","Known Flow","588468.805283","133910.156648","","0.000000","","","","","-2.660000","","","","","-2.378619","-2.660000","","","","","","","D1 PROFILE","","","",""
"96109700001283","Nodes","","21.000000","28.830672","Default Known Flow Node","Known Flow","588531.758300","133897.529645","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700001284","Nodes","","21.000000","28.553482","Default Known Flow Node","Known Flow","588525.982152","134015.686994","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700426539","Nodes","-426539","21.000000","28.689789","DDS demands","Known Flow","588476.445285","133884.295641","","0.000000","","","","","-2.679999","","","","","-2.396503","-2.679999","","","","","","","D1 PROFILE","","","",""
"96109700001286","Nodes","","21.000000","28.900959","Default Known Flow Node","Known Flow","588552.070306","133893.870644","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700426554","Nodes","-426554","21.000000","28.889160","Default Known Flow Node","Known Flow","588541.754303","133900.107645","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700426553","Nodes","-426553","21.000000","28.867151","Default Known Flow Node","Known Flow","588539.369605","133901.596260","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700426524","Nodes","-426524","21.000000","28.246345","DDS demands","Known Flow","588439.477275","133789.936615","","0.000000","","","","","-2.660000","","","","","-2.378619","-2.660000","","","","","","","D1 PROFILE","","","",""
"96109700001290","Nodes","","21.000000","28.834369","Default Known Flow Node","Known Flow","588535.817813","133903.813417","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700001288","Nodes","","21.000000","28.274677","DDS demands","Known Flow","588466.837283","133925.287652","","0.000000","","","","","-9.980000","","","","","-8.924294","-9.980000","","","","","","","D1 PROFILE","","","",""
"96109700425199","Nodes","-425199","21.000000","28.560536","DDS demands","Known Flow","588536.176302","134830.563899","","0.000000","","","","","-9.050000","","","","","-8.092672","-9.050000","","","","","","","D1 PROFILE","","","",""
"96109700425198","Nodes","-425198","21.000000","28.886922","Default Known Flow Node","Known Flow","588535.426301","134788.188887","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700425192","Nodes","-425192","21.000000","29.044907","Default Known Flow Node","Known Flow","588489.051289","134775.938884","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109705701025","Nodes","1025, Henley Fields, 101.03 scmh","26.250000","28.839278","CSEP DDS Matched","Known Flow","588531.051300","134635.563846","","0.000000","","","","","","-101.029996","","","","-90.342832","-101.029996","","","","","","","","DC PROFILE","","",""
"96109701363996","Nodes","-1363996","21.000000","28.910910","Default Known Flow Node","Known Flow","588531.676300","134643.688848","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700425197","Nodes","-425197","21.000000","28.624872","DDS demands","Known Flow","588528.801300","134869.813909","","0.000000","","","","","-3.769999","","","","","-3.371201","-3.769999","","","","","","","D1 PROFILE","","","",""
"96109700425200","Nodes","-425200","21.000000","28.657745","Default Known Flow Node","Known Flow","588536.801302","134903.188918","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700425189","Nodes","-425189","21.000000","29.055220","DDS demands","Known Flow","588480.426286","134770.063882","","0.000000","","","","","-6.000000","","","","","-5.365307","-6.000000","","","","","","","D1 PROFILE","","","",""
"96109705701183","Nodes","5701183","21.000000","28.944794","DDS demands","Known Flow","588480.588777","134721.212238","","0.000000","","","","","-12.749999","","","","","-11.401277","-12.749999","","","","","","","D1 PROFILE","","","",""
"96109700425186","Nodes","-425186","21.000000","28.804745","DDS demands","Known Flow","588476.801285","134917.688922","","0.000000","","","","","-6.589999","","","","","-5.892895","-6.589999","","","","","","","D1 PROFILE","","","",""
"96109705701189","Nodes","5701189","21.000000","28.805147","DDS demands","Known Flow","588477.551286","134916.188922","","0.000000","","","","","-9.439999","","","","","-8.441416","-9.439999","","","","","","","D1 PROFILE","","","",""
"96109700425185","Nodes","-425185","21.000000","29.086008","DDS demands","Known Flow","588465.926282","134851.688904","","0.000000","","","","","-9.220000","","","","","-8.244689","-9.220000","","","","","","","D1 PROFILE","","","",""
"96109705701190","Nodes","5701190","21.000000","29.046033","DDS demands","Known Flow","588479.613083","134774.928318","","0.000000","","","","","-1.820000","","","","","-1.627476","-1.820000","","","","","","","D1 PROFILE","","","",""
"96109705701182","Nodes","5701182","21.000000","28.957554","DDS demands","Known Flow","588494.455343","134655.295802","","0.000000","","","","","-12.930000","","","","","-11.562238","-12.930000","","","","","","","D1 PROFILE","","","",""
"96109700425195","Nodes","-425195","21.000000","28.933556","Default Known Flow Node","Known Flow","588496.926291","134717.063868","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700425201","Nodes","-425201","21.000000","28.485304","DDS demands","Known Flow","588544.801304","134722.688869","","0.000000","","","","","-10.069999","","","","","-9.004774","-10.069999","","","","","","","D1 PROFILE","","","",""
"96109700420051","Nodes","-420051","21.000000","24.500523","Default Known Flow Node","Known Flow","588522.426298","135121.063978","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700420057","Nodes","-420057","21.000000","24.490128","DDS demands","Known Flow","588556.926307","135096.063971","","0.000000","","","","","-2.460000","","","","","-2.199776","-2.460000","","","","","","","D1 PROFILE","","","",""
"96109700001308","Nodes","","21.000000","22.359863","DDS demands","Known Flow","588050.551169","135198.938999","","0.000000","","","","","-6.210000","","","","","-5.553093","-6.210000","","","","","","","D1 PROFILE","","","",""
"96109700001342","Nodes","","21.000000","22.323510","DDS demands","Known Flow","588075.051176","135208.814002","","0.000000","","","","","-2.319999","","","","","-2.074585","-2.319999","","","","","","","D1 PROFILE","","","",""
"96109700420024","Nodes","-420024","21.000000","22.758056","Default Known Flow Node","Known Flow","588350.426251","135457.064069","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700420022","Nodes","-420022","21.000000","22.740321","DDS demands","Known Flow","588339.676248","135472.439073","","0.000000","","","","","-0.959999","","","","","-0.858449","-0.959999","","","","","","","D1 PROFILE","","","",""
"96109701660151","Nodes","-1660151","21.000000","23.749560","Default Known Flow Node","Known Flow","588366.801255","135184.813995","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109701660152","Nodes","-1660152","21.000000","23.749755","Default Known Flow Node","Known Flow","588375.801258","135179.688994","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700420013","Nodes","-420013","21.000000","22.500103","Default Known Flow Node","Known Flow","588174.926203","135222.439005","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700420017","Nodes","-420017","21.000000","23.213905","DDS demands","Known Flow","588227.926218","135213.064003","","0.000000","","","-2.109999","","-5.379999","","","","","-6.697692","-7.490000","","","","","C3 PROFILE","","D1 PROFILE","","","",""
"96109700420046","Nodes","-420046","21.000000","27.698452","DDS demands","Known Flow","588510.176294","135447.314066","","0.000000","","","","","-18.750000","","","","","-16.766585","-18.750000","","","","","","","D1 PROFILE","","","",""
"96109700420050","Nodes","-420050","21.000000","27.876780","Default Known Flow Node","Known Flow","588520.926297","135398.189053","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700425191","Nodes","-425191","21.000000","28.804038","Default Known Flow Node","Known Flow","588483.301287","134922.563924","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109705701161","Nodes","5701161","21.000000","27.361555","DDS demands","Known Flow","588515.865220","135537.059806","","0.000000","","-19.849999","-18.930000","","-2.109999","","","","","-36.564570","-40.889998","","","","C2 PROFILE","C3 PROFILE","","D1 PROFILE","","","",""
"96109700420049","Nodes","-420049","21.000000","26.130142","DDS demands","Known Flow","588520.301297","135223.939006","","0.000000","","","","","-1.019999","","","","","-0.912102","-1.019999","","","","","","","D1 PROFILE","","","",""
"96109700420052","Nodes","-420052","21.000000","26.003558","Default Known Flow Node","Known Flow","588543.426303","135160.313988","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109705701170","Nodes","5701170","21.000000","22.673491","DDS demands","Known Flow","588353.301252","135276.689020","","0.000000","","","","","-16.559999","","","","","-14.808248","-16.559999","","","","","","","D1 PROFILE","","","",""
"96109700001324","Nodes","","21.000000","22.656488","Default Known Flow Node","Known Flow","588345.334250","135276.603020","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109705701149","Nodes","5701149","21.000000","22.422233","DDS demands","Known Flow","588176.051204","135234.564009","","0.000000","","","","","-16.370001","","","","","-14.638348","-16.370001","","","","","","","D1 PROFILE","","","",""
"96109700420019","Nodes","-420019","21.000000","22.726519","DDS demands","Known Flow","588284.051233","135435.064063","","0.000000","","","","","-2.240000","","","","","-2.003048","-2.240000","","","","","","","D1 PROFILE","","","",""
"96109701662890","Nodes","-1662890","21.000000","22.727335","Default Known Flow Node","Known Flow","588284.790395","135436.072011","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109701660150","Nodes","-1660150","21.000000","23.742286","DDS demands","Known Flow","588326.426244","135199.938999","","0.000000","","","","","-1.549999","","","","","-1.386037","-1.549999","","","","","","","D1 PROFILE","","","",""
"96109700420023","Nodes","-420023","21.000000","22.652039","Default Known Flow Node","Known Flow","588346.049806","135278.560070","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700001328","Nodes","","21.000000","22.800817","Default Known Flow Node","Known Flow","588367.538256","135393.266052","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700001329","Nodes","","21.000000","22.785274","Default Known Flow Node","Known Flow","588374.705258","135392.010051","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700420020","Nodes","-420020","21.000000","23.017286","Default Known Flow Node","Known Flow","588316.426242","135244.439011","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109705701173","Nodes","5701173","21.000000","22.783363","DDS demands","Known Flow","588357.676253","135431.814062","","0.000000","","","","","-0.680000","","","","","-0.608068","-0.680000","","","","","","","D1 PROFILE","","","",""
"96109705701171","Nodes","5701171","21.000000","22.785936","DDS demands","Known Flow","588374.389907","135390.293483","","0.000000","","","","","-14.510000","","","","","-12.975102","-14.510000","","","","","","","D1 PROFILE","","","",""
"96109705701150","Nodes","5701150","21.000000","23.405028","Default Known Flow Node","Known Flow","588318.179242","135198.451999","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109700420018","Nodes","-420018","21.000000","23.193885","Default Known Flow Node","Known Flow","588282.426232","135301.064027","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"96109701662889","Nodes","-1662889","21.000000","22.726994","Default Known Flow Node","Known Flow","588282.926233","135437.314064","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
