"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"96109605609217","Nodes","","21.000000","24.265421","Default Known Flow Node","Known Flow","634535.750000","163860.875000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96109605609176","Nodes","","21.000000","26.717407","Default Known Flow Node","Known Flow","635047.375000","164304.312500","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96109605609060","Nodes","Viking Motel Site, SEP00033, 10.17","26.600000","26.672491","CSEP DDS Matched","Known Flow","635042.187500","164310.843750","","0.000000","","","","","-10.169999","-9.094195","-10.169999","","","","","","","DC PROFILE"
"96109605609243","Nodes","","21.000000","26.730595","DDS demands","Known Flow","635132.375000","164376.750000","","0.000000","","","","-12.449999","","-11.133012","-12.449999","","","","","","D1 PROFILE",""
"96109605609077","Nodes","","21.000000","26.770526","DDS demands","Known Flow","634955.625000","164219.796875","","0.000000","","","","-15.729999","","-14.066047","-15.729999","","","","","","D1 PROFILE",""
"96109605609073","Nodes","","21.000000","28.696878","DDS demands","Known Flow","634581.312500","164245.906250","","0.000000","","","","-12.140000","","-10.855805","-12.140000","","","","","","D1 PROFILE",""
"96109600001552","Nodes","","21.000000","29.055539","Default Known Flow Node","Known Flow","634540.562500","164236.250000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96109605609064","Nodes","","21.000000","29.687369","DDS demands","Known Flow","634487.265946","164184.740782","","0.000000","","","","-5.409999","","-4.837718","-5.409999","","","","","","D1 PROFILE",""
"96109605609205","Nodes","","21.000000","28.583425","Default Known Flow Node","Known Flow","635552.500000","165052.000000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96109600001554","Nodes","","21.000000","28.690194","Default Known Flow Node","Known Flow","635547.250000","165092.750000","","0.000000","","","","","","0.000000","0.000000","","","","","","",""
"96109605609084","Nodes","","21.000000","28.693658","DDS demands","Known Flow","635545.500000","165099.906250","","0.000000","","","","-0.019999","","-0.017884","-0.019999","","","","","","D1 PROFILE",""
"96109605609061","Nodes","","21.000000","24.265888","DDS demands","Known Flow","634609.625000","163909.906250","","0.000000","","","0.000000","-15.979999","","-14.289601","-15.979999","","","","","C4 PROFILE","D1 PROFILE",""
