"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(IH)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(IH)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)","NodeFlowProfileNameByCategory(TT)"
"961086-2926051","Nodes","-292605","21.000000","30.674829","Default Known Flow Node","Known Flow","612747.137860","167148.139414","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502301","Nodes","5502301","21.000000","30.572319","DDS demands","Known Flow","612971.935000","167005.570000","0.000000","","","","","","-0.289999","","","","","","","","","-0.259323","-0.289999","","","","","","","","D1 PROFILE","","","","","","","","",""
"96108605502239","Nodes","5502239","21.000000","28.495039","DDS demands","Known Flow","612976.810000","167014.945000","0.000000","","-17.909999","","","","-9.020000","","","","","","","","","-24.081287","-26.929999","","","","C2 PROFILE","","","","D1 PROFILE","","","","","","","","",""
"961086-2810221","Nodes","-281022","21.000000","28.469241","Default Known Flow Node","Known Flow","612619.060000","167115.570000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2926001","Nodes","-292600","21.000000","28.067508","Default Known Flow Node","Known Flow","612707.185000","167256.945000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2926181","Nodes","-292618","21.000000","30.874711","Default Known Flow Node","Known Flow","612822.060000","167096.195000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2813651","Nodes","-281365","21.000000","29.924474","Default Known Flow Node","Known Flow","613287.060000","167075.445000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3258301","Nodes","-325830","21.000000","28.688051","Default Known Flow Node","Known Flow","613195.310000","167069.195000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502200","Nodes","5502200","21.000000","29.083975","DDS demands","Known Flow","613304.939761","167184.850697","0.000000","","","","","","-4.099999","","","","","","","","","-3.666293","-4.099999","","","","","","","","D1 PROFILE","","","","","","","","",""
"961086-2813411","Nodes","-281341","21.000000","29.068760","Default Known Flow Node","Known Flow","613205.685000","167281.695000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2813491","Nodes","-281349","21.000000","29.121712","Default Known Flow Node","Known Flow","613232.435000","167249.445000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502247","Nodes","5502247","21.000000","29.128645","Default Known Flow Node","Known Flow","613230.449136","167202.701082","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2813551","Nodes","-281355","21.000000","29.129635","Default Known Flow Node","Known Flow","613235.658874","167201.320188","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2813521","Nodes","-281352","21.000000","29.134963","Default Known Flow Node","Known Flow","613234.466283","167196.863665","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2813571","Nodes","-281357","21.000000","29.129590","Default Known Flow Node","Known Flow","613241.935666","167199.123310","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2813591","Nodes","-281359","21.000000","29.129345","Default Known Flow Node","Known Flow","613248.400762","167197.051969","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502302","Nodes","5502302","21.000000","29.084187","Default Known Flow Node","Known Flow","613312.177310","167182.771827","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502199","Nodes","5502199","21.000000","29.048257","DDS demands","Known Flow","613385.810000","167151.820000","0.000000","","","","","","-30.639998","","","","","","","","","-27.398835","-30.639998","","","","","","","","D1 PROFILE","","","","","","","","",""
"961086-2813731","Nodes","-281373","21.000000","28.950070","Default Known Flow Node","Known Flow","613341.060000","167250.820000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2813851","Nodes","-281385","21.000000","29.048257","Default Known Flow Node","Known Flow","613379.701693","167202.315550","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502304","Nodes","5502304","21.000000","29.048257","Default Known Flow Node","Known Flow","613410.117914","167195.353927","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502305","Nodes","5502305","21.000000","29.066035","Default Known Flow Node","Known Flow","613187.810000","167290.445000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502311","Nodes","5502311","21.000000","30.308953","Default Known Flow Node","Known Flow","613481.560000","167024.945000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3258411","Nodes","-325841","21.000000","30.308953","Default Known Flow Node","Known Flow","613482.310000","167039.445000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502148","Nodes","5502148","21.000000","31.379589","DDS demands","Known Flow","613820.305946","166975.589722","0.000000","","","","","","-8.569999","","","","","","","","","-7.663447","-8.569999","","","","","","","","D1 PROFILE","","","","","","","","",""
"961086-3258861","Nodes","-325886","21.000000","30.738287","Default Known Flow Node","Known Flow","613977.355985","167181.153152","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2814211","Nodes","-281421","21.000000","29.884142","Default Known Flow Node","Known Flow","613593.310000","167057.070000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2814231","Nodes","-281423","21.000000","29.884142","Default Known Flow Node","Known Flow","613597.810000","167088.820000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3258511","Nodes","-325851","21.000000","32.131514","Default Known Flow Node","Known Flow","613735.435000","167021.820000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3258521","Nodes","-325852","21.000000","32.127967","Default Known Flow Node","Known Flow","613741.685000","167027.570000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3258551","Nodes","-325855","21.000000","29.677611","Default Known Flow Node","Known Flow","613760.810000","167383.945000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3258561","Nodes","-325856","21.000000","29.677611","Default Known Flow Node","Known Flow","613763.060000","167382.320000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3258591","Nodes","-325859","21.000000","31.965702","Default Known Flow Node","Known Flow","613791.201091","167251.245111","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502315","Nodes","5502315","21.000000","32.022831","Default Known Flow Node","Known Flow","613850.685000","167184.945000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3258751","Nodes","-325875","21.000000","28.747773","Default Known Flow Node","Known Flow","613934.685000","167368.945000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502218","Nodes","5502218","21.000000","28.749300","DDS demands","Known Flow","613938.810000","167366.445000","0.000000","","","","","","-14.179999","","","","","","","","","-12.680009","-14.179999","","","","","","","","D1 PROFILE","","","","","","","","",""
"96108605502307","Nodes","5502307","21.000000","29.878870","Default Known Flow Node","Known Flow","613542.560000","167174.320000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502206","Nodes","5502206","21.000000","29.863933","DDS demands","Known Flow","613585.310000","167168.445000","0.000000","","","","","","-21.099999","","","","","","","","","-18.867996","-21.099999","","","","","","","","D1 PROFILE","","","","","","","","",""
"96108605502203","Nodes","5502203","21.000000","29.912334","DDS demands","Known Flow","613577.810000","167115.570000","0.000000","","","","","","-9.409999","","","","","","","","","-8.414590","-9.409999","","","","","","","","D1 PROFILE","","","","","","","","",""
"96108605502309","Nodes","5502309","21.000000","29.897357","Default Known Flow Node","Known Flow","613534.935000","167121.445000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502204","Nodes","5502204","21.000000","29.889281","DDS demands","Known Flow","613579.310000","167126.820000","0.000000","","","","","","-16.639999","","","","","","","","","-14.879785","-16.639999","","","","","","","","D1 PROFILE","","","","","","","","",""
"961086-2814191","Nodes","-281419","21.000000","29.884142","Default Known Flow Node","Known Flow","613588.935000","167125.570000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2814171","Nodes","-281417","21.000000","29.879032","Default Known Flow Node","Known Flow","613580.560000","167135.945000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502205","Nodes","5502205","21.000000","29.863890","DDS demands","Known Flow","613590.060000","167134.570000","0.000000","","","","","","-6.900000","","","","","","","","","-6.170103","-6.900000","","","","","","","","D1 PROFILE","","","","","","","","",""
"96108605502310","Nodes","5502310","21.000000","29.825946","Default Known Flow Node","Known Flow","613669.185000","167175.820000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2814241","Nodes","-281424","21.000000","29.778415","Default Known Flow Node","Known Flow","613605.560000","167288.695000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502207","Nodes","5502207","21.000000","29.774985","DDS demands","Known Flow","613615.060000","167285.945000","0.000000","","","","","","-10.220000","","","","","","","","","-9.138907","-10.220000","","","","","","","","D1 PROFILE","","","","","","","","",""
"961086-2814351","Nodes","-281435","21.000000","29.749235","Default Known Flow Node","Known Flow","613653.310000","167375.195000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502209","Nodes","5502209","21.000000","29.746561","DDS demands","Known Flow","613667.810000","167391.070000","0.000000","","","","","","-3.549999","","","","","","","","","-3.174473","-3.549999","","","","","","","","D1 PROFILE","","","","","","","","",""
"96108605502210","Nodes","5502210","21.000000","29.761216","DDS demands","Known Flow","613695.185000","167232.570000","0.000000","","","","","","-17.100000","","","","","","","","","-15.291126","-17.100000","","","","","","","","D1 PROFILE","","","","","","","","",""
"96108605502313","Nodes","5502313","21.000000","29.752607","Default Known Flow Node","Known Flow","613646.435000","167362.445000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2814271","Nodes","-281427","21.000000","29.775010","Default Known Flow Node","Known Flow","613613.810000","167281.820000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2814571","Nodes","-281457","21.000000","29.744747","Default Known Flow Node","Known Flow","613738.810000","167280.570000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2814661","Nodes","-281466","21.000000","29.744591","Default Known Flow Node","Known Flow","613772.435000","167307.445000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2814621","Nodes","-281462","21.000000","29.745314","Default Known Flow Node","Known Flow","613746.810000","167292.945000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2814671","Nodes","-281467","21.000000","29.744747","Default Known Flow Node","Known Flow","613773.935000","167318.945000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3258471","Nodes","-325847","21.000000","29.725210","Default Known Flow Node","Known Flow","613695.810000","167408.820000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502212","Nodes","5502212","21.000000","29.679162","DDS demands","Known Flow","613758.310000","167375.320000","0.000000","","","","","","-19.120001","","","","","","","","","-17.097448","-19.120001","","","","","","","","D1 PROFILE","","","","","","","","",""
"96108605502217","Nodes","5502217","21.000000","28.856020","DDS demands","Known Flow","613974.560000","167323.820000","0.000000","","","","","","-5.189999","","","","","","","","","-4.640990","-5.189999","","","","","","","","D1 PROFILE","","","","","","","","",""
"96108605502220","Nodes","5502220","21.000000","28.549307","DDS demands","Known Flow","613979.435000","167426.070000","0.000000","","","","","","-18.969999","","","","","","","","","-16.963314","-18.969999","","","","","","","","D1 PROFILE","","","","","","","","",""
"961086-3258841","Nodes","-325884","21.000000","30.718941","Default Known Flow Node","Known Flow","613971.995656","167185.843440","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502226","Nodes","5502226","21.000000","31.935350","DDS demands","Known Flow","614128.518231","167236.589155","0.000000","","","","","","-19.929999","","","","","","","","","-17.821762","-19.929999","","","","","","","","D1 PROFILE","","","","","","","","",""
"96108605502253","Nodes","5502253","21.000000","28.743298","Default Known Flow Node","Known Flow","614024.935000","167379.070000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3200841","Nodes","-320084","21.000000","31.005429","Default Known Flow Node","Known Flow","614006.933517","167220.972741","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3200851","Nodes","-320085","21.000000","31.445080","Default Known Flow Node","Known Flow","614089.413668","167356.891486","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502254","Nodes","5502254","21.000000","31.460700","DDS demands","Known Flow","614091.253859","167355.001560","0.000000","","","","","","-3.049999","","","","","","","","","-2.727364","-3.049999","","","","","","","","D1 PROFILE","","","","","","","","",""
"96108605502223","Nodes","5502223","21.000000","30.892528","DDS demands","Known Flow","614119.104373","167065.382467","0.000000","","","","","","-34.540000","","","","","","","","","-30.886287","-34.540000","","","","","","","","D1 PROFILE","","","","","","","","",""
"96108605502326","Nodes","","21.000000","33.558355","Default Known Flow Node","Known Flow","614211.196024","167054.436314","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3258921","Nodes","-325892","21.000000","31.417675","Default Known Flow Node","Known Flow","614069.445690","167343.906805","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502327","Nodes","5502327","21.000000","32.115542","Default Known Flow Node","Known Flow","614171.685000","167294.195000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3200961","Nodes","-320096","21.000000","32.400495","Default Known Flow Node","Known Flow","614222.337289","167250.225771","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502251","Nodes","5502251","21.000000","32.672193","DDS demands","Known Flow","614279.162052","167208.664284","0.000000","","","","","","-1.059999","","","","","","","","","-0.947870","-1.059999","","","","","","","","D1 PROFILE","","","","","","","","",""
"961086-3201001","Nodes","-320100","21.000000","32.922344","Default Known Flow Node","Known Flow","614279.560000","167198.945000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3201021","Nodes","-320102","21.000000","32.993697","Default Known Flow Node","Known Flow","614295.435000","167184.070000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3258911","Nodes","-325891","21.000000","28.726237","Default Known Flow Node","Known Flow","614030.435000","167385.320000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502227","Nodes","5502227","21.000000","32.164660","DDS demands","Known Flow","614175.109775","167287.694593","0.000000","","","","","","-28.810000","","","","","","","","","-25.762419","-28.810000","","","","","","","","D1 PROFILE","","","","","","","","",""
"961086-2422801","Nodes","-242280","21.000000","25.037889","Default Known Flow Node","Known Flow","608415.540453","164867.960480","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605501330","Nodes","5501330","21.000000","32.063155","DDS demands","Known Flow","609152.685000","164985.070000","0.000000","","","","","","-30.519999","","","","","","","","","-27.291530","-30.519999","","","","","","","","D1 PROFILE","","","","","","","","",""
"96108605507419","Nodes","5507419","21.000000","32.167019","Default Known Flow Node","Known Flow","609234.810000","164970.820000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605501422","Nodes","5501422","21.000000","32.121955","Default Known Flow Node","Known Flow","609264.310000","164961.070000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-1976761","Nodes","-197676","21.000000","28.434856","Default Known Flow Node","Known Flow","609859.060000","165022.820000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-1900941","Nodes","-190094","21.000000","29.426204","Default Known Flow Node","Known Flow","610330.846619","165333.203138","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108600007315","Nodes","Logger 7315, opposite 55 Gordon Road","21.000000","30.889241","Val Log Post","Known Flow","610898.810000","165420.070000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-4964771","Nodes","-496477","21.000000","30.926632","Default Known Flow Node","Known Flow","610900.310000","165417.820000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-4964871","Nodes","-496487","21.000000","28.632226","Default Known Flow Node","Known Flow","611388.810000","165396.695000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-4964851","Nodes","-496485","21.000000","28.458717","Default Known Flow Node","Known Flow","611363.060000","165430.445000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3526541","Nodes","-352654","21.000000","28.588841","Default Known Flow Node","Known Flow","611220.560000","165252.320000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3526551","Nodes","-352655","21.000000","28.545460","Default Known Flow Node","Known Flow","611234.935000","165268.320000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3526581","Nodes","-352658","21.000000","28.588841","Default Known Flow Node","Known Flow","611250.935000","165298.195000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3526591","Nodes","-352659","21.000000","28.588841","Default Known Flow Node","Known Flow","611263.310000","165318.195000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-4964821","Nodes","-496482","21.000000","28.502085","Default Known Flow Node","Known Flow","611317.685000","165312.945000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-4964831","Nodes","-496483","21.000000","28.502085","Default Known Flow Node","Known Flow","611339.935000","165375.695000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3526561","Nodes","-352656","21.000000","28.588841","Default Known Flow Node","Known Flow","611241.810000","165287.195000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3526571","Nodes","-352657","21.000000","28.545460","Default Known Flow Node","Known Flow","611247.560000","165259.695000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3526611","Nodes","-352661","21.000000","28.502085","Default Known Flow Node","Known Flow","611279.435000","165311.195000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3526601","Nodes","-352660","21.000000","28.588841","Default Known Flow Node","Known Flow","611274.060000","165338.945000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-1117489","Nodes","-1117489","21.000000","30.731874","Default Known Flow Node","Known Flow","611639.310000","165197.195000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-5935861","Nodes","-593586","21.000000","32.361645","Default Known Flow Node","Known Flow","612148.810000","165220.945000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-5935851","Nodes","-593585","21.000000","32.361645","Default Known Flow Node","Known Flow","612145.560000","165229.070000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605501148","Nodes","5501148","21.000000","31.101213","DDS demands","Known Flow","610674.310000","165773.070000","0.000000","","","","","","-14.330000","","","","","","","","","-12.814142","-14.330000","","","","","","","","D1 PROFILE","","","","","","","","",""
"96108605501144","Nodes","5501144","21.000000","30.476082","DDS demands","Known Flow","610826.185000","165565.820000","0.000000","","","","","","-12.130000","","","","","","","","","-10.846863","-12.130000","","","","","","","","D1 PROFILE","","","","","","","","",""
"961086-1902181","Nodes","-190218","21.000000","27.528313","Default Known Flow Node","Known Flow","610857.876783","165808.969445","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-8068801","Nodes","-806880","21.000000","27.434032","Default Known Flow Node","Known Flow","610866.170159","165802.972697","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-8068811","Nodes","-806881","21.000000","27.395273","Default Known Flow Node","Known Flow","610875.185000","165842.570000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605501158","Nodes","5501158","21.000000","27.022158","DDS demands","Known Flow","610880.310000","165670.945000","0.000000","","","","","","-26.059998","","","","","","","","","-23.303317","-26.059998","","","","","","","","D1 PROFILE","","","","","","","","",""
"96108605501157","Nodes","5501157","21.000000","27.003299","DDS demands","Known Flow","610944.435000","165625.695000","0.000000","","","","","","-18.770000","","","","","","","","","-16.784470","-18.770000","","","","","","","","D1 PROFILE","","","","","","","","",""
"961086-8068841","Nodes","-806884","21.000000","27.377047","Default Known Flow Node","Known Flow","610892.810000","165855.570000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605501143","Nodes","5501143","21.000000","30.545288","DDS demands","Known Flow","610961.435000","165500.195000","0.000000","","","","","","-11.310000","","","","","","","","","-10.113604","-11.310000","","","","","","","","D1 PROFILE","","","","","","","","",""
"961086-4964791","Nodes","-496479","21.000000","30.499402","Default Known Flow Node","Known Flow","610965.810000","165500.570000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-4964801","Nodes","-496480","21.000000","30.471815","Default Known Flow Node","Known Flow","610968.060000","165498.695000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605501153","Nodes","5501153","21.000000","27.377047","DDS demands","Known Flow","610880.060000","165838.570000","0.000000","","","","","","-26.819999","","","","","","","","","-23.982923","-26.819999","","","","","","","","D1 PROFILE","","","","","","","","",""
"96108605501146","Nodes","5501146","21.000000","31.119283","DDS demands","Known Flow","610696.560000","165669.570000","0.000000","","","","","","-5.199999","","","","","","","","","-4.649932","-5.199999","","","","","","","","D1 PROFILE","","","","","","","","",""
"961086-9992641","Nodes","-999264","21.000000","36.023486","Default Known Flow Node","Known Flow","612515.060000","165919.820000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-1079642","Nodes","-1079642","21.000000","26.615512","Default Known Flow Node","Known Flow","610892.310000","166463.570000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-3141961","Nodes","-314196","21.000000","29.210536","Default Known Flow Node","Known Flow","613503.898722","166024.997448","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2933891","Nodes","-293389","21.000000","29.210536","Default Known Flow Node","Known Flow","613513.310000","165953.570000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108600007317","Nodes","Logger 7317, Harbour Street","21.000000","24.549733","Val Log Post","Known Flow","610892.435000","166973.070000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-4979261","Nodes","-497926","21.000000","24.511789","Default Known Flow Node","Known Flow","610921.935000","166985.320000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502056","Nodes","5502056 (C2, -27.430)","21.000000","24.512591","DDS demands","Known Flow","610923.685000","166981.070000","0.000000","","-24.999999","","","","-11.119999","","","","","","","","","-32.299150","-36.119999","","","","C2 PROFILE","","","","D1 PROFILE","","","","","","","","",""
"961086-1041368","Nodes","-1041368","21.000000","33.115466","Default Known Flow Node","Known Flow","611821.435000","166590.070000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-2810091","Nodes","-281009","21.000000","31.196753","Default Known Flow Node","Known Flow","612496.435000","166918.445000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502133","Nodes","5502133","21.000000","31.232523","DDS demands","Known Flow","612497.560000","166918.445000","0.000000","","","","","","-8.600000","","","","","","","","","-7.690274","-8.600000","","","","","","","","D1 PROFILE","","","","","","","","",""
"961086-5960431","Nodes","-596043","21.000000","30.089246","Default Known Flow Node","Known Flow","613395.414379","166947.911603","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-5960441","Nodes","-596044","21.000000","29.955279","Default Known Flow Node","Known Flow","613402.310000","166902.945000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"961086-5960451","Nodes","-596045","21.000000","29.955279","Default Known Flow Node","Known Flow","613409.185000","166913.695000","0.000000","","","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","","",""
"96108605502150","Nodes","5502150","21.000000","29.955279","DDS demands","Known Flow","613408.935000","166916.945000","0.000000","","","","","","-31.950001","","","","","","","","","-28.570264","-31.950001","","","","","","","","D1 PROFILE","","","","","","","","",""
