"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)"
"96109805702036","Nodes","","21.000000","29.699942","DDS demands","Known Flow","594612.375000","148458.750000","","0.000000","","","","","-1.009999","","-0.903160","-1.009999","","","","","","","D1 PROFILE",""
"96109805702035","Nodes","","21.000000","29.702013","DDS demands","Known Flow","594612.500000","148487.750000","","0.000000","","","","","-11.379999","","-10.176199","-11.379999","","","","","","","D1 PROFILE",""
"96109805702061","Nodes","","21.000000","23.168829","DDS demands","Known Flow","595520.000000","149235.750000","","0.000000","","","","","-1.460000","","-1.305558","-1.460000","","","","","","","D1 PROFILE",""
"96109800001457","Nodes","Logger 1457","21.000000","23.081835","Val Log Post","Known Flow","595471.375000","149177.500000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96109805702015","Nodes","","21.000000","22.993029","DDS demands","Known Flow","595469.125000","149174.875000","","0.000000","","","","","-13.770000","","-12.313380","-13.770000","","","","","","","D1 PROFILE",""
"96109805702158","Nodes","","21.000000","23.601836","Default Known Flow Node","Known Flow","595995.750000","149087.875000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96109800001456","Nodes","Logger 1456","21.000000","23.221380","Log Low Point","Known Flow","595706.250000","149336.968750","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96109805702018","Nodes","","21.000000","23.221781","DDS demands","Known Flow","595700.375000","149341.750000","","0.000000","","","","","-10.079999","","-9.013715","-10.079999","","","","","","","D1 PROFILE",""
"96109805702090","Nodes","","21.000000","28.512844","DDS demands","Known Flow","595369.500000","149768.000000","","0.000000","","","","","-1.669999","","-1.493343","-1.669999","","","","","","","D1 PROFILE",""
"96109800001455","Nodes","Logger 1455","21.000000","29.368431","Val Log Post","Known Flow","595332.750000","149653.500000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96109805702087","Nodes","","21.000000","29.514675","DDS demands","Known Flow","595308.000000","149638.250000","","0.000000","","","","","-0.839999","","-0.751143","-0.839999","","","","","","","D1 PROFILE",""
"96109805702151","Nodes","","21.000000","29.709782","Default Known Flow Node","Known Flow","594619.375000","148488.250000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96109805702154","Nodes","","21.000000","29.833872","Default Known Flow Node","Known Flow","594623.250000","148576.750000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96109805702156","Nodes","","21.000000","30.757655","Default Known Flow Node","Known Flow","594848.500000","148952.125000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
"96109805702034","Nodes","","21.000000","30.845457","DDS demands","Known Flow","594895.875000","148911.375000","","0.000000","","","","","-1.690000","","-1.511228","-1.690000","","","","","","","D1 PROFILE",""
"96109805702155","Nodes","","21.000000","30.397055","Default Known Flow Node","Known Flow","594804.750000","148816.375000","","0.000000","","","","","","","0.000000","0.000000","","","","","","","",""
