"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)"
"96106905208020","Nodes","","21.000000","28.673745","DDS demands","Known Flow","630948.915839","154888.405356","","0.000000","","","","","-28.139998","","","-25.163291","-28.139998","","","","","","","D1 PROFILE","",""
"96106905208083","Nodes","","21.000000","28.427496","DDS demands","Known Flow","630952.171234","154840.552871","","0.000000","","","","","-1.059999","","","-0.947870","-1.059999","","","","","","","D1 PROFILE","",""
"96106905208137","Nodes","","21.000000","28.451993","DDS demands","Known Flow","630951.956860","154844.625960","","0.000000","","","","","-1.659999","","","-1.484401","-1.659999","","","","","","","D1 PROFILE","",""
"96106905208019","Nodes","","21.000000","29.201612","DDS demands","Known Flow","630947.348523","154963.714317","","0.000000","","","","","-5.729999","","","-5.123868","-5.729999","","","","","","","D1 PROFILE","",""
"96106905208082","Nodes","","21.000000","28.656559","DDS demands","Known Flow","630947.832583","154888.442133","","0.000000","","","","","-3.170000","","","-2.834670","-3.170000","","","","","","","D1 PROFILE","",""
"96106905208045","Nodes","","21.000000","28.329789","DDS demands","Known Flow","630953.308917","154817.016317","","0.000000","","","","-5.070000","","","","-4.533684","-5.070000","","","","","","C4 PROFILE","","",""
"96106905208086","Nodes","","21.000000","27.701489","Default Known Flow Node","Known Flow","630955.562916","154696.477173","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96106905208085","Nodes","","21.000000","27.699572","Default Known Flow Node","Known Flow","630958.108549","154691.918180","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96106900004803","Nodes","Logger 4803, Cobblers Cottage, Lower Street","21.000000","27.691503","Default Known Flow Node","Known Flow","630960.398488","154682.552919","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96106905208022","Nodes","","21.000000","27.637983","DDS demands","Known Flow","630963.136451","154670.674145","","0.000000","","","","-4.610000","-12.550000","","","-15.344779","-17.160000","","","","","","C4 PROFILE","D1 PROFILE","",""
"96106905208011","Nodes","","21.000000","24.266901","DDS demands","Known Flow","630652.524951","155125.202019","","0.000000","","","","","-14.550000","","","-13.010870","-14.550000","","","","","","","D1 PROFILE","",""
"96106900004805","Nodes","Logger 4805, Garland, Gore Road","21.000000","24.460949","Default Known Flow Node","Known Flow","630645.151345","155109.631160","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96106905208060","Nodes","","21.000000","24.577087","DDS demands","Known Flow","630637.625755","155092.463412","","0.000000","","","","","-0.850000","","","-0.760085","-0.850000","","","","","","","D1 PROFILE","",""
"96106905208047","Nodes","","21.000000","32.050818","DDS demands","Known Flow","630914.338743","155313.088938","","0.000000","","","","","-1.490000","","","-1.332384","-1.490000","","","","","","","D1 PROFILE","",""
"96106905208041","Nodes","","21.000000","26.654288","DDS demands","Known Flow","630461.722500","150877.136486","","0.000000","","","","","-14.349999","","","-12.832026","-14.349999","","","","","","","D1 PROFILE","",""
"96106900171620","Nodes","","21.000000","26.653544","Default Known Flow Node","Known Flow","630458.688706","150877.716265","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96106905208136","Nodes","","21.000000","26.477703","DDS demands","Known Flow","630400.872690","150741.103228","","0.000000","","","","","-6.690000","","","-5.982318","-6.690000","","","","","","","D1 PROFILE","",""
"96106905208042","Nodes","","21.000000","27.273744","Default Known Flow Node","Known Flow","630562.000775","150855.140755","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96106905208040","Nodes","","21.000000","26.335309","DDS demands","Known Flow","630483.989708","151028.744851","","0.000000","","","","","-10.739999","","","-9.603899","-10.739999","","","","","","","D1 PROFILE","",""
"96106900171617","Nodes","","21.000000","25.187470","DDS demands","Known Flow","630224.450642","151315.333384","","0.000000","","","","","-4.210000","","","-3.764657","-4.210000","","","","","","","D1 PROFILE","",""
"96106900171614","Nodes","","21.000000","24.372540","Default Known Flow Node","Known Flow","630171.022628","151259.443369","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96106905208135","Nodes","","21.000000","21.538022","DDS demands","Known Flow","630113.019612","151132.812335","","0.000000","","-20.850000","","","-1.860000","","","-20.307688","-22.710001","","","","C2 PROFILE","","","D1 PROFILE","",""
"96106905208038","Nodes","","21.000000","26.414676","DDS demands","Known Flow","630184.601063","151397.782237","","0.000000","","","","","-1.240000","","","-1.108830","-1.240000","","","","","","","D1 PROFILE","",""
"96106905208132","Nodes","","21.000000","26.332819","DDS demands","Known Flow","629867.973545","151497.150434","","0.000000","","","","","-7.139999","","","-6.384715","-7.139999","","","","","","","D1 PROFILE","",""
"96106900171625","Nodes","","21.000000","27.130769","DDS demands","Known Flow","630546.892489","151023.197226","","0.000000","","","","-6.480000","","","","-5.794532","-6.480000","","","","","","C4 PROFILE","","",""
"96106905208043","Nodes","","21.000000","27.158159","DDS demands","Known Flow","630548.277730","151022.978305","","0.000000","","","","","-1.789999","","","-1.600649","-1.789999","","","","","","","D1 PROFILE","",""
"96106905208035","Nodes","","21.000000","27.121695","DDS demands","Known Flow","630515.224310","151509.402980","","0.000000","","","","","-19.639999","","","-17.562439","-19.639999","","","","","","","D1 PROFILE","",""
"96106900223604","Nodes","","21.000000","26.967630","Default Known Flow Node","Known Flow","630966.113678","154235.600964","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96106905208123","Nodes","","21.000000","27.318682","Default Known Flow Node","Known Flow","630971.093482","154380.686894","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96106905208126","Nodes","","21.000000","26.891401","DDS demands","Known Flow","630961.069141","154103.097883","","0.000000","","","","","-0.730000","","","-0.652779","-0.730000","","","","","","","D1 PROFILE","",""
"96106905208031","Nodes","","21.000000","26.897245","DDS demands","Known Flow","630971.778454","154111.236533","","0.000000","","","","","-3.589999","","","-3.210242","-3.589999","","","","","","","D1 PROFILE","",""
"96106900223602","Nodes","","21.000000","27.322979","Default Known Flow Node","Known Flow","630964.127816","154465.760182","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96106905208121","Nodes","","21.000000","27.453504","Default Known Flow Node","Known Flow","630963.902697","154476.363538","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96106905208122","Nodes","","21.000000","27.264413","Default Known Flow Node","Known Flow","630973.005585","154380.350859","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96106900231166","Nodes","","21.000000","22.494204","DDS demands","Known Flow","631156.022896","153945.035100","","0.000000","","","","","-3.160000","","","-2.825728","-3.160000","","","","","","","D1 PROFILE","",""
"96106905208124","Nodes","","21.000000","22.487499","DDS demands","Known Flow","631163.075420","154013.701215","","0.000000","","","","","-5.749999","","","-5.141752","-5.749999","","","","","","","D1 PROFILE","",""
"96106905208125","Nodes","","21.000000","22.125518","DDS demands","Known Flow","631210.697911","154132.912151","","0.000000","","","","","-6.350000","","","-5.678283","-6.350000","","","","","","","D1 PROFILE","",""
"96106905208107","Nodes","","21.000000","22.989114","DDS demands","Known Flow","630351.504677","154809.694335","","0.000000","","","","","-3.899999","","","-3.487449","-3.899999","","","","","","","D1 PROFILE","",""
"96106900328141","Nodes","","21.000000","22.816182","DDS demands","Known Flow","630383.850686","154851.297346","","0.000000","","","","","-5.789999","","","-5.177521","-5.789999","","","","","","","D1 PROFILE","",""
"96106900328140","Nodes","","21.000000","23.482837","DDS demands","Known Flow","630384.403686","154647.262291","","0.000000","","","","","-11.839999","","","-10.587540","-11.839999","","","","","","","D1 PROFILE","",""
"96106905208101","Nodes","","21.000000","24.156720","DDS demands","Known Flow","630433.059860","154629.514739","","0.000000","","","","","-13.820000","","","-12.358091","-13.820000","","","","","","","D1 PROFILE","",""
"96106905208028","Nodes","","21.000000","23.930403","DDS demands","Known Flow","630288.114660","154594.632277","","0.000000","","","","","-30.669999","","","-27.425662","-30.669999","","","","","","","D1 PROFILE","",""
"96106905208106","Nodes","","21.000000","23.005388","DDS demands","Known Flow","630357.521679","154806.888334","","0.000000","","","","","-4.480000","","","-4.006096","-4.480000","","","","","","","D1 PROFILE","",""
"96106900328142","Nodes","","21.000000","23.030855","Default Known Flow Node","Known Flow","630402.135691","154774.875326","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96106905208102","Nodes","","21.000000","24.001125","DDS demands","Known Flow","630434.032699","154731.128314","","0.000000","","","","","-7.979999","","","-7.135858","-7.979999","","","","","","","D1 PROFILE","",""
"96106905208103","Nodes","","21.000000","24.278488","DDS demands","Known Flow","630384.437182","154574.432462","","0.000000","","","","","-4.039999","","","-3.612640","-4.039999","","","","","","","D1 PROFILE","",""
"96106900383052","Nodes","","21.000000","23.960919","DDS demands","Known Flow","630304.882664","154611.877281","","0.000000","","","","","-0.990000","","","-0.885275","-0.990000","","","","","","","D1 PROFILE","",""
"96106905208104","Nodes","","21.000000","24.036605","DDS demands","Known Flow","630323.630669","154585.110274","","0.000000","","","","","-12.229999","","","-10.936285","-12.229999","","","","","","","D1 PROFILE","",""
"96106905208027","Nodes","","21.000000","22.947659","DDS demands","Known Flow","630412.288693","154782.721328","","0.000000","","","","","-11.319999","","","-10.122546","-11.319999","","","","","","","D1 PROFILE","",""
"96106905208100","Nodes","","21.000000","24.246755","DDS demands","Known Flow","630413.944266","154588.922570","","0.000000","","","","","-3.299999","","","-2.950918","-3.299999","","","","","","","D1 PROFILE","",""
"96106900383059","Nodes","","21.000000","23.009529","Default Known Flow Node","Known Flow","630430.760698","154806.577334","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96106900383061","Nodes","","21.000000","22.995412","Default Known Flow Node","Known Flow","630442.129702","154821.395338","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96106900383062","Nodes","","21.000000","22.989702","Default Known Flow Node","Known Flow","630448.316703","154817.058337","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96106900328144","Nodes","","21.000000","24.833404","DDS demands","Known Flow","630571.269886","154534.106839","","0.000000","","","","","-9.439999","","","-8.441416","-9.439999","","","","","","","D1 PROFILE","",""
"96106900390653","Nodes","","21.000000","27.467277","Default Known Flow Node","Known Flow","630963.491739","154524.919253","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96106900231148","Nodes","","21.000000","25.776324","DDS demands","Known Flow","630751.084786","154708.827308","","0.000000","","","","","-0.629999","","","-0.563357","-0.629999","","","","","","","D1 PROFILE","",""
"96106905208095","Nodes","","21.000000","25.776612","DDS demands","Known Flow","630761.428004","154707.988509","","0.000000","","","","","-2.769999","","","-2.476983","-2.769999","","","","","","","D1 PROFILE","",""
"96106905208094","Nodes","","21.000000","25.876393","DDS demands","Known Flow","630778.490831","154649.327298","","0.000000","","","","","-0.799999","","","-0.715374","-0.799999","","","","","","","D1 PROFILE","",""
"96106900231153","Nodes","","21.000000","25.727163","Default Known Flow Node","Known Flow","630788.559407","154719.336308","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96106900390644","Nodes","","21.000000","27.012772","DDS demands","Known Flow","630845.481853","154979.606540","","0.000000","","","","","-1.409999","","","-1.260847","-1.409999","","","","","","","D1 PROFILE","",""
"96106905208055","Nodes","","21.000000","27.150941","Default Known Flow Node","Known Flow","630810.256802","154981.168382","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96106900390645","Nodes","","21.000000","27.012408","DDS demands","Known Flow","630845.573811","154982.855382","","0.000000","","","","","-0.980000","","","-0.876333","-0.980000","","","","","","","D1 PROFILE","",""
"96106905208087","Nodes","","21.000000","26.750411","DDS demands","Known Flow","630876.705820","154683.760301","","0.000000","","","","","-3.950000","","","-3.532160","-3.950000","","","","","","","D1 PROFILE","",""
"96106900231152","Nodes","","21.000000","25.726224","DDS demands","Known Flow","630790.053796","154716.939310","","0.000000","","","","","-1.770000","","","-1.582765","-1.770000","","","","","","","D1 PROFILE","",""
"96106905208089","Nodes","","21.000000","26.521778","DDS demands","Known Flow","630868.398817","154770.550324","","0.000000","","","","","-7.459999","","","-6.670865","-7.459999","","","","","","","D1 PROFILE","",""
"96106905208088","Nodes","","21.000000","26.709172","DDS demands","Known Flow","630869.700361","154716.891478","","0.000000","","","","","-2.180000","","","-1.949395","-2.180000","","","","","","","D1 PROFILE","",""
"96106900231158","Nodes","","21.000000","26.337157","DDS demands","Known Flow","630856.973814","154824.385339","","0.000000","","","","","-1.909999","","","-1.707956","-1.909999","","","","","","","D1 PROFILE","",""
"96106905208093","Nodes","","21.000000","25.909442","DDS demands","Known Flow","630839.159810","154859.331349","","0.000000","","","","","-7.489999","","","-6.697691","-7.489999","","","","","","","D1 PROFILE","",""
"96106905208097","Nodes","","21.000000","24.928420","Default Known Flow Node","Known Flow","630599.916744","154558.721267","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96106905208056","Nodes","","21.000000","25.406711","DDS demands","Known Flow","630717.446874","154993.105888","","0.000000","","","","","-8.899999","","","-7.958538","-8.899999","","","","","","","D1 PROFILE","",""
"96106905208058","Nodes","","21.000000","22.825748","DDS demands","Known Flow","630591.047742","154948.646373","","0.000000","","-14.779999","","","-17.270000","","","-28.659683","-32.050001","","","","C2 PROFILE","","","D1 PROFILE","",""
"96106900390641","Nodes","","21.000000","27.098293","DDS demands","Known Flow","630795.860798","154981.253382","","0.000000","","","","","-0.790000","","","-0.706432","-0.790000","","","","","","","D1 PROFILE","",""
"96106905208024","Nodes","","21.000000","27.681697","DDS demands","Known Flow","630951.918651","154695.894816","","0.000000","","","","","-10.800000","","","-9.657553","-10.800000","","","","","","","D1 PROFILE","",""
"96106900390640","Nodes","","21.000000","27.112487","DDS demands","Known Flow","630794.375797","154956.132375","","0.000000","","","","","-4.130000","","","-3.693120","-4.130000","","","","","","","D1 PROFILE","",""
"96106900390639","Nodes","","21.000000","27.099651","DDS demands","Known Flow","630754.151786","154944.629372","","0.000000","","","","","-0.469999","","","-0.420282","-0.469999","","","","","","","D1 PROFILE","",""
"96106900390643","Nodes","","21.000000","27.031812","DDS demands","Known Flow","630843.375313","154951.672827","","0.000000","","","","","-1.620000","","","-1.448633","-1.620000","","","","","","","D1 PROFILE","",""
"96106900390646","Nodes","","21.000000","28.263151","DDS demands","Known Flow","630916.578831","154885.982356","","0.000000","","","-8.569999","","-7.349999","","","-14.235948","-15.919999","","","","","C3 PROFILE","","D1 PROFILE","",""
"96106905208119","Nodes","","21.000000","27.555274","DDS demands","Known Flow","630964.756308","154528.100706","","0.000000","","","","","-0.540000","","","-0.482877","-0.540000","","","","","","","D1 PROFILE","",""
"96106905208120","Nodes","","21.000000","27.771860","Default Known Flow Node","Known Flow","630809.606480","154534.161958","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96106900231163","Nodes","","21.000000","27.641507","Default Known Flow Node","Known Flow","630972.868277","154681.341872","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96106905208021","Nodes","","21.000000","27.307284","DDS demands","Known Flow","631054.224868","154826.233340","","0.000000","-4.439999","","","","-9.220000","","","-12.215016","-13.659999","","","C1 PROFILE","","","","D1 PROFILE","",""
"96106900231171","Nodes","","21.000000","24.264550","DDS demands","Known Flow","631331.647706","154582.941671","","0.000000","","","","","-3.260000","","","-2.915150","-3.260000","","","","","","","D1 PROFILE","",""
"96106905208117","Nodes","","21.000000","26.540195","Default Known Flow Node","Known Flow","631073.432064","154652.054314","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96106900231169","Nodes","","21.000000","24.707965","Default Known Flow Node","Known Flow","631215.197486","154597.008109","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96106900390656","Nodes","","21.000000","27.613827","Default Known Flow Node","Known Flow","631015.656359","154868.575384","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96106900383082","Nodes","","21.000000","25.389971","DDS demands","Known Flow","630685.933446","154996.123337","","0.000000","","","","","-3.110000","","","-2.781017","-3.110000","","","","","","","D1 PROFILE","",""
"96106905208057","Nodes","","21.000000","25.389730","DDS demands","Known Flow","630687.203540","155002.476125","","0.000000","","","","","-5.050000","","","-4.515800","-5.050000","","","","","","","D1 PROFILE","",""
"96106905208059","Nodes","","21.000000","25.208764","DDS demands","Known Flow","630693.999770","155066.929405","","0.000000","","","","","-7.239999","","","-6.474137","-7.239999","","","","","","","D1 PROFILE","",""
"96106905208016","Nodes","","21.000000","25.476963","DDS demands","Known Flow","630731.269006","155052.554830","","0.000000","","","","","-1.840000","","","-1.645360","-1.840000","","","","","","","D1 PROFILE","",""
"96106905208012","Nodes","","21.000000","23.059436","DDS demands","Known Flow","630777.873000","155300.977226","","0.000000","","","","","-2.269999","","","-2.029874","-2.269999","","","","","","","D1 PROFILE","",""
"96106905208071","Nodes","","21.000000","22.740554","DDS demands","Known Flow","630822.702805","155389.128493","","0.000000","","","","","-8.399999","","","-7.511430","-8.399999","","","","","","","D1 PROFILE","",""
"96106905208072","Nodes","","21.000000","22.451209","DDS demands","Known Flow","630882.290056","155480.319078","","0.000000","","","","","-1.120000","","","-1.001524","-1.120000","","","","","","","D1 PROFILE","",""
"96106900383118","Nodes","","21.000000","21.873632","DDS demands","Known Flow","630881.076629","155360.968617","","0.000000","","","","","-2.799999","","","-2.503810","-2.799999","","","","","","","D1 PROFILE","",""
"96106905208074","Nodes","","21.000000","21.890593","DDS demands","Known Flow","630867.082180","155367.712643","","0.000000","","","","","-1.429999","","","-1.278731","-1.429999","","","","","","","D1 PROFILE","",""
"96106905208014","Nodes","","21.000000","31.672375","DDS demands","Known Flow","630916.267830","155304.888470","","0.000000","","","","","-1.789999","","","-1.600649","-1.789999","","","","","","","D1 PROFILE","",""
"96106900345187","Nodes","","21.000000","31.281686","DDS demands","Known Flow","630959.038842","155266.873459","","0.000000","","","","","-5.789999","","","-5.177521","-5.789999","","","","","","","D1 PROFILE","",""
"96106905208062","Nodes","","21.000000","24.604689","Default Known Flow Node","Known Flow","630625.820179","155061.707803","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96106905208063","Nodes","","21.000000","24.738458","DDS demands","Known Flow","630590.136978","155007.943447","","0.000000","","","","","-3.980000","","","-3.558987","-3.980000","","","","","","","D1 PROFILE","",""
"96106900383076","Nodes","","21.000000","24.521494","DDS demands","Known Flow","630598.264744","155065.756405","","0.000000","","","","","-7.909999","","","-7.073263","-7.909999","","","","","","","D1 PROFILE","",""
"96106905208061","Nodes","","21.000000","24.570614","DDS demands","Known Flow","630634.074164","155076.812116","","0.000000","","","","","-0.750000","","","-0.670663","-0.750000","","","","","","","D1 PROFILE","",""
"96106900383089","Nodes","","21.000000","25.595288","DDS demands","Known Flow","630735.419781","155057.056402","","0.000000","","","","","-2.910000","","","-2.602174","-2.910000","","","","","","","D1 PROFILE","",""
"96106900383090","Nodes","","21.000000","23.086049","DDS demands","Known Flow","630735.120781","155273.602461","","0.000000","","","","","-0.790000","","","-0.706432","-0.790000","","","","","","","D1 PROFILE","",""
"96106900383085","Nodes","","21.000000","23.124380","DDS demands","Known Flow","630714.840776","155234.256451","","0.000000","","","","","-1.320000","","","-1.180367","-1.320000","","","","","","","D1 PROFILE","",""
"96106900383093","Nodes","","21.000000","25.965690","Default Known Flow Node","Known Flow","630753.431786","155051.485401","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96106905208065","Nodes","","21.000000","23.005423","DDS demands","Known Flow","630770.418573","155282.065138","","0.000000","","","","","-1.820000","","","-1.627476","-1.820000","","","","","","","D1 PROFILE","",""
"96106905208066","Nodes","","21.000000","23.134816","DDS demands","Known Flow","630776.194066","155258.258617","","0.000000","","","","","-2.990000","","","-2.673711","-2.990000","","","","","","","D1 PROFILE","",""
"96106905208049","Nodes","","21.000000","31.450827","DDS demands","Known Flow","630795.941508","155196.096753","","0.000000","","","","","-10.050000","","","-8.986890","-10.050000","","","","","","","D1 PROFILE","",""
"96106905208052","Nodes","","21.000000","31.529363","DDS demands","Known Flow","630728.415779","155159.784430","","0.000000","","","","","-6.619999","","","-5.919722","-6.619999","","","","","","","D1 PROFILE","",""
"96106905208050","Nodes","","21.000000","31.479660","DDS demands","Known Flow","630843.679201","155166.769253","","0.000000","","","","","-5.599999","","","-5.007620","-5.599999","","","","","","","D1 PROFILE","",""
"96106900383100","Nodes","","21.000000","22.829791","DDS demands","Known Flow","630802.458204","155348.542270","","0.000000","","","","","-6.170000","","","-5.517324","-6.170000","","","","","","","D1 PROFILE","",""
"96106905208070","Nodes","","21.000000","22.801258","DDS demands","Known Flow","630806.837801","155358.014484","","0.000000","","","","","-2.150000","","","-1.922568","-2.150000","","","","","","","D1 PROFILE","",""
"96106900383103","Nodes","","21.000000","22.777384","DDS demands","Known Flow","630813.638738","155355.628091","","0.000000","","","","","-1.860000","","","-1.663245","-1.860000","","","","","","","D1 PROFILE","",""
"96106900383107","Nodes","","21.000000","22.729006","DDS demands","Known Flow","630829.051807","155385.940492","","0.000000","","","","","-3.489999","","","-3.120820","-3.489999","","","","","","","D1 PROFILE","",""
"96106905208054","Nodes","","21.000000","27.207643","DDS demands","Known Flow","630815.026803","155051.046401","","0.000000","","","","","-3.039999","","","-2.718422","-3.039999","","","","","","","D1 PROFILE","",""
"96106905208048","Nodes","","21.000000","31.392682","DDS demands","Known Flow","630827.438806","155250.276455","","0.000000","","","","","-10.379999","","","-9.281981","-10.379999","","","","","","","D1 PROFILE","",""
"96106900383117","Nodes","","21.000000","31.332886","DDS demands","Known Flow","630878.624820","155248.056454","","0.000000","","","","","-9.960000","","","-8.906410","-9.960000","","","","","","","D1 PROFILE","",""
"96106900383109","Nodes","","21.000000","31.332728","DDS demands","Known Flow","630852.131813","155148.561427","","0.000000","","","","","-4.990000","","","-4.462147","-4.990000","","","","","","","D1 PROFILE","",""
"96106900383110","Nodes","","21.000000","21.880795","DDS demands","Known Flow","630857.010814","155371.002488","","0.000000","","","","","-2.380000","","","-2.128238","-2.380000","","","","","","","D1 PROFILE","",""
"96106905208073","Nodes","","21.000000","22.378021","DDS demands","Known Flow","630876.446820","155462.934513","","0.000000","","","","","-4.940000","","","-4.417436","-4.940000","","","","","","","D1 PROFILE","",""
"96106900383120","Nodes","","21.000000","31.629619","DDS demands","Known Flow","630906.828828","155304.580470","","0.000000","","","","","-8.819999","","","-7.887001","-8.819999","","","","","","","D1 PROFILE","",""
"96106905208018","Nodes","","21.000000","28.995751","DDS demands","Known Flow","630990.972851","155055.419402","","0.000000","","","","","-13.220000","","","-11.821560","-13.220000","","","","","","","D1 PROFILE","",""
"96106905208076","Nodes","","21.000000","28.873315","DDS demands","Known Flow","631042.274573","155038.454738","","0.000000","","","","","-9.430000","","","-8.432475","-9.430000","","","","","","","D1 PROFILE","",""
"96106905208017","Nodes","","21.000000","28.534551","Default Known Flow Node","Known Flow","631078.154875","155229.070449","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96106905208079","Nodes","","21.000000","28.542137","DDS demands","Known Flow","631045.351279","155242.416564","","0.000000","","","","","-8.369999","","","-7.484603","-8.369999","","","","","","","D1 PROFILE","",""
"96106900345193","Nodes","","21.000000","28.534502","DDS demands","Known Flow","631085.137876","155244.611453","","0.000000","","","","","-3.569999","","","-3.192357","-3.569999","","","","","","","D1 PROFILE","",""
"96106905208080","Nodes","","21.000000","28.526907","DDS demands","Known Flow","631027.180861","155193.965440","","0.000000","","","","","-8.989999","","","-8.039018","-8.989999","","","","","","","D1 PROFILE","",""
"96106905208077","Nodes","","21.000000","28.947142","DDS demands","Known Flow","631076.519874","154959.614376","","0.000000","","","","","-15.489999","","","-13.851434","-15.489999","","","","","","","D1 PROFILE","",""
"96106905208078","Nodes","","21.000000","29.039099","DDS demands","Known Flow","631005.875855","154967.497378","","0.000000","","","","","-6.540000","","","-5.848185","-6.540000","","","","","","","D1 PROFILE","",""
"96106900383113","Nodes","","21.000000","22.394203","DDS demands","Known Flow","630867.368817","155500.183523","","0.000000","","","","","-3.819999","","","-3.415912","-3.819999","","","","","","","D1 PROFILE","",""
"96106905208032","Nodes","","21.000000","27.365127","Default Known Flow Node","Known Flow","630988.855903","153567.728226","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
"96106900004802","Nodes","Logger 4802, Tollgate Cottage, Dover Road","21.000000","27.188350","Default Known Flow Node","Known Flow","630513.841156","151543.935491","","0.000000","","","","","","","","0.000000","0.000000","","","","","","","","",""
