"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)","NodeFlowProfileNameByCategory(TT)"
"62502500000334","Nodes","334","21.000000","28.409122","DDS demands","Known Flow","205361.378038","560877.438829","","0.000000","","","","","","-3.299999","","","","","","","-2.950918","-3.299999","","","","","","","","","D1 PROFILE","","","","","","",""
"62502500002756","Nodes","-138","21.000000","31.865080","Default Known Flow Node","Known Flow","205435.377058","560654.168769","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500000332","Nodes","332","21.000000","31.817553","DDS demands","Known Flow","205495.800075","560711.324784","","0.000000","","","","","","-5.780000","","","","","","","-5.168579","-5.780000","","","","","","","","","D1 PROFILE","","","","","","",""
"62502500000078","Nodes","78","21.000000","33.549610","DDS demands","Known Flow","205447.262062","560596.878753","","0.000000","","","","","","-11.499999","","","","","","","-10.283505","-11.499999","","","","","","","","","D1 PROFILE","","","","","","",""
"62502500000365","Nodes","365","21.000000","33.635457","DDS demands","Known Flow","205390.509046","560506.327728","","0.000000","","","","","","-18.260000","","","","","","","-16.328419","-18.260000","","","","","","","","","D1 PROFILE","","","","","","",""
"62502500000079","Nodes","79","21.000000","34.892895","DDS demands","Known Flow","205491.464074","560573.730747","","0.000000","","","","","","-3.289999","","","","","","","-2.941976","-3.289999","","","","","","","","","D1 PROFILE","","","","","","",""
"62502500000366","Nodes","366","21.000000","35.021809","Default Known Flow Node","Known Flow","205489.818073","560563.057744","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500000367","Nodes","","21.000000","33.136511","Point Loads","Known Flow","205702.408770","560593.479602","","0.000000","","","","","","","","","","-3.780000","","","-3.380143","-3.780000","","","","","","","","","","","","","PL-AF PROFILE","","",""
"62502500002840","Nodes","-1462648","21.000000","33.635457","Default Known Flow Node","Known Flow","205356.321037","560496.804726","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500002764","Nodes","-1462474","21.000000","30.109856","Default Known Flow Node","Known Flow","205419.070054","560750.056795","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500000085","Nodes","85,","21.000000","34.727015","DDS demands","Known Flow","205539.822087","560530.179735","","0.000000","-3.569999","","","","","-0.999999","","","","","","","-4.086575","-4.569999","","","","C1 PROFILE","","","","","D1 PROFILE","","","","","","",""
"62502500000370","Nodes","370","21.000000","35.291674","DDS demands","Known Flow","205923.790191","560512.233730","","0.000000","","","","","","-2.559999","","","","","","","-2.289197","-2.559999","","","","","","","","","D1 PROFILE","","","","","","",""
"62502500000090","Nodes","90","21.000000","34.330969","DDS demands","Known Flow","205564.447094","560682.679776","","0.000000","","","","","","-6.150000","","","","","","","-5.499440","-6.150000","","","","","","","","","D1 PROFILE","","","","","","",""
"62502500000089","Nodes","89","21.000000","33.683603","DDS demands","Known Flow","205631.697112","560637.304764","","0.000000","","","","","","-5.270000","","","","","","","-4.712528","-5.270000","-9.600000","","","","","","","","D1 PROFILE","","","","","","","TT PROFILE"
"62502500000088","Nodes","P09121607, Ashwood Drive, 119.26","24.000000","33.131380","CSEP DDS Matched","Known Flow","205700.697131","560594.554752","","0.000000","","","","","","-5.870000","-80.490002","","","","","","-77.224662","-86.360005","","","","","","","","","D1 PROFILE","DC PROFILE","","","","","",""
"62502500000091","Nodes","91,","21.000000","34.243466","DDS demands","Known Flow","205645.822116","560819.557814","","0.000000","","-15.989999","","-3.140000","","-6.380000","","","","","","","-22.811498","-25.510000","","","","","C2 PROFILE","","C4 PROFILE","","D1 PROFILE","","","","","","",""
"62502500000402","Nodes","402","21.000000","34.243628","Default Known Flow Node","Known Flow","205638.201114","560822.430814","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500000215","Nodes","215,","21.000000","30.480358","DDS demands","Known Flow","205955.697200","560846.554821","","0.000000","-6.070000","","","-2.900000","","-5.709999","","","","","","","-13.127118","-14.680000","","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","","","","","",""
"62502500000103","Nodes","103,","21.000000","30.422115","DDS demands","Known Flow","205977.072206","560848.554822","","0.000000","-5.769999","","","","","-13.290000","","","","","","","-17.043794","-19.060000","","","","C1 PROFILE","","","","","D1 PROFILE","","","","","","",""
"62502500002870","Nodes","-171","21.000000","34.343216","Default Known Flow Node","Known Flow","205638.822114","560810.304811","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500002901","Nodes","-229","21.000000","26.513579","Default Known Flow Node","Known Flow","205824.811932","560964.308343","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500000097","Nodes","97,","21.000000","26.252509","DDS demands","Known Flow","205825.512165","560978.944857","","0.000000","-6.260000","","","-1.929999","","-11.949999","","","","","","","-18.009548","-20.139999","","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","","","","","",""
"62502500002864","Nodes","-163","21.000000","31.240027","Default Known Flow Node","Known Flow","205982.044696","560766.670877","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500002780","Nodes","-1462515","21.000000","26.352590","Default Known Flow Node","Known Flow","205721.823136","560999.679863","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500000336","Nodes","336","21.000000","26.265754","DDS demands","Known Flow","205737.322141","560993.929861","","0.000000","","","-1.339999","","","-9.590000","","","","","","","-9.773801","-10.930000","","","","","","C3 PROFILE","","","D1 PROFILE","","","","","","",""
"62502500002906","Nodes","-236","21.000000","26.601046","Default Known Flow Node","Known Flow","205822.947164","560991.554860","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500002904","Nodes","-234","21.000000","26.728035","Default Known Flow Node","Known Flow","205879.321179","560989.304860","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500000110","Nodes","110","21.000000","33.027574","DDS demands","Known Flow","205690.072128","560725.054788","","0.000000","","","","","","-11.479999","","","","","","","-10.265620","-11.479999","","","","","","","","","D1 PROFILE","","","","","","",""
"62502500002774","Nodes","-1462501","21.000000","33.113627","Default Known Flow Node","Known Flow","205690.126128","560742.307793","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500000111","Nodes","111","21.000000","32.941554","DDS demands","Known Flow","205737.822141","560654.679769","","0.000000","","","","","","-4.349999","","","","","","","-3.889847","-4.349999","-16.120001","","","","","","","","D1 PROFILE","","","","","","","TT PROFILE"
"62502500000112","Nodes","112","21.000000","32.813269","DDS demands","Known Flow","205775.572151","560630.679762","","0.000000","","","","","","-5.519999","","","","","","","-4.936082","-5.519999","","","","","","","","","D1 PROFILE","","","","","","",""
"62502500001019","Nodes","Logger 9333, The High Kirk","21.000000","33.589269","Val Log Cath","Known Flow","205556.822092","560875.804829","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500002854","Nodes","2854","21.000000","26.610362","DDS demands","Known Flow","205786.875862","560874.872841","","0.000000","","","","","","-7.940000","","","","","","","-7.100090","-7.940000","","","","","","","","","D1 PROFILE","","","","","","",""
"62502500000098","Nodes","98,","21.000000","27.434484","DDS demands","Known Flow","205828.447165","560867.054827","","0.000000","-10.050000","","","","","-14.529999","","","","","","","-21.979875","-24.579998","","","","C1 PROFILE","","","","","D1 PROFILE","","","","","","",""
"62502500002886","Nodes","2886","21.000000","32.587673","DDS demands","Known Flow","205814.602628","560783.355329","","0.000000","","","","","","-7.999999","","","","","","","-7.153743","-7.999999","","","","","","","","","D1 PROFILE","","","","","","",""
"62502500000093","Nodes","93","21.000000","26.020681","DDS demands","Known Flow","205672.941123","560817.052813","","0.000000","","","","","","-7.459999","","","","","","","-6.670865","-7.459999","","","","","","","","","D1 PROFILE","","","","","","",""
"62502500000107","Nodes","107,","21.000000","31.405424","DDS demands","Known Flow","205988.447209","560746.929794","","0.000000","-6.090000","","","","","-15.659999","","","","","","","-19.449238","-21.749999","","","","C1 PROFILE","","","","","D1 PROFILE","","","","","","",""
"62502500002863","Nodes","-161","21.000000","31.285081","Default Known Flow Node","Known Flow","205983.788582","560761.293892","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500000239","Nodes","239","21.000000","29.747938","DDS demands","Known Flow","205977.572206","560944.064848","","0.000000","","","","","","-9.980000","","","","","","","-8.924294","-9.980000","","","","","","","","","D1 PROFILE","","","","","","",""
"62502500000060","Nodes","60","21.000000","32.781152","DDS demands","Known Flow","205486.347072","560949.270849","","0.000000","","","","","","-11.549999","","","","","","","-10.328216","-11.549999","","","","","","","","","D1 PROFILE","","","","","","",""
"62502500002884","Nodes","-206","21.000000","33.589269","Default Known Flow Node","Known Flow","205571.322095","560890.304833","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500000331","Nodes","331","21.000000","33.683603","Default Known Flow Node","Known Flow","205611.947107","560606.679756","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500002899","Nodes","-227","21.000000","26.426750","Default Known Flow Node","Known Flow","205851.447172","560958.679852","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500002888","Nodes","-210","21.000000","27.197987","Default Known Flow Node","Known Flow","205819.822163","560900.804836","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500000244","Nodes","244,","21.000000","27.015306","DDS demands","Known Flow","205932.322194","560987.304859","","0.000000","-11.810000","","-2.180000","-10.909999","","-13.109999","","","","","","","-33.989220","-38.010001","","","","C1 PROFILE","","C3 PROFILE","C4 PROFILE","","D1 PROFILE","","","","","","",""
"62502500002876","Nodes","-187","21.000000","28.685856","Default Known Flow Node","Known Flow","205885.572181","560848.554822","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500002822","Nodes","-1462608","21.000000","31.747700","Default Known Flow Node","Known Flow","205930.947193","560742.179793","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500002898","Nodes","-226","21.000000","27.652022","Default Known Flow Node","Known Flow","205932.778113","560957.556091","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500002900","Nodes","-228","21.000000","27.652022","Default Known Flow Node","Known Flow","205926.322192","560958.679852","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500002775","Nodes","2775","21.000000","26.070986","DDS demands","Known Flow","205722.459436","560858.664017","","0.000000","","","","","","-7.580000","","","","","","","-6.778171","-7.580000","","","","","","","","","D1 PROFILE","","","","","","",""
"62502500002824","Nodes","-1462610","21.000000","26.265754","Default Known Flow Node","Known Flow","205754.072145","560987.804859","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500002855","Nodes","-152","21.000000","31.465509","Default Known Flow Node","Known Flow","205991.572210","560737.803791","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500002832","Nodes","-1462628","21.000000","31.465509","Default Known Flow Node","Known Flow","205984.447208","560736.054791","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500002874","Nodes","-185","21.000000","30.305888","Default Known Flow Node","Known Flow","206081.432701","560848.189852","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500000152","Nodes","152,","21.000000","30.299544","DDS demands","Known Flow","206103.831240","560849.325822","","0.000000","-15.270000","","","-30.079999","","-4.709999","","","","","","","-44.764549","-50.059999","","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","","","","","",""
"62502500000155","Nodes","155,","21.000000","30.312876","DDS demands","Known Flow","206166.936257","560862.147825","","0.000000","-24.999999","","","-6.500000","","-1.019999","","","","","","","-29.079964","-32.519999","","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","","","","","",""
"62502500000157","Nodes","157,","21.000000","27.840149","DDS demands","Known Flow","206108.311242","560756.438796","","0.000000","","","","-1.940000","","-6.560000","","","","","","","-7.600852","-8.500000","-2.880000","","","","","","C4 PROFILE","","D1 PROFILE","","","","","","","TT PROFILE"
"62502500000158","Nodes","158","21.000000","27.840149","Default Known Flow Node","Known Flow","206123.573246","560738.074791","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500000149","Nodes","149,","21.000000","27.035660","DDS demands","Known Flow","206050.679226","560771.183800","","0.000000","-12.000000","","","-0.839999","","-5.110000","","","","","","","-16.051212","-17.950000","","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","","","","","",""
"62502500000406","Nodes","406","21.000000","30.355957","Default Known Flow Node","Known Flow","206210.471269","560874.065828","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500002871","Nodes","-175","21.000000","29.854522","Default Known Flow Node","Known Flow","206177.986994","560821.504045","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500000236","Nodes","236,","21.000000","30.532254","DDS demands","Known Flow","206203.695267","560712.532785","","0.000000","-3.250000","","","-11.079999","","-5.260000","","","","","","","-17.517729","-19.589999","","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","","","","","",""
"62502500002787","Nodes","2787.","21.000000","30.506797","DDS demands","Known Flow","206177.436260","560716.306786","","0.000000","-3.700000","","","","","-0.019999","","","","","","","-3.326490","-3.720000","","","","C1 PROFILE","","","","","D1 PROFILE","","","","","","",""
"62502500000160","Nodes","160,","21.000000","30.735794","DDS demands","Known Flow","206252.842281","560704.424782","","0.000000","-45.979997","","-4.169999","-6.690000","","-4.110000","","","","","","","-54.502578","-60.949995","","","","C1 PROFILE","","C3 PROFILE","C4 PROFILE","","D1 PROFILE","","","","","","",""
"62502500000166","Nodes","166,","21.000000","31.136032","DDS demands","Known Flow","206273.033286","560696.135780","","0.000000","","","","-1.990000","","-16.790000","","","","","","","-16.793412","-18.780000","","","","","","","C4 PROFILE","","D1 PROFILE","","","","","","",""
"62502500000167","Nodes","167,","21.000000","30.443682","DDS demands","Known Flow","206248.548280","560789.670806","","0.000000","","","","-7.070000","","-7.669999","","","-1.620000","","","","-14.629405","-16.360000","","","","","","","C4 PROFILE","","D1 PROFILE","","","I2 PROFILE","","","",""
"62502500002866","Nodes","-168","21.000000","30.327132","Default Known Flow Node","Known Flow","206289.064511","560797.646305","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500000164","Nodes","164,","21.000000","30.354434","DDS demands","Known Flow","206224.972273","560867.941827","","0.000000","-10.670000","","","-5.280000","","","","","-6.000000","","","","-19.628082","-21.950001","","","","C1 PROFILE","","","C4 PROFILE","","","","","I2 PROFILE","","","",""
"62502500002879","Nodes","-197","21.000000","30.354954","Default Known Flow Node","Known Flow","206218.837170","560866.338445","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500002890","Nodes","-214","21.000000","30.383750","Default Known Flow Node","Known Flow","206263.250284","560913.916839","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500000316","Nodes","316","21.000000","28.311862","DDS demands","Known Flow","206418.083326","560904.186837","","0.000000","","","-27.260001","","","-2.209999","","","","","","","-26.352601","-29.470001","","","","","","C3 PROFILE","","","D1 PROFILE","","","","","","",""
"62502500000315","Nodes","315","21.000000","31.235575","DDS demands","Known Flow","206482.949343","560860.324825","","0.000000","","","","","","-17.819999","","","","","","","-15.934962","-17.819999","","","","","","","","","D1 PROFILE","","","","","","",""
"62502500000407","Nodes","407","21.000000","34.571837","Default Known Flow Node","Known Flow","206491.178346","560691.407779","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500000176","Nodes","176","21.000000","34.480242","DDS demands","Known Flow","206494.560705","560691.601337","","0.000000","","","-2.150000","","","-6.789999","","","","","","","-7.994307","-8.940000","","","","","","C3 PROFILE","","","D1 PROFILE","","","","","","",""
"62502500000410","Nodes","410","21.000000","34.600259","DDS demands","Known Flow","206491.323346","560684.356777","","0.000000","","","","","","-6.159999","","","","","","","-5.508382","-6.159999","","","","","","","","","D1 PROFILE","","","","","","",""
"62502500002988","Nodes","-372","21.000000","34.422389","Default Known Flow Node","Known Flow","206499.167121","560692.491510","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500000177","Nodes","177,","21.000000","33.696265","DDS demands","Known Flow","206479.588343","560691.222779","","0.000000","-34.380000","","","-10.169999","","-18.019999","","","","","","","-55.951212","-62.570000","","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","","","","","",""
"62502500003001","Nodes","-393","21.000000","32.294578","Default Known Flow Node","Known Flow","206482.197343","560784.949804","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500000421","Nodes","421","21.000000","32.026082","DDS demands","Known Flow","206348.950307","560683.054777","","0.000000","","","","","","-1.529999","","","","","","","-1.368153","-1.529999","","","","","","","","","D1 PROFILE","","","","","","",""
"62502500000422","Nodes","422,","21.000000","31.950833","DDS demands","Known Flow","206339.588304","560722.823787","","0.000000","-3.229999","","","","","-1.980000","","","","","","","-4.658875","-5.209999","","","","C1 PROFILE","","","","","D1 PROFILE","","","","","","",""
"62502500002987","Nodes","-368","21.000000","32.851957","DDS demands","Known Flow","206415.826325","560687.666778","","0.000000","","","","","","-4.249999","","","","","","","-3.800425","-4.249999","","","","","","","","","D1 PROFILE","","","","","","",""
"62502500002755","Nodes","-137","21.000000","31.355125","Default Known Flow Node","Known Flow","206270.862286","560645.804766","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500000397","Nodes","397","21.000000","31.495624","DDS demands","Known Flow","206270.048286","560608.812756","","0.000000","","","","","","-4.530000","","","","","","","-4.050807","-4.530000","","","","","","","","","D1 PROFILE","","","","","","",""
"62502500000395","Nodes","395","21.000000","31.495176","DDS demands","Known Flow","206273.995287","560608.976756","","0.000000","","","","","","-3.140000","","","","","","","-2.807844","-3.140000","","","","","","","","","D1 PROFILE","","","","","","",""
"62502500000170","Nodes","170,","21.000000","32.288042","DDS demands","Known Flow","206266.434285","560530.421735","","0.000000","-24.999999","","","","","-11.019999","","","","","","","-32.209727","-36.019998","","","","C1 PROFILE","","","","","D1 PROFILE","","","","","","",""
"62502500002751","Nodes","-131","21.000000","31.538242","Default Known Flow Node","Known Flow","206285.301290","560616.335758","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500000317","Nodes","317","21.000000","31.219153","DDS demands","Known Flow","206333.330303","560526.196734","","0.000000","","","","","","-2.180000","","","","","","","-1.949395","-2.180000","","","","","","","","","D1 PROFILE","","","","","","",""
"62502500002740","Nodes","-106","21.000000","33.038086","Default Known Flow Node","Known Flow","206265.660284","560509.702729","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500000318","Nodes","318","21.000000","29.273678","DDS demands","Known Flow","206356.575309","560526.022734","","0.000000","","","","","","-4.039999","","","","","","","-3.612640","-4.039999","","","","","","","","","D1 PROFILE","","","","","","",""
"62502500000319","Nodes","319","21.000000","29.145677","DDS demands","Known Flow","206356.841309","560569.958746","","0.000000","","","","","","-7.089999","","","","","","","-6.340004","-7.089999","","","","","","","","","D1 PROFILE","","","","","","",""
"62502500002839","Nodes","2839","21.000000","29.360177","Point Loads","Known Flow","206356.566309","560508.153729","","0.000000","","","","","","","","","","","","","0.000000","0.000000","-0.959999","","","","","","","","","","","","","","","TT PROFILE"
"62502500000212","Nodes","212","21.000000","25.555867","DDS demands","Known Flow","206424.674328","560521.470733","","0.000000","-15.449999","","","","","-17.940000","","","","","","","-29.857935","-33.390000","","","","C1 PROFILE","","","","","D1 PROFILE","","","","","","",""
"62502500000148","Nodes","148,","21.000000","32.447646","DDS demands","Known Flow","206045.682225","560602.044754","","0.000000","-12.000000","","","","","-10.119999","","","","","","","-19.780100","-22.120000","","","","C1 PROFILE","","","","","D1 PROFILE","","","","","","",""
"62502500000330","Nodes","330","21.000000","32.435390","DDS demands","Known Flow","206037.194222","560598.815754","","0.000000","","","","","","-4.489999","","","","","","","-4.015038","-4.489999","","","","","","","","","D1 PROFILE","","","","","","",""
"62502500002745","Nodes","-119","21.000000","32.435390","Default Known Flow Node","Known Flow","206040.465223","560584.349750","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500002752","Nodes","2752,","21.000000","32.043252","DDS demands","Known Flow","206022.520042","560650.335166","","0.000000","-21.309999","","","","","","","","","","","","-19.055783","-21.309999","","","","C1 PROFILE","","","","","","","","","","","",""
"62502500000144","Nodes","144,","21.000000","32.866611","DDS demands","Known Flow","206062.191229","560564.553744","","0.000000","-32.830001","","","-4.419999","","-6.890000","","","","","","","-39.470779","-44.140000","-6.719998","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","","","","","","TT PROFILE"
"62502500000113","Nodes","113","21.000000","32.444324","DDS demands","Known Flow","205970.447204","560522.931733","","0.000000","","","","","","-8.439999","","","","","","","-7.547198","-8.439999","","","","","","","","","D1 PROFILE","","","","","","",""
"62502500000154","Nodes","154","21.000000","29.831996","DDS demands","Known Flow","206178.483261","560819.678814","","0.000000","","","","","","-0.199999","","","-15.999999","","","","-14.486329","-16.200000","","","","","","","","","D1 PROFILE","","","I2 PROFILE","","","",""
"62502500002738","Nodes","-104","21.000000","33.055306","Default Known Flow Node","Known Flow","206264.444284","560508.439729","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500002805","Nodes","MAXIMO 364237","21.000000","31.424468","Point Loads","Known Flow","206201.072267","560511.030730","","0.000000","","","","","","","","","","-24.919999","","","-22.283908","-24.919999","","","","","","","","","","","","","PL-AF PROFILE","","",""
"62502500002736","Nodes","-102","21.000000","33.136505","Default Known Flow Node","Known Flow","206265.628970","560507.089044","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500002739","Nodes","-105","21.000000","33.079908","Default Known Flow Node","Known Flow","206265.645310","560508.452896","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500002757","Nodes","-140","21.000000","31.355125","Default Known Flow Node","Known Flow","206282.344289","560665.289772","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500000396","Nodes","396","21.000000","31.495176","Default Known Flow Node","Known Flow","206342.901305","560647.846767","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500000320","Nodes","320,","21.000000","30.322626","DDS demands","Known Flow","206291.563291","560798.073808","","0.000000","-5.290000","","","","","","","","","","","","-4.730413","-5.290000","","","","C1 PROFILE","","","","","","","","","","","",""
"62502500002788","Nodes","-1462528","21.000000","32.851957","Default Known Flow Node","Known Flow","206414.844325","560696.080780","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500000411","Nodes","411","21.000000","30.788177","Default Known Flow Node","Known Flow","206550.204362","560880.829830","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500003016","Nodes","-436","21.000000","30.528695","Default Known Flow Node","Known Flow","206397.688320","560964.223853","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500000206","Nodes","206","21.000000","27.966124","DDS demands","Known Flow","206672.196395","560916.584840","","0.000000","","","","","","-0.600000","","","","","","","-0.536530","-0.600000","","","","","","","","","D1 PROFILE","","","","","","",""
"62502500000301","Nodes","301","21.000000","27.400159","DDS demands","Known Flow","206696.559402","560859.011824","","0.000000","","","","","","-10.260000","","","","","","","-9.174676","-10.260000","","","","","","","","","D1 PROFILE","","","","","","",""
"62502500000302","Nodes","302","21.000000","25.984383","DDS demands","Known Flow","206757.964418","560758.326797","","0.000000","","","","","","-7.289999","","","","","","","-6.518848","-7.289999","","","","","","","","","D1 PROFILE","","","","","","",""
"62502500000187","Nodes","187","21.000000","27.474534","DDS demands","Known Flow","206759.735419","560952.595850","","0.000000","","","","","","-3.920000","","","","","","","-3.505334","-3.920000","","","","","","","","","D1 PROFILE","","","","","","",""
"62502500002999","Nodes","-388","21.000000","29.669097","Default Known Flow Node","Known Flow","206631.486486","560737.434468","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500003038","Nodes","-4904546","21.000000","29.669097","Default Known Flow Node","Known Flow","206647.201520","560737.909706","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500002990","Nodes","-378","21.000000","32.803036","Default Known Flow Node","Known Flow","206640.712386","560697.196780","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500000412","Nodes","412","21.000000","32.803036","Default Known Flow Node","Known Flow","206644.093387","560697.322780","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500002801","Nodes","2801","21.000000","27.487997","DDS demands","Known Flow","206756.755418","560951.470850","","0.000000","","","","","","-6.849999","","","","","","","-6.125392","-6.849999","","","","","","","","","D1 PROFILE","","","","","","",""
"62502500000307","Nodes","307,","21.000000","25.733190","DDS demands","Known Flow","206644.946388","560570.456746","","0.000000","-4.990000","","","","","","","","","","","","-4.462147","-4.990000","","","","C1 PROFILE","","","","","","","","","","","",""
"62502500002980","Nodes","-356","21.000000","25.733190","Default Known Flow Node","Known Flow","206647.547388","560568.592745","","0.000000","","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","","",""
"62502500000183","Nodes","183","21.000000","25.740400","DDS demands","Known Flow","206643.321387","560628.552762","","0.000000","","","","","","-4.330000","","","","","","","-3.871963","-4.330000","","","","","","","","","D1 PROFILE","","","","","","",""
