"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-PL)"
"62600200319264","Nodes","-319264","21.000000","47.901064","Default Known Flow Node","Known Flow","311060.725798","968023.290617","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200000125","Nodes","125","21.000000","46.338394","DDS demands","Known Flow","311016.225786","968062.415628","","0.000000","","","","","-13.859999","","","","","","","-11.154473","-12.473999","","","","","","","D1 PROFILE","","","","","",""
"62600200000128","Nodes","128","21.000000","44.634395","DDS demands","Known Flow","311031.725790","968156.040654","","0.000000","","","","","-22.049998","","","","","","","-17.745751","-19.844999","","","","","","","D1 PROFILE","","","","","",""
"62600200000129","Nodes","129","21.000000","45.423849","DDS demands","Known Flow","311159.725825","968049.415625","","0.000000","","","","","-14.829999","","","","","","","-11.935125","-13.346999","","","","","","","D1 PROFILE","","","","","",""
"62600200000130","Nodes","130","21.000000","39.000037","DDS demands","Known Flow","311253.975851","968169.165657","","0.000000","","","","","-29.450001","","","","","","","-23.701245","-26.505001","","","","","","","D1 PROFILE","","","","","",""
"62600200000134","Nodes","134","21.000000","28.794929","DDS demands","Known Flow","311221.475842","968348.665706","","0.000000","","","-1.159999","","-15.500000","","","","","","","-13.407903","-14.994000","","","","","C3 PROFILE","","D1 PROFILE","","","","","",""
"62600200000286","Nodes","286","21.000000","38.730111","DDS demands","Known Flow","311069.100800","968315.790697","","0.000000","","","","","-14.149999","","","-1.999999","","","","-11.387864","-12.734998","","","","","","","D1 PROFILE","","","DM PROFILE","","",""
"62600200000287","Nodes","287","21.000000","38.682497","DDS demands","Known Flow","311111.100812","968339.165703","","0.000000","","","","","-1.330000","","","","","","","-1.070378","-1.197000","","","","","","","D1 PROFILE","","","","","",""
"62600200000190","Nodes","190","21.000000","28.809013","DDS demands","Known Flow","311099.475809","968482.040742","","0.000000","","","","","-4.409999","","","","","","","-3.549150","-3.968999","","","","","","","D1 PROFILE","","","","","",""
"62600200000137","Nodes","137","21.000000","27.873208","DDS demands","Known Flow","311175.100829","968431.540729","","0.000000","","","","","-10.989999","","","","","","","-8.844708","-9.890999","","","","","","","D1 PROFILE","","","","","",""
"62600200000106","Nodes","106","21.000000","36.191009","DDS demands","Known Flow","311488.975915","968376.665714","","0.000000","","","","","-21.240000","","","","","","","-17.093870","-19.116000","","","","","","","D1 PROFILE","","","","","",""
"62600200000098","Nodes","98","21.000000","36.217939","DDS demands","Known Flow","311429.350898","968114.915642","","0.000000","-8.909999","","-17.040000","","-14.479999","","","","","","","-32.537907","-36.386998","","","C1 PROFILE","","C3 PROFILE","","D1 PROFILE","","","","","",""
"62600200000097","Nodes","97","21.000000","36.183226","DDS demands","Known Flow","311481.850913","968182.915661","","0.000000","-18.180000","","-2.150000","-6.409999","-6.229999","","","","","","","-26.534126","-29.672997","","","C1 PROFILE","","C3 PROFILE","C4 PROFILE","D1 PROFILE","","","","","",""
"62600200319267","Nodes","-319267","21.000000","29.923740","Default Known Flow Node","Known Flow","311088.725806","968484.415743","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200000159","Nodes","159","21.000000","34.536901","DDS demands","Known Flow","311133.725818","968347.915706","","0.000000","","","","","-15.149999","","","-1.999999","","","","-12.192660","-13.634998","","","","","","","D1 PROFILE","","","DM PROFILE","","",""
"62600200319277","Nodes","-319277","21.000000","28.568632","Default Known Flow Node","Known Flow","311311.350866","968328.040700","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200000135","Nodes","135","21.000000","28.030176","DDS demands","Known Flow","311408.225893","968451.290734","","0.000000","","","","","-18.209999","","","","","","","-14.655335","-16.388999","","","","","","","D1 PROFILE","","","","","",""
"62600200000102","Nodes","102","21.000000","34.077831","DDS demands","Known Flow","311430.725899","968211.915669","","0.000000","","","","","-16.829999","","","","","","","-13.544717","-15.146999","","","","","","","D1 PROFILE","","","","","",""
"62600200000103","Nodes","103","21.000000","30.739680","DDS demands","Known Flow","311372.725883","968137.665649","","0.000000","","-4.909999","","","-7.979999","","","","","","","-10.373821","-11.600999","","","","C2 PROFILE","","","D1 PROFILE","","","","","",""
"62600200000076","Nodes","76","21.000000","37.045024","DDS demands","Known Flow","311814.726003","968454.915735","","0.000000","","","","","-3.110000","","","","","","","-2.502915","-2.798999","","","","","","","D1 PROFILE","","","","","",""
"62600200000073","Nodes","73","21.000000","36.927983","DDS demands","Known Flow","311876.851020","968377.790714","","0.000000","-14.479999","","","","-10.100000","","","","","","","-19.781887","-22.121998","","","C1 PROFILE","","","","D1 PROFILE","","","","","",""
"62600200001012","Nodes","1012","21.000000","37.770171","DDS demands","Known Flow","311805.976001","968272.290685","","0.000000","-15.429999","","","","","","","","","","","-12.418003","-13.886999","","","C1 PROFILE","","","","","","","","","",""
"62600200000070","Nodes","70","21.000000","39.297794","DDS demands","Known Flow","311719.137977","968202.627666","","0.000000","","","-3.629999","","-13.939999","","","","","","","-14.140266","-15.812998","","","","","C3 PROFILE","","D1 PROFILE","","","","","",""
"62600200000072","Nodes","72","21.000000","37.421578","DDS demands","Known Flow","311832.851008","968312.665696","","0.000000","","","","-12.010000","-4.330000","","","","","","","-13.150368","-14.705999","","","","","","C4 PROFILE","D1 PROFILE","","","","","",""
"62600200321999","Nodes","-321999","21.000000","43.842632","Default Known Flow Node","Known Flow","311429.579173","967875.588365","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200000025","Nodes","25","21.000000","38.283956","DDS demands","Known Flow","311806.476001","968012.415615","","0.000000","","","0.000000","","-7.199999","","","","","","","-5.794531","-6.479999","","","","","C3 PROFILE","","D1 PROFILE","","","","","",""
"62600200000028","Nodes","28","21.000000","35.730426","DDS demands","Known Flow","311713.850976","967903.290585","","0.000000","-14.389999","","","","-6.670000","","","","","","","-16.949006","-18.953999","","","C1 PROFILE","","","","D1 PROFILE","","","","","",""
"62600200000089","Nodes","89","21.000000","36.445595","DDS demands","Known Flow","311567.215722","968109.799572","","0.000000","","","","","-18.180000","","","","","","","-14.631193","-16.361999","","","","","","","D1 PROFILE","","","","","",""
"62600200319186","Nodes","-319186","21.000000","36.445595","Default Known Flow Node","Known Flow","311563.600935","968105.665640","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200319184","Nodes","-319184","21.000000","36.488314","Default Known Flow Node","Known Flow","311542.850929","968129.415646","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200000104","Nodes","104","21.000000","35.977997","DDS demands","Known Flow","311602.475946","968431.915729","","0.000000","","","","","-8.699999","","","","","","","-7.001725","-7.829999","","","","","","","D1 PROFILE","","","","","",""
"62600200000105","Nodes","105","21.000000","35.765613","DDS demands","Known Flow","311637.225955","968475.540741","","0.000000","","","","","-5.339999","","","","","","","-4.297611","-4.805999","","","","","","","D1 PROFILE","","","","","",""
"62600200000099","Nodes","99","21.000000","36.317844","DDS demands","Known Flow","311648.725958","968395.415719","","0.000000","-6.000000","","-9.020000","-11.199999","-7.340000","","","","","","","-27.008957","-30.204000","","","C1 PROFILE","","C3 PROFILE","C4 PROFILE","D1 PROFILE","","","","","",""
"62600200000100","Nodes","100","21.000000","36.253459","DDS demands","Known Flow","311682.600967","968439.540731","","0.000000","","","","","-2.640000","","","","","","","-2.124661","-2.376000","","","","","","","D1 PROFILE","","","","","",""
"62600200000101","Nodes","101","21.000000","36.184352","DDS demands","Known Flow","311528.100925","968345.290705","","0.000000","","","","","-15.489999","","","","-6.000000","","","-17.831599","-19.940999","","","","","","","D1 PROFILE","","","","I2 PROFILE","",""
"62600200000096","Nodes","96","21.000000","37.184899","DDS demands","Known Flow","311578.600939","968305.790694","","0.000000","-3.010000","","-2.259999","-1.929999","-4.210000","","","","","","","-9.182723","-10.269000","","","C1 PROFILE","","C3 PROFILE","C4 PROFILE","D1 PROFILE","","","","","",""
"62600200319187","Nodes","-319187","21.000000","37.140626","Default Known Flow Node","Known Flow","311577.100939","968306.540695","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200000094","Nodes","94,","21.000000","34.483460","DDS demands","Known Flow","311518.350923","968147.915651","","0.000000","","","-2.380000","","-11.549999","-9.100000","","","","","","-19.348191","-21.636999","","","","","C3 PROFILE","","D1 PROFILE","DC PROFILE","","","","",""
"62600200000095","Nodes","95","21.000000","32.120239","DDS demands","Known Flow","311473.225910","968090.040636","","0.000000","","-6.000000","","","-7.239999","","","","-17.490000","","","-26.295372","-29.405999","","","","C2 PROFILE","","","D1 PROFILE","","","","I2 PROFILE","",""
"62600200000093","Nodes","93","21.000000","37.418702","DDS demands","Known Flow","311618.100950","968274.665686","","0.000000","","","-11.190000","-5.330000","-4.130000","","","","","","","-16.619039","-18.584999","","","","","C3 PROFILE","C4 PROFILE","D1 PROFILE","","","","","",""
"62600200000090","Nodes","90","21.000000","37.420522","DDS demands","Known Flow","311624.975952","968282.790688","","0.000000","-32.270000","","-16.330000","0.000000","-1.299999","","","","","","","-40.159324","-44.909999","","","C1 PROFILE","","C3 PROFILE","C4 PROFILE","D1 PROFILE","","","","","",""
"62600200319205","Nodes","","21.000000","34.290679","DDS demands","Known Flow","311710.225975","968391.165718","","0.000000","","","","","-0.980000","","","","","","","-0.788700","-0.881999","","","","","","","D1 PROFILE","","","","","",""
"62600200000088","Nodes","88","21.000000","38.329285","DDS demands","Known Flow","311679.475966","968238.415676","","0.000000","-7.489999","0.000000","","-1.570000","-7.659999","","","","","","","-13.456189","-15.047998","","","C1 PROFILE","C2 PROFILE","","C4 PROFILE","D1 PROFILE","","","","","",""
"62600200319182","Nodes","-319182","21.000000","36.217611","Default Known Flow Node","Known Flow","311531.239889","968342.808361","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200000092","Nodes","92","21.000000","33.901038","DDS demands","Known Flow","311723.725979","968408.290722","","0.000000","-17.770000","","-10.719999","","-13.319999","","","","-17.010000","","","-48.859169","-54.639000","","","C1 PROFILE","","C3 PROFILE","","D1 PROFILE","","","","I2 PROFILE","",""
"62600200319211","Nodes","-319211","21.000000","34.162108","Default Known Flow Node","Known Flow","311750.475986","968360.415709","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200319208","Nodes","-319208","21.000000","39.143187","Default Known Flow Node","Known Flow","311721.100978","968205.040667","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200319213","Nodes","-319213","21.000000","34.162108","Default Known Flow Node","Known Flow","311783.100995","968437.665730","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200000031","Nodes","31","21.000000","36.020169","DDS demands","Known Flow","312150.726095","968025.790618","","0.000000","","","","","-8.090000","","","","","","","-6.510800","-7.281000","","","","","","","D1 PROFILE","","","","","",""
"62600200000042","Nodes","42","21.000000","34.056586","DDS demands","Known Flow","312303.226136","968001.165611","","0.000000","","","","","-17.799998","","","","","","","-14.325369","-16.019999","","","","","","","D1 PROFILE","","","","","",""
"62600200000040","Nodes","40","21.000000","35.032424","DDS demands","Known Flow","312217.351113","968018.665616","","0.000000","","","","","-3.999999","","","","","","","-3.219184","-3.599999","","","","","","","D1 PROFILE","","","","","",""
"62600200000041","Nodes","41","21.000000","34.940529","DDS demands","Known Flow","312247.601121","968050.415625","","0.000000","","","","","-21.840000","","","","","","","-17.576747","-19.655999","","","","","","","D1 PROFILE","","","","","",""
"62600200315350","Nodes","-315350","21.000000","34.983458","Default Known Flow Node","Known Flow","312298.101135","968102.290639","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200000049","Nodes","49","21.000000","32.897255","DDS demands","Known Flow","312411.226166","968121.665644","","0.000000","","","","","-19.459999","","","","","","","-15.661331","-17.513998","","","","","","","D1 PROFILE","","","","","",""
"62600200315355","Nodes","-315355","21.000000","33.577257","Default Known Flow Node","Known Flow","312376.726156","968085.540634","","0.000000","","","","","","","","","","","-120.699995","0.000000","0.000000","","","","","","","","","","","","","PL-PL PROFILE"
"62600200000060","Nodes","60","21.000000","32.525519","DDS demands","Known Flow","312350.101149","968347.040706","","0.000000","","","","","-4.139999","","","","","","","-3.331855","-3.725999","","","","","","","D1 PROFILE","","","","","",""
"62600200000059","Nodes","59","21.000000","32.580921","DDS demands","Known Flow","312283.601131","968278.415687","","0.000000","","","","","-8.560000","","","","","","","-6.889055","-7.704000","","","","","","","D1 PROFILE","","","","","",""
"62600200000055","Nodes","55","21.000000","32.161705","DDS demands","Known Flow","312465.976180","968273.790686","","0.000000","","","","","-10.800000","","","","","","","-8.691797","-9.720000","","","","","","","D1 PROFILE","","","","","",""
"62600200000216","Nodes","216","21.000000","31.711860","DDS demands","Known Flow","312486.351186","968259.415682","","0.000000","","","","","-2.990000","","","","","","","-2.406340","-2.691000","","","","","","","D1 PROFILE","","","","","",""
"62600200315353","Nodes","-315353","21.000000","30.196447","Default Known Flow Node","Known Flow","312346.351148","968374.040713","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200000207","Nodes","207","21.000000","29.842448","DDS demands","Known Flow","312431.047977","968463.616470","","0.000000","","","","","-9.639999","","","","","","","-7.758234","-8.675999","","","","","","","D1 PROFILE","","","","","",""
"62600200315354","Nodes","-315354","21.000000","32.371787","Default Known Flow Node","Known Flow","312361.101152","968283.290688","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200000058","Nodes","58","21.000000","32.371787","DDS demands","Known Flow","312370.851155","968280.415687","","0.000000","","","","","-15.829999","","","","","","","-12.739921","-14.246999","","","","","","","D1 PROFILE","","","","","",""
"62600200315358","Nodes","-315358","21.000000","31.202805","Default Known Flow Node","Known Flow","312418.851168","968304.665694","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200315360","Nodes","-315360","21.000000","31.289160","Default Known Flow Node","Known Flow","312432.226171","968324.290699","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200315366","Nodes","-315366","21.000000","29.774696","Default Known Flow Node","Known Flow","312499.851190","968482.790742","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200000067","Nodes","67","21.000000","29.829657","DDS demands","Known Flow","312444.851175","968472.165740","","0.000000","","","","","-3.700000","","","","","","","-2.977745","-3.329999","","","","","","","D1 PROFILE","","","","","",""
"62600200000029","Nodes","29","21.000000","36.480148","DDS demands","Known Flow","312118.226086","968036.915621","","0.000000","","","","","-11.750000","","","","","","","-9.456354","-10.574999","","","","","","","D1 PROFILE","","","","","",""
"62600200315346","Nodes","-315346","21.000000","35.991924","Default Known Flow Node","Known Flow","312151.726095","968027.290619","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200000034","Nodes","34","21.000000","35.625985","DDS demands","Known Flow","312209.601111","968005.040612","","0.000000","","","","","-6.090000","","","","","","","-4.901208","-5.480999","","","","","","","D1 PROFILE","","","","","",""
"62600200000036","Nodes","36","21.000000","35.031088","DDS demands","Known Flow","312181.723760","967937.537314","","0.000000","","","","","-15.609999","","","","","","","-12.562866","-14.048999","","","","","","","D1 PROFILE","","","","","",""
"62600200000052","Nodes","52","21.000000","33.746392","DDS demands","Known Flow","312448.476176","968166.790657","","0.000000","","","","","-9.130000","","","","","","","-7.347788","-8.216999","","","","","","","D1 PROFILE","","","","","",""
"62600200000053","Nodes","53","21.000000","33.767342","DDS demands","Known Flow","312475.101183","968150.290652","","0.000000","","","","","-6.459999","","","","","","","-5.198982","-5.813999","","","","","","","D1 PROFILE","","","","","",""
"62600200000044","Nodes","44","21.000000","34.237628","DDS demands","Known Flow","312314.726139","968125.665645","","0.000000","","","","","-13.609999","","0.000000","-9.000000","","","","-10.953274","-12.249000","","","","","","","D1 PROFILE","","DH PROFILE","DM PROFILE","","",""
"62600200000051","Nodes","51","21.000000","33.754103","DDS demands","Known Flow","312385.226159","968206.290667","","0.000000","","","","","-25.029999","","","","","","","-20.144045","-22.526999","","","","","","","D1 PROFILE","","","","","",""
"62600200000045","Nodes","45","21.000000","34.546193","DDS demands","Known Flow","312260.976125","968157.665654","","0.000000","","","","","-27.999999","","","","","","","-22.534290","-25.199998","","","","","","","D1 PROFILE","","","","","",""
"62600200315357","Nodes","-315357","21.000000","33.578178","Default Known Flow Node","Known Flow","312391.101160","968211.415669","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200000203","Nodes","203","21.000000","34.159673","DDS demands","Known Flow","312149.976094","968101.915639","","0.000000","","","","","-8.839999","","","","","","","-7.114397","-7.955999","","","","","","","D1 PROFILE","","","","","",""
"62600200315344","Nodes","-315344","21.000000","34.159673","Default Known Flow Node","Known Flow","312138.601091","968088.915635","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200315348","Nodes","-315348","21.000000","34.545704","Default Known Flow Node","Known Flow","312256.976124","968160.040655","","0.000000","","","","","","","","-0.999999","","","","0.000000","0.000000","","","","","","","","","","DM PROFILE","","",""
"62600200000050","Nodes","50","21.000000","32.134345","DDS demands","Known Flow","312215.476112","968208.915668","","0.000000","","","","","-7.739999","","","","","","","-6.229121","-6.965999","","","","","","","D1 PROFILE","","","","","",""
"62600200000057","Nodes","57","21.000000","32.925169","DDS demands","Known Flow","312337.351145","968244.915678","","0.000000","","","","","-10.239999","","","","","","","-8.241112","-9.215999","","","","","","","D1 PROFILE","","","","","",""
"62600200315356","Nodes","-315356","21.000000","32.544107","Default Known Flow Node","Known Flow","312379.976157","968274.915686","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200000068","Nodes","68","21.000000","29.833342","Default Known Flow Node","Known Flow","312436.101172","968467.165738","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200315359","Nodes","-315359","21.000000","29.721735","Default Known Flow Node","Known Flow","312430.601171","968498.915747","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200315343","Nodes","-315343","21.000000","34.073918","Default Known Flow Node","Known Flow","312124.851088","968096.665637","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200315345","Nodes","-315345","21.000000","34.159673","Default Known Flow Node","Known Flow","312148.476094","968082.540634","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200315347","Nodes","","21.000000","34.359196","DDS demands","Known Flow","312225.726115","968179.165660","","0.000000","","","","","-6.040000","","","","","","","-4.860968","-5.435999","","","","","","","D1 PROFILE","","","","","",""
"62600200000046","Nodes","46","21.000000","34.284459","DDS demands","Known Flow","312295.351134","968203.290666","","0.000000","","","","","-11.190000","","","","","","","-9.005668","-10.071000","","","","","","","D1 PROFILE","","","","","",""
"62600200000061","Nodes","61","21.000000","30.548598","DDS demands","Known Flow","312383.851158","968329.290701","","0.000000","","","","","-20.300000","","","","","","","-16.337360","-18.270000","","","","","","","D1 PROFILE","","","","","",""
"62600200315361","Nodes","-315361","21.000000","32.172170","Default Known Flow Node","Known Flow","312464.601180","968272.665685","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200000209","Nodes","209","21.000000","29.773794","DDS demands","Known Flow","312465.976180","968379.665714","","0.000000","","","","","-13.109999","","","","","","","-10.550875","-11.798999","","","","","","","D1 PROFILE","","","","","",""
"62600200000066","Nodes","66","21.000000","29.707730","DDS demands","Known Flow","312518.726195","968408.665722","","0.000000","","","","","-18.030000","","","","","","","-14.510474","-16.227000","","","","","","","D1 PROFILE","","","","","",""
"62600200000208","Nodes","208","21.000000","29.698206","DDS demands","Known Flow","312491.601187","968374.540713","","0.000000","","","","","-1.970000","","","","","","","-1.585448","-1.772999","","","","","","","D1 PROFILE","","","","","",""
"62600200000215","Nodes","215","21.000000","31.035846","DDS demands","Known Flow","312506.226191","968288.540690","","0.000000","","","","","-1.259999","","","","","","","-1.014043","-1.133999","","","","","","","D1 PROFILE","","","","","",""
"62600200000056","Nodes","56","21.000000","31.665808","DDS demands","Known Flow","312509.101192","968243.040677","","0.000000","","","","","-15.200000","","","","","","","-12.232900","-13.679999","","","","","","","D1 PROFILE","","","","","",""
"62600200000065","Nodes","65","21.000000","29.831422","DDS demands","Known Flow","312598.476217","968417.165725","","0.000000","","","","","-14.149999","","","","","","","-11.387864","-12.734998","","","","","","","D1 PROFILE","","","","","",""
"62600200315369","Nodes","-315369","21.000000","29.507408","Default Known Flow Node","Known Flow","312664.976235","968307.165695","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200000064","Nodes","64","21.000000","29.926410","DDS demands","Known Flow","312564.726207","968369.915712","","0.000000","","","","","-4.650000","","","","","","","-3.742301","-4.185000","","","","","","","D1 PROFILE","","","","","",""
"62600200000063","Nodes","63","21.000000","30.121570","DDS demands","Known Flow","312543.476202","968340.290704","","0.000000","","","","","-9.630000","","","","","","","-7.750186","-8.667000","","","","","","","D1 PROFILE","","","","","",""
"62600200315367","Nodes","-315367","21.000000","31.838654","Default Known Flow Node","Known Flow","312538.226200","968221.540671","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200000214","Nodes","214","21.000000","29.162292","DDS demands","Known Flow","312607.976219","968294.040691","","0.000000","","","","","-11.449999","","","","","","","-9.214915","-10.304999","","","","","","","D1 PROFILE","","","","","",""
"62600200000048","Nodes","48","21.000000","29.114647","DDS demands","Known Flow","312580.379568","968255.820551","","0.000000","","","","","-7.770000","","","","","","","-6.253265","-6.993000","","","","","","","D1 PROFILE","","","","","",""
"62600200000213","Nodes","213","21.000000","29.206706","DDS demands","Known Flow","312599.976217","968299.790693","","0.000000","","","","","-0.990000","","","","","","","-0.796748","-0.890999","","","","","","","D1 PROFILE","","","","","",""
"62600200000210","Nodes","210","21.000000","29.015216","DDS demands","Known Flow","312625.476224","968336.415703","","0.000000","","","","","-9.890000","","","","","","","-7.959433","-8.900999","","","","","","","D1 PROFILE","","","","","",""
"62600200000176","Nodes","176","21.000000","35.080075","DDS demands","Known Flow","310452.475633","968574.665767","","0.000000","","","","","-2.079999","","","","","","","-1.673975","-1.871999","","","","","","","D1 PROFILE","","","","","",""
"62600200321979","Nodes","-321979","21.000000","34.958492","Default Known Flow Node","Known Flow","310373.725611","968564.790765","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200000175","Nodes","175","21.000000","35.122219","DDS demands","Known Flow","310490.600643","968526.290754","","0.000000","","","","","-6.699999","","","","","","","-5.392133","-6.029999","","","","","","","D1 PROFILE","","","","","",""
"62600200000188","Nodes","188","21.000000","34.763048","DDS demands","Known Flow","310968.100773","968521.040753","","0.000000","","","","","-9.989999","","","","","","","-8.039912","-8.990999","","","","","","","D1 PROFILE","","","","","",""
"62600200000185","Nodes","185","21.000000","34.884898","DDS demands","Known Flow","310870.225746","968521.165753","","0.000000","","","","","-6.550000","","","","","","","-5.271414","-5.895000","","","","","","","D1 PROFILE","","","","","",""
"62600200000242","Nodes","242","21.000000","35.291969","Default Known Flow Node","Known Flow","310621.725679","968574.290767","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200000191","Nodes","191","21.000000","33.517471","DDS demands","Known Flow","310970.100773","968552.040761","","0.000000","","","","","-8.090000","","","","","","","-6.510800","-7.281000","","","","","","","D1 PROFILE","","","","","",""
"62600200000192","Nodes","192","21.000000","32.946786","DDS demands","Known Flow","310980.600776","968606.290776","","0.000000","","","","","-6.730000","","","","","","","-5.416277","-6.056999","","","","","","","D1 PROFILE","","","","","",""
"62600200321980","Nodes","","21.000000","35.161576","DDS demands","Known Flow","310588.850670","968583.040770","","0.000000","","","","","-2.039999","","","","","","","-1.641783","-1.835999","","","","","","","D1 PROFILE","","","","","",""
"62600200000177","Nodes","177","21.000000","35.161638","DDS demands","Known Flow","310588.600670","968580.665769","","0.000000","","","","","-2.559999","","","","","","","-2.060278","-2.303999","","","","","","","D1 PROFILE","","","","","",""
"62600200000179","Nodes","179","21.000000","35.170675","DDS demands","Known Flow","310667.350691","968555.415762","","0.000000","","","","","-7.430000","","","-22.000000","","","","-5.979635","-6.686999","","","","","","","D1 PROFILE","","","DM PROFILE","","",""
"62600200000180","Nodes","180","21.000000","34.849391","DDS demands","Known Flow","310675.725693","968602.540775","","0.000000","","","","","-3.930000","","","","","","","-3.162848","-3.536999","","","","","","","D1 PROFILE","","","","","",""
"62600200000181","Nodes","181","21.000000","34.654851","DDS demands","Known Flow","310675.725693","968638.415785","","0.000000","","","","","-4.639999","","","","","","","-3.734253","-4.175999","","","","","","","D1 PROFILE","","","","","",""
"62600200321981","Nodes","-321981","21.000000","34.697886","Default Known Flow Node","Known Flow","310627.350680","968630.915783","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200000182","Nodes","182","21.000000","34.540246","DDS demands","Known Flow","310794.225726","968576.290768","","0.000000","","","","","-9.670000","","","-1.999999","","","","-7.782378","-8.702999","","","","","","","D1 PROFILE","","","DM PROFILE","","",""
"62600200321983","Nodes","-321983","21.000000","34.439450","Default Known Flow Node","Known Flow","310798.475727","968626.540782","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200000184","Nodes","184","21.000000","34.583418","DDS demands","Known Flow","310875.100748","968576.790768","","0.000000","","","","","-12.090000","","","","","","","-9.729985","-10.880999","","","","","","","D1 PROFILE","","","","","",""
"62600200000183","Nodes","183","21.000000","34.581807","DDS demands","Known Flow","310866.600310","968616.663819","","0.000000","","","","","-0.829999","","","","","","","-0.667980","-0.746999","","","","","","","D1 PROFILE","","","","","",""
"62600200000186","Nodes","186","21.000000","34.829726","DDS demands","Known Flow","310889.100751","968524.165754","","0.000000","","","","","-3.609999","","","","","","","-2.905313","-3.248999","","","","","","","D1 PROFILE","","","","","",""
"62600200321989","Nodes","-321989","21.000000","34.338921","Default Known Flow Node","Known Flow","310973.600774","968551.165761","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62600200000194","Nodes","194, P00040644, CASTLEGREEN ROAD, -36.83SCMH","22.999998","32.034379","CSEP DDS Matched","Known Flow","310994.850780","968653.790789","","0.000000","","","","","","-36.800000","","","","","","-32.907219","-36.800000","","","","","","","","DC PROFILE","","","","",""
