"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-DC)"
"62500800394484","Nodes","-323336",21.000000,24.523682,"Default Known Flow Node","Known Flow",249693.834100,659153.456571,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800001462","Nodes","P08117880, Connor Road, -12.09",22.999998,24.523682,"CSEP DDS Matched","Known Flow",249683.334097,659134.331566,,0.000000,,,,,,-4.289999,-12.090000,,,,,-14.647289,-16.379999,,"",,,,,,"D1 PROFILE","DC PROFILE",,,,
"62500800394489","Nodes","-323344",21.000000,30.337677,"Default Known Flow Node","Known Flow",249783.209124,659137.206567,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394492","Nodes","-323347",21.000000,30.337677,"Default Known Flow Node","Known Flow",249786.709125,659136.706567,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394491","Nodes","-323346",21.000000,30.400583,"Default Known Flow Node","Known Flow",249783.584124,659144.581569,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394486","Nodes","-323340",21.000000,30.400583,"Default Known Flow Node","Known Flow",249769.834121,659145.581569,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394493","Nodes","-323348",21.000000,31.676386,"Default Known Flow Node","Known Flow",249788.709126,659373.831631,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800001280","Nodes","1280",21.000000,31.806646,"Default Known Flow Node","Known Flow",249788.209126,659376.331632,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394496","Nodes","-323352",21.000000,29.995784,"Default Known Flow Node","Known Flow",249800.959129,659055.581545,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394490","Nodes","-323345",21.000000,29.995784,"Default Known Flow Node","Known Flow",249783.584124,659047.456542,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394503","Nodes","-323360",21.000000,32.270658,"Default Known Flow Node","Known Flow",249901.834156,659327.081618,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394781","Nodes","-83005",21.000000,29.949489,"Default Known Flow Node","Known Flow",249805.584130,659051.081543,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394782","Nodes","-83006",21.000000,29.949489,"Default Known Flow Node","Known Flow",249813.084132,659038.206540,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800001230","Nodes","1230",21.000000,31.873281,"Default Known Flow Node","Known Flow",249722.459108,659434.456648,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800001231","Nodes","1231",21.000000,31.699453,"Default Known Flow Node","Known Flow",249752.834116,659408.206641,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000833","Nodes","833",21.000000,28.933552,"DDS demands","Known Flow",249876.584150,659039.706540,,0.000000,,,,,,-5.509999,,,,,,-4.927140,-5.509999,,"",,,,,,"D1 PROFILE",,,,,
"62500800000961","Nodes","961",21.000000,28.455090,"DDS demands","Known Flow",249878.334150,659005.331531,,0.000000,,,,,,-16.899999,,,,,,-15.112282,-16.899999,,"",,,,,,"D1 PROFILE",,,,,
"62500800000962","Nodes","962",21.000000,29.012857,"DDS demands","Known Flow",249844.334141,659042.831541,,0.000000,,,,,,-2.519999,,,,,,-2.253428,-2.519999,,"",,,,,,"D1 PROFILE",,,,,
"62500800394500","Nodes","-323356",21.000000,29.012857,"Default Known Flow Node","Known Flow",249833.334138,659039.206540,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000960","Nodes","960",21.000000,29.025927,"DDS demands","Known Flow",249872.459148,659051.706544,,0.000000,,,,,,-0.579999,,,,,,-0.518646,-0.579999,,"",,,,,,"D1 PROFILE",,,,,
"62500800001305","Nodes","1305",21.000000,29.513097,"Default Known Flow Node","Known Flow",249863.459146,659060.831546,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394501","Nodes","-323358",21.000000,29.513097,"Default Known Flow Node","Known Flow",249861.834146,659059.956546,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000095","Nodes","95",21.000000,29.536579,"DDS demands","Known Flow",249860.834145,659068.831548,,0.000000,,,,,,-18.370000,,,,,,-16.426783,-18.370000,,"",,,,,,"D1 PROFILE",,,,,
"62500800001304","Nodes","1304",21.000000,29.969601,"DDS demands","Known Flow",249802.959130,659050.206543,,0.000000,-18.379999,,,-7.510000,,-13.569999,,,,,,-35.285836,-39.460000,,"","C1 PROFILE",,,"C4 PROFILE",,"D1 PROFILE",,,,,
"62500800001296","Nodes","1296",21.000000,28.562583,"Default Known Flow Node","Known Flow",249715.084106,659002.706530,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800001297","Nodes","1297",21.000000,28.562583,"Default Known Flow Node","Known Flow",249666.709092,658956.456518,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000091","Nodes","P00054534, Barnes Street, -33.69",22.999998,27.179654,"CSEP DDS Matched","Known Flow",249669.709093,659020.206535,,0.000000,,,,,,,-33.689999,,,,,-30.126200,-33.689999,,"",,,,,,,"DC PROFILE",,,,
"62500800001298","Nodes","1298",21.000000,27.193487,"Default Known Flow Node","Known Flow",249667.584093,659013.331533,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000834","Nodes","834",21.000000,27.159620,"DDS demands","Known Flow",249677.334095,659043.831541,,0.000000,,,,,,-8.350000,,,,,,-7.466719,-8.350000,,"",,,,,,"D1 PROFILE",,,,,
"62500800394483","Nodes","-323335",21.000000,25.355126,"Default Known Flow Node","Known Flow",249686.584098,659095.331555,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394482","Nodes","-323334",21.000000,24.743270,"Default Known Flow Node","Known Flow",249675.459095,659117.581561,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800001292","Nodes","1292",21.000000,30.887940,"Default Known Flow Node","Known Flow",249671.084094,659166.956575,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800001293","Nodes","1293",21.000000,30.114650,"DDS demands","Known Flow",249637.834085,659130.956565,,0.000000,,,,,,-4.880000,,,,,,-4.363783,-4.880000,,"",,,,,,"D1 PROFILE",,,,,
"62500800001309","Nodes","1309",21.000000,30.030884,"DDS demands","Known Flow",249653.334089,659153.956571,,0.000000,,,,,,-2.539999,,,,,,-2.271313,-2.539999,,"",,,,,,"D1 PROFILE",,,,,
"62500800001294","Nodes","1294",21.000000,30.158152,"Default Known Flow Node","Known Flow",249607.834076,659104.456558,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800002289","Nodes","2289",21.000000,31.105290,"DDS demands","Known Flow",249791.459126,659221.831590,,0.000000,,,,,,-7.199999,,,,,,-6.438368,-7.199999,,"",,,,,,"D1 PROFILE",,,,,
"62500800000081","Nodes","81",21.000000,31.207849,"DDS demands","Known Flow",249792.584127,659227.706591,,0.000000,,-15.999999,,,,-1.389999,,,,,,-15.550448,-17.389999,,"",,"C2 PROFILE",,,,"D1 PROFILE",,,,,
"62500800000082","Nodes","82",21.000000,31.178007,"DDS demands","Known Flow",249750.084115,659227.706591,,0.000000,,,,,,-6.150000,,,,,,-5.499440,-6.150000,,"",,,,,,"D1 PROFILE",,,,,
"62500800001287","Nodes","1287",21.000000,31.526131,"DDS demands","Known Flow",249795.209127,659255.956599,,0.000000,,,,,,-5.949999,,,,,,-5.320596,-5.949999,,"",,,,,,"D1 PROFILE",,,,,
"62500800001290","Nodes","1290",21.000000,31.140649,"Default Known Flow Node","Known Flow",249704.584103,659218.706589,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800001299","Nodes","1299",21.000000,28.898517,"DDS demands","Known Flow",249667.084093,659284.581607,,0.000000,,,,,,-8.039999,,,,,,-7.189511,-8.039999,,"",,,,,,"D1 PROFILE",,,,,
"62500800000868","Nodes","868",21.000000,28.916444,"DDS demands","Known Flow",249662.459091,659296.456610,,0.000000,,,,,,-7.150000,,,,,,-6.393657,-7.150000,,"",,,,,,"D1 PROFILE",,,,,
"62500800001011","Nodes","1011",21.000000,28.914481,"DDS demands","Known Flow",249673.209094,659287.331608,,0.000000,,,,,,-10.470000,,,,,,-9.362461,-10.470000,,"",,,,,,"D1 PROFILE",,,,,
"62500800000074","Nodes","74",21.000000,28.901109,"DDS demands","Known Flow",249654.084089,659293.206609,,0.000000,,,,,,-4.050000,,,,,,-3.621582,-4.050000,,"",,,,,,"D1 PROFILE",,,,,
"62500800001285","Nodes","1285",21.000000,31.200170,"DDS demands","Known Flow",249780.701834,659326.257367,,0.000000,,,,,,-1.469999,,,,,,-1.314500,-1.469999,,"",,,,,,"D1 PROFILE",,,,,
"62500800394488","Nodes","-323343",21.000000,31.200170,"Default Known Flow Node","Known Flow",249782.959124,659326.581618,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800001259","Nodes","1259",21.000000,29.765827,"Default Known Flow Node","Known Flow",249708.459104,659315.706615,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394495","Nodes","-323351",21.000000,31.891006,"DDS demands","Known Flow",249797.209128,659279.331605,,0.000000,,,,,,-3.989999,,,,,,-3.567929,-3.989999,,"",,,,,,"D1 PROFILE",,,,,
"62500800001288","Nodes","1288",21.000000,31.568010,"DDS demands","Known Flow",249787.959125,659276.331605,,0.000000,,,,-3.890000,,-0.959999,,,,,,-4.336956,-4.850000,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,,,
"62500800001286","Nodes","1286",21.000000,31.893449,"Default Known Flow Node","Known Flow",249798.209128,659281.706606,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394494","Nodes","-323350",21.000000,31.812108,"Default Known Flow Node","Known Flow",249796.334128,659369.456630,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394498","Nodes","-323354",21.000000,31.968155,"Default Known Flow Node","Known Flow",249822.061616,659288.638178,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000888","Nodes","888",21.000000,29.119614,"Default Known Flow Node","Known Flow",249611.834078,659295.581610,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394477","Nodes","-323329",21.000000,28.710744,"Default Known Flow Node","Known Flow",249644.668937,659329.202765,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000070","Nodes","70",21.000000,28.659475,"DDS demands","Known Flow",249685.459098,659376.706632,,0.000000,,,,,,-4.179999,,,,,,-3.737830,-4.179999,,"",,,,,,"D1 PROFILE",,,,,
"62500800000603","Nodes","603",21.000000,29.325967,"DDS demands","Known Flow",249574.209067,659407.831640,,0.000000,,,,-10.079999,,,,,,,,-9.013715,-10.079999,,"",,,,"C4 PROFILE",,,,,,,
"62500800394473","Nodes","-323320",21.000000,29.325967,"Default Known Flow Node","Known Flow",249572.709067,659408.206641,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000602","Nodes","602",21.000000,31.813992,"DDS demands","Known Flow",249684.709097,659430.706647,,0.000000,,,,,,-14.739999,,,,,,-13.180771,-14.739999,,"",,,,,,"D1 PROFILE",,,,,
"62500800000067","Nodes","67",21.000000,31.643113,"DDS demands","Known Flow",249785.334125,659462.081655,,0.000000,,,,-3.540000,,-3.780000,,,,,,-6.545675,-7.320000,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,,,
"62500800000068","Nodes","68",21.000000,31.512691,"DDS demands","Known Flow",249841.209140,659471.331658,,0.000000,,,,,,-5.070000,,,,,,-4.533684,-5.070000,,"",,,,,,"D1 PROFILE",,,,,
"62500800000069","Nodes","69",21.000000,31.783850,"DDS demands","Known Flow",249775.584122,659444.331650,,0.000000,,,,,,-11.790000,,,,,,-10.542829,-11.790000,,"",,,,,,"D1 PROFILE",,,,,
"62500800001282","Nodes","1282",21.000000,31.684786,"Default Known Flow Node","Known Flow",249788.334126,659368.831630,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000886","Nodes","886",21.000000,31.749165,"DDS demands","Known Flow",249780.959124,659423.456645,,0.000000,,,,,,-7.499999,,,,,,-6.706634,-7.499999,,"",,,,,,"D1 PROFILE",,,,,
"62500800000887","Nodes","887",21.000000,31.747135,"Default Known Flow Node","Known Flow",249791.584126,659425.081645,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394497","Nodes","-323353",21.000000,31.953807,"Default Known Flow Node","Known Flow",249805.709130,659336.956621,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000949","Nodes","Barrhead Station DG, Tel, Profiled, Site ID 3342",21.000000,32.000001,"Default Known Pressure Node","Known Pressure",249812.084132,659336.206621,,2733.999866,,,,,,,,,,,,467.392834,522.683360,,"",,,,,,,,,,,
"62500800001012","Nodes","1012",21.000000,28.078427,"DDS demands","Known Flow",249577.209068,659176.456577,,0.000000,,,,,,-7.600000,,,,,,-6.796056,-7.600000,,"",,,,,,"D1 PROFILE",,,,,
"62500800394474","Nodes","-323322",21.000000,28.352944,"Default Known Flow Node","Known Flow",249609.709077,659206.331586,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394476","Nodes","-323327",21.000000,28.003232,"Default Known Flow Node","Known Flow",249638.459085,659218.706589,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394475","Nodes","-323325",21.000000,28.660040,"Default Known Flow Node","Known Flow",249634.941042,659327.186693,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394780","Nodes","-83003",21.000000,27.210448,"Default Known Flow Node","Known Flow",249664.335815,659008.211701,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394485","Nodes","-323339",21.000000,30.400583,"Default Known Flow Node","Known Flow",249767.459120,659142.831568,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394487","Nodes","-323341",21.000000,30.400583,"Default Known Flow Node","Known Flow",249770.084121,659147.581570,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000077","Nodes","77",21.000000,32.005723,"DDS demands","Known Flow",249845.334141,659299.331611,,0.000000,,,,-4.790000,,-9.119999,,,,-6.000000,,-17.803878,-19.910000,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,,"I2 PROFILE",
"62500800394499","Nodes","-323355",21.000000,31.924766,"Default Known Flow Node","Known Flow",249825.084136,659279.831606,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394543","Nodes","-325758",21.000000,32.005723,"Default Known Flow Node","Known Flow",249842.709140,659297.831610,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800001301","Nodes","1301 )",21.000000,24.979182,"DDS demands","Known Flow",249610.959077,659014.831533,,0.000000,-20.579999,,,,,,,,,,,-18.403004,-20.579999,,"","C1 PROFILE",,,,,,,,,,
"62500800394209","Nodes","-165556",21.000000,25.822434,"Default Known Flow Node","Known Flow",249604.209075,658995.956528,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800001260","Nodes","1260",21.000000,29.982074,"DDS demands","Known Flow",249663.834092,659314.206615,,0.000000,,,,,,-0.649999,,,,,,-0.581241,-0.649999,,"",,,,,,"D1 PROFILE",,,,,
"62500800001533","Nodes","1533",21.000000,34.893746,"Default Known Flow Node","Known Flow",249998.209183,659114.581561,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394696","Nodes","-385094",21.000000,34.893746,"Default Known Flow Node","Known Flow",249981.709178,659131.206565,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000601","Nodes","601",21.000000,30.153808,"DDS demands","Known Flow",249483.459043,659871.831767,,0.000000,,,,,,-13.100000,,,,,,-11.714255,-13.100000,,"",,,,,,"D1 PROFILE",,,,,
"62500800000526","Nodes","526",21.000000,30.481904,"DDS demands","Known Flow",249412.584023,659834.706757,,0.000000,,,,,,-25.629999,,,,,,-22.918803,-25.629999,,"",,,,,,"D1 PROFILE",,,,,
"62500800394581","Nodes","-327207",21.000000,30.481904,"Default Known Flow Node","Known Flow",249411.709023,659868.456766,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000524","Nodes","524",21.000000,30.443986,"DDS demands","Known Flow",249413.334024,659961.206791,,0.000000,,,,,,-22.030001,,,,,,-19.699622,-22.030001,,"",,,,,,"D1 PROFILE",,,,,
"62500800000525","Nodes","525",21.000000,30.250429,"DDS demands","Known Flow",249462.959037,659968.831793,,0.000000,,,,,,-13.590000,,,,,,-12.152421,-13.590000,,"",,,,,,"D1 PROFILE",,,,,
"62500800000623","Nodes","623",21.000000,31.783809,"DDS demands","Known Flow",249763.334119,659510.956668,,0.000000,,,,,,-1.440000,,,,,,-1.287673,-1.440000,,"",,,,,,"D1 PROFILE",,,,,
"62500800000581","Nodes","Low Point, Aline Court / Lomond Drive, ID: 3427",21.000000,25.123059,"Low Point","Known Flow",249848.709142,659815.206751,,0.000000,,,,,,-5.639999,,,,,,-5.043388,-5.639999,,"",,,,,,"D1 PROFILE",,,,,
"62500800001315","Nodes","1315",21.000000,28.714334,"DDS demands","Known Flow",249700.709102,659929.706782,,0.000000,,,,,,-3.380000,,,,,,-3.022456,-3.380000,,"",,,,,,"D1 PROFILE",,,,,
"62500800001316","Nodes","1316",21.000000,28.336910,"DDS demands","Known Flow",249703.709103,659915.706779,,0.000000,,,,,,-4.389999,,,,,,-3.925616,-4.389999,,"",,,,,,"D1 PROFILE",,,,,
"62500800000055","Nodes","55",21.000000,26.491712,"DDS demands","Known Flow",249803.334130,659837.831757,,0.000000,,,,,,-25.610000,,,,,,-22.900920,-25.610000,,"",,,,,,"D1 PROFILE",,,,,
"62500800001320","Nodes","1320",21.000000,26.445699,"DDS demands","Known Flow",249815.084133,659769.956739,,0.000000,,,,,,-4.369999,,,,,,-3.907732,-4.369999,,"",,,,,,"D1 PROFILE",,,,,
"62500800000808","Nodes","808",21.000000,30.701839,"DDS demands","Known Flow",249737.239620,659605.612686,,0.000000,,,,,,-12.449999,,,,,,-11.133012,-12.449999,,"",,,,,,"D1 PROFILE",,,,,
"62500800000066","Nodes","66",21.000000,31.358733,"DDS demands","Known Flow",249770.459121,659546.581678,,0.000000,,,,,,-15.880000,,,,,,-14.200180,-15.880000,,"",,,,,,"D1 PROFILE",,,,,
"62500800000800","Nodes","800",21.000000,31.098415,"DDS demands","Known Flow",249935.959166,659589.706690,,0.000000,,-39.999997,,,,-23.540001,,,,,,-56.818603,-63.539999,,"",,"C2 PROFILE",,,,"D1 PROFILE",,,,,
"62500800394516","Nodes","-324531",21.000000,31.801852,"Default Known Flow Node","Known Flow",249672.084094,659528.331673,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394515","Nodes","-324530",21.000000,31.845336,"Default Known Flow Node","Known Flow",249648.209087,659507.956668,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394517","Nodes","-324532",21.000000,30.942067,"Default Known Flow Node","Known Flow",249725.959109,659618.206698,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394518","Nodes","-324533",21.000000,30.942067,"Default Known Flow Node","Known Flow",249728.584109,659618.456698,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394519","Nodes","-324535",21.000000,30.617019,"Default Known Flow Node","Known Flow",249741.459113,659641.956704,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000928","Nodes","928",21.000000,30.617019,"DDS demands","Known Flow",249740.834113,659644.581705,,0.000000,,,,-5.320000,,-7.669999,,,,,,-11.615891,-12.990000,,"",,,,"C4 PROFILE",,"D1 PROFILE",,,,,
"62500800394529","Nodes","-324546",21.000000,25.242827,"Default Known Flow Node","Known Flow",249889.584153,659877.581768,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000579","Nodes","579",21.000000,25.595942,"DDS demands","Known Flow",249977.959177,659976.581795,,0.000000,,,,,,-12.050000,,,,,,-10.775325,-12.050000,,"",,,,,,"D1 PROFILE",,,,,
"62500800001319","Nodes","1319",21.000000,28.623738,"DDS demands","Known Flow",249690.709099,659988.831799,,0.000000,,,,,,-4.780000,,,,,,-4.274362,-4.780000,,"",,,,,,"D1 PROFILE",,,,,
"62500800001314","Nodes","1314",21.000000,29.101618,"DDS demands","Known Flow",249691.709099,659928.581782,,0.000000,,,,,,-20.739999,,,,,,-18.546079,-20.739999,,"",,,,,,"D1 PROFILE",,,,,
"62500800001317","Nodes","1317",21.000000,27.617793,"DDS demands","Known Flow",249711.584105,659870.831766,,0.000000,,,,,,-18.319999,,,,,,-16.382072,-18.319999,,"",,,,,,"D1 PROFILE",,,,,
"62500800001318","Nodes","1318",21.000000,28.267376,"DDS demands","Known Flow",249748.959115,659923.581781,,0.000000,,,,,,-2.840000,,,,,,-2.539578,-2.840000,,"",,,,,,"D1 PROFILE",,,,,
"62500800000062","Nodes","62",21.000000,29.696393,"DDS demands","Known Flow",249776.209122,659716.706724,,0.000000,,,,,,-2.119999,,-6.199999,,,,-1.895741,-2.119999,,"",,,,,,"D1 PROFILE",,"DH PROFILE",,,
"62500800394525","Nodes","-324542",21.000000,28.883072,"Default Known Flow Node","Known Flow",249837.834139,659668.331711,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000060","Nodes","60",21.000000,29.845040,"DDS demands","Known Flow",249729.584110,659710.831723,,0.000000,,,,,,-30.309999,,,,,,-27.103743,-30.309999,,"",,,,,,"D1 PROFILE",,,,,
"62500800000051","Nodes","51",21.000000,29.780235,"DDS demands","Known Flow",249533.459056,659971.581794,,0.000000,,,,,,-26.570000,,,,,,-23.759370,-26.570000,,"",,,,,,"D1 PROFILE",,,,,
"62500800394789","Nodes","-85544",21.000000,29.778733,"Default Known Flow Node","Known Flow",249543.834059,659973.706794,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000052","Nodes","52",21.000000,29.473337,"DDS demands","Known Flow",249610.959077,659985.956798,,0.000000,,,,,,-17.370001,,,,,,-15.532565,-17.370001,,"",,,,,,"D1 PROFILE",,,,,
"62500800000057","Nodes","57",21.000000,29.472955,"DDS demands","Known Flow",249644.959087,659802.706748,,0.000000,,,,,,-20.499999,,,,,,-18.331467,-20.499999,,"",,,,,,"D1 PROFILE",,,,,
"62500800394514","Nodes","-324529",21.000000,29.764833,"Default Known Flow Node","Known Flow",249539.459058,659946.081787,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000059","Nodes","59",21.000000,29.620347,"DDS demands","Known Flow",249654.209089,659752.706734,,0.000000,,-51.099999,,,,-7.259999,,,,,,-52.186554,-58.360001,,"",,"C2 PROFILE",,,,"D1 PROFILE",,,,,
"62500800000064","Nodes","64",21.000000,31.798443,"DDS demands","Known Flow",249671.459094,659534.331675,,0.000000,,,,,,-14.749999,,,,,,-13.189713,-14.749999,,"",,,,,,"D1 PROFILE",,,,,
"62500800000930","Nodes","930",21.000000,30.948602,"Default Known Flow Node","Known Flow",249733.959111,659619.706698,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000929","Nodes","929",21.000000,30.980607,"DDS demands","Known Flow",249747.334114,659622.956699,,0.000000,,,,,,-1.259999,,,,,,-1.126714,-1.259999,,"",,,,,,"D1 PROFILE",,,,,
"62500800000931","Nodes","931",21.000000,31.161164,"DDS demands","Known Flow",249766.933621,659567.827453,,0.000000,,,,,,-16.709999,,,,,,-14.942380,-16.709999,,"",,,,,,"D1 PROFILE",,,,,
"62500800000801","Nodes","801",21.000000,31.096769,"DDS demands","Known Flow",249930.584164,659598.581692,,0.000000,,,,,,-6.110000,,,,,,-5.463671,-6.110000,,"",,,,,,"D1 PROFILE",,,,,
"62500800001431","Nodes","1431",21.000000,31.060974,"DDS demands","Known Flow",249903.959157,659633.831702,,0.000000,,,,,,-2.390000,,,,,,-2.137181,-2.390000,,"",,,,,,"D1 PROFILE",,,,,
"62500800394528","Nodes","-324545",21.000000,31.060974,"Default Known Flow Node","Known Flow",249889.334153,659619.456698,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394520","Nodes","-324536",21.000000,31.003000,"Default Known Flow Node","Known Flow",249755.084117,659613.331696,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394522","Nodes","-324538",21.000000,31.003000,"Default Known Flow Node","Known Flow",249759.459118,659614.581697,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394523","Nodes","-324539",21.000000,31.003000,"Default Known Flow Node","Known Flow",249762.584119,659615.081697,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394521","Nodes","-324537",21.000000,31.003000,"Default Known Flow Node","Known Flow",249757.084117,659654.831708,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394526","Nodes","-324543",21.000000,28.883072,"Default Known Flow Node","Known Flow",249842.959140,659682.706715,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800394527","Nodes","-324544",21.000000,28.658213,"Default Known Flow Node","Known Flow",249855.209144,659652.581707,,0.000000,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,
"62500800000915","Nodes","915",21.000000,28.505595,"DDS demands","Known Flow",249866.709147,659641.581704,,0.000000,,,,,,-14.229999,,,,,,-12.724720,-14.229999,,"",,,,,,"D1 PROFILE",,,,,
