"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(PL-AF)"
"62505300005169","Nodes","5169","21.000000","35.988682","Default Known Flow Node","Known Flow","247262.833438","669969.334514","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005180","Nodes","5180","21.000000","29.370548","Default Known Flow Node","Known Flow","247316.083453","669786.834465","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005177","Nodes","5177","21.000000","29.370548","Default Known Flow Node","Known Flow","247313.708452","669775.834462","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005187","Nodes","5187","21.000000","36.730406","Default Known Flow Node","Known Flow","247339.708459","669944.584508","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005185","Nodes","5185","21.000000","27.957038","Default Known Flow Node","Known Flow","247334.458458","669711.459444","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005192","Nodes","5192","21.000000","32.419650","Default Known Flow Node","Known Flow","247347.458461","669613.334417","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005305","Nodes","5305","21.000000","27.739120","Default Known Flow Node","Known Flow","247362.833466","669726.459448","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005202","Nodes","5202","21.000000","27.616256","Default Known Flow Node","Known Flow","247405.583477","669693.584439","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005190","Nodes","5190","21.000000","32.419650","Default Known Flow Node","Known Flow","247344.458461","669613.334417","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005208","Nodes","5208","21.000000","32.509868","Default Known Flow Node","Known Flow","247486.083499","669512.084390","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005362","Nodes","5362","21.000000","36.984432","Default Known Flow Node","Known Flow","246991.458365","669874.959489","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000142","Nodes","142","21.000000","44.097888","DDS demands","Known Flow","247190.333419","669988.959520","","0.000000","","","","","","-6.340000","","","","-5.669341","-6.340000","","","","","","","","D1 PROFILE","","",""
"62505300000358","Nodes","358","21.000000","43.611554","DDS demands","Known Flow","247171.914102","669996.347487","","0.000000","","","","","","-1.770000","","","","-1.582765","-1.770000","","","","","","","","D1 PROFILE","","",""
"62505300005301","Nodes","5301","21.000000","43.481851","Default Known Flow Node","Known Flow","247167.583412","669998.084522","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000363","Nodes","363","21.000000","40.856189","DDS demands","Known Flow","247009.083369","669986.334519","","0.000000","","","","","","-11.220000","","","","-10.033124","-11.220000","","","","","","","","D1 PROFILE","","",""
"62505300005363","Nodes","5363","21.000000","40.856189","Default Known Flow Node","Known Flow","247001.833367","669989.959520","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005306","Nodes","5306","21.000000","27.739120","Default Known Flow Node","Known Flow","247395.208474","669718.834446","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005307","Nodes","5307","21.000000","27.564888","Default Known Flow Node","Known Flow","247409.333478","669737.459451","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005309","Nodes","5309","21.000000","27.739120","Default Known Flow Node","Known Flow","247420.833481","669699.959441","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005308","Nodes","5308","21.000000","41.882014","Default Known Flow Node","Known Flow","247413.958480","669953.334510","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000719","Nodes","719","21.000000","41.878702","DDS demands","Known Flow","247416.583480","669947.209508","","0.000000","","","","","","-2.689999","","","","-2.405446","-2.689999","","","","","","","","D1 PROFILE","","",""
"62505300005370","Nodes","5370","21.000000","41.882014","Default Known Flow Node","Known Flow","247419.208481","669953.084510","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005403","Nodes","5403","21.000000","33.778744","Default Known Flow Node","Known Flow","247414.708480","669545.084399","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000718","Nodes","718","21.000000","41.809435","DDS demands","Known Flow","247415.958480","669977.959517","","0.000000","","","","","","-18.249999","","","","-16.319476","-18.249999","","","","","","","","D1 PROFILE","","",""
"62505300005369","Nodes","5369","21.000000","41.884003","Default Known Flow Node","Known Flow","247413.958480","669957.334511","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000720","Nodes","720","21.000000","41.809435","Default Known Flow Node","Known Flow","247383.833471","670000.084523","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005368","Nodes","5368","21.000000","41.884003","Default Known Flow Node","Known Flow","247394.708474","669966.834514","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005367","Nodes","5367","21.000000","41.968912","Default Known Flow Node","Known Flow","247373.208468","669970.084514","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000565","Nodes","565","21.000000","30.261153","DDS demands","Known Flow","247559.333519","669555.959402","","0.000000","","","","","","-22.959998","","","","-20.531241","-22.959998","","","","","","","","D1 PROFILE","","",""
"62505300000569","Nodes","569","21.000000","40.990063","DDS demands","Known Flow","247650.208544","669800.084468","","0.000000","","","","","","-24.540000","","","","-21.944107","-24.540000","","","","","","","","D1 PROFILE","","",""
"62505300000570","Nodes","570","21.000000","39.858375","DDS demands","Known Flow","247742.333569","669781.209463","","0.000000","","","","","","-12.289999","","","","-10.989937","-12.289999","","","","","","","","D1 PROFILE","","",""
"62505300000657","Nodes","657","21.000000","36.248679","DDS demands","Known Flow","247969.208631","669883.209491","","0.000000","","","","","","-44.699999","","","","-39.971539","-44.699999","","","","","","","","D1 PROFILE","","",""
"62505300000656","Nodes","656","21.000000","38.634361","DDS demands","Known Flow","247912.833615","669873.834488","","0.000000","","","","","","-18.900000","","","","-16.900719","-18.900000","","","","","","","","D1 PROFILE","","",""
"62505300000004","Nodes","AREA 'D' DG, Site ID  3585","21.000000","49.999998","Default Known Pressure Node","Known Pressure","247509.458505","669885.084491","","999998.967025","","","","","","","","","","224.311383","250.846443","","","","","","","","","","",""
"62505300005290","Nodes","5290","21.000000","49.913828","Default Known Flow Node","Known Flow","247513.714899","669895.583401","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005289","Nodes","5289","21.000000","49.913828","Default Known Flow Node","Known Flow","247509.833506","669895.709494","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000567","Nodes","567","21.000000","45.001534","DDS demands","Known Flow","247694.208556","669738.334451","","0.000000","","","","","","-6.110000","","","","-5.463671","-6.110000","","","","","","","","D1 PROFILE","","",""
"62505300000571","Nodes","571","21.000000","37.869002","DDS demands","Known Flow","247634.458540","669901.709496","","0.000000","","","","","","-34.349997","","","","-30.716383","-34.349997","","","","","","","","D1 PROFILE","","",""
"62505300005210","Nodes","5210","21.000000","47.781133","Default Known Flow Node","Known Flow","247734.833567","669715.084445","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000568","Nodes","568","21.000000","45.001534","Default Known Flow Node","Known Flow","247720.833563","669718.209446","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000572","Nodes","572","21.000000","48.132763","Default Known Flow Node","Known Flow","247758.583573","669739.334452","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000606","Nodes","606","21.000000","41.398549","Default Known Flow Node","Known Flow","247785.333581","669936.334505","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000573","Nodes","573","21.000000","47.125492","Default Known Flow Node","Known Flow","247886.958608","669699.459441","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000566","Nodes","566","21.000000","48.601602","Default Known Flow Node","Known Flow","247748.458571","669709.084443","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000560","Nodes","560","21.000000","49.851979","Default Known Flow Node","Known Flow","247714.208561","669643.459426","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000561","Nodes","561","21.000000","47.379042","DDS demands","Known Flow","247639.958541","669555.709402","","0.000000","","","","","","-71.379997","","","","-63.829270","-71.379997","","","","","","","","D1 PROFILE","","",""
"62505300000562","Nodes","562","21.000000","45.548431","Default Known Flow Node","Known Flow","247577.958524","669584.584410","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005209","Nodes","5209","21.000000","40.616444","Default Known Flow Node","Known Flow","247552.583517","669613.959418","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000563","Nodes","563","21.000000","34.759744","DDS demands","Known Flow","247511.083506","669598.459413","","0.000000","","","","","","-41.009999","","","","-36.671877","-41.009999","","","","","","","","D1 PROFILE","","",""
"62505300000564","Nodes","564","21.000000","34.759744","Default Known Flow Node","Known Flow","247476.458497","669670.209433","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000576","Nodes","576","21.000000","40.597745","DDS demands","Known Flow","247822.583591","669526.209394","","0.000000","","","","","","-31.230000","","","","-27.926426","-31.230000","","","","","","","","D1 PROFILE","","",""
"62505300005291","Nodes","5291","21.000000","40.284820","Default Known Flow Node","Known Flow","247811.958588","669504.709388","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000575","Nodes","575","21.000000","41.195704","DDS demands","Known Flow","247849.833598","669556.084402","","0.000000","","","","","","-20.490000","","","","-18.322526","-20.490000","","","","","","","","D1 PROFILE","","",""
"62505300005214","Nodes","5214","21.000000","41.365278","Default Known Flow Node","Known Flow","247905.708613","669531.584395","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000574","Nodes","574","21.000000","43.735031","DDS demands","Known Flow","247894.583610","669637.834424","","0.000000","","","","","","-24.199999","","","","-21.640074","-24.199999","","","","","","","","D1 PROFILE","","",""
"62505300005215","Nodes","5215","21.000000","44.072564","Default Known Flow Node","Known Flow","247943.083623","669622.709420","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005310","Nodes","5310","21.000000","47.113492","Default Known Flow Node","Known Flow","247889.083609","669699.334441","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000581","Nodes","581","21.000000","46.619618","DDS demands","Known Flow","247932.833621","669766.709459","","0.000000","","","","","","-2.470000","","","","-2.208718","-2.470000","","","","","","","","D1 PROFILE","","",""
"62505300000709","Nodes","709","21.000000","44.768039","DDS demands","Known Flow","247900.833612","669769.834460","","0.000000","","","","","","-17.849999","","","","-15.961788","-17.849999","","","","","","","","D1 PROFILE","","",""
"62505300000582","Nodes","582","21.000000","44.286510","Default Known Flow Node","Known Flow","247954.208627","669809.584471","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000710","Nodes","710","21.000000","44.595999","DDS demands","Known Flow","247904.833613","669815.584472","","0.000000","","","","","","-6.769999","","","","-6.053854","-6.769999","","","","","","","","D1 PROFILE","","",""
"62505300000711","Nodes","711","21.000000","43.031686","DDS demands","Known Flow","247824.333591","669855.084483","","0.000000","","","","","","-14.310000","","","","-12.796258","-14.310000","","","","","","","","D1 PROFILE","","",""
"62505300000583","Nodes","583","21.000000","40.075518","DDS demands","Known Flow","247989.458636","669784.459464","","0.000000","","","","","","-16.959999","","","","-15.165934","-16.959999","","","","","","","","D1 PROFILE","","",""
"62505300005213","Nodes","5213","21.000000","40.110680","Default Known Flow Node","Known Flow","247828.583592","669945.959508","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000607","Nodes","607","21.000000","41.274480","Default Known Flow Node","Known Flow","247781.333579","669976.584516","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000618","Nodes","618","21.000000","40.131335","DDS demands","Known Flow","247827.833592","669949.459509","","0.000000","","","","","","-14.120000","","","","-12.626357","-14.120000","","","","","","","","D1 PROFILE","","",""
"62505300000616","Nodes","616","21.000000","39.925518","DDS demands","Known Flow","247821.583590","669976.084516","","0.000000","","","","","","-25.250000","","","","-22.579002","-25.250000","","","","","","","","D1 PROFILE","","",""
"62505300005211","Nodes","5211","21.000000","41.271378","Default Known Flow Node","Known Flow","247780.708579","669979.709517","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005212","Nodes","5212","21.000000","41.274480","Default Known Flow Node","Known Flow","247790.083582","669978.834517","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000731","Nodes","731","21.000000","35.605244","DDS demands","Known Flow","247701.208558","669968.334514","","0.000000","","","","","","-10.759999","","","","-9.621784","-10.759999","","","","","","","","D1 PROFILE","","",""
"62505300000732","Nodes","732","21.000000","35.324850","DDS demands","Known Flow","247721.958563","669963.834513","","0.000000","","","","","","-8.029999","","","","-7.180569","-8.029999","","","","","","","","D1 PROFILE","","",""
"62505300000730","Nodes","730","21.000000","37.053424","DDS demands","Known Flow","247649.333544","669969.834514","","0.000000","","","","","","-10.419999","","","","-9.317750","-10.419999","","","","","","","","D1 PROFILE","","",""
"62505300000728","Nodes","728","21.000000","37.355381","Default Known Flow Node","Known Flow","247646.833543","669940.084506","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000729","Nodes","729","21.000000","37.406915","DDS demands","Known Flow","247595.083529","669980.459517","","0.000000","","","","","","-4.010000","","","","-3.585814","-4.010000","","","","","","","","D1 PROFILE","","",""
"62505300000577","Nodes","577","21.000000","38.192091","DDS demands","Known Flow","247830.708593","669423.709366","","0.000000","","","","","","-19.709998","","","","-17.625034","-19.709998","","","","","","","","D1 PROFILE","","",""
"62505300005292","Nodes","5292","21.000000","40.369786","Default Known Flow Node","Known Flow","247854.333599","669488.959384","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000578","Nodes","578","21.000000","46.996377","Default Known Flow Node","Known Flow","247908.083614","669706.209443","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000437","Nodes","GARNILAND DG, Site ID 3588","21.000000","49.999998","Default Known Pressure Node","Known Pressure","247725.950703","669634.587914","","999998.967025","","","","","","","","","","993.011121","1110.479965","","","","","","","","","","",""
"62505300000602","Nodes","602","21.000000","39.429650","DDS demands","Known Flow","248024.958646","669946.959508","","0.000000","","","","","","-9.939999","","","","-8.888526","-9.939999","","","","","","","","D1 PROFILE","","",""
"62505300000584","Nodes","584","21.000000","39.507889","DDS demands","Known Flow","248049.083652","669701.334441","","0.000000","","","","","","-9.989999","","","","-8.933236","-9.989999","","","","","","","","D1 PROFILE","","",""
"62505300000585","Nodes","585","21.000000","35.759711","DDS demands","Known Flow","248079.458661","669670.209433","","0.000000","","","","","","-17.790001","","","","-15.908137","-17.790001","","","","","","","","D1 PROFILE","","",""
"62505300000579","Nodes","579","21.000000","46.831681","DDS demands","Known Flow","248089.833663","669618.584419","","0.000000","","","","","","-22.510000","","","","-20.128844","-22.510000","","","","","","","","D1 PROFILE","","",""
"62505300000713","Nodes","713","21.000000","33.583798","DDS demands","Known Flow","248100.708666","669860.459485","","0.000000","","","","","","-27.089999","","","","-24.224362","-27.089999","","","","","","","","D1 PROFILE","","",""
"62505300000714","Nodes","714","21.000000","30.725603","DDS demands","Known Flow","248047.458652","669833.209477","","0.000000","","","","","","-30.450000","","","","-27.228936","-30.450000","","","","","","","","D1 PROFILE","","",""
"62505300000596","Nodes","596","21.000000","30.107647","DDS demands","Known Flow","248289.708718","669782.084463","","0.000000","","","","","","-9.340000","","","","-8.351995","-9.340000","","","","","","","","D1 PROFILE","","",""
"62505300000595","Nodes","595","21.000000","30.932720","DDS demands","Known Flow","248386.458744","669774.959461","","0.000000","","","","","","-33.099997","","","","-29.598610","-33.099997","","","","","","","","D1 PROFILE","","",""
"62505300000599","Nodes","599","21.000000","35.867453","DDS demands","Known Flow","248224.083700","669678.084435","","0.000000","","","","","","-21.309999","","","","-19.055783","-21.309999","","","","","","","","D1 PROFILE","","",""
"62505300000600","Nodes","600","21.000000","32.445113","DDS demands","Known Flow","248362.708738","669663.084431","","0.000000","","","","","","-18.510000","","","","-16.551973","-18.510000","","","","","","","","D1 PROFILE","","",""
"62505300005313","Nodes","5313","21.000000","32.753053","Default Known Flow Node","Known Flow","248181.708688","669879.334490","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005312","Nodes","5312","21.000000","32.881909","Default Known Flow Node","Known Flow","248166.708684","669835.584478","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000603","Nodes","603","21.000000","37.245038","DDS demands","Known Flow","248106.333668","669944.334507","","0.000000","","","","","","-6.550000","","","","-5.857127","-6.550000","","","","","","","","D1 PROFILE","","",""
"62505300000604","Nodes","604","21.000000","35.325705","DDS demands","Known Flow","248119.333671","669928.459503","","0.000000","","","","","","-29.290001","","","","-26.191643","-29.290001","","","","","","","","D1 PROFILE","","",""
"62505300005315","Nodes","5315","21.000000","32.748117","Default Known Flow Node","Known Flow","248207.458695","669920.209501","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000712","Nodes","712","21.000000","34.785223","DDS demands","Known Flow","248124.083673","669894.084494","","0.000000","","","","","","-5.039999","","","","-4.506857","-5.039999","","","","","","","","D1 PROFILE","","",""
"62505300000597","Nodes","597","21.000000","29.867394","DDS demands","Known Flow","248300.583721","669754.959456","","0.000000","","","","","","-16.719998","","","","-14.951322","-16.719998","","","","","","","","D1 PROFILE","","",""
"62505300005400","Nodes","5400","21.000000","29.867394","Default Known Flow Node","Known Flow","248291.708718","669744.584453","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000593","Nodes","593","21.000000","34.439952","DDS demands","Known Flow","248433.083757","669663.459431","","0.000000","","","","","","-20.150000","","","","-18.018490","-20.150000","","","","","","","","D1 PROFILE","","",""
"62505300000594","Nodes","594","21.000000","33.317905","DDS demands","Known Flow","248334.083730","669688.209438","","0.000000","","","","","","-14.040000","","","","-12.554819","-14.040000","","","","","","","","D1 PROFILE","","",""
"62505300000592","Nodes","592","21.000000","39.699494","DDS demands","Known Flow","248347.994155","669597.710397","","0.000000","","","","","","-15.670000","","","","-14.012395","-15.670000","","","","","","","","D1 PROFILE","","",""
"62505300000598","Nodes","598","21.000000","38.403776","DDS demands","Known Flow","248234.458703","669652.834428","","0.000000","","","","","","-9.540000","","","","-8.530839","-9.540000","","","","","","","","D1 PROFILE","","",""
"62505300000591","Nodes","591","21.000000","40.599451","DDS demands","Known Flow","248304.708722","669595.709413","","0.000000","","","","","","-15.299999","","","","-13.681533","-15.299999","","","","","","","","D1 PROFILE","","",""
"62505300005316","Nodes","5316","21.000000","40.018917","Default Known Flow Node","Known Flow","248342.958732","669599.459414","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000590","Nodes","590","21.000000","43.028234","DDS demands","Known Flow","248343.458732","669555.709402","","0.000000","","","","","","-11.620000","","","","-10.390811","-11.620000","","","","","","","","D1 PROFILE","","",""
"62505300000580","Nodes","580","21.000000","43.389965","DDS demands","Known Flow","248197.083693","669447.084372","","0.000000","","","","","","-17.700000","","","","-15.827657","-17.700000","","","","","","","","D1 PROFILE","","",""
"62505300000586","Nodes","586","21.000000","35.494182","DDS demands","Known Flow","248115.708670","669627.584421","","0.000000","","","","","","-9.189999","","","","-8.217862","-9.189999","","","","","","","","D1 PROFILE","","",""
"62505300000587","Nodes","587","21.000000","35.674141","Default Known Flow Node","Known Flow","248122.583672","669729.959449","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000715","Nodes","715","21.000000","31.121410","DDS demands","Known Flow","248239.708704","669795.084467","","0.000000","","","","","","-21.010000","","","","-18.787518","-21.010000","","","","","","","","D1 PROFILE","","",""
"62505300005314","Nodes","5314","21.000000","32.748117","Default Known Flow Node","Known Flow","248189.458691","669891.459493","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000605","Nodes","605","21.000000","28.260696","DDS demands","Known Flow","248247.458706","669847.209481","","0.000000","","","","","","-25.879998","","","","-23.142358","-25.879998","","","","","","","","D1 PROFILE","","",""
"62505300000335","Nodes","335","21.000000","22.345595","DDS demands","Known Flow","245250.957891","670421.834637","","0.000000","","","","","","-10.110000","","","","-9.040542","-10.110000","","","","","","","","D1 PROFILE","","",""
"62505300000334","Nodes","334","21.000000","23.093239","DDS demands","Known Flow","245309.957907","670345.084617","","0.000000","","","","","","-8.329999","","","","-7.448834","-8.329999","","","","","","","","D1 PROFILE","","",""
"62505300000094","Nodes","94","21.000000","22.607337","DDS demands","Known Flow","245324.582911","670219.834582","","0.000000","","","","","","-2.339999","","","","-2.092469","-2.339999","","","","","","","","D1 PROFILE","","",""
"62505300000093","Nodes","93","21.000000","22.581586","DDS demands","Known Flow","245350.332918","670249.459591","","0.000000","","","","","","-6.610000","","","","-5.910780","-6.610000","","","","","","","","D1 PROFILE","","",""
"62505300000091","Nodes","91","21.000000","22.567131","DDS demands","Known Flow","245336.207914","670265.209595","","0.000000","","","","","","-6.370000","","","","-5.696168","-6.370000","","","","","","","","D1 PROFILE","","",""
"62505300000331","Nodes","331","21.000000","25.707677","DDS demands","Known Flow","245415.457936","670357.209620","","0.000000","","","","","","-8.130000","","","","-7.269991","-8.130000","","","","","","","","D1 PROFILE","","",""
"62505300000329","Nodes","329","21.000000","28.926999","Default Known Flow Node","Known Flow","245450.457945","670361.834621","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000392","Nodes","392","21.000000","21.934337","DDS demands","Known Flow","245175.332870","670464.084649","","0.000000","","","","","","-7.320000","","","","-6.545675","-7.320000","","","","","","","","D1 PROFILE","","",""
"62505300000341","Nodes","341","21.000000","22.075586","DDS demands","Known Flow","245186.082873","670419.834637","","0.000000","","","","","","-6.269999","","","","-5.606746","-6.269999","","","","","","","","D1 PROFILE","","",""
"62505300000336","Nodes","336","21.000000","22.122596","DDS demands","Known Flow","245193.332875","670392.084629","","0.000000","","","","","","-10.159999","","","","-9.085253","-10.159999","","","","","","","","D1 PROFILE","","",""
"62505300005034","Nodes","5034","21.000000","22.023156","Default Known Flow Node","Known Flow","245183.207873","670360.084621","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005364","Nodes","5364","21.000000","22.222356","Default Known Flow Node","Known Flow","245219.207882","670405.209633","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000082","Nodes","82","21.000000","29.427184","DDS demands","Known Flow","245404.957933","670417.334636","","0.000000","","","","","","-4.090000","","","","-3.657351","-4.090000","","","","","","","","D1 PROFILE","","",""
"62505300000083","Nodes","83","21.000000","29.268893","DDS demands","Known Flow","245382.207927","670469.959651","","0.000000","","","","","","-5.539999","","","","-4.953967","-5.539999","","","","","","","","D1 PROFILE","","",""
"62505300000081","Nodes","81","21.000000","29.306703","DDS demands","Known Flow","245381.707927","670414.584635","","0.000000","","","","","","-4.010000","","","","-3.585814","-4.010000","","","","","","","","D1 PROFILE","","",""
"62505300000084","Nodes","84","21.000000","29.338425","DDS demands","Known Flow","245458.582947","670425.959639","","0.000000","","","","","","-9.249999","","","","-8.271515","-9.249999","","","","","","","","D1 PROFILE","","",""
"62505300000085","Nodes","85","21.000000","29.266992","DDS demands","Known Flow","245430.957940","670497.209658","","0.000000","","","","","","-4.670000","","","","-4.175997","-4.670000","","","","","","","","D1 PROFILE","","",""
"62505300000096","Nodes","96","21.000000","30.313922","Default Known Flow Node","Known Flow","245433.582941","670401.334632","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000388","Nodes","388","21.000000","29.652745","DDS demands","Known Flow","245430.332940","670421.459637","","0.000000","","","","","","-2.460000","","","","-2.199776","-2.460000","","","","","","","","D1 PROFILE","","",""
"62505300000077","Nodes","77","21.000000","31.400893","Default Known Flow Node","Known Flow","245485.332955","670408.959634","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000092","Nodes","92","21.000000","23.096399","DDS demands","Known Flow","245426.457939","670249.084590","","0.000000","","","","","","-10.920000","","","","-9.764859","-10.920000","","","","","","","","D1 PROFILE","","",""
"62505300000095","Nodes","95","21.000000","22.018604","DDS demands","Known Flow","245252.582891","670261.959594","","0.000000","","","","","","-6.659999","","","","-5.955491","-6.659999","","","","","","","","D1 PROFILE","","",""
"62505300000078","Nodes","78","21.000000","22.428011","DDS demands","Known Flow","245406.207933","670355.834619","","0.000000","","","","","","-3.219999","","","","-2.879381","-3.219999","","","","","","","","D1 PROFILE","","",""
"62505300000090","Nodes","90","21.000000","22.932673","Default Known Flow Node","Known Flow","245262.082894","670322.459610","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000337","Nodes","337","21.000000","21.809582","DDS demands","Known Flow","245140.707861","670374.834625","","0.000000","","","","","","-8.310000","","","","-7.430950","-8.310000","","","","","","","","D1 PROFILE","","",""
"62505300005035","Nodes","5035","21.000000","22.023156","Default Known Flow Node","Known Flow","245216.207882","670334.584614","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000721","Nodes","721","21.000000","29.005716","DDS demands","Known Flow","245324.207911","670454.834646","","0.000000","","","","","","-9.279999","","","","-8.298341","-9.279999","","","","","","","","D1 PROFILE","","",""
"62505300000338","Nodes","338","21.000000","21.704434","DDS demands","Known Flow","245138.332860","670384.959627","","0.000000","","","","","","-7.690000","","","","-6.876535","-7.690000","","","","","","","","D1 PROFILE","","",""
"62505300005032","Nodes","5032","21.000000","21.660486","Default Known Flow Node","Known Flow","245129.207858","670428.959639","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300000339","Nodes","339","21.000000","21.682368","DDS demands","Known Flow","245130.832858","670382.959627","","0.000000","","","","","","-6.949999","","","","-6.214813","-6.949999","","","","","","","","D1 PROFILE","","",""
"62505300005031","Nodes","5031","21.000000","21.682368","Default Known Flow Node","Known Flow","245128.082858","670396.959631","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62505300005033","Nodes","5033","21.000000","21.682368","Default Known Flow Node","Known Flow","245132.207859","670357.834620","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
