"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)"
"62506000000004","Nodes","4",21.000000,47.890259,"DDS demands","Known Flow",259054.711647,620733.696117,,0.000000,,,,-2.599999,,-2.324966,-2.599999,,"",,,,"D1 PROFILE",
"62506000000027","Nodes","27",21.000000,43.869563,"DDS demands","Known Flow",259063.211649,620652.821095,,0.000000,,,,-15.609999,,-13.958741,-15.609999,,"",,,,"D1 PROFILE",
"62506000000028","Nodes","28",21.000000,42.188656,"DDS demands","Known Flow",259082.211654,620538.571064,,0.000000,0.000000,,,-19.749999,,-17.660804,-19.749999,,"","C1 PROFILE",,,"D1 PROFILE",
"62506000000029","Nodes","29",21.000000,38.693798,"DDS demands","Known Flow",259139.211670,620560.571070,,0.000000,,,,-24.349999,,-21.774205,-24.349999,,"",,,,"D1 PROFILE",
"62506000000030","Nodes","30",21.000000,36.687979,"DDS demands","Known Flow",259191.086684,620708.071110,,0.000000,,,,-16.010000,,-14.316429,-16.010000,,"",,,,"D1 PROFILE",
"62506000000031","Nodes","31",21.000000,43.218068,"DDS demands","Known Flow",259109.586662,620721.196113,,0.000000,,,,-12.149999,,-10.864747,-12.149999,,"",,,,"D1 PROFILE",
"62506000000033","Nodes","33",21.000000,45.606035,"DDS demands","Known Flow",259092.211657,620765.321125,,0.000000,,,,-3.749999,,-3.353317,-3.749999,,"",,,,"D1 PROFILE",
"62506000000034","Nodes","34",21.000000,45.606035,"Default Known Flow Node","Known Flow",259083.711655,620771.196127,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"62506000000035","Nodes","35",21.000000,45.582680,"DDS demands","Known Flow",259102.086660,620757.946123,,0.000000,,,,-0.950000,,-0.849507,-0.950000,,"",,,,"D1 PROFILE",
"62506000000032","Nodes","32",21.000000,45.866740,"DDS demands","Known Flow",259096.211658,620771.446127,,0.000000,,,,-8.859999,,-7.922770,-8.859999,,"",,,,"D1 PROFILE",
"62506000000036","Nodes","36",21.000000,45.790067,"DDS demands","Known Flow",259151.211673,620735.071117,,0.000000,,,,-8.159999,,-7.296817,-8.159999,,"",,,,"D1 PROFILE",
"62506000000040","Nodes","40",21.000000,32.789139,"DDS demands","Known Flow",258037.711370,620453.946041,,0.000000,,,,,-6.000000,-5.365307,-6.000000,,"",,,,,"I2 PROFILE"
"625060-7","Nodes","-7",21.000000,34.059629,"Default Known Flow Node","Known Flow",258584.336519,620432.571035,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"62506000000043","Nodes","43",21.000000,32.789139,"Default Known Flow Node","Known Flow",258023.461366,620455.321041,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"625060-11","Nodes","-11",21.000000,32.789139,"Default Known Flow Node","Known Flow",258023.461366,620457.321042,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"62506000000042","Nodes","42",21.000000,32.966327,"Default Known Flow Node","Known Flow",258024.211366,620524.571060,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"625060-31","Nodes","Dixton Avenue DG, Tel, Constant, Site ID 3266",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",258871.836597,620767.446126,,1979.600015,,,,,,472.799835,528.730003,,"",,,,,
"62506000000021","Nodes","21",21.000000,33.922962,"DDS demands","Known Flow",258606.461525,620454.821041,,0.000000,,,,-9.390000,,-8.396706,-9.390000,,"",,,,"D1 PROFILE",
"625060-8","Nodes","-8",21.000000,34.059629,"Default Known Flow Node","Known Flow",258579.711518,620435.946036,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"625060-16","Nodes","-16",21.000000,42.306638,"Default Known Flow Node","Known Flow",258891.836603,620551.696067,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"62506000000038","Nodes","38",21.000000,41.472275,"DDS demands","Known Flow",259015.711636,620515.196057,,0.000000,,-44.209997,,,,-39.533372,-44.209997,,"",,"C2 PROFILE",,,
"625060-20","Nodes","-20",21.000000,44.206393,"Default Known Flow Node","Known Flow",258897.274604,620586.322077,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
"625060-21","Nodes","-21",21.000000,44.206393,"Default Known Flow Node","Known Flow",258896.226604,620586.469077,,0.000000,,,,,,0.000000,0.000000,,"",,,,,
