"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"62502900000100","Nodes","100",21.000000,26.343740,"DDS demands","Known Flow",278246.000869,609383.318028,,0.000000,,,,,-10.280000,,,,,-9.192560,-10.280000,,"",,,,,"D1 PROFILE",,,,
"62502900001007","Nodes","1007",21.000000,46.832219,"Default Known Flow Node","Known Flow",273962.107018,611227.113863,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62502900000212","Nodes","212",21.000000,24.982718,"DDS demands","Known Flow",273974.360707,611226.450530,,0.000000,,,,,-5.630000,,,,,-5.034446,-5.630000,,"",,,,,"D1 PROFILE",,,,
"62502900000210","Nodes","210",21.000000,46.832219,"DDS demands","Known Flow",273943.205586,611228.644620,,0.000000,,,,,-24.830000,,,,,-22.203430,-24.830000,,"",,,,,"D1 PROFILE",,,,
"62502900001006","Nodes","1006",21.000000,46.832219,"Default Known Flow Node","Known Flow",273959.040733,611227.387638,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62502900000213","Nodes","213",21.000000,25.299268,"DDS demands","Known Flow",273995.215712,611284.720546,,0.000000,,,,,-5.199999,,,,,-4.649932,-5.199999,,"",,,,,"D1 PROFILE",,,,
"62502900000224","Nodes","224",21.000000,25.290385,"Default Known Flow Node","Known Flow",273994.334712,611283.350545,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62502900000771","Nodes","771",21.000000,27.577619,"Default Known Flow Node","Known Flow",278322.718227,609554.691828,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62502900001005","Nodes","Logger 9866, 1 Deerpark Avenue,Sanquhar",21.000000,27.876210,"Val Log Cath","Known Flow",278360.733545,609569.872252,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62502900000108","Nodes","108",21.000000,28.059566,"Default Known Flow Node","Known Flow",278377.709905,609578.541081,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62502900000745","Nodes","745",21.000000,26.835727,"Default Known Flow Node","Known Flow",278162.733846,609514.699064,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62502900001003","Nodes","Logger 9643, Rear of 27 Deer Park Avenue, Sanquhar on 6CI",21.000000,26.970910,"Val Log Cath","Known Flow",278202.840952,609564.573487,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62502900000063","Nodes","63",21.000000,27.072437,"DDS demands","Known Flow",278216.318861,609579.950082,,0.000000,,,,,-10.869999,,,,,-9.720147,-10.869999,,"",,,,,"D1 PROFILE",,,,
"62502900000768","Nodes","768",21.000000,25.855502,"DDS demands","Known Flow",274257.571784,611445.657589,,0.000000,,,,,-6.229999,,,,,-5.570977,-6.229999,,"",,,,,"D1 PROFILE",,,,
"62502900001002","Nodes","Logger 9780, 93 Anderson Street. Kirkconnel",21.000000,25.240887,"Val Log Cath","Known Flow",274081.962127,611246.694920,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62502900000154","Nodes","154",21.000000,25.345415,"DDS demands","Known Flow",274044.805304,611273.930578,,0.000000,,,,,-11.560000,,,,,-10.337159,-11.560000,,"",,,,,"D1 PROFILE",,,,
"62502900001000","Nodes","1000",21.000000,28.408699,"Default Known Flow Node","Known Flow",278380.789045,609572.082046,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62502900000777","Nodes","777",21.000000,28.406870,"Default Known Flow Node","Known Flow",278382.464906,609568.555079,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62502900000247","Nodes","247",21.000000,28.451182,"Default Known Flow Node","Known Flow",278374.590904,609568.716079,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62502900000246","Nodes","246",21.000000,28.630529,"Default Known Flow Node","Known Flow",278393.964909,609579.697082,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62502900000074","Nodes","74",21.000000,28.353532,"DDS demands","Known Flow",278567.703956,609457.190048,,0.000000,,,-3.270000,,-17.739999,,,,,-18.787518,-21.009998,,"",,,"C3  PROFILE",,"D1 PROFILE",,,,
"62502900001001","Nodes","P11125654, HOWIES ROAD, -12.83SCMH",22.999998,27.890600,"CSEP DDS Matched","Known Flow",278609.791046,609510.349019,,0.000000,,,,,,-12.830000,,,,-11.472815,-12.830000,,"",,,,,,"DC PROFILE",,,
"62502900000081","Nodes","81",21.000000,44.653057,"DDS demands","Known Flow",277607.876639,610477.355414,,0.000000,,,,,-8.470000,,,,,-7.574026,-8.470000,,"",,,,,"D1 PROFILE",,,,
"62502900000080","Nodes","80",21.000000,44.423018,"DDS demands","Known Flow",277589.875469,610540.544179,,0.000000,,,,,-9.249999,,,,,-8.271515,-9.249999,,"",,,,,"D1 PROFILE",,,,
"62502900000804","Nodes","804",21.000000,44.423018,"Default Known Flow Node","Known Flow",277604.543694,610551.329346,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62502900000805","Nodes","805",21.000000,44.666701,"Default Known Flow Node","Known Flow",277614.528697,610468.811324,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62502900000082","Nodes","82",21.000000,44.752115,"DDS demands","Known Flow",277640.614426,610488.744072,,0.000000,,,,,-5.709999,,0.000000,,,-5.105984,-5.709999,,"",,,,,"D1 PROFILE",,"DM PROFILE",,
"62502900000806","Nodes","806",21.000000,44.752115,"Default Known Flow Node","Known Flow",277660.069709,610503.610333,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62502900000801","Nodes","801",21.000000,27.006412,"Default Known Flow Node","Known Flow",278177.347850,609657.069103,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62502900000219","Nodes","219",21.000000,27.018139,"DDS demands","Known Flow",278182.188958,609669.848074,,0.000000,,0.000000,,,-2.819999,,,,,-2.521694,-2.819999,,"",,"C2 PROFILE",,,"D1 PROFILE",,,,
"62502900000814","Nodes","814",21.000000,26.421522,"Default Known Flow Node","Known Flow",278150.205843,609721.554120,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62502900000811","Nodes","811",21.000000,35.906580,"DDS demands","Known Flow",277925.112782,609768.254133,,0.000000,,,,,-2.490000,,,,,-2.226602,-2.490000,,"",,,,,"D1 PROFILE",,,,
"62502900000028","Nodes","28",21.000000,35.853488,"DDS demands","Known Flow",277926.462624,609760.239442,,0.000000,,,,,-20.189999,,,,,-18.054258,-20.189999,,"",,,,,"D1 PROFILE",,,,
"62502900000810","Nodes","810",21.000000,35.625480,"Default Known Flow Node","Known Flow",277907.926777,609684.190110,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62502900000024","Nodes","24",21.000000,35.748566,"DDS demands","Known Flow",277895.551681,609745.513501,,0.000000,,,,,-7.269999,,,,,-6.500963,-7.269999,,"",,,,,"D1 PROFILE",,,,
"62502900000808","Nodes","808",21.000000,35.385056,"Default Known Flow Node","Known Flow",277784.432378,609665.595614,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62502900000173","Nodes","444",21.000000,9.506664,"DDS demands","Known Flow",273858.154675,611713.211662,,0.000000,,,,,-2.679999,,,,,-2.396503,-2.679999,,"",,,,,"D1 PROFILE",,,,
"62502900001004","Nodes","1004",21.000000,29.179548,"DDS demands","Known Flow",273715.929813,611764.572627,,0.000000,,,,,-19.180000,,,,,-17.151099,-19.180000,,"",,,,,"D1 PROFILE",,,,
"62502900000172","Nodes","443",21.000000,47.566218,"DDS demands","Known Flow",273627.621612,611797.871685,,0.000000,,,,,-19.470000,,,,,-17.410422,-19.470000,,"",,,,,"D1 PROFILE",,,,
"62502900000091","Nodes","91",21.000000,26.545320,"DDS demands","Known Flow",278338.458894,609392.690031,,0.000000,,,,,-2.170000,,,,,-1.940452,-2.170000,,"",,,,,"D1 PROFILE",,,,
"62502900000165","Nodes","165",21.000000,25.588043,"DDS demands","Known Flow",278492.104936,609427.347040,,0.000000,,,,,-16.229999,,,,,-14.513155,-16.229999,,"",,,,,"D1 PROFILE",,,,
"62502900000164","Nodes","164",21.000000,25.609830,"DDS demands","Known Flow",278516.984943,609332.713015,,0.000000,,,,,-21.719999,,,,,-19.422411,-21.719999,,"",,,,,"D1 PROFILE",,,,
"62502900000085","Nodes","85",21.000000,28.263197,"DDS demands","Known Flow",278620.700971,609413.065036,,0.000000,,,,,-1.879999,,,,,-1.681129,-1.879999,,"",,,,,"D1 PROFILE",,,,
"62502900000802","Nodes","802",21.000000,28.264699,"DDS demands","Known Flow",278627.109973,609422.915039,,0.000000,,,,,-1.309999,,,,,-1.171425,-1.309999,,"",,,,,"D1 PROFILE",,,,
"62502900000769","Nodes","769",21.000000,27.046128,"DDS demands","Known Flow",278282.804182,609512.229613,,0.000000,,,,,-3.720000,,,,,-3.326490,-3.720000,,"",,,,,"D1 PROFILE",,,,
"62502900000222","Nodes","222",21.000000,31.287917,"DDS demands","Known Flow",278155.580844,609902.190169,,0.000000,,,,-12.669999,-1.770000,,,,,-12.912506,-14.439999,,"",,,,"C4 PROFILE","D1 PROFILE",,,,
"62502900000221","Nodes","221",21.000000,32.020879,"Default Known Flow Node","Known Flow",278179.829851,609947.733182,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62502900000103","Nodes","103",21.000000,35.277985,"DDS demands","Known Flow",278064.716820,609938.705179,,0.000000,,,,,-7.560000,,,,,-6.760287,-7.560000,,"",,,,,"D1 PROFILE",,,,
"62502900000253","Nodes","253",21.000000,35.327139,"DDS demands","Known Flow",278052.118816,609922.871175,,0.000000,-13.210000,,,,-0.430000,,,,,-12.197132,-13.640000,,"","C1 PROFILE",,,,"D1 PROFILE",,,,
"62502900000044","Nodes","44",21.000000,32.867629,"DDS demands","Known Flow",278380.831906,609806.294143,,0.000000,,,,,-13.480000,,0.000000,,,-12.054057,-13.480000,,"",,,,,"D1 PROFILE",,"DM PROFILE",,
"62502900000752","Nodes","752",21.000000,32.735026,"Default Known Flow Node","Known Flow",278366.760888,609809.523070,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62502900000182","Nodes","182",21.000000,26.730611,"DDS demands","Known Flow",278077.011823,609590.116085,,0.000000,,,,,-5.010000,,,,,-4.480031,-5.010000,,"",,,,,"D1 PROFILE",,,,
"62502900000742","Nodes","742",21.000000,26.770799,"Default Known Flow Node","Known Flow",278091.459827,609556.829076,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62502900000062","Nodes","62",21.000000,26.899966,"DDS demands","Known Flow",278093.185827,609635.178097,,0.000000,,,,,-1.609999,,,,,-1.439690,-1.609999,,"",,,,,"D1 PROFILE",,,,
"62502900000061","Nodes","61",21.000000,26.904065,"DDS demands","Known Flow",278119.489834,609625.394094,,0.000000,,,,,-8.270000,,,,,-7.395182,-8.270000,,"",,,,,"D1 PROFILE",,,,
"62502900000242","Nodes","242",21.000000,28.075579,"DDS demands","Known Flow",278254.264871,609637.693098,,0.000000,,,,,-6.849999,,,,,-6.125392,-6.849999,,"",,,,,"D1 PROFILE",,,,
"62502900000749","Nodes","749",21.000000,28.089700,"Default Known Flow Node","Known Flow",278258.871872,609619.602093,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62502900000099","Nodes","99",21.000000,27.836534,"DDS demands","Known Flow",278219.300862,609544.689072,,0.000000,,,,,-3.559999,,,,,-3.183415,-3.559999,,"",,,,,"D1 PROFILE",,,,
"62502900000057","Nodes","57",21.000000,27.259822,"DDS demands","Known Flow",278202.939857,609487.024057,,0.000000,,,,,-2.650000,,,,,-2.369677,-2.650000,,"",,,,,"D1 PROFILE",,,,
"62502900000105","Nodes","105",21.000000,35.933280,"DDS demands","Known Flow",278008.122804,609853.697156,,0.000000,,,,,-9.009999,,,,,-8.056903,-9.009999,,"",,,,,"D1 PROFILE",,,,
"62502900000738","Nodes","738",21.000000,35.932487,"Default Known Flow Node","Known Flow",278017.421807,609853.339156,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62502900000751","Nodes","751",21.000000,32.660630,"Default Known Flow Node","Known Flow",278352.930898,609762.809132,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62502900000756","Nodes","756",21.000000,32.793142,"Default Known Flow Node","Known Flow",278378.771905,609746.252127,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62502900000772","Nodes","772",21.000000,28.975057,"Default Known Flow Node","Known Flow",278423.458917,609583.553083,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62502900000249","Nodes","249",21.000000,28.975057,"DDS demands","Known Flow",278424.081917,609582.038082,,0.000000,,,,,-5.179999,,,,,-4.632048,-5.179999,,"",,,,,"D1 PROFILE",,,,
"62502900000773","Nodes","773",21.000000,34.522472,"Default Known Flow Node","Known Flow",278115.453833,609903.306170,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62502900000104","Nodes","104",21.000000,34.498501,"DDS demands","Known Flow",278117.702834,609901.941169,,0.000000,-0.959999,,,-4.750000,-10.770000,,,,,-14.736711,-16.480000,,"","C1 PROFILE",,,"C4 PROFILE","D1 PROFILE",,,,
"62502900000776","Nodes","776",21.000000,28.406225,"Default Known Flow Node","Known Flow",278378.220905,609569.194079,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62502900000048","Nodes","48",21.000000,28.406225,"DDS demands","Known Flow",278379.229905,609567.194078,,0.000000,,,,,-5.550000,,,,,-4.962909,-5.550000,,"",,,,,"D1 PROFILE",,,,
