"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(I2)"
"62101700000014","Nodes","14",21.000000,63.260944,"DDS demands","Known Flow",256001.196237,679464.679466,,0.000000,,,-1.760000,,-17.770000,,-17.464075,-19.530001,,"",,,"C3  PROFILE",,"D1 PROFILE",
"62101700000015","Nodes","15",21.000000,61.634079,"DDS demands","Known Flow",255784.025000,679467.920000,,0.000000,,,,,-29.429999,,-26.316832,-29.429999,,"",,,,,"D1 PROFILE",
"62101700000042","Nodes","42",21.000000,59.596796,"DDS demands","Known Flow",256390.181588,679518.125151,,0.000000,,,,,-31.589999,,-28.248343,-31.589999,,"",,,,,"D1 PROFILE",
"62101700001000","Nodes","1000",21.000000,61.489951,"Default Known Flow Node","Known Flow",256299.859099,679490.392873,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"62101700000043","Nodes","43",21.000000,63.173870,"DDS demands","Known Flow",256217.914070,679489.333654,,0.000000,,,,-10.300000,-12.229999,,-20.146730,-22.530001,,"",,,,"","D1 PROFILE",
"62101700000198","Nodes","198",21.000000,68.719099,"DDS demands","Known Flow",256080.066233,679434.758252,,0.000000,,-15.999999,,,,,-14.307486,-15.999999,,"",,"C2 PROFILE",,,,
"62101700000210","Nodes","210",21.000000,69.626568,"Default Known Flow Node","Known Flow",256091.831370,679429.674551,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"62101700000185","Nodes","185",21.000000,52.400471,"DDS demands","Known Flow",255745.406579,679587.371363,,0.000000,,,,,-6.360000,,-5.687226,-6.360000,,"",,,,,"D1 PROFILE",
"62101700000188","Nodes","188",21.000000,53.913184,"DDS demands","Known Flow",255794.900537,679564.538199,,0.000000,-5.420000,,,,-0.730000,,-5.499440,-6.150000,,"","C1 PROFILE",,,,"D1 PROFILE",
"62101700000229","Nodes","229",21.000000,61.634079,"Default Known Flow Node","Known Flow",255791.457242,679459.014771,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"62101700000031","Nodes","31",21.000000,73.404314,"Default Known Flow Node","Known Flow",256172.349341,679419.835693,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"62101700000048","Nodes","48",21.000000,74.453559,"Default Known Flow Node","Known Flow",256154.303006,679403.468884,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"62101700000002","Nodes","2",21.000000,73.270670,"DDS demands","Known Flow",256123.059822,679371.865604,,0.000000,,,,,-9.170000,,-8.199978,-9.170000,,"",,,,,"D1 PROFILE",
"62101700000001","Nodes","1",21.000000,74.193471,"DDS demands","Known Flow",256143.650000,679393.670000,,0.000000,,,,,-3.960000,,-3.541102,-3.960000,,"",,,,,"D1 PROFILE",
"62101700000053","Nodes","53",21.000000,60.642737,"DDS demands","Known Flow",256275.415522,679225.154894,,0.000000,,,,,-7.259999,,-6.492022,-7.259999,,"",,,,,"D1 PROFILE",
"62101700000237","Nodes","237",21.000000,60.642737,"Default Known Flow Node","Known Flow",256276.451600,679225.845612,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"62101700000211","Nodes","211",21.000000,70.411904,"Default Known Flow Node","Known Flow",256124.991680,679469.208494,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"62101700000158","Nodes","KIRKBURN ROAD, BLANEFIELD DG",21.000000,74.999996,"Default Known Pressure Node","Known Pressure",256165.117097,679397.727647,,5029.629800,,,,,,,656.177023,733.799977,,"",,,,,,
"62101700000208","Nodes","208",21.000000,74.209671,"Default Known Flow Node","Known Flow",256146.025000,679396.045000,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"62101700000003","Nodes","3",21.000000,73.087604,"DDS demands","Known Flow",256185.557277,679336.983471,,0.000000,,,,,-4.570000,,-4.086576,-4.570000,,"",,,,,"D1 PROFILE",
"62101700000171","Nodes","171",21.000000,68.679964,"DDS demands","Known Flow",256070.120414,679257.766899,,0.000000,,,,,-15.380000,,-13.753071,-15.380000,,"",,,,,"D1 PROFILE",
"62101700000008","Nodes","8",21.000000,67.193757,"DDS demands","Known Flow",256089.218237,679186.569251,,0.000000,,,,,-8.229999,,-7.359412,-8.229999,,"",,,,,"D1 PROFILE",
"62101700000005","Nodes","5",21.000000,66.337803,"DDS demands","Known Flow",255989.411268,679234.596323,,0.000000,,,,,-15.680000,,-14.021337,-15.680000,,"",,,,,"D1 PROFILE",
"62101700000007","Nodes","7",21.000000,67.191271,"DDS demands","Known Flow",256086.678562,679186.115737,,0.000000,-5.270000,,,,-3.960000,,-8.253631,-9.230000,,"","C1 PROFILE",,,,"D1 PROFILE",
"62101700000006","Nodes","6",21.000000,66.374653,"DDS demands","Known Flow",256016.961063,679168.158626,,0.000000,,,,,-14.880000,,-13.305963,-14.880000,,"",,,,,"D1 PROFILE",
"62101700000066","Nodes","66",21.000000,65.203653,"DDS demands","Known Flow",256117.245368,679193.371952,,0.000000,,,-0.850000,,-8.239999,,-8.128440,-9.089999,,"",,,"C3  PROFILE",,"D1 PROFILE",
"62101700000067","Nodes","67",21.000000,65.040937,"DDS demands","Known Flow",256101.100289,679229.199513,,0.000000,,,,,-3.849999,,-3.442738,-3.849999,,"",,,,,"D1 PROFILE",
"62101700000051","Nodes","51",21.000000,60.637309,"DDS demands","Known Flow",256197.154435,679197.544276,,0.000000,-1.980000,,,,-8.420000,,-9.299866,-10.400000,,"","C1 PROFILE",,,,"D1 PROFILE",
"62101700000009","Nodes","9",21.000000,57.774642,"DDS demands","Known Flow",256194.614760,679115.549047,,0.000000,,,,,-26.770001,,-23.938215,-26.770001,,"",,,,,"D1 PROFILE",
"62101700000054","Nodes","54",21.000000,60.689747,"DDS demands","Known Flow",256287.042619,679158.040068,,0.000000,,,,,-2.660000,,-2.378619,-2.660000,,"",,,,,"D1 PROFILE",
"62101700000012","Nodes","12",21.000000,57.528256,"DDS demands","Known Flow",256202.841645,679076.074795,,0.000000,,,,,-8.380000,,-7.493546,-8.380000,,"",,,,,"D1 PROFILE",
"62101700000010","Nodes","10",21.000000,56.376237,"DDS demands","Known Flow",256141.056745,679028.758874,,0.000000,,,,,-22.219999,,-19.869521,-22.219999,,"",,,,,"D1 PROFILE",
"62101700000207","Nodes","207",21.000000,57.721653,"Default Known Flow Node","Known Flow",256206.996984,679050.480374,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"62101700000181","Nodes","181",21.000000,57.638060,"Default Known Flow Node","Known Flow",256242.861033,679058.231438,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"62101700000219","Nodes","219",21.000000,41.517255,"Default Known Flow Node","Known Flow",254829.391663,679725.477270,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"62101700000073","Nodes","73",21.000000,41.688152,"DDS demands","Known Flow",254830.202736,679711.202389,,0.000000,,,,,-5.290000,,-4.730413,-5.290000,,"",,,,,"D1 PROFILE",
"62101700000025","Nodes","25",21.000000,41.916144,"DDS demands","Known Flow",255097.126787,679671.946467,,0.000000,,,,,-23.649999,,-21.148253,-23.649999,,"",,,,,"D1 PROFILE",
"62101700000057","Nodes","57",21.000000,42.284019,"DDS demands","Known Flow",255159.217340,679728.660474,,0.000000,,,,,-9.319999,,-8.334110,-9.319999,,"",,,,,"D1 PROFILE",
"62101700000056","Nodes","56",21.000000,42.782587,"DDS demands","Known Flow",255176.855241,679674.298578,,0.000000,,,,,-6.569999,,-5.875011,-6.569999,,"",,,,,"D1 PROFILE",
"62101700000218","Nodes","218",21.000000,42.918820,"Default Known Flow Node","Known Flow",255450.486017,679865.782330,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"62101700000227","Nodes","227",21.000000,42.446952,"Default Known Flow Node","Known Flow",255410.480291,679806.469117,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"62101700000201","Nodes","201",21.000000,41.944883,"Default Known Flow Node","Known Flow",255101.993224,679672.189788,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
"62101700000058","Nodes","58",21.000000,43.405211,"DDS demands","Known Flow",255213.272409,679672.270896,,0.000000,,,,,-7.869999,,-7.037494,-7.869999,,"",,,,,"D1 PROFILE",
"62101700000024","Nodes","24",21.000000,46.702011,"Default Known Flow Node","Known Flow",255327.958100,679705.038236,,0.000000,,,,,,,0.000000,0.000000,,"",,,,,,
