"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(PL-AF)"
"62504500000039","Nodes","39","21.000000","31.199254","DDS","Known Flow","235733.965302","659394.801637","","0.000000","","","-4.999999","","","-8.529999","","","-12.098767","-13.529999","","","","","C3 PROFILE","","","D1 PROFILE","",""
"62504500000036","Nodes","36","21.000000","29.975006","DDS","Known Flow","235764.023310","659186.649580","","0.000000","","","","","","-6.099999","","","-5.454729","-6.099999","","","","","","","","D1 PROFILE","",""
"62504500000128","Nodes","128","21.000000","29.461084","DDS","Known Flow","235679.962714","659143.788627","","0.000000","","","","","","-8.939999","","","-7.994307","-8.939999","","","","","","","","D1 PROFILE","",""
"62504500000129","Nodes","","21.000000","32.718518","DDS","Known Flow","235579.695344","659153.129417","","0.000000","","","","","","-0.980000","","","-0.876333","-0.980000","","","","","","","","D1 PROFILE","",""
"62504500000077","Nodes","77","21.000000","29.784240","DDS","Known Flow","235782.224315","659211.325587","","0.000000","","","","","","-6.439999","","","-5.758763","-6.439999","","","","","","","","D1 PROFILE","",""
"62504500000102","Nodes","102","21.000000","29.728391","DDS","Known Flow","235864.205337","659287.956608","","0.000000","","","","","","-5.630000","","","-5.034446","-5.630000","","","","","","","","D1 PROFILE","",""
"62504500000024","Nodes","24","21.000000","32.734352","DDS","Known Flow","235511.080241","659064.956547","","0.000000","-3.579999","","","-1.240000","","-24.739999","","","-26.433080","-29.559999","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","",""
"62504500000106","Nodes","106","21.000000","33.739576","DDS","Known Flow","235407.105213","658982.346525","","0.000000","","","","","","-8.720000","","","-7.797580","-8.720000","","","","","","","","D1 PROFILE","",""
"62504500001299","Nodes","-175","21.000000","31.682158","Default Known Flow Node","Known Flow","235529.081246","659480.080660","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001270","Nodes","-1462468","21.000000","31.856697","Default Known Flow Node","Known Flow","235522.580244","659477.206659","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000114","Nodes","114","21.000000","31.410395","DDS","Known Flow","235530.076246","659381.943633","","0.000000","","","","","","-9.289999","","","-8.307284","-9.289999","","","","","","","","D1 PROFILE","",""
"62504500000042","Nodes","42","21.000000","31.643218","DDS","Known Flow","235795.623318","659734.739729","","0.000000","","","","","","-1.519999","","","-1.359211","-1.519999","","","","","","","","D1 PROFILE","",""
"62504500000041","Nodes","41","21.000000","31.478421","DDS","Known Flow","235774.966313","659644.279705","","0.000000","","","-0.280000","","","-14.409999","","","-13.136060","-14.689998","","","","","C3 PROFILE","","","D1 PROFILE","",""
"62504500001271","Nodes","-1462470","21.000000","31.592407","Default Known Flow Node","Known Flow","235613.579269","659556.255681","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000101","Nodes","101","21.000000","31.766902","DDS","Known Flow","235565.705256","659548.331679","","0.000000","","","","","","-0.750000","","","-0.670663","-0.750000","","","","","","","","D1 PROFILE","",""
"62504500000098","Nodes","98","21.000000","31.998755","Default Known Flow Node","Known Flow","235714.164595","659510.044201","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001300","Nodes","-178","21.000000","31.856471","Default Known Flow Node","Known Flow","235520.348243","659512.527669","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000100","Nodes","100","21.000000","31.856500","Default Known Flow Node","Known Flow","235518.843771","659508.369062","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000091","Nodes","91","21.000000","35.346253","DDS","Known Flow","234829.479055","658704.204449","","0.000000","","","","","","-1.510000","","","-1.350269","-1.510000","","","","","","","","D1 PROFILE","",""
"62504500000227","Nodes","227","21.000000","39.376303","DDS","Known Flow","235132.786138","658761.683465","","0.000000","","","","","","-15.720000","","","-14.057105","-15.720000","","","","","","","","D1 PROFILE","",""
"62504500000104","Nodes","104","21.000000","36.417958","Default Known Flow Node","Known Flow","235400.231211","658974.486522","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000105","Nodes","105","21.000000","36.398811","DDS","Known Flow","235409.054213","658962.861519","","0.000000","","","","","","-7.590000","","","-6.787114","-7.590000","","","","","","","","D1 PROFILE","",""
"62504500001282","Nodes","-1462508","21.000000","36.366694","DDS","Known Flow","235401.694211","658943.081514","","0.000000","-4.419999","","","","","","","","-3.952443","-4.419999","","","C1 PROFILE","","","","","","",""
"62504500000165","Nodes","165","21.000000","33.700146","DDS","Known Flow","235400.158211","658589.333418","","0.000000","-16.430000","","","","","","","","-14.692001","-16.430000","","","C1 PROFILE","","","","","","",""
"62504500000164","Nodes","164","21.000000","35.594477","DDS","Known Flow","235389.206208","658710.189451","","0.000000","","","","","","-6.130000","","","-5.481555","-6.130000","","","","","","","","D1 PROFILE","",""
"62504500000177","Nodes","","21.000000","39.506836","DDS","Known Flow","235173.051221","658794.027907","","0.000000","","-6.000000","","","","","","","-5.365307","-6.000000","","","","C2 PROFILE","","","","","",""
"62504500001258","Nodes","-107","21.000000","40.827426","Default Known Flow Node","Known Flow","235201.705157","658902.321503","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001276","Nodes","-1462488","21.000000","36.441752","Default Known Flow Node","Known Flow","235452.107225","658976.562523","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001301","Nodes","-73","21.000000","35.564773","Default Known Flow Node","Known Flow","235392.715012","658712.430745","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001280","Nodes","-1462504","21.000000","40.827426","Default Known Flow Node","Known Flow","235169.242148","658879.249497","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000178","Nodes","178","21.000000","38.890520","Default Known Flow Node","Known Flow","235179.694155","658730.622108","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001297","Nodes","-158","21.000000","23.076716","Default Known Flow Node","Known Flow","235002.955103","659226.831591","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000082","Nodes","82","21.000000","28.454278","DDS","Known Flow","235712.295296","659085.271553","","0.000000","","","","","","-21.510001","","","-19.234628","-21.510001","","","","","","","","D1 PROFILE","",""
"62504500000230","Nodes","230","21.000000","28.454278","Default Known Flow Node","Known Flow","235702.420293","659117.645561","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000234","Nodes","234","21.000000","28.367184","Default Known Flow Node","Known Flow","235749.971306","659116.093561","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001304","Nodes","-87","21.000000","35.305683","Default Known Flow Node","Known Flow","235312.953187","658778.203469","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001283","Nodes","-1462518","21.000000","35.262684","Default Known Flow Node","Known Flow","235294.827182","658748.098461","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000197","Nodes","197","21.000000","71.774892","DDS","Known Flow","235923.768353","655339.686533","","0.000000","","","","","","-0.499999","","","-0.447108","-0.499999","","","","","","","","D1 PROFILE","",""
"62504500000195","Nodes","195","21.000000","72.328890","DDS","Known Flow","235834.928329","655844.656671","","0.000000","","","","","","-1.760000","","","-1.573823","-1.760000","","","","","","","","D1 PROFILE","",""
"62504500000193","Nodes","193","21.000000","72.253635","Default Known Flow Node","Known Flow","235814.776934","656119.807292","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000192","Nodes","192","21.000000","72.392482","Default Known Flow Node","Known Flow","235905.062771","656346.560574","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000191","Nodes","191","21.000000","72.583644","DDS","Known Flow","236174.180421","656769.473922","","0.000000","","","","","","-3.020000","","","-2.700538","-3.020000","","","","","","","","D1 PROFILE","",""
"62504500000190","Nodes","190","21.000000","73.516259","Default Known Flow Node","Known Flow","236399.378483","657178.493034","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000151","Nodes","151","21.000000","74.688151","Default Known Flow Node","Known Flow","236579.945380","657653.077943","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000189","Nodes","Roadhead Roundabout RRI","21.000000","74.999996","Default Known Pressure Node","Known Pressure","236648.255550","657781.501198","","999998.967025","","","","","","","","","6.492022","7.259999","","","","","","","","","",""
"62504500000099","Nodes","P00042342, Crookside, -9.97","28.000000","32.036068","CSEP DDS Matched","Known Flow","235647.455278","659404.956640","","0.000000","","","","","","","-9.970000","","-8.915352","-9.970000","","","","","","","","","DC PROFILE",""
"62504500000130","Nodes","130","21.000000","24.814923","DDS","Known Flow","235078.205123","659225.956591","","0.000000","","","","","","-4.489999","","","-4.015038","-4.489999","","","","","","","","D1 PROFILE","",""
"62504500001295","Nodes","-156","21.000000","24.428262","Default Known Flow Node","Known Flow","235072.705122","659221.831590","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001291","Nodes","-1462573","21.000000","24.351856","DDS","Known Flow","235051.830116","659228.955592","","0.000000","","-15.999999","","","","","","","-14.307486","-15.999999","","","","C2 PROFILE","","","","","",""
"62504500000097","Nodes","","21.000000","21.708523","DDS","Known Flow","234909.555902","659174.583620","","0.000000","","","","","","-9.000000","","","-8.047961","-9.000000","","","","","","","","D1 PROFILE","",""
"62504500001294","Nodes","-148","21.000000","22.557111","DDS","Known Flow","234960.901297","659164.412229","","0.000000","","-24.230000","","","","","","","-21.666900","-24.230000","","","","C2 PROFILE","","","","","",""
"62504500001281","Nodes","-1462506","21.000000","22.865280","Default Known Flow Node","Known Flow","234992.194100","659195.078583","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001278","Nodes","-1462497","21.000000","32.354969","DDS","Known Flow","235542.455249","659182.831579","","0.000000","","","","","","-0.950000","","","-0.849507","-0.950000","","","","","","","","D1 PROFILE","",""
"62504500000127","Nodes","P00098166, Main Street, -62.68","24.000000","37.755582","CSEP DDS Matched","Known Flow","235116.308580","658750.691681","","0.000000","","","","","","","-62.680001","","-56.049580","-62.680001","","","","","","","","","DC PROFILE",""
"62504500000002","Nodes","","21.000000","31.656294","Default Known Flow Node","Known Flow","235768.534854","659608.522408","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000003","Nodes","","21.000000","30.574768","Default Known Flow Node","Known Flow","235498.854209","658974.421124","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000004","Nodes","","21.000000","30.618131","Default Known Flow Node","Known Flow","235438.601221","658946.229515","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000005","Nodes","","21.000000","32.322462","DDS","Known Flow","235450.295138","659182.421153","","0.000000","","","","","","-4.150000","","","-3.711004","-4.150000","","","","","","","","D1 PROFILE","",""
"62504500000006","Nodes","","21.000000","31.947611","DDS","Known Flow","235500.059405","659225.690292","","0.000000","","","","","","-10.819999","","","-9.675437","-10.819999","","","","","","","","D1 PROFILE","",""
"62504500000007","Nodes","","21.000000","31.947611","Default Known Flow Node","Known Flow","235511.251241","659248.002597","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000009","Nodes","","21.000000","32.208170","Default Known Flow Node","Known Flow","235520.532243","659304.113612","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000010","Nodes","","21.000000","32.077865","Default Known Flow Node","Known Flow","235567.702256","659312.897615","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000011","Nodes","","21.000000","32.381987","Default Known Flow Node","Known Flow","235576.595259","659336.663621","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000012","Nodes","","21.000000","32.039553","DDS","Known Flow","235655.525920","659408.334713","","0.000000","","","","","","-17.879999","","","-15.988615","-17.879999","","","","","","","","D1 PROFILE","",""
"62504500001253","Nodes","","21.000000","30.523345","Default Known Flow Node","Known Flow","235108.465131","658978.322524","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000069","Nodes","","21.000000","32.342091","Default Known Flow Node","Known Flow","235470.312998","658893.558360","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000068","Nodes","","21.000000","30.618131","Default Known Flow Node","Known Flow","235462.202213","658945.585242","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000074","Nodes","","21.000000","30.520924","Default Known Flow Node","Known Flow","235082.305536","658995.769278","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001255","Nodes","","21.000000","30.476204","Default Known Flow Node","Known Flow","235069.266121","659009.590532","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001254","Nodes","","21.000000","30.475084","DDS","Known Flow","235058.394118","659021.922535","","0.000000","","","","","","-0.990000","","","-0.885275","-0.990000","","","","","","","","D1 PROFILE","",""
"62504500001256","Nodes","","21.000000","26.310909","DDS","Known Flow","235054.194505","659061.603260","","0.000000","","","","","","-10.840000","","","-9.693321","-10.840000","","","","","","","","D1 PROFILE","",""
"62504500001048","Nodes","","21.000000","36.229882","DDS","Known Flow","235060.730118","658709.241450","","0.000000","-15.999999","","","","","","","","-14.307486","-15.999999","","","C1 PROFILE","","","","","","",""
"62504500001055","Nodes","","21.000000","36.205035","Default Known Flow Node","Known Flow","235030.685110","658717.783453","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001058","Nodes","","21.000000","40.243075","Default Known Flow Node","Known Flow","235228.314164","658873.500495","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001059","Nodes","","21.000000","39.561432","DDS","Known Flow","235262.044257","658874.568866","","0.000000","","","","-8.830000","","","","","-7.895944","-8.830000","","","","","","C4 PROFILE","","","",""
"62504500001089","Nodes","","21.000000","30.381165","Default Known Flow Node","Known Flow","235042.179113","658967.408521","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001146","Nodes","","21.000000","71.611001","Default Known Flow Node","Known Flow","235655.352280","655433.027559","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001149","Nodes","","21.000000","72.261641","Default Known Flow Node","Known Flow","235815.212324","656118.899745","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001151","Nodes","","21.000000","72.392745","Default Known Flow Node","Known Flow","235905.170348","656346.751807","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001180","Nodes","","21.000000","33.064435","Default Known Flow Node","Known Flow","235616.496270","659289.343608","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001181","Nodes","","21.000000","33.091466","Default Known Flow Node","Known Flow","235615.416269","659287.182608","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001183","Nodes","","21.000000","32.496783","DDS","Known Flow","235632.232274","659320.849617","","0.000000","","","","","","-15.769999","","","-14.101816","-15.769999","","","","","","","","D1 PROFILE","",""
"62504500001224","Nodes","","21.000000","32.074828","Default Known Flow Node","Known Flow","235654.791700","659403.721028","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001185","Nodes","","21.000000","31.996859","Default Known Flow Node","Known Flow","235715.371297","659511.731669","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001190","Nodes","","21.000000","29.976742","Default Known Flow Node","Known Flow","235761.663309","659188.596581","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001191","Nodes","","21.000000","30.039937","Default Known Flow Node","Known Flow","235759.994309","659189.979581","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001192","Nodes","","21.000000","31.692194","DDS","Known Flow","235767.992311","659606.980695","","0.000000","","","","","","-1.710000","","","-1.529112","-1.710000","","","","","","","","D1 PROFILE","",""
"62504500001193","Nodes","","21.000000","31.992722","Default Known Flow Node","Known Flow","235718.389297","659514.676669","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001194","Nodes","","21.000000","32.352427","Default Known Flow Node","Known Flow","235449.780224","659179.593578","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001198","Nodes","","21.000000","31.507726","DDS","Known Flow","235682.021287","659257.770600","","0.000000","","","","","","-2.279999","","","-2.038816","-2.279999","","","","","","","","D1 PROFILE","",""
"62504500001199","Nodes","","21.000000","31.178034","Default Known Flow Node","Known Flow","235702.045293","659240.646595","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001200","Nodes","","21.000000","31.097611","Default Known Flow Node","Known Flow","235707.463294","659237.184594","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001202","Nodes","","21.000000","33.099208","DDS","Known Flow","235614.527269","659285.408607","","0.000000","","","","","","-12.359999","","","-11.052533","-12.359999","","","","","","","","D1 PROFILE","",""
"62504500001186","Nodes","","21.000000","32.015921","DDS","Known Flow","235656.364280","659412.635642","","0.000000","","","","","","-2.259999","","","-2.020932","-2.259999","","","","","","","","D1 PROFILE","",""
"62504500001184","Nodes","","21.000000","32.030999","Default Known Flow Node","Known Flow","235655.775280","659409.901641","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001216","Nodes","","21.000000","29.461084","Default Known Flow Node","Known Flow","235675.481286","659148.943570","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001195","Nodes","","21.000000","31.742717","Default Known Flow Node","Known Flow","235499.068238","659223.930590","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001222","Nodes","","21.000000","31.996859","Default Known Flow Node","Known Flow","235715.542297","659513.505669","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001228","Nodes","","21.000000","31.601935","DDS","Known Flow","235769.356311","659610.856696","","0.000000","","","","","","-12.930000","","","-11.562238","-12.930000","","","","","","","","D1 PROFILE","",""
"62504500001230","Nodes","","21.000000","74.675831","Default Known Flow Node","Known Flow","236582.314532","657651.594163","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001231","Nodes","","21.000000","74.982234","Default Known Flow Node","Known Flow","236644.155549","657779.506197","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001220","Nodes","","21.000000","31.860802","Default Known Flow Node","Known Flow","235546.771251","659240.840595","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001072","Nodes","","21.000000","38.890520","Default Known Flow Node","Known Flow","235181.055151","658731.701456","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001150","Nodes","","21.000000","71.059642","DDS","Known Flow","235726.987300","656170.186759","","0.000000","","","","","","-1.980000","","","-1.770551","-1.980000","","","","","","","","D1 PROFILE","",""
"62504500001252","Nodes","","21.000000","30.511419","Default Known Flow Node","Known Flow","235119.717370","658989.494981","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500001177","Nodes","177","21.000000","38.933260","Default Known Flow Node","Known Flow","235128.299137","658760.393464","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500011059","Nodes","","21.000000","40.328398","Default Known Flow Node","Known Flow","235234.787166","658878.493496","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500011262","Nodes","-123","21.000000","30.524424","DDS","Known Flow","235119.900062","658989.265136","","0.000000","","","","","","-10.020000","","","-8.960063","-10.020000","","","","","","","","D1 PROFILE","",""
"62504500010129","Nodes","129","21.000000","29.635146","Default Known Flow Node","Known Flow","235641.705276","659184.706580","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500221003","Nodes","","21.000000","34.791067","Default Known Flow Node","Known Flow","235344.126344","658744.423309","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500011256","Nodes","","21.000000","30.476204","Default Known Flow Node","Known Flow","235057.907118","658997.168529","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500010097","Nodes","97","21.000000","22.645133","Default Known Flow Node","Known Flow","234950.935089","659175.588577","","0.000000","","","","","","","","","0.000000","0.000000","","","","","","","","","",""
"62504500000008","Nodes","Scheme 7250 Glenpark Road, NA:18740","21.000000","32.178400","Point Loads","Known Flow","235480.724665","659164.711268","","0.000000","","","","","","","","-73.660005","-65.868096","-73.660005","","","","","","","","","","PL-AF PROFILE"
