"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"62501200000088","Nodes","88","21.000000","37.264427","DDS demands","Known Flow","236232.505730","668879.436618","","0.000000","","","-15.380000","","","","","","","-13.753071","-15.380000","","","","","C3 PROFILE","","","","","",""
"62501200000256","Nodes","256","21.000000","37.453539","Default Known Flow Node","Known Flow","236290.309453","668813.188200","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62501200000232","Nodes","232","21.000000","47.706137","DDS demands","Known Flow","235713.183296","670334.876614","","0.000000","","","","","-10.050000","","","","","-8.986890","-10.050000","","","","","","","D1 PROFILE","","","",""
"62501200000231","Nodes","231","21.000000","49.927160","DDS demands","Known Flow","235701.307293","670270.888596","","0.000000","","","","","-3.989999","","","","","-3.567929","-3.989999","","","","","","","D1 PROFILE","","","",""
"62501200005090","Nodes","WATERYETTS DG, TEL, SITE ID 3541","21.000000","49.999998","Default Known Pressure Node","Known Pressure","235702.934293","670269.011596","","999998.967025","","","","","","","","","","198.641563","222.140000","","","","","","","","","","",""
"62501200000227","Nodes","227","21.000000","31.146777","DDS demands","Known Flow","234876.373068","669780.645463","","0.000000","","","","","-16.940001","","","","","-15.148052","-16.940001","","","","","","","D1 PROFILE","","","",""
"62501200001000","Nodes","1000","21.000000","31.564320","Default Known Flow Node","Known Flow","234933.833084","669855.369483","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62501200000081","Nodes","81","21.000000","31.526154","DDS demands","Known Flow","234997.669101","669930.668504","","0.000000","","","-2.190000","","-29.260000","","","","","-28.123154","-31.450001","","","","","C3 PROFILE","","D1 PROFILE","","","",""
"62501200000110","Nodes","110","21.000000","38.318181","DDS demands","Known Flow","235229.116164","669203.368306","","0.000000","","","","","-31.120001","","","","","-27.828063","-31.120001","","","","","","","D1 PROFILE","","","",""
"62501200000109","Nodes","109","21.000000","38.299388","DDS demands","Known Flow","235081.668124","669354.977347","","0.000000","","","","","-24.319998","","","","","-21.747379","-24.319998","","","","","","","D1 PROFILE","","","",""
