"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"62502300000002","Nodes","MILLBANK ESTATE DG, Site ID: 3084",21.000000,32.999999,"Default Known Pressure Node","Known Pressure",234635.875000,637891.625000,,999998.967025,,,,,,,,257.456202,287.912186,,"",,,,,,,
"62502300000085","Nodes","85",21.000000,28.436901,"DDS demands","Known Flow",234625.062871,637931.510898,,0.000000,,,,-9.460000,,,,-8.459301,-9.460000,,"",,,,"D1 PROFILE",,,
"62502300001008","Nodes","LISMORE COURT (2) RRI",21.000000,74.999996,"Default Known Pressure Node","Known Pressure",234886.000000,637853.375000,,999998.967025,,,,,,,,13.940855,15.590000,,"",,,,,,,
"62502300000205","Nodes","205",21.000000,74.944105,"DDS demands","Known Flow",234888.750000,637850.625000,,0.000000,,,,-1.900000,,,,-1.699014,-1.900000,,"",,,,"D1 PROFILE",,,
"62502300000206","Nodes","206",21.000000,74.905319,"DDS demands","Known Flow",234884.625000,637848.750000,,0.000000,,,,-2.660000,,,,-2.378619,-2.660000,,"",,,,"D1 PROFILE",,,
"62502300000204","Nodes","204",21.000000,74.635721,"DDS demands","Known Flow",234885.750000,637862.625000,,0.000000,,,,-1.420000,,,,-1.269789,-1.420000,,"",,,,"D1 PROFILE",,,
"62502300000203","Nodes","203",21.000000,74.832152,"DDS demands","Known Flow",234886.625000,637859.750000,,0.000000,,,,-0.519999,,,,-0.464993,-0.519999,,"",,,,"D1 PROFILE",,,
"62502300001005","Nodes","LISMORE COURT (1) RRI",21.000000,74.999996,"Default Known Pressure Node","Known Pressure",234884.375000,637858.625000,,999998.967025,,,,,,,,39.960101,44.687212,,"",,,,,,,
"62502300002138","Nodes","2138",21.000000,28.090513,"DDS demands","Known Flow",234662.875000,637931.375000,,0.000000,,,,-4.439999,,,,-3.970327,-4.439999,,"",,,,"D1 PROFILE",,,
"62502300002045","Nodes","2045",21.000000,28.090162,"DDS demands","Known Flow",234635.375000,637946.750000,,0.000000,,,,-0.340000,,,,-0.304034,-0.340000,,"",,,,"D1 PROFILE",,,
"62502300000196","Nodes","196",21.000000,69.408628,"DDS demands","Known Flow",234985.250000,637849.375000,,0.000000,,,,-1.469999,,,,-1.314500,-1.469999,,"",,,,"D1 PROFILE",,,
"62502300000195","Nodes","195",21.000000,69.404962,"DDS demands","Known Flow",234998.250000,637854.875000,,0.000000,,,,-1.970000,,,,-1.761609,-1.970000,,"",,,,"D1 PROFILE",,,
"62502300000199","Nodes","199",21.000000,70.055634,"DDS demands","Known Flow",234961.250000,637756.000000,,0.000000,,,,-4.510000,,,,-4.032922,-4.510000,,"",,,,"D1 PROFILE",,,
"62502300000198","Nodes","198",21.000000,70.115783,"DDS demands","Known Flow",234915.875000,637788.250000,,0.000000,,,,-7.030000,,,,-6.286352,-7.030000,,"",,,,"D1 PROFILE",,,
