"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-DC)"
"62506200000137","Nodes","137",21.000000,56.385883,"DDS demands","Known Flow",249326.784250,626782.667822,,0.000000,,,,,-21.799999,,,,,-19.493948,-21.799999,,"",,,,,"D1 PROFILE",,,,
"62506200000058","Nodes","58",21.000000,56.010800,"DDS demands","Known Flow",250260.759773,627156.855866,,0.000000,,,,,-12.090000,,,,,-10.811094,-12.090000,,"",,,,,"D1 PROFILE",,,,
"62506200000017","Nodes","17",21.000000,34.418625,"DDS demands","Known Flow",249539.560332,627796.445891,,0.000000,,,,,-20.360000,,,,,-18.206278,-20.360000,,"",,,,,"D1 PROFILE",,,,
"62506200000013","Nodes","13",21.000000,36.288386,"DDS demands","Known Flow",249596.075907,627849.501902,,0.000000,,,,,-16.580000,,,,,-14.826132,-16.580000,,"",,,,,"D1 PROFILE",,,,
"62506200003352","Nodes","-98",21.000000,43.865346,"Default Known Flow Node","Known Flow",249923.401162,627079.080843,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506200000110","Nodes","110",21.000000,42.389225,"DDS demands","Known Flow",249996.686371,626935.498986,,0.000000,,,-1.840000,,-28.069999,,,,,-26.746056,-29.909998,,"",,,"C3  PROFILE",,"D1 PROFILE",,,,
"62506200000041","Nodes","41",21.000000,63.353143,"DDS demands","Known Flow",250244.111769,627072.263604,,0.000000,,,,,-11.949999,,,,,-10.685903,-11.949999,,"",,,,,"D1 PROFILE",,,,
"62506200003351","Nodes","-94",21.000000,66.251143,"Default Known Flow Node","Known Flow",250399.680665,627046.687128,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506200000134","Nodes","134",21.000000,63.550810,"DDS demands","Known Flow",249405.684181,626913.872798,,0.000000,,,,,-4.050000,,,,,-3.621582,-4.050000,,"",,,,,"D1 PROFILE",,,,
"62506200000143","Nodes","143",21.000000,62.768286,"Default Known Flow Node","Known Flow",249376.073617,626993.893635,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506200000141","Nodes","141",21.000000,63.380821,"DDS demands","Known Flow",249399.403688,626937.600345,,0.000000,,,,,-1.029999,,,,,-0.921044,-1.029999,,"",,,,,"D1 PROFILE",,,,
"62506200000136","Nodes","136",21.000000,56.383487,"DDS demands","Known Flow",249378.556983,626745.483898,,0.000000,,,,,-23.090000,,,,,-20.647491,-23.090000,,"",,,,,"D1 PROFILE",,,,
"62506200000139","Nodes","139",21.000000,66.426101,"DDS demands","Known Flow",249404.781977,626946.761046,,0.000000,,,,,-27.300000,,,,,-24.412149,-27.300000,,"",,,,,"D1 PROFILE",,,,
"62506200000132","Nodes","132",21.000000,71.724040,"Default Known Flow Node","Known Flow",249387.682493,626987.686398,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506200000074","Nodes","74",21.000000,74.897231,"DDS demands","Known Flow",249407.203022,626995.268821,,0.000000,,,,,-6.269999,,,,,-5.606746,-6.269999,,"",,,,,"D1 PROFILE",,,,
"62506200000166","Nodes","166",21.000000,74.930083,"Default Known Flow Node","Known Flow",249407.624108,626993.635838,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506200003349","Nodes","-76",21.000000,71.262590,"Default Known Flow Node","Known Flow",249446.933281,626990.145851,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506200000135","Nodes","135",21.000000,57.783835,"DDS demands","Known Flow",249518.677499,626863.101138,,0.000000,,,,,-32.970002,,,,,-29.482366,-32.970002,,"",,,,,"D1 PROFILE",,,,
"62506200000117","Nodes","117",21.000000,38.588847,"DDS demands","Known Flow",249747.418114,626550.557700,,0.000000,,,,,-21.899999,,,,,-19.583372,-21.899999,,"",,,,,"D1 PROFILE",,,,
"62506200000115","Nodes","115",21.000000,39.806101,"DDS demands","Known Flow",249923.332247,626721.595182,,0.000000,,,-14.149999,,-1.580000,,,,,-14.066047,-15.729999,,"",,,"C3  PROFILE",,"D1 PROFILE",,,,
"62506200003350","Nodes","-8",21.000000,38.759289,"Default Known Flow Node","Known Flow",249676.039699,626631.604244,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
