"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-CC)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-CC)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"62501300001053","Nodes","P08119566, Drumfork Farm, -8.03","22.999998","22.721697","CSEP Unmatched","Known Flow","231587.954736","681734.513720","","0.000000","","","","","","-2.349999","","","","","","-2.101411","-2.349999","","","","","","","","DC PROFILE","","","","",""
"62501300000767","Nodes","767","21.000000","26.716819","DDS demands","Known Flow","231303.704096","681367.837616","","0.000000","","","","","-3.190000","","","","","","","-2.852554","-3.190000","","","","","","","D1 PROFILE","","","","","",""
"62501300000062","Nodes","62","21.000000","33.009132","DDS demands","Known Flow","228774.828408","683049.338073","","0.000000","","","","","-13.910000","","","","","","","-12.438569","-13.910000","","","","","","","D1 PROFILE","","","","","",""
"62501300001051","Nodes","Rhu Road Higher,  SITE ID:  9683","21.000000","33.008643","Val Log Post","Known Flow","228678.805139","683092.867875","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300000752","Nodes","752","21.000000","33.008631","DDS demands","Known Flow","228642.453372","683111.088090","","0.000000","","","","","-2.789999","","","","","","","-2.494867","-2.789999","","","","","","","D1 PROFILE","","","","","",""
"62501300010866","Nodes","-430","21.000000","30.384529","Default Known Flow Node","Known Flow","230418.584842","682985.230679","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300001000","Nodes","St Andrews Wynd, Site ID: 9132","21.000000","30.428082","Val Log Post","Known Flow","230427.373327","683012.094650","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300010883","Nodes","-473","21.000000","30.558778","Default Known Flow Node","Known Flow","230437.828861","683065.963078","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300001038","Nodes","1038","21.000000","30.952382","Default Known Flow Node","Known Flow","229205.332525","683150.051101","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300010904","Nodes","-497","21.000000","30.640822","Default Known Flow Node","Known Flow","229208.966526","683148.703100","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300008129","Nodes","8129,","21.000000","39.225374","DDS demands","Known Flow","229320.953557","682492.462922","","0.000000","","","","-2.119999","-6.619999","","","","","","","-7.815463","-8.739999","","","","","","C4 PROFILE","D1 PROFILE","","","","","",""
"62501300001001","Nodes","1001","21.000000","39.210724","Default Known Flow Node","Known Flow","229320.381269","682490.394361","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300010779","Nodes","-237","21.000000","39.005412","Default Known Flow Node","Known Flow","229332.203560","682547.337937","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300010874","Nodes","-448","21.000000","31.673033","Default Known Flow Node","Known Flow","229603.828634","683019.213065","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300000264","Nodes","264","21.000000","31.478084","DDS demands","Known Flow","229525.750735","683047.043763","","0.000000","","","-0.810000","","","","","","","","","-0.724316","-0.810000","","","","","C3 PROFILE","","","","","","","",""
"62501300000263","Nodes","263","21.000000","31.238957","DDS demands","Known Flow","229446.461923","683075.359622","","0.000000","","","-2.300000","","-7.889999","","","","","","","-9.112079","-10.190000","","","","","C3 PROFILE","","D1 PROFILE","","","","","",""
"62501300010887","Nodes","-483","21.000000","30.711316","Default Known Flow Node","Known Flow","229634.703642","683116.963092","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300000089","Nodes","89","21.000000","30.711129","DDS demands","Known Flow","229646.751605","683112.875390","","0.000000","","","","","-17.320000","","","","","","","-15.487852","-17.320000","","","","","","","D1 PROFILE","","","","","",""
"62501300000088","Nodes","88","21.000000","31.076741","DDS demands","Known Flow","229751.198269","683076.589924","","0.000000","","","-3.280000","","-25.209999","","","","","","","-25.476265","-28.489999","","","","","C3 PROFILE","","D1 PROFILE","","","","","",""
"62501300000146","Nodes","146","21.000000","26.751770","DDS demands","Known Flow","230195.328795","682814.088009","","0.000000","-6.000000","","-2.959999","","-12.619999","","","","","","","-19.297220","-21.580000","","","C1 PROFILE","","C3 PROFILE","","D1 PROFILE","","","","","",""
"62501300001006","Nodes","Jct Charlotte Street / Victoria Road, Site ID: 10112","21.000000","26.839253","Val Log Cath","Known Flow","230130.954247","682782.085636","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300000145","Nodes","145,","21.000000","26.553436","DDS demands","Known Flow","230116.078773","682775.337999","","0.000000","0.000000","","0.000000","","-10.580000","","","","","","","-9.460824","-10.580000","","","C1 PROFILE","","C3 PROFILE","","D1 PROFILE","","","","","",""
"62501300001017","Nodes","Prince Albert Terrace, Site ID: 9800","21.000000","31.373248","Val Log Post","Known Flow","229901.630973","682901.451623","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300010853","Nodes","-393","21.000000","30.240958","Default Known Flow Node","Known Flow","229957.203730","682881.713028","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300010808","Nodes","-301","21.000000","36.050897","Default Known Flow Node","Known Flow","229770.828679","682705.837980","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300001004","Nodes","Sinclair Street, Site ID: 9156","21.000000","34.185200","Val Log Cath","Known Flow","229810.188455","682814.968701","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300010839","Nodes","-361","21.000000","34.044475","Default Known Flow Node","Known Flow","229812.503739","682822.824734","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300010888","Nodes","-485","21.000000","31.101896","Default Known Flow Node","Known Flow","229318.328556","683119.213092","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300001045","Nodes","1045","21.000000","31.099592","Default Known Flow Node","Known Flow","229316.163119","683119.953532","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300010890","Nodes","-489","21.000000","31.206364","Default Known Flow Node","Known Flow","229294.825406","683127.217871","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300000651","Nodes","651","21.000000","26.705602","DDS demands","Known Flow","231295.329094","681368.212616","","0.000000","","","","","-4.999999","","","","","","","-4.471088","-4.999999","","","","","","","D1 PROFILE","","","","","",""
"62501300001020","Nodes","1020","21.000000","26.650191","Default Known Flow Node","Known Flow","231266.885002","681384.805003","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300001031","Nodes","Cardross Road, Site ID: 10105","21.000000","26.634965","Val Log Post","Known Flow","231259.070235","681389.363617","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300000252","Nodes","252, the Hermitage H-AL 3/1","21.000000","26.471351","DDS demands","Known Flow","231152.829055","681451.337639","","0.000000","","-4.829999","","","-10.580000","","","","","","","-13.779896","-15.409999","","","","C2 PROFILE","","","D1 PROFILE","","","","","",""
"62501300000230","Nodes","230","21.000000","24.986515","DDS demands","Known Flow","231022.704020","682094.212814","","0.000000","","","","","-22.670000","","","","","","","-20.271917","-22.670000","","","","","","","D1 PROFILE","","","","","",""
"62501300001012","Nodes","Williamson Drive, Site ID:10103","21.000000","25.073768","Val Log Post","Known Flow","231025.579111","682090.723387","","0.000000","","","","","-0.220000","","","","","","","-0.196727","-0.220000","","","","","","","D1 PROFILE","","","","","",""
"62501300010530","Nodes","-1462611","21.000000","25.073768","Default Known Flow Node","Known Flow","231037.329024","682076.462809","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300000135","Nodes","135,","21.000000","42.181969","Default Known Flow Node","Known Flow","229643.984076","682380.351760","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300010489","Nodes","-1462516","21.000000","42.253382","Default Known Flow Node","Known Flow","229652.709313","682376.765115","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300000466","Nodes","466","21.000000","42.278455","Default Known Flow Node","Known Flow","229656.463912","682375.564748","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300000371","Nodes","371","21.000000","33.450517","DDS demands","Known Flow","228969.953461","682738.087989","","0.000000","","","","","-7.970000","","","","","","","-7.126915","-7.970000","","","","","","","D1 PROFILE","","","","","",""
"62501300000040","Nodes","40","21.000000","31.286515","DDS demands","Known Flow","228773.953408","682924.463039","","0.000000","","","","","-17.299999","","","","","","","-15.469967","-17.299999","","","","","","","D1 PROFILE","","","","","",""
"62501300010833","Nodes","-353","21.000000","31.647031","Default Known Flow Node","Known Flow","229087.080957","682815.220039","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300000633","Nodes","633","21.000000","32.367425","DDS demands","Known Flow","229359.203567","682721.087984","","0.000000","","","","","-10.479999","","","","","","","-9.371401","-10.479999","","","","","","","D1 PROFILE","","","","","",""
"62501300010716","Nodes","-1463072","21.000000","32.479477","Default Known Flow Node","Known Flow","229374.470153","682715.875004","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300010669","Nodes","-1462946","21.000000","32.536899","Default Known Flow Node","Known Flow","229376.328572","682714.962982","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300001023","Nodes","Glenan Gardens, Site ID 10111","21.000000","32.305004","Val Log Post","Known Flow","229329.784473","682730.925920","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300001002","Nodes","1002","21.000000","32.334485","Default Known Flow Node","Known Flow","229335.615439","682728.950693","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300000108","Nodes","108","21.000000","32.051946","DDS demands","Known Flow","229288.328548","682745.212991","","0.000000","","","","","-27.129998","","","","","","","-24.260128","-27.129998","","","","","","","D1 PROFILE","","","","","",""
"62501300001015","Nodes","","21.000000","39.381613","Point Loads","Known Flow","229343.936980","682484.650212","","0.000000","","","","","","","","-4.150000","","","","-3.711003","-4.150000","","","","","","","","","","PL-AF PROFILE","","",""
"62501300000888","Nodes","888","21.000000","38.395918","DDS demands","Known Flow","229732.673669","682588.817948","","0.000000","","","","","-0.959999","","","","","","","-0.858449","-0.959999","","","","","","","D1 PROFILE","","","","","",""
"62501300010752","Nodes","-190","21.000000","39.701730","Default Known Flow Node","Known Flow","229390.453576","682468.837915","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300000118","Nodes","118","21.000000","39.823921","DDS demands","Known Flow","229700.470660","682490.697921","","0.000000","-15.729999","","","-4.400000","-7.040000","","","","","","","-24.295897","-27.170000","","","C1 PROFILE","","","C4 PROFILE","D1 PROFILE","","","","","",""
"62501300000812","Nodes","812","21.000000","25.414427","DDS demands","Known Flow","231111.610151","681816.579047","","0.000000","","","","","-18.469999","","","","","","","-16.516202","-18.469999","","","","","","","D1 PROFILE","","","","","",""
"62501300000244","Nodes","244","21.000000","44.654006","Default Known Flow Node","Known Flow","229858.328703","682295.212868","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300000080","Nodes","80","21.000000","28.625258","DDS demands","Known Flow","229861.328704","683424.463176","","0.000000","","","","","-11.870000","","","","","","","-10.614365","-11.870000","","","","","","","D1 PROFILE","","","","","",""
"62501300001033","Nodes","Upper Colquhoun Street, Site ID: 10102","21.000000","28.712772","Val Log Post","Known Flow","229870.084468","683451.216901","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300010551","Nodes","-1462655","21.000000","28.712772","Default Known Flow Node","Known Flow","229874.828707","683465.713187","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300000620","Nodes","620","21.000000","47.819048","DDS demands","Known Flow","231031.204022","682974.838053","","0.000000","","","","","-5.039999","","","","","","","-4.506857","-5.039999","","","","","","","D1 PROFILE","","","","","",""
"62501300001030","Nodes","Fisher Place, Site ID: 9415","21.000000","47.509612","Val Log Post","Known Flow","231031.167713","682966.095307","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300000622","Nodes","622","21.000000","46.817704","DDS demands","Known Flow","231025.454021","682946.838046","","0.000000","","","","","-12.289999","","","","","","","-10.989936","-12.289999","","","","","","","D1 PROFILE","","","","","",""
"62501300000558","Nodes","558","21.000000","25.774590","DDS demands","Known Flow","228940.950453","683627.291231","","0.000000","","","","","-28.149999","","","","","","","-25.172230","-28.149999","","","","","","","D1 PROFILE","","","","","",""
"62501300001029","Nodes","McLeod Drive, Site ID: 10107","21.000000","25.795364","Val Log Post","Known Flow","228942.626418","683607.468748","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300001014","Nodes","1014","21.000000","25.919408","Default Known Flow Node","Known Flow","228944.038700","683594.965899","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300000686","Nodes","686","21.000000","45.967043","DDS demands","Known Flow","231200.204068","682971.338052","","0.000000","","","","","-6.090000","","","","","","","-5.445786","-6.090000","","","","","","","D1 PROFILE","","","","","",""
"62501300001028","Nodes","1028","21.000000","45.845522","Default Known Flow Node","Known Flow","231215.326092","682968.350530","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300000687","Nodes","687","21.000000","45.639972","DDS demands","Known Flow","231251.454082","682961.213049","","0.000000","","","","","-9.319999","","","","","","","-8.334109","-9.319999","","","","","","","D1 PROFILE","","","","","",""
"62501300000587","Nodes","587","21.000000","48.942180","DDS demands","Known Flow","231132.204050","682592.712949","","0.000000","","","","","-15.160000","","","","","","","-13.556342","-15.160000","","","","","","","D1 PROFILE","","","","","",""
"62501300001027","Nodes","Winston Road, Site ID:  10108","21.000000","48.789994","Val Log Post","Known Flow","231154.559833","682569.268038","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300000589","Nodes","589","21.000000","48.681813","DDS demands","Known Flow","231186.079064","682529.462932","","0.000000","","","","","-6.829999","","","","","","","-6.107507","-6.829999","","","","","","","D1 PROFILE","","","","","",""
"62501300000675","Nodes","675","21.000000","26.401909","DDS demands","Known Flow","230802.328960","682065.962806","","0.000000","","","","","-8.199999","","","","","","","-7.332585","-8.199999","","","","","","","D1 PROFILE","","","","","",""
"62501300001025","Nodes","1025","21.000000","26.300374","Default Known Flow Node","Known Flow","230812.309444","682049.748896","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300000676","Nodes","676","21.000000","26.039437","DDS demands","Known Flow","230837.953970","682008.087790","","0.000000","","","","","-10.689999","","","","","","","-9.559188","-10.689999","","","","","","","D1 PROFILE","","","","","",""
"62501300000027","Nodes","27","21.000000","29.707263","DDS demands","Known Flow","228364.203297","682713.212982","","0.000000","","","","","-4.949999","","","","","","","-4.426378","-4.949999","","","","","","","D1 PROFILE","","","","","",""
"62501300001013","Nodes","Loch Drive, Site ID: 10099","21.000000","28.881991","Val Log Post","Known Flow","228319.711718","682750.621764","","0.000000","","","","","0.000000","","","","","","","0.000000","0.000000","","","","","","","D1 PROFILE","","","","","",""
"62501300000028","Nodes","28","21.000000","25.597633","DDS demands","Known Flow","228114.180228","682938.265043","","0.000000","","","","","-16.770000","","","","","","","-14.996033","-16.770000","","","","","","","D1 PROFILE","","","","","",""
"62501300000557","Nodes","557","21.000000","28.150004","DDS demands","Known Flow","229036.953480","683339.713152","","0.000000","","","","","-8.600000","","","","","","","-7.690273","-8.600000","","","","","","","D1 PROFILE","","","","","",""
"62501300000347","Nodes","347","21.000000","29.096499","DDS demands","Known Flow","230086.203765","683601.213224","","0.000000","","","","","-9.260000","","","","","","","-8.280456","-9.260000","","","","","","","D1 PROFILE","","","","","",""
"62501300001007","Nodes","Sinclair Street, Site ID: 10101","21.000000","29.101414","Val Log Post","Known Flow","230083.727762","683598.147696","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300010929","Nodes","-582","21.000000","29.079089","Default Known Flow Node","Known Flow","230073.203761","683584.463219","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300000167","Nodes","167","21.000000","31.635504","DDS demands","Known Flow","230381.328845","683201.963115","","0.000000","","","","","-27.549999","","","","","","","-24.635698","-27.549999","","","","","","","D1 PROFILE","","","","","",""
"62501300000619","Nodes","619","21.000000","49.043059","DDS demands","Known Flow","230986.454010","682910.588036","","0.000000","","","","","-3.729999","","","","","","","-3.335432","-3.729999","","","","","","","D1 PROFILE","","","","","",""
"62501300001016","Nodes","1016","21.000000","49.027265","Default Known Flow Node","Known Flow","231018.534905","682899.990526","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300000624","Nodes","624","21.000000","49.057837","DDS demands","Known Flow","231042.079025","682892.213031","","0.000000","","","","","-6.540000","","","","","","","-5.848184","-6.540000","","","","","","","D1 PROFILE","","","","","",""
"62501300000685","Nodes","685","21.000000","47.138454","DDS demands","Known Flow","231152.329055","682991.463058","","0.000000","","","","","-6.320000","","","","","","","-5.651456","-6.320000","","","","","","","D1 PROFILE","","","","","",""
"62501300001011","Nodes","1011","21.000000","46.694388","Default Known Flow Node","Known Flow","231174.476578","683007.697436","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300000635","Nodes","635","21.000000","46.517650","DDS demands","Known Flow","231190.704066","683004.338061","","0.000000","","","","","-7.649999","","","","","","","-6.840765","-7.649999","","","","","","","D1 PROFILE","","","","","",""
"62501300001005","Nodes","1005","21.000000","48.607622","Default Known Flow Node","Known Flow","231193.994197","682513.101263","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300000591","Nodes","591","21.000000","48.266723","DDS demands","Known Flow","231278.704089","682485.837920","","0.000000","","","","","-2.970000","","","","","","","-2.655826","-2.970000","","","","","","","D1 PROFILE","","","","","",""
"62501300000636","Nodes","636","21.000000","22.221785","Default Known Flow Node","Known Flow","231065.704031","682214.212846","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300001003","Nodes","Buchanan Road, Site ID: 10116","21.000000","21.685524","Val Log Cath","Known Flow","231080.262297","682246.407399","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300000673","Nodes","673","21.000000","21.620150","Default Known Flow Node","Known Flow","231072.579033","682261.962859","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300010863","Nodes","10863","21.000000","38.358829","DDS demands","Known Flow","230366.828841","682178.712837","","0.000000","","","","","-9.399999","","","","","","","-8.405646","-9.399999","","","","","","","D1 PROFILE","","","","","",""
"62501300001010","Nodes","Adelaide Street, Site ID: 1547","21.000000","38.417506","Val Log Cath","Known Flow","230355.939209","682164.891380","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300000204","Nodes","204","21.000000","38.575199","DDS demands","Known Flow","230340.578834","682142.212827","","0.000000","","","","","-5.769999","","","","","","","-5.159636","-5.769999","","","","","","","D1 PROFILE","","","","","",""
"62501300000532","Nodes","532","21.000000","25.845207","DDS demands","Known Flow","230936.328996","681930.337769","","0.000000","","","","","-7.430000","","","","","","","-6.644038","-7.430000","","","","","","","D1 PROFILE","","","","","",""
"62501300001008","Nodes","1008","21.000000","25.805827","Default Known Flow Node","Known Flow","230905.818344","681952.961347","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300000534","Nodes","534","21.000000","25.808905","DDS demands","Known Flow","230884.328982","681959.962777","","0.000000","","","","","-15.940000","","","","","","","-14.253831","-15.940000","","","","","","","D1 PROFILE","","","","","",""
"62501300001018","Nodes","1018","21.000000","25.713205","Default Known Flow Node","Known Flow","231024.735816","681860.245785","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300000646","Nodes","646","21.000000","25.759524","DDS demands","Known Flow","231013.934944","681867.074229","","0.000000","","","","","-16.569999","","","","","","","-14.817188","-16.569999","","","","","","","D1 PROFILE","","","","","",""
"62501300000291","Nodes","291,","21.000000","26.408631","DDS demands","Known Flow","231011.954017","681534.462661","","0.000000","","","","-5.989999","-13.609999","","","","","","","-17.526668","-19.600000","","","","","","C4 PROFILE","D1 PROFILE","","","","","",""
"62501300001009","Nodes","1009","21.000000","26.453115","Default Known Flow Node","Known Flow","231026.685625","681525.472048","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300000242","Nodes","242","21.000000","26.412338","DDS demands","Known Flow","231062.954031","681503.337653","","0.000000","","","","","-1.139999","","","","","","","-1.019408","-1.139999","","","","","","","D1 PROFILE","","","","","",""
"62501300000254","Nodes","254","21.000000","28.900630","DDS demands","Known Flow","231327.579103","681292.587595","","0.000000","","","","","-13.619999","","","","","","","-12.179246","-13.619999","","","","","","","D1 PROFILE","","","","","",""
"62501300001021","Nodes","Marmion Avenue, site ID: 0004","21.000000","30.240570","Val Log Post","Known Flow","231358.021091","681276.144478","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300000784","Nodes","784","21.000000","31.514380","DDS demands","Known Flow","231384.204118","681254.587585","","0.000000","","","","","-6.530000","","","","","","","-5.839242","-6.530000","","","","","","","D1 PROFILE","","","","","",""
"62501300000058","Nodes","58","21.000000","33.329177","DDS demands","Known Flow","228989.328467","682469.962916","","0.000000","","","","","-18.350000","","","","","","","-16.408897","-18.350000","","","","","","","D1 PROFILE","","","","","",""
"62501300010610","Nodes","-1462806","21.000000","33.329177","Default Known Flow Node","Known Flow","228974.578463","682476.212918","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","",""
"62501300000061","Nodes","61","21.000000","33.460791","DDS demands","Known Flow","229086.953493","682436.212907","","0.000000","","","","","-21.559998","","","","","","","-19.279334","-21.559998","","","","","","","D1 PROFILE","","","","","",""
