"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(PL-AF)"
"62506400001011","Nodes","1011",21.000000,68.879912,"Default Known Flow Node","Known Flow",247844.208597,605764.692044,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400001012","Nodes","1012",21.000000,69.005131,"Default Known Flow Node","Known Flow",247879.708606,605777.817047,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000014","Nodes","14",21.000000,68.879912,"DDS demands","Known Flow",247840.065269,605767.914632,,0.000000,,,,,-17.690000,,,,-15.818715,-17.690000,,"",,,,,"D1 PROFILE",,,
"62506400001010","Nodes","1010",21.000000,68.879912,"Default Known Flow Node","Known Flow",247849.958598,605760.317042,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400001008","Nodes","1008",21.000000,54.591226,"Default Known Flow Node","Known Flow",247799.833584,605950.317094,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400001009","Nodes","1009",21.000000,54.591226,"Default Known Flow Node","Known Flow",247820.833590,605967.817099,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400001007","Nodes","1007",21.000000,54.591226,"Default Known Flow Node","Known Flow",247748.458570,605985.817104,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400001005","Nodes","1005",21.000000,56.335109,"Default Known Flow Node","Known Flow",247734.687941,605999.727714,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400001006","Nodes","1006",21.000000,54.591226,"Default Known Flow Node","Known Flow",247750.208571,605984.067103,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000010","Nodes","10",21.000000,72.596828,"Default Known Flow Node","Known Flow",247603.708531,605956.567096,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000056","Nodes","56",21.000000,54.591226,"DDS demands","Known Flow",247748.110533,605986.173630,,0.000000,,-172.440005,,,-0.199999,,,,-154.377781,-172.640004,,"",,"C2 PROFILE",,,"D1 PROFILE",,,
"62506400001003","Nodes","1003",21.000000,69.271096,"Default Known Flow Node","Known Flow",247807.708587,605880.067075,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400001004","Nodes","1004",21.000000,68.849801,"Default Known Flow Node","Known Flow",247810.833587,605893.317079,,0.000000,-4.099999,,,,,,,,-3.666293,-4.099999,,"","C1 PROFILE",,,,,,,
"62506400001002","Nodes","1002",21.000000,69.308650,"Default Known Flow Node","Known Flow",247804.083586,605847.442066,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000013","Nodes","13",21.000000,70.644687,"DDS demands","Known Flow",247775.208578,605850.067067,,0.000000,,-11.340000,-5.630000,-2.779999,-20.410000,,,,-35.911792,-40.160002,,"",,"C2 PROFILE","C3  PROFILE","C4 PROFILE","D1 PROFILE",,,
"62506400300828","Nodes","300828",21.000000,68.438311,"Default Known Flow Node","Known Flow",247823.083591,605845.817066,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400001000","Nodes","1000",21.000000,73.212116,"Default Known Flow Node","Known Flow",247571.798373,605979.022324,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400001001","Nodes","1001",21.000000,73.212116,"Default Known Flow Node","Known Flow",247615.583534,606022.942114,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000009","Nodes","9",21.000000,74.638343,"DDS demands","Known Flow",247501.833503,606033.942117,,0.000000,-15.999999,,,,-3.459999,,,,-17.401479,-19.459999,,"","C1 PROFILE",,,,"D1 PROFILE",,,
"62506400000057","Nodes","57",21.000000,72.690954,"Default Known Flow Node","Known Flow",247598.208530,605960.192097,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000015","Nodes","15",21.000000,61.268999,"DDS demands","Known Flow",247983.833635,605843.192065,,0.000000,,,,,-30.809999,,,,-27.550853,-30.809999,,"",,,,,"D1 PROFILE",,,
"62506400000041","Nodes","41",21.000000,61.226657,"Default Known Flow Node","Known Flow",247936.583622,605783.067049,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400300825","Nodes","300825",21.000000,69.838878,"Default Known Flow Node","Known Flow",247786.833581,605809.317056,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000012","Nodes","12",21.000000,71.148680,"DDS demands","Known Flow",247727.208565,605859.817070,,0.000000,,,,,-4.940000,,,,-4.417436,-4.940000,,"",,,,,"D1 PROFILE",,,
"62506400000011","Nodes","11",21.000000,72.114558,"DDS demands","Known Flow",247640.208541,605922.317087,,0.000000,,,,,-2.619999,,,,-2.342850,-2.619999,,"",,,,,"D1 PROFILE",,,
"62506400000090","Nodes","90",21.000000,69.797215,"Default Known Flow Node","Known Flow",247746.833570,605817.067058,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400300827","Nodes","300827",21.000000,68.438311,"Default Known Flow Node","Known Flow",247820.833590,605826.067060,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000017","Nodes","17",21.000000,58.095244,"DDS demands","Known Flow",248047.083652,605839.567064,,0.000000,,,,-2.480000,-7.519999,,,,-8.942179,-9.999999,,"",,,,"C4 PROFILE","D1 PROFILE",,,
"62506400000016","Nodes","16",21.000000,59.493789,"DDS demands","Known Flow",248010.083642,605874.817074,,0.000000,-6.809999,,,-6.090000,-8.369999,,,,-19.020014,-21.269998,,"","C1 PROFILE",,,"C4 PROFILE","D1 PROFILE",,,
"62506400000019","Nodes","19",21.000000,55.577579,"Default Known Flow Node","Known Flow",248001.958639,605835.942063,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000020","Nodes","20",21.000000,58.004200,"DDS demands","Known Flow",248015.833643,605956.942096,,0.000000,,,,,-6.070000,,,,-5.427902,-6.070000,,"",,,,,"D1 PROFILE",,,
"62506400000021","Nodes","21",21.000000,57.112040,"DDS demands","Known Flow",248049.208652,605947.317093,,0.000000,,,,,-4.790000,,,,-4.283303,-4.790000,,"",,,,,"D1 PROFILE",,,
"62506400000022","Nodes","22",21.000000,51.801300,"DDS demands","Known Flow",248072.333659,605948.067094,,0.000000,-6.000000,,,,-15.829999,,,,-19.520775,-21.829999,,"","C1 PROFILE",,,,"D1 PROFILE",,,
"62506400000023","Nodes","23",21.000000,51.585801,"Default Known Flow Node","Known Flow",248150.333680,605879.817075,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400300836","Nodes","300836",21.000000,58.591009,"Default Known Flow Node","Known Flow",248031.583648,605850.567067,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000033","Nodes","33",21.000000,52.223368,"DDS demands","Known Flow",248280.708715,605736.067036,,0.000000,,,,,-36.930000,,,,-33.023467,-36.930000,,"",,,,,"D1 PROFILE",,,
"62506400300842","Nodes","300842",21.000000,51.656116,"Default Known Flow Node","Known Flow",248375.083741,605750.692040,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000032","Nodes","32",21.000000,52.746811,"DDS demands","Known Flow",248231.583702,605696.317025,,0.000000,,,,,-25.140000,,,,-22.480638,-25.140000,,"",,,,,"D1 PROFILE",,,
"62506400300840","Nodes","300840",21.000000,52.313319,"Default Known Flow Node","Known Flow",248268.708712,605719.317031,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000029","Nodes","29",21.000000,54.867321,"DDS demands","Known Flow",248198.708693,605699.067026,,0.000000,,,,,-1.749999,,,,-1.564881,-1.749999,,"",,,,,"D1 PROFILE",,,
"62506400000030","Nodes","30",21.000000,53.827380,"DDS demands","Known Flow",248210.708696,605683.692022,,0.000000,,,,,-13.630000,,,,-12.188190,-13.630000,,"",,,,,"D1 PROFILE",,,
"62506400000040","Nodes","40",21.000000,53.989499,"DDS demands","Known Flow",248184.958689,605646.317011,,0.000000,,,,,-1.720000,,,,-1.538054,-1.720000,,"",,,,,"D1 PROFILE",,,
"62506400000027","Nodes","27",21.000000,56.928152,"DDS demands","Known Flow",248099.583666,605829.067061,,0.000000,,,,,-18.040000,,,,-16.131691,-18.040000,,"",,,,,"D1 PROFILE",,,
"62506400000028","Nodes","28",21.000000,57.013549,"Default Known Flow Node","Known Flow",248147.458679,605843.442065,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400300833","Nodes","300833",21.000000,57.925473,"Default Known Flow Node","Known Flow",248008.708641,605979.567102,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400300835","Nodes","300835",21.000000,57.925473,"Default Known Flow Node","Known Flow",248020.958645,605982.317103,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400300837","Nodes","300837",21.000000,58.591009,"Default Known Flow Node","Known Flow",248042.333650,605866.442071,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000092","Nodes","92",21.000000,52.399587,"Default Known Flow Node","Known Flow",248228.958701,605783.067049,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000034","Nodes","34",21.000000,50.815498,"DDS demands","Known Flow",248447.458761,605699.692026,,0.000000,,,,,-11.839999,,,,-10.587540,-11.839999,,"",,,,,"D1 PROFILE",,,
"62506400000093","Nodes","93",21.000000,51.785860,"Default Known Flow Node","Known Flow",248355.583736,605695.442025,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000058","Nodes","58",21.000000,72.773828,"Default Known Flow Node","Known Flow",247757.460564,606078.441162,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000008","Nodes","Dalmellington DG, Tel",21.000000,74.999996,"Default Known Pressure Node","Known Pressure",247507.458505,606049.442121,,999998.967025,,,,,,,,,851.107699,951.790024,,"",,,,,,,,
"62506400000045","Nodes","45",21.000000,43.412756,"DDS demands","Known Flow",247660.583444,606309.565074,,0.000000,,,,,-26.600000,,,,-23.786197,-26.600000,,"",,,,,"D1 PROFILE",,,
"62506400300821","Nodes","300821",21.000000,43.369141,"Default Known Flow Node","Known Flow",247633.833539,606331.067198,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000044","Nodes","44",21.000000,47.567907,"DDS demands","Known Flow",247714.958561,606207.817164,,0.000000,,,,,-9.560000,,,,-8.548724,-9.560000,,"",,,,,"D1 PROFILE",,,
"62506400000055","Nodes","55",21.000000,46.076276,"DDS demands","Known Flow",247651.833544,606284.067185,,0.000000,,,,,-18.850000,,,,-16.856008,-18.850000,,"",,,,,"D1 PROFILE",,,
"62506400000039","Nodes","39",21.000000,47.870040,"DDS demands","Known Flow",247756.583573,606157.442151,,0.000000,,,,,-19.650000,,,,-17.571382,-19.650000,,"",,,,,"D1 PROFILE",,,
"62506400000042","Nodes","42",21.000000,47.493696,"DDS demands","Known Flow",247795.708583,606111.817138,,0.000000,,,,,-17.530000,,,,-15.675640,-17.530000,,"",,,,,"D1 PROFILE",,,
"62506400000038","Nodes","38",21.000000,48.687829,"DDS demands","Known Flow",247777.958579,606177.317156,,0.000000,,,,,-0.860000,,,,-0.769027,-0.860000,,"",,,,,"D1 PROFILE",,,
"62506400000037","Nodes","37",21.000000,49.021767,"DDS demands","Known Flow",247821.333590,606218.442167,,0.000000,,,,,-20.399999,,,,-18.242045,-20.399999,,"",,,,,"D1 PROFILE",,,
"62506400000051","Nodes","51",21.000000,49.514211,"DDS demands","Known Flow",247824.835469,606367.940523,,0.000000,,,,,-25.319999,,,,-22.641597,-25.319999,,"",,,,,"D1 PROFILE",,,
"62506400300830","Nodes","300830",21.000000,51.240328,"Default Known Flow Node","Known Flow",247911.208615,606279.817184,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000046","Nodes","46",21.000000,50.285656,"DDS demands","Known Flow",247882.583607,606161.192152,,0.000000,,,,,-25.440001,,,,-22.748904,-25.440001,,"",,,,,"D1 PROFILE",,,
"62506400300829","Nodes","300829",21.000000,49.745269,"Default Known Flow Node","Known Flow",247860.208601,606182.192157,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000047","Nodes","47",21.000000,48.296024,"DDS demands","Known Flow",247824.458591,606264.567180,,0.000000,,,,,-16.580000,,,,-14.826132,-16.580000,,"",,,,,"D1 PROFILE",,,
"62506400000043","Nodes","43",21.000000,44.958190,"DDS demands","Known Flow",247943.333624,606030.067116,,0.000000,,,,,-19.860000,,,,-17.759168,-19.860000,,"",,,,,"D1 PROFILE",,,
"62506400300826","Nodes","300826",21.000000,49.615788,"Default Known Flow Node","Known Flow",247815.208589,606136.942145,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000036","Nodes","36",21.000000,57.483634,"DDS demands","Known Flow",248033.083648,606095.067134,,0.000000,,,,,-1.129999,,,,-1.010466,-1.129999,,"",,,,,"D1 PROFILE",,,
"62506400000054","Nodes","54",21.000000,36.386568,"DDS demands","Known Flow",248153.708681,606031.817116,,0.000000,,,,,-5.150000,,,,-4.605222,-5.150000,,"",,,,,"D1 PROFILE",,,
"62506400000050","Nodes","50",21.000000,53.137017,"DDS demands","Known Flow",248024.083645,606174.442155,,0.000000,,,,,-20.879998,,,,-18.671268,-20.879998,,"",,,,,"D1 PROFILE",,,
"62506400000064","Nodes","64",21.000000,43.497443,"Default Known Flow Node","Known Flow",248067.583657,606425.567223,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000065","Nodes","65",21.000000,43.248681,"DDS demands","Known Flow",248055.958654,606474.942237,,0.000000,,,,,-12.700000,,,,-11.356567,-12.700000,,"",,,,,"D1 PROFILE",,,
"62506400000048","Nodes","48",21.000000,54.485355,"DDS demands","Known Flow",248015.458643,606071.067127,,0.000000,,,,,-16.690000,,,,-14.924497,-16.690000,,"",,,,,"D1 PROFILE",,,
"62506400000049","Nodes","49",21.000000,57.538817,"DDS demands","Known Flow",248006.208641,606015.942112,,0.000000,,,,,-7.489999,,,,-6.697691,-7.489999,,"",,,,,"D1 PROFILE",,,
"62506400000066","Nodes","66",21.000000,43.218853,"DDS demands","Known Flow",248039.958650,606433.067226,,0.000000,,,-38.339998,,,,,,-34.284313,-38.339998,,"",,,"C3  PROFILE",,,,,
"62506400000087","Nodes","87",21.000000,43.262522,"Default Known Flow Node","Known Flow",247973.583632,606419.692222,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000086","Nodes","86, 71989, Armour Wynd, 10.80",22.999998,42.783199,"CSEP DDS Matched","Known Flow",248002.573640,606491.519241,,0.000000,,,,,,-10.800000,,,-9.657553,-10.800000,,"",,,,,,"DC PROFILE",,
"62506400000063","Nodes","63",21.000000,45.528084,"DDS demands","Known Flow",248131.083675,606403.567217,,0.000000,,,,,-1.100000,,,,-0.983639,-1.100000,,"",,,,,"D1 PROFILE",,,
"62506400000088","Nodes","88",21.000000,45.353965,"Default Known Flow Node","Known Flow",248167.583685,606475.942237,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000024","Nodes","MAXIMO 466784 - DIVERSIFIED LOAD ADDED ONLY 6 HOUSES",21.000000,29.990973,"Point Loads","Known Flow",248200.458693,606019.692113,,0.000000,,,,,-23.930001,,,-6.000000,-26.763942,-29.930002,,"",,,,,"D1 PROFILE",,,"PL-AF PROFILE"
"62506400000026","Nodes","26",21.000000,28.999653,"DDS demands","Known Flow",248341.458732,605902.942081,,0.000000,,,,,-7.499999,,,,-6.706634,-7.499999,,"",,,,,"D1 PROFILE",,,
"62506400000025","Nodes","25",21.000000,25.414129,"DDS demands","Known Flow",248396.583747,605950.817094,,0.000000,,,,,-22.700000,,,,-20.298747,-22.700000,,"",,,,,"D1 PROFILE",,,
"62506400300820","Nodes","300820",21.000000,38.634328,"Default Known Flow Node","Known Flow",247455.583491,606939.067363,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000004","Nodes","4",21.000000,35.698618,"DDS demands","Known Flow",247445.583488,606933.817362,,0.000000,,,,,-14.819999,,,,-13.252309,-14.819999,,"",,,,,"D1 PROFILE",,,
"62506400000003","Nodes","3",21.000000,40.701027,"DDS demands","Known Flow",247586.333526,606897.317352,,0.000000,,,,,-12.749999,,,,-11.401277,-12.749999,,"",,,,,"D1 PROFILE",,,
"62506400000005","Nodes","5",21.000000,37.851134,"DDS demands","Known Flow",247642.583542,606858.692341,,0.000000,,,,,-15.670000,,,,-14.012395,-15.670000,,"",,,,,"D1 PROFILE",,,
"62506400300822","Nodes","300822",21.000000,37.819535,"Default Known Flow Node","Known Flow",247643.833542,606860.692342,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000007","Nodes","7",21.000000,36.427763,"DDS demands","Known Flow",247791.083582,606821.817331,,0.000000,,,,,-12.170000,,,,-10.882632,-12.170000,,"",,,,,"D1 PROFILE",,,
"62506400000006","Nodes","6",21.000000,37.481032,"DDS demands","Known Flow",247766.458575,606774.067318,,0.000000,,,,,-5.050000,,,,-4.515800,-5.050000,,"",,,,,"D1 PROFILE",,,
"62506400449610","Nodes","449610",21.000000,72.773828,"Default Known Flow Node","Known Flow",247791.333582,606051.442122,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506401554984","Nodes","1554984",21.000000,71.744514,"Default Known Flow Node","Known Flow",247671.443124,605897.797430,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506401554982","Nodes","1554982",21.000000,71.744514,"Default Known Flow Node","Known Flow",247660.208546,605883.817076,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506401554983","Nodes","1554983",21.000000,71.744514,"Default Known Flow Node","Known Flow",247662.458547,605886.692077,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000031","Nodes","31",21.000000,54.463389,"Default Known Flow Node","Known Flow",248089.958663,605505.066973,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400001013","Nodes","1013",21.000000,40.112114,"PL demand","Known Flow",247584.943524,606923.762797,,0.000000,,,,,,,,-7.547999,-6.749555,-7.547999,,"",,,,,,,,"PL-AF PROFILE"
"62506400000097","Nodes","97",21.000000,68.963386,"Default Known Flow Node","Known Flow",247863.958602,605778.317047,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000109","Nodes","109",21.000000,73.212116,"Default Known Flow Node","Known Flow",247589.920527,606000.146108,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000113","Nodes","113",21.000000,73.212116,"Default Known Flow Node","Known Flow",247575.020523,605982.799103,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000156","Nodes","156",21.000000,40.401849,"Default Known Flow Node","Known Flow",247589.675527,606911.085356,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000157","Nodes","157",21.000000,40.533713,"Default Known Flow Node","Known Flow",247646.752543,606933.375362,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000168","Nodes","168",21.000000,45.746041,"Default Known Flow Node","Known Flow",248161.458683,605210.191893,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000195","Nodes","195",21.000000,42.877601,"Default Known Flow Node","Known Flow",248017.640367,606486.840752,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400005001","Nodes","5001",21.000000,40.104031,"Default Known Flow Node","Known Flow",247584.496048,606924.404828,,0.000000,,,,,,,,,0.000000,0.000000,,"",,,,,,,,
"62506400000053","Nodes","53",21.000000,50.760623,"DDS demands","Known Flow",248248.208706,605656.567014,,0.000000,,,,,-24.969998,,,,-22.328621,-24.969998,,"",,,,,"D1 PROFILE",,,
"62506400000060","Nodes",,21.000000,55.834120,"PL demand","Known Flow",248135.458958,605768.079290,,0.000000,,,,,,,,-25.799998,-23.070821,-25.799998,,"",,,,,,,,"PL-AF PROFILE"
