"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)"
"62507000000015","Nodes","15",21.000000,27.406406,"DDS demands","Known Flow",247352.583463,669094.834276,,0.000000,,,,-5.559999,-4.971851,-5.559999,,"",,,,"D1 PROFILE"
"62507000001000","Nodes","1000",21.000000,27.623781,"Default Known Flow Node","Known Flow",247322.083455,669071.209270,,0.000000,,,,,0.000000,0.000000,,"",,,,
"62507000000038","Nodes","38",21.000000,42.194397,"DDS demands","Known Flow",247652.833545,669298.459332,,0.000000,,,,-11.069999,-9.898992,-11.069999,,"",,,,"D1 PROFILE"
"62507000000044","Nodes","44",21.000000,39.972889,"DDS demands","Known Flow",247601.083530,669218.084310,,0.000000,,,,-16.979999,-15.183819,-16.979999,,"",,,,"D1 PROFILE"
"62507000000045","Nodes","45",21.000000,39.802875,"DDS demands","Known Flow",247639.583541,669186.959301,,0.000000,-2.660000,,,-3.759999,-5.740879,-6.420000,,"","C1 PROFILE",,,"D1 PROFILE"
"62507000000005","Nodes","5, LADYACRES INCHINNAN RRI",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",247912.833615,668993.601249,,999998.967025,,,,,16.176400,18.090000,,"",,,,
"62507000000006","Nodes","6",21.000000,49.667306,"DDS demands","Known Flow",247936.833622,668976.584244,,0.000000,,,,-2.750000,-2.459099,-2.750000,,"",,,,"D1 PROFILE"
"62507000000036","Nodes","36",21.000000,38.163221,"DDS demands","Known Flow",247549.583516,669314.709336,,0.000000,,,,-8.329999,-7.448834,-8.329999,,"",,,,"D1 PROFILE"
"62507000000037","Nodes","37",21.000000,37.705066,"DDS demands","Known Flow",247566.708521,669255.834320,,0.000000,,,,-9.569999,-8.557664,-9.569999,,"",,,,"D1 PROFILE"
"62507000000012","Nodes","12",21.000000,41.335138,"DDS demands","Known Flow",247506.208505,669163.709295,,0.000000,,,,-3.110000,-2.781017,-3.110000,,"",,,,"D1 PROFILE"
"62507000000023","Nodes","23",21.000000,30.358907,"DDS demands","Known Flow",247558.708519,669100.334278,,0.000000,,,,-27.239999,-24.358494,-27.239999,,"",,,,"D1 PROFILE"
"62507000000021","Nodes","21",21.000000,26.957352,"DDS demands","Known Flow",247610.958533,669017.709255,,0.000000,,,,-21.920000,-19.601258,-21.920000,,"",,,,"D1 PROFILE"
"62507000000034","Nodes","34",21.000000,39.239914,"DDS demands","Known Flow",247554.208518,669350.209346,,0.000000,,,,-5.539999,-4.953967,-5.539999,,"",,,,"D1 PROFILE"
