"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"62501800012179","Nodes","-76","21.000000","24.841364","Default Known Flow Node","Known Flow","218661.184053","596860.167626","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62501800001021","Nodes","1021","21.000000","32.012243","DDS demands","Known Flow","218664.664520","597895.964629","","0.000000","","","","","-5.449999","","","","","-4.873487","-5.449999","","","","","","","D1 PROFILE","","","",""
"62501800000193","Nodes","193","21.000000","32.074419","DDS demands","Known Flow","218685.885592","597882.802002","","0.000000","","","","","-17.280001","","","","","-15.452086","-17.280001","","","","","","","D1 PROFILE","","","",""
"62501800000285","Nodes","285","21.000000","28.433558","DDS demands","Known Flow","218448.060733","597927.082689","","0.000000","","","","","-15.109999","","","","","-13.511631","-15.109999","","","","","","","D1 PROFILE","","","",""
"62501800001020","Nodes","1020","21.000000","27.720804","Default Known Flow Node","Known Flow","218406.538053","597925.279610","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62501800012129","Nodes","-337","21.000000","27.159191","Default Known Flow Node","Known Flow","218371.515279","597924.170538","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62501800001000","Nodes","1000","21.000000","25.528417","Default Known Flow Node","Known Flow","218945.203997","597162.229434","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62501800001019","Nodes","1019","21.000000","25.508046","Default Known Flow Node","Known Flow","218994.032295","597156.734609","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62501800000126","Nodes","126","21.000000","25.490627","DDS demands","Known Flow","219007.295751","597154.994701","","0.000000","","","","","-18.830000","","","","","-16.838123","-18.830000","","","","","","","D1 PROFILE","","","",""
"62501800000107","Nodes","107","21.000000","28.731559","DDS demands","Known Flow","218446.615601","597374.905643","","0.000000","","","","","-1.850000","","","","","-1.654303","-1.850000","","","","","","","D1 PROFILE","","","",""
"62501800001017","Nodes","1017","21.000000","36.029009","Default Known Flow Node","Known Flow","218739.902228","598177.791923","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62501800000407","Nodes","407","21.000000","35.275153","DDS demands","Known Flow","218741.899678","598204.068986","","0.000000","-10.689999","","","","-16.280000","","","","","-24.117057","-26.970000","","","C1 PROFILE","","","","D1 PROFILE","","","",""
