"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)"
"62505500000045","Nodes","45",21.000000,32.623718,"DDS demands","Known Flow",220286.450000,671947.710000,,0.000000,,,,,-5.960000,,,,,,-5.329538,-5.960000,,"",,,,,"D1 PROFILE",,,,,
"62505500000014","Nodes","14",21.000000,32.877031,"DDS demands","Known Flow",220429.325000,671972.210000,,0.000000,,,,,-43.410000,,,,,,-38.817998,-43.410000,,"",,,,,"D1 PROFILE",,,,,
"62505500000051","Nodes","51",21.000000,63.300988,"DDS demands","Known Flow",221155.325000,672103.960000,,0.000000,,,,,-10.779999,,,,,,-9.639668,-10.779999,,"",,,,,"D1 PROFILE",,,,,
"62505500001002","Nodes","1002",21.000000,69.358943,"Default Known Flow Node","Known Flow",221246.664181,672068.387668,,0.000000,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,
"62505500000022","Nodes","22",21.000000,70.104703,"DDS demands","Known Flow",221258.075000,672063.085000,,0.000000,,,,,-8.229999,,,,,,-7.359412,-8.229999,,"",,,,,"D1 PROFILE",,,,,
"62505500000013","Nodes","13",21.000000,38.477432,"DDS demands","Known Flow",220677.700000,672084.835000,,0.000000,,,,,-8.850000,,,,,,-7.913828,-8.850000,,"",,,,,"D1 PROFILE",,,,,
"62505500001000","Nodes","1000",21.000000,38.832801,"DDS demands","Known Flow",220721.915744,672102.217735,,0.000000,,,,,-3.380000,,,,,,-3.022456,-3.380000,,"",,,,,"D1 PROFILE",,,,,
"62505500000038","Nodes","38",21.000000,39.199915,"DDS demands","Known Flow",220756.325000,672115.585000,,0.000000,,,,,-12.799999,,,,,,-11.445988,-12.799999,,"",,,,,"D1 PROFILE",,,,,
"62505500000046","Nodes","46",21.000000,32.624581,"DDS demands","Known Flow",220414.700000,671871.960000,,0.000000,,,,,-10.739999,,,,,,-9.603899,-10.739999,,"",,,,,"D1 PROFILE",,,,,
"62505500000017","Nodes","17",21.000000,33.320617,"DDS demands","Known Flow",220574.950000,671908.335000,,0.000000,,,,,-2.619999,,,,,,-2.342850,-2.619999,,"",,,,,"D1 PROFILE",,,,,
