"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"62503500000355","Nodes",,21.000000,46.862671,"DDS demands","Known Flow",234235.829894,653483.330028,,0.000000,,,,,,-13.340000,,,,-11.928867,-13.340000,,"",,,,,,"D1 PROFILE",,,
"62503500000356","Nodes",,21.000000,46.643930,"DDS demands","Known Flow",234203.329885,653438.580016,,0.000000,,,,,,-6.900000,,,,-6.170103,-6.900000,,"",,,,,,"D1 PROFILE",,,
"62503500001034","Nodes","Manrahead RRI",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",234094.079855,653177.704945,,499.999994,,,,,,,,,,56.657647,63.360001,,"",,,,,,,,,
"62503500000332","Nodes",,21.000000,49.586548,"DDS demands","Known Flow",234097.324642,653177.455346,,0.000000,,,,,,-1.460000,,,,-1.305558,-1.460000,,"",,,,,,"D1 PROFILE",,,
"62503500000333","Nodes",,21.000000,46.256432,"DDS demands","Known Flow",234105.954859,653203.079952,,0.000000,,,,,,-10.260000,,,,-9.174676,-10.260000,,"",,,,,,"D1 PROFILE",,,
"62503500001028","Nodes","P07113596, Academy Brae CSEP, 45.05",25.000000,27.132376,"CSEP DDS Matched","Known Flow",234996.360300,653908.745689,,0.000000,,,,,-27.799998,,-11.062999,,,-34.751989,-38.863000,,"",,,,,"CC PROFILE",,"DC PROFILE",,
"62503500000081","Nodes",,21.000000,29.033857,"DDS demands","Known Flow",234979.205096,653970.455161,,0.000000,,,,,,-11.499999,,,,-10.283505,-11.499999,,"",,,,,,"D1 PROFILE",,,
"62503500001965","Nodes",,21.000000,31.139759,"Default Known Flow Node","Known Flow",234932.205083,653965.205159,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62503500002009","Nodes",,21.000000,27.770801,"Default Known Flow Node","Known Flow",235075.580122,654271.580243,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62503500002011","Nodes",,21.000000,27.771862,"Default Known Flow Node","Known Flow",235068.455120,654273.830243,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62503500001008","Nodes",,21.000000,28.431756,"Default Known Flow Node","Known Flow",234942.885762,654151.189724,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62503500000105","Nodes",,21.000000,28.306775,"DDS demands","Known Flow",234938.638397,654152.671519,,0.000000,,,,,,-17.530000,,-8.220000,,-23.026111,-25.750001,,"",,,,,,"D1 PROFILE",,"I2 PROFILE",
"62503500000232","Nodes",,21.000000,24.950115,"Default Known Flow Node","Known Flow",235083.400049,654274.207136,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62503500001027","Nodes",,21.000000,27.507345,"Default Known Flow Node","Known Flow",235082.951124,654272.242243,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62503500000315","Nodes",,21.000000,27.726278,"DDS demands","Known Flow",235076.019162,654273.413500,,0.000000,,,,,,-17.059999,,,,-15.255356,-17.059999,,"",,,,,,"D1 PROFILE",,,
"62503500000226","Nodes",,21.000000,27.113024,"DDS demands","Known Flow",235090.884395,654019.483400,,0.000000,,,,,,-3.219999,,,,-2.879381,-3.219999,,"",,,,,,"D1 PROFILE",,,
"62503500002050","Nodes",,21.000000,24.737361,"Default Known Flow Node","Known Flow",235202.955157,654633.330341,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62503500000145","Nodes",,21.000000,24.737587,"DDS demands","Known Flow",235205.330158,654632.580341,,0.000000,,,,,,-16.679999,,,,-14.915554,-16.679999,,"",,,,,,"D1 PROFILE",,,
"62503500001018","Nodes",,21.000000,25.738247,"DDS demands","Known Flow",235164.726181,654469.390859,,0.000000,,,,,,-3.569999,,,,-3.192357,-3.569999,,"",,,,,,"D1 PROFILE",,,
"62503500001010","Nodes",,21.000000,26.716215,"DDS demands","Known Flow",235140.205140,654411.705281,,0.000000,,,-1.159999,,,,,,,-1.037292,-1.159999,,"",,,"C3  PROFILE",,,,,,
"62503500002037","Nodes",,21.000000,25.662160,"DDS demands","Known Flow",235166.830147,654477.705299,,0.000000,,,,,,-19.000000,,,,-16.990140,-19.000000,,"",,,,,,"D1 PROFILE",,,
