"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"62101500000365","Nodes","365","21.000000","33.180837","DDS demands","Known Flow","256935.961070","651997.454624","","0.000000","","","","","-3.209999","","","","","-2.870439","-3.209999","","","","","","","D1 PROFILE","","","",""
"62101500000174","Nodes","174","21.000000","29.665128","Default Known Flow Node","Known Flow","256723.711013","651590.579513","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62101500000165","Nodes","165","21.000000","29.991090","DDS demands","Known Flow","256676.211000","651600.329516","","0.000000","","","","","-3.010000","","","","","-2.691595","-3.010000","","","","","","","D1 PROFILE","","","",""
"62101500000166","Nodes","166","21.000000","29.391096","DDS demands","Known Flow","256639.710990","651583.204511","","0.000000","","","","","-4.699999","","","","","-4.202823","-4.699999","","","","","","","D1 PROFILE","","","",""
"62101500000167","Nodes","167","21.000000","29.087016","DDS demands","Known Flow","256603.210980","651566.329507","","0.000000","","","","","-4.409999","","","","","-3.943500","-4.409999","","","","","","","D1 PROFILE","","","",""
"62101500000173","Nodes","173","21.000000","28.917995","DDS demands","Known Flow","256734.461016","651562.329506","","0.000000","","","","","-4.819999","","","","","-4.310130","-4.819999","","","","","","","D1 PROFILE","","","",""
"62101500000172","Nodes","172","21.000000","28.135768","DDS demands","Known Flow","256699.961006","651541.579500","","0.000000","","","","","-5.349999","","","","","-4.784065","-5.349999","","","","","","","D1 PROFILE","","","",""
"62101500000171","Nodes","171","21.000000","27.846640","DDS demands","Known Flow","256665.585997","651521.329494","","0.000000","","","","","-5.079999","","","","","-4.542626","-5.079999","","","","","","","D1 PROFILE","","","",""
"62101500000162","Nodes","162","21.000000","30.577600","DDS demands","Known Flow","256730.586015","651662.704533","","0.000000","","","","","-5.859999","","","","","-5.240117","-5.859999","","","","","","","D1 PROFILE","","","",""
"62101500000161","Nodes","161","21.000000","30.488269","DDS demands","Known Flow","256761.461023","651688.079540","","0.000000","","","","","-0.829999","","","","","-0.742200","-0.829999","","","","","","","D1 PROFILE","","","",""
"62101500000176","Nodes","176","21.000000","29.838631","DDS demands","Known Flow","256806.461035","651598.829516","","0.000000","","","","","-10.100000","","","","","-9.031600","-10.100000","","","","","","","D1 PROFILE","","","",""
"62101500000175","Nodes","175","21.000000","29.883561","Default Known Flow Node","Known Flow","256771.961026","651577.954510","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62101500000177","Nodes","177","21.000000","29.929241","DDS demands","Known Flow","256820.086039","651625.954523","","0.000000","","","","","-3.700000","","","","","-3.308606","-3.700000","","","","","","","D1 PROFILE","","","",""
"62101500000179","Nodes","179","21.000000","29.734459","DDS demands","Known Flow","256897.211060","651646.579529","","0.000000","","","","","-8.300000","","","","","-7.422008","-8.300000","","","","","","","D1 PROFILE","","","",""
"62101500000178","Nodes","178","21.000000","29.829479","DDS demands","Known Flow","256859.961050","651632.704525","","0.000000","","","","","-9.809999","","","","","-8.772278","-9.809999","","","","","","","D1 PROFILE","","","",""
"62101500000180","Nodes","180","21.000000","29.761159","DDS demands","Known Flow","256933.086070","651665.579534","","0.000000","","","","","-2.019999","","","","","-1.806320","-2.019999","","","","","","","D1 PROFILE","","","",""
"62101500000160","Nodes","160","21.000000","30.444829","DDS demands","Known Flow","256792.461031","651712.954547","","0.000000","","","","","-11.700000","","","","","-10.462349","-11.700000","","","","","","","D1 PROFILE","","","",""
"62101500000159","Nodes","159","21.000000","30.465880","DDS demands","Known Flow","256823.711040","651738.704554","","0.000000","","","","","-5.310000","","","","","-4.748297","-5.310000","","","","","","","D1 PROFILE","","","",""
"62101500000158","Nodes","158","21.000000","30.445429","DDS demands","Known Flow","256854.336048","651763.954560","","0.000000","","","","","-6.380000","","","","","-5.705110","-6.380000","","","","","","","D1 PROFILE","","","",""
"62101500000157","Nodes","157","21.000000","30.412190","DDS demands","Known Flow","256885.336057","651789.454567","","0.000000","","","","","-6.439999","","","","","-5.758763","-6.439999","","","","","","","D1 PROFILE","","","",""
"62101500000420","Nodes","420","21.000000","30.911286","DDS demands","Known Flow","256954.586075","651846.829583","","0.000000","","","","","-10.390000","","","","","-9.290924","-10.390000","","","","","","","D1 PROFILE","","","",""
"62101500000151","Nodes","151","21.000000","31.131966","DDS demands","Known Flow","256989.336085","651875.079591","","0.000000","","","","","-4.119999","","","","","-3.684177","-4.119999","","","","","","","D1 PROFILE","","","",""
"62101500000421","Nodes","421","21.000000","31.679635","Default Known Flow Node","Known Flow","256991.086085","651873.454590","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62101500000152","Nodes","152","21.000000","31.228944","Default Known Flow Node","Known Flow","256967.961079","651893.954596","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62101500000153","Nodes","153","21.000000","31.130260","DDS demands","Known Flow","256941.836072","651916.579602","","0.000000","","","","","-6.929999","","","","","-6.196929","-6.929999","","","","","","","D1 PROFILE","","","",""
"62101500000154","Nodes","154","21.000000","31.264249","Default Known Flow Node","Known Flow","256922.086067","651933.329607","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62101500000114","Nodes","114","21.000000","28.986882","DDS demands","Known Flow","256825.461040","651889.579595","","0.000000","","","","","-4.239999","","","","","-3.791483","-4.239999","","","","","","","D1 PROFILE","","","",""
"62101500001488","Nodes","1488","21.000000","29.147678","Default Known Flow Node","Known Flow","256846.586046","651903.579598","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62101500000113","Nodes","113","21.000000","29.097241","DDS demands","Known Flow","256794.461032","651863.079587","","0.000000","","","","","-4.579999","","","","","-4.095518","-4.579999","","","","","","","D1 PROFILE","","","",""
"62101500000112","Nodes","112","21.000000","29.262476","DDS demands","Known Flow","256755.586021","651862.704587","","0.000000","","","","","-8.579999","","","","","-7.672389","-8.579999","","","","","","","D1 PROFILE","","","",""
"62101500000098","Nodes","98","21.000000","31.458239","Default Known Flow Node","Known Flow","256664.585997","651950.079611","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62101500000116","Nodes","116","21.000000","31.354249","Default Known Flow Node","Known Flow","256631.835988","651883.829593","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62101500000104","Nodes","104","21.000000","31.301425","DDS demands","Known Flow","256615.085983","651888.204594","","0.000000","","","","","-4.300000","","","","","-3.845137","-4.300000","","","","","","","D1 PROFILE","","","",""
"62101500000106","Nodes","106","21.000000","31.195695","DDS demands","Known Flow","256663.835996","651863.204587","","0.000000","","","","","-3.619999","","","","","-3.237068","-3.619999","","","","","","","D1 PROFILE","","","",""
"62101500000103","Nodes","103","21.000000","31.354249","Default Known Flow Node","Known Flow","256629.710987","651880.204592","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62101500000107","Nodes","107","21.000000","30.990207","DDS demands","Known Flow","256688.836003","651848.454583","","0.000000","","","","","-2.069999","","","","","-1.851031","-2.069999","","","","","","","D1 PROFILE","","","",""
"62101500000108","Nodes","108","21.000000","30.959521","DDS demands","Known Flow","256710.211009","651836.829580","","0.000000","","","","","-3.289999","","","","","-2.941976","-3.289999","","","","","","","D1 PROFILE","","","",""
"62101500000109","Nodes","109","21.000000","31.002787","DDS demands","Known Flow","256730.586015","651825.329577","","0.000000","","","","","-0.959999","","","","","-0.858449","-0.959999","","","","","","","D1 PROFILE","","","",""
"62101500000105","Nodes","105","21.000000","31.249003","DDS demands","Known Flow","256594.710978","651899.079597","","0.000000","","","","","-6.040000","","","","","-5.401076","-6.040000","","","","","","","D1 PROFILE","","","",""
"62101500000099","Nodes","99","21.000000","31.200534","DDS demands","Known Flow","256641.210990","651966.954616","","0.000000","","","","","-8.140000","","","","","-7.278933","-8.140000","","","","","","","D1 PROFILE","","","",""
"62101500000100","Nodes","100","21.000000","31.146121","DDS demands","Known Flow","256618.460984","651984.829621","","0.000000","","","","","-5.400000","","","","","-4.828776","-5.400000","","","","","","","D1 PROFILE","","","",""
"62101500000097","Nodes","97","21.000000","31.620274","Default Known Flow Node","Known Flow","256679.211001","651973.829618","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62101500000119","Nodes","119","21.000000","30.427655","DDS demands","Known Flow","256741.836018","651957.079613","","0.000000","","","","","-6.740000","","","","","-6.027028","-6.740000","","","","","","","D1 PROFILE","","","",""
"62101500000120","Nodes","120","21.000000","30.282188","DDS demands","Known Flow","256770.711025","651948.204611","","0.000000","","","","","-9.109999","","","","","-8.146324","-9.109999","","","","","","","D1 PROFILE","","","",""
"62101500000118","Nodes","118","21.000000","30.734496","DDS demands","Known Flow","256725.461013","651981.829620","","0.000000","","","","","-10.280000","","","","","-9.192560","-10.280000","","","","","","","D1 PROFILE","","","",""
"62101500000181","Nodes","181","21.000000","29.670337","DDS demands","Known Flow","256967.961079","651685.829539","","0.000000","","","","","-8.529999","","","","","-7.627678","-8.529999","","","","","","","D1 PROFILE","","","",""
"62101500000087","Nodes","87","21.000000","33.263218","DDS demands","Known Flow","256877.836055","651996.954624","","0.000000","","","","","-0.839999","","","","","-0.751143","-0.839999","","","","","","","D1 PROFILE","","","",""
"62101500000115","Nodes","115","21.000000","29.166445","DDS demands","Known Flow","256849.211047","651904.954599","","0.000000","","","","","-7.109999","","","","","-6.357889","-7.109999","","","","","","","D1 PROFILE","","","",""
"62101500001489","Nodes","1489","21.000000","34.728926","Default Known Flow Node","Known Flow","256899.711061","652142.204663","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62101500000422","Nodes","422","21.000000","32.166503","DDS demands","Known Flow","257006.836090","651886.579594","","0.000000","","","","","-4.579999","","","","","-4.095518","-4.579999","","","","","","","D1 PROFILE","","","",""
"62101500000150","Nodes","150","21.000000","31.587866","DDS demands","Known Flow","257014.336092","651895.329596","","0.000000","","","","-5.689999","-4.579999","","","","","-9.183617","-10.269999","","","","","","C4 PROFILE","D1 PROFILE","","","",""
"62101500000193","Nodes","193","21.000000","36.977635","Default Known Flow Node","Known Flow","257342.086181","651904.704599","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62101500000269","Nodes","269","21.000000","36.954506","Default Known Flow Node","Known Flow","257426.086204","651951.079611","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62101500000373","Nodes","373","21.000000","21.360420","Default Known Flow Node","Known Flow","257477.711218","651692.079541","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62101500000223","Nodes","223","21.000000","21.027839","DDS demands","Known Flow","257443.711209","651691.454541","","0.000000","","","","","-2.359999","","","","","-2.110354","-2.359999","","","","","","","D1 PROFILE","","","",""
"62101500000182","Nodes","182","21.000000","30.139669","DDS demands","Known Flow","257002.836089","651705.954545","","0.000000","","","","","-5.359999","","","","","-4.793007","-5.359999","","","","","","","D1 PROFILE","","","",""
"62101500000196","Nodes","196","21.000000","36.584614","DDS demands","Known Flow","257369.461188","651821.579576","","0.000000","","","","","-4.280000","","","","","-3.827252","-4.280000","","","","","","","D1 PROFILE","","","",""
"62101500000197","Nodes","197","21.000000","36.607850","Default Known Flow Node","Known Flow","257379.836191","651801.704571","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62101500000201","Nodes","201","21.000000","36.332671","Default Known Flow Node","Known Flow","257444.211209","651875.579591","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62101500000200","Nodes","200","21.000000","36.336448","DDS demands","Known Flow","257473.836217","651886.454594","","0.000000","","-4.570000","","","-3.759999","","","","","-7.448835","-8.330000","","","","C2 PROFILE","","","D1 PROFILE","","","",""
"62101500000202","Nodes","202","21.000000","36.420818","Default Known Flow Node","Known Flow","257457.086212","651846.579583","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62101500000199","Nodes","199","21.000000","36.419963","DDS demands","Known Flow","257437.461207","651873.204590","","0.000000","","","","","-13.199999","","","","","-11.803675","-13.199999","","","","","","","D1 PROFILE","","","",""
"62101500000198","Nodes","198","21.000000","36.546119","DDS demands","Known Flow","257400.961197","651859.704587","","0.000000","","","","","-7.790000","","","","","-6.965957","-7.790000","","","","","","","D1 PROFILE","","","",""
"62101500000195","Nodes","195","21.000000","36.776960","DDS demands","Known Flow","257365.086187","651847.454583","","0.000000","","","","","-5.440000","","","","","-4.864545","-5.440000","","","","","","","D1 PROFILE","","","",""
"62101500000268","Nodes","268","21.000000","36.733583","DDS demands","Known Flow","257446.336209","651923.079604","","0.000000","","","","","-5.090000","","","","","-4.551569","-5.090000","","","","","","","D1 PROFILE","","","",""
"62101500000204","Nodes","204","21.000000","36.060110","DDS demands","Known Flow","257498.586223","651856.704586","","0.000000","","","","","-4.510000","","","","","-4.032922","-4.510000","","","","","","","D1 PROFILE","","","",""
"62101500000194","Nodes","194","21.000000","36.955349","Default Known Flow Node","Known Flow","257355.961185","651871.954590","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62101500000192","Nodes","192","21.000000","35.695182","Default Known Flow Node","Known Flow","257307.961172","651885.579594","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62101500000214","Nodes","214","21.000000","21.180487","DDS demands","Known Flow","257441.691667","651734.208889","","0.000000","","","","","-7.860000","","","","","-7.028552","-7.860000","","","","","","","D1 PROFILE","","","",""
"62101500000213","Nodes","213","21.000000","21.312370","DDS demands","Known Flow","257415.211201","651748.454556","","0.000000","","","","","-1.339999","","","","","-1.198251","-1.339999","","","","","","","D1 PROFILE","","","",""
"62101500000215","Nodes","215","21.000000","21.311427","DDS demands","Known Flow","257479.086218","651728.829551","","0.000000","","","","","-3.229999","","","","","-2.888323","-3.229999","","","","","","","D1 PROFILE","","","",""
"62101500000245","Nodes","245","21.000000","20.998128","DDS demands","Known Flow","257462.086214","651681.704538","","0.000000","","","","","-2.990000","","","","","-2.673711","-2.990000","","","","","","","D1 PROFILE","","","",""
"62101500000244","Nodes","244","21.000000","20.767243","DDS demands","Known Flow","257482.961219","651682.079538","","0.000000","","","","","-1.570000","","","","","-1.403922","-1.570000","","","","","","","D1 PROFILE","","","",""
"62101500000225","Nodes","225","21.000000","20.929062","DDS demands","Known Flow","257415.836201","651680.579538","","0.000000","","","","","-8.149999","","","","","-7.287875","-8.149999","","","","","","","D1 PROFILE","","","",""
"62101500000226","Nodes","226","21.000000","21.079574","DDS demands","Known Flow","257404.336198","651658.704532","","0.000000","","","","","-3.260000","","","","","-2.915150","-3.260000","","","","","","","D1 PROFILE","","","",""
"62101500000229","Nodes","229","21.000000","21.116522","DDS demands","Known Flow","257410.086199","651627.079523","","0.000000","","","","","-3.869999","","","","","-3.460623","-3.869999","","","","","","","D1 PROFILE","","","",""
"62101500000227","Nodes","227","21.000000","21.032343","DDS demands","Known Flow","257387.961193","651639.579527","","0.000000","","","","","-2.400000","","","","","-2.146123","-2.400000","","","","","","","D1 PROFILE","","","",""
"62101500000228","Nodes","228","21.000000","21.159763","DDS demands","Known Flow","257397.461196","651622.954522","","0.000000","","","","","-2.480000","","","","","-2.217660","-2.480000","","","","","","","D1 PROFILE","","","",""
"62101500000230","Nodes","230","21.000000","21.019691","DDS demands","Known Flow","257432.836206","651618.579521","","0.000000","","","","","-2.119999","","","","","-1.895741","-2.119999","","","","","","","D1 PROFILE","","","",""
"62101500000231","Nodes","231","21.000000","21.400731","DDS demands","Known Flow","257430.961205","651597.079515","","0.000000","","","","","-2.840000","","","","","-2.539578","-2.840000","","","","","","","D1 PROFILE","","","",""
"62101500000232","Nodes","232","21.000000","21.006773","DDS demands","Known Flow","257440.586208","651606.329518","","0.000000","","","","","-3.520000","","","","","-3.147647","-3.520000","","","","","","","D1 PROFILE","","","",""
"62101500000233","Nodes","233","21.000000","21.752728","DDS demands","Known Flow","257452.086211","651578.329510","","0.000000","","","","","-2.109999","","","","","-1.886799","-2.109999","","","","","","","D1 PROFILE","","","",""
"62101500000235","Nodes","235","21.000000","23.279476","DDS demands","Known Flow","257490.336221","651558.579505","","0.000000","","","","","-2.460000","","","","","-2.199776","-2.460000","","","","","","","D1 PROFILE","","","",""
"62101500000234","Nodes","234","21.000000","21.660260","DDS demands","Known Flow","257458.961213","651548.579502","","0.000000","","","","","-5.489999","","","","","-4.909256","-5.489999","","","","","","","D1 PROFILE","","","",""
"62101500000237","Nodes","237","21.000000","21.210746","DDS demands","Known Flow","257488.211221","651520.704494","","0.000000","","","","","-7.369999","","","","","-6.590385","-7.369999","","","","","","","D1 PROFILE","","","",""
"62101500000191","Nodes","191","21.000000","34.431441","DDS demands","Known Flow","257272.836162","651864.454588","","0.000000","","","","","-4.110000","","","","","-3.675235","-4.110000","","","","","","","D1 PROFILE","","","",""
"62101500000190","Nodes","190","21.000000","33.110087","DDS demands","Known Flow","257238.586153","651843.954582","","0.000000","-12.369999","","","","-3.289999","","","","","-14.003452","-15.659999","","","C1 PROFILE","","","","D1 PROFILE","","","",""
"62101500000189","Nodes","189","21.000000","32.532982","DDS demands","Known Flow","257219.836148","651832.454579","","0.000000","-6.000000","","","","-2.390000","","","","","-7.502488","-8.390000","","","C1 PROFILE","","","","D1 PROFILE","","","",""
"62101500000188","Nodes","188","21.000000","32.216854","Default Known Flow Node","Known Flow","257194.961141","651817.954575","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62101500000187","Nodes","187","21.000000","31.708371","DDS demands","Known Flow","257160.336131","651797.954570","","0.000000","-6.000000","","0.000000","","-3.960000","","","","","-8.906410","-9.960000","","","C1 PROFILE","","C3 PROFILE","","D1 PROFILE","","","",""
"62101500000186","Nodes","186","21.000000","31.226153","DDS demands","Known Flow","257125.336122","651777.704564","","0.000000","","","","","-5.530000","","","","","-4.945025","-5.530000","","","","","","","D1 PROFILE","","","",""
