"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(D1)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(D1)"
"62101800000017","Nodes",,0.000000,41.586173,"DDS demands","Known Flow",257210.046902,653853.236534,,0.000000,-12.899999,-11.535410,-12.899999,,"","D1 PROFILE"
"62101800000004","Nodes","4",21.000000,24.358933,"DDS demands","Known Flow",257289.095000,654097.325000,,0.000000,-7.610000,-6.804998,-7.610000,,"","D1 PROFILE"
"62101800001000","Nodes","1000",21.000000,33.646839,"DDS demands","Known Flow",257213.110625,653977.575000,,0.000000,-6.540000,-5.848185,-6.540000,,"","D1 PROFILE"
"62101800000003","Nodes","3",21.000000,52.309871,"DDS demands","Known Flow",257125.095000,653882.325000,,0.000000,-5.719999,-5.114926,-5.719999,,"","D1 PROFILE"
"62101800000005","Nodes","5",21.000000,52.389839,"DDS demands","Known Flow",257126.845000,653854.950000,,0.000000,-1.630000,-1.457575,-1.630000,,"",""
"62101800000138","Nodes","BARLAE AV RRI",21.000000,74.999996,"Default Known Pressure Node","Known Pressure",257052.470000,653818.325000,,999998.967025,,85.505103,95.619996,,"",
"62101800000006","Nodes","6",21.000000,28.338509,"DDS demands","Known Flow",257314.845000,654075.825000,,0.000000,-10.130000,-9.058427,-10.130000,,"","D1 PROFILE"
"62101800000008","Nodes","8",21.000000,23.801137,"DDS demands","Known Flow",257242.595000,654138.825000,,0.000000,-7.989999,-7.144800,-7.989999,,"","D1 PROFILE"
"62101800000010","Nodes","10",21.000000,60.817001,"DDS demands","Known Flow",257084.470000,654243.450000,,0.000000,-8.930000,-7.985366,-8.930000,,"","D1 PROFILE"
"62101800000009","Nodes","9",21.000000,61.239915,"DDS demands","Known Flow",257108.845000,654210.575000,,0.000000,-4.990000,-4.462147,-4.990000,,"","D1 PROFILE"
"62101800000007","Nodes",,0.000000,62.087659,"DDS demands","Known Flow",257091.603802,653846.625130,,0.000000,-14.210000,-12.706836,-14.210000,,"","D1 PROFILE"
"62101800000011","Nodes","11",21.000000,52.030389,"DDS demands","Known Flow",257174.345000,654121.825000,,0.000000,-12.140000,-10.855805,-12.140000,,"","D1 PROFILE"
"62101800000012","Nodes","12",21.000000,49.842293,"DDS demands","Known Flow",257061.220000,653926.575000,,0.000000,-5.189999,-4.640990,-5.189999,,"","D1 PROFILE"
"62101800000013","Nodes","13",21.000000,51.483110,"DDS demands","Known Flow",257200.095000,654163.200000,,0.000000,-7.909999,-7.073263,-7.909999,,"","D1 PROFILE"
"62101800000014","Nodes","GLASGOW ROAD RRI",21.000000,74.999996,"Default Known Pressure Node","Known Pressure",256973.095000,654534.075000,,999998.967025,,10.980994,12.279999,,"",
"62101800000001","Nodes",,21.000000,24.355458,"DDS demands","Known Flow",257308.595000,654080.325000,,0.000000,-1.379999,-1.234020,-1.379999,,"","D1 PROFILE"
"62101800000002","Nodes","2",21.000000,74.248967,"DDS demands","Known Flow",257061.470000,654538.700000,,0.000000,-3.209999,-2.870439,-3.209999,,"","D1 PROFILE"
"62101800000139","Nodes","BRACKENRG CRES RRI",21.000000,74.999996,"Default Known Pressure Node","Known Pressure",257022.595000,654182.825000,,999998.967025,,62.738321,70.160000,,"",
