"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)"
"62501700011755","Nodes","-118","21.000000","33.400282","Default Known Flow Node","Known Flow","230138.148389","609818.318377","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62501700011779","Nodes","-1462538","21.000000","33.400282","Default Known Flow Node","Known Flow","230131.411692","609813.668164","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62501700000143","Nodes","143","21.000000","33.485893","DDS demands","Known Flow","230110.980713","609820.485275","","0.000000","","","","","","-10.679999","","","","","-9.550247","-10.679999","","","","","","","","D1 PROFILE","","","",""
"62501700011761","Nodes","-127","21.000000","33.487232","Default Known Flow Node","Known Flow","230145.928024","609834.645135","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62501700011872","Nodes","-86","21.000000","33.647373","Default Known Flow Node","Known Flow","230173.850930","609772.194916","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62501700011874","Nodes","-94","21.000000","33.690783","Default Known Flow Node","Known Flow","230187.501792","609782.693137","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62501700000280","Nodes","280","21.000000","24.223799","DDS demands","Known Flow","229467.418756","610203.398012","","0.000000","","","","","","-4.199999","","","","","-3.755715","-4.199999","","","","","","","","D1 PROFILE","","","",""
"62501700000349","Nodes","349","21.000000","25.483166","DDS demands","Known Flow","229224.837704","610045.064905","","0.000000","","","","","","-15.310000","","","","","-13.690476","-15.310000","","","","","","","","D1 PROFILE","","","",""
"62501700011823","Nodes","-241","21.000000","26.111238","DDS demands","Known Flow","229363.175461","610086.364113","","0.000000","","","","","","-5.480000","","","","","-4.900314","-5.480000","","","","","","","","D1 PROFILE","","","",""
"62501700011821","Nodes","-228","21.000000","25.789265","Default Known Flow Node","Known Flow","229499.301145","610064.905925","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62501700000023","Nodes","23","21.000000","23.762602","DDS demands","Known Flow","229559.157872","610334.829376","","0.000000","","","","","","-14.680000","","","","","-13.127118","-14.680000","","","","","","","","D1 PROFILE","","","",""
"62501700000017","Nodes","17","21.000000","23.516250","DDS demands","Known Flow","229538.971768","610382.615173","","0.000000","","","","","","-6.459999","","","","","-5.776647","-6.459999","","","","","","","","D1 PROFILE","","","",""
"62501700000236","Nodes","236","21.000000","23.488831","DDS demands","Known Flow","229630.746313","610457.815083","","0.000000","","","","","","-16.330000","","","","","-14.602578","-16.330000","","","","","","","","D1 PROFILE","","","",""
"62501700000235","Nodes","235","21.000000","24.342094","DDS demands","Known Flow","229630.064630","610359.511627","","0.000000","","","","","","-5.169999","","","","","-4.623106","-5.169999","","","","","","","","D1 PROFILE","","","",""
"62501700000190","Nodes","190","21.000000","30.582059","DDS demands","Known Flow","229774.145999","610414.560315","","0.000000","","","","","","-7.020000","","","","","-6.277409","-7.020000","","","","","","","","D1 PROFILE","","","",""
"62501700000194","Nodes","194","21.000000","30.533274","DDS demands","Known Flow","229865.484064","610480.368553","","0.000000","","","","","","-2.130000","","","","","-1.904684","-2.130000","","","","","","","","D1 PROFILE","","","",""
"62501700000192","Nodes","192","21.000000","30.393710","DDS demands","Known Flow","229883.934003","610448.352271","","0.000000","","","","","","-7.989999","","","","","-7.144800","-7.989999","","","","","","","","D1 PROFILE","","","",""
"62501700000188","Nodes","188","21.000000","30.482327","DDS demands","Known Flow","229830.734099","610340.316183","","0.000000","","","","","","-10.189999","","","","","-9.112080","-10.189999","","","","","","","","D1 PROFILE","","","",""
"62501700000172","Nodes","172","21.000000","30.453856","DDS demands","Known Flow","229844.339199","610318.842007","","0.000000","","","","","","-4.760000","","","","","-4.256477","-4.760000","","","","","","","","D1 PROFILE","","","",""
"62501700011789","Nodes","-1462637","21.000000","25.381727","Default Known Flow Node","Known Flow","229584.244852","610133.196486","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62501700000314","Nodes","314","21.000000","23.229076","DDS demands","Known Flow","229999.898495","610431.649377","","0.000000","","","","","","-4.650000","","","","","-4.158113","-4.650000","","","","","","","","D1 PROFILE","","","",""
"62501700000316","Nodes","316","21.000000","23.232548","Default Known Flow Node","Known Flow","230029.986280","610315.271682","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62501700000050","Nodes","50","21.000000","31.612877","Default Known Flow Node","Known Flow","230171.559784","610046.484037","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62501700000051","Nodes","51","21.000000","31.484585","DDS demands","Known Flow","230179.667790","610054.558211","","0.000000","-4.159999","","","-2.180000","","-18.159999","","","","","-21.908337","-24.499998","","","C1 PROFILE","","","C4 PROFILE","","D1 PROFILE","","","",""
"62501700011824","Nodes","-245","21.000000","32.629451","Default Known Flow Node","Known Flow","230456.932468","610099.303490","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62501700011818","Nodes","-219","21.000000","31.624757","Default Known Flow Node","Known Flow","230169.259787","610044.250208","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62501700000083","Nodes","83","21.000000","32.665985","DDS demands","Known Flow","230449.506091","610095.109952","","0.000000","","","","","","-8.760000","","","","","-7.833349","-8.760000","","","","","","","","D1 PROFILE","","","",""
"62501700000041","Nodes","41","21.000000","30.072514","DDS demands","Known Flow","230028.804410","610158.799306","","0.000000","","","","","","-4.169999","","","","","-3.728888","-4.169999","","","","","","","","D1 PROFILE","","","",""
"62501700000353","Nodes","353","21.000000","32.228032","DDS demands","Known Flow","230260.589579","610027.235135","","0.000000","","","","","","-16.899999","","","","","-15.112282","-16.899999","","","","","","","","D1 PROFILE","","","",""
