"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"Base Thermal","Flow Categories","","","1.000000","Thermal","-1.000000"
"D1","Flow Categories","-1900.959994","0.000000","1.000000","Volumetric","-1.000000"
"C1","Flow Categories","-80.169999","0.000000","1.000000","Volumetric","-1.000000"
"C4","Flow Categories","-37.819999","0.000000","1.000000","Volumetric","-1.000000"
"DC","Flow Categories","-139.539998","0.000000","1.000000","Volumetric","-1.000000"
"C3","Flow Categories","-14.700000","0.000000","1.000000","Volumetric","-1.000000"
"C2","Flow Categories","-208.340000","0.000000","1.000000","Volumetric","-1.000000"
"I2","Flow Categories","-50.519999","0.000000","1.000000","Volumetric","-1.000000"
"PL-PL","Flow Categories","","","1.000000","Volumetric","0.000000"
"PL-AF","Flow Categories","-121.500003","0.000000","1.000000","Volumetric","-1.000000"
"PL-90","Flow Categories","0.000000","0.000000","1.000000","Volumetric","0.000000"
"DH","Flow Categories","-38.599999","0.000000","1.000000","Volumetric","-1.000000"
"Base Diversified Volumetric","Flow Categories","","","1.000000","Diversified Volumetric","-1.000000"
"Base Diversified Thermal","Flow Categories","","","1.000000","Diversified Thermal","-1.000000"
"PL-DC","Flow Categories","-64.710003","0.000000","1.000000","Volumetric","-1.000000"
