"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)"
"62504200000232","Nodes","232",21.000000,74.574521,"DDS demands","Known Flow",244019.204556,671198.266849,,0.000000,,,,,-6.989999,,,-6.250582,-6.989999,,"",,,,,"D1 PROFILE",,
"62504200001372","Nodes","Kingston Road RRI",21.000000,74.999996,"Default Known Pressure Node","Known Pressure",244018.059556,671190.265847,,499.999994,,,,,,,,78.038396,87.269994,,"",,,,,,,
"62504200000311","Nodes","311",21.000000,74.800894,"DDS demands","Known Flow",243297.111175,671317.741595,,0.000000,,,,,-7.530000,,,-6.733460,-7.530000,,"",,,,,"D1 PROFILE",,
"62504200001370","Nodes","-113129",21.000000,72.589381,"Default Known Flow Node","Known Flow",243310.137363,671308.930879,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62504200000264","Nodes","264",21.000000,74.355052,"DDS demands","Known Flow",243800.927759,671160.323813,,0.000000,,,,,-5.320000,,,-4.757239,-5.320000,,"",,,,,"D1 PROFILE",,
"62504200000263","Nodes","263",21.000000,74.718119,"DDS demands","Known Flow",243798.303552,671160.862785,,0.000000,,,,,-2.269999,,,-2.029874,-2.269999,,"",,,,,"D1 PROFILE",,
"62504200001373","Nodes","Maxwell Road 2 RRI",21.000000,74.999996,"Default Known Pressure Node","Known Pressure",243797.386495,671159.639838,,499.999994,,,,,,,,61.763631,69.070000,,"",,,,,,,
"62504200001000","Nodes","1000",21.000000,65.043379,"DDS demands","Known Flow",243289.290566,671250.992920,,0.000000,,,,,-8.749999,,,-7.824406,-8.749999,,"",,,,,"D1 PROFILE",,
"62504200000041","Nodes","41",21.000000,25.416459,"DDS demands","Known Flow",243807.050498,671468.000922,,0.000000,,,,,-18.740000,,,-16.757644,-18.740000,,"",,,,,"D1 PROFILE",,
"62504200001003","Nodes","Logger 9684, 16 Stuart Road",21.000000,24.909376,"Val Log Cath","Known Flow",243860.585513,671465.283921,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62504200000161","Nodes","161",21.000000,24.682044,"DDS demands","Known Flow",243884.337519,671459.376920,,0.000000,,,,,-11.069999,,,-9.898992,-11.069999,,"",,,,,"D1 PROFILE",,
"62504200000022","Nodes","22",21.000000,26.121177,"DDS demands","Known Flow",243188.608780,671645.212503,,0.000000,,,,,-17.049999,,,-15.246414,-17.049999,,"",,,,,"D1 PROFILE",,
"62504200001002","Nodes","Logger 9455, 49 Dunsmore Road",21.000000,26.170728,"Val Log Cath","Known Flow",243208.565432,671607.040333,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62504200000030","Nodes","30",21.000000,26.243598,"DDS demands","Known Flow",243294.723673,671513.379396,,0.000000,,,,,-20.100000,,,-17.973780,-20.100000,,"",,,,,"D1 PROFILE",,
"62504200000318","Nodes","318, P00009340, Rossland Crescent, 39scm/h",28.000000,41.194319,"CSEP DDS Matched","Known Flow",243201.954430,671191.595306,,0.000000,,,,,-7.030000,-39.000001,,-41.160851,-46.030001,,"",,,,,"D1 PROFILE","DC PROFILE",
"62504200000251","Nodes","251",21.000000,65.139046,"DDS demands","Known Flow",243773.075695,670950.029168,,0.000000,,,,,-18.149999,,,-16.230054,-18.149999,,"",,,,,"D1 PROFILE",,
"62504200000274","Nodes","274",21.000000,27.358966,"DDS demands","Known Flow",243940.123534,670883.183763,,0.000000,,,,,-4.980000,,,-4.453205,-4.980000,,"",,,,,"D1 PROFILE",,
"62504200000273","Nodes","273",21.000000,27.403122,"DDS demands","Known Flow",243905.901525,670841.045751,,0.000000,,,,,-3.489999,,,-3.120820,-3.489999,,"",,,,,"D1 PROFILE",,
"62504200000079","Nodes","79",21.000000,27.158274,"DDS demands","Known Flow",243939.911531,670713.036327,,0.000000,,,,,-6.659999,,,-5.955491,-6.659999,,"",,,,,"D1 PROFILE",,
"62504200000287","Nodes","287",21.000000,38.490069,"DDS demands","Known Flow",243842.302316,670585.484802,,0.000000,,,,,-3.589999,,,-3.210242,-3.589999,,"",,,,,"D1 PROFILE",,
