"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-PL)"
"62504400000070","Nodes","70","21.000000","29.744188","DDS demands","Known Flow","231559.316481","653959.295772","","0.000000","","","","","-13.020000","","","","","","-11.642717","-13.020000","","","","","","","D1 PROFILE","","","","",""
"62504400000340","Nodes","340","21.000000","44.545949","DDS demands","Known Flow","232563.359439","652346.314719","","0.000000","","","","","-1.019999","","","-5.879999","","","-6.170103","-6.899999","","","","","","","D1 PROFILE","","","I2 PROFILE","",""
"62504400000369","Nodes","369","21.000000","44.658527","DDS demands","Known Flow","232751.760490","652300.687706","","0.000000","","","","","-1.440000","","","-2.869999","","","-3.854078","-4.309999","","","","","","","D1 PROFILE","","","I2 PROFILE","",""
"62504400000362","Nodes","362","21.000000","46.612907","DDS demands","Known Flow","231974.300279","652870.329861","","0.000000","","","","","-8.359999","","","","","","-7.475661","-8.359999","","","","","","","D1 PROFILE","","","","",""
"62504400005041","Nodes","5041","21.000000","46.612907","Default Known Flow Node","Known Flow","231953.965273","652887.204866","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62504400005170","Nodes","5170","21.000000","48.133963","Default Known Flow Node","Known Flow","231983.496614","652905.408474","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62504400000361","Nodes","361, ""GARNOCKSIDE RRI""","21.000000","49.999998","Default Known Pressure Node","Known Pressure","231999.200285","652945.914882","","999998.967025","","","","","","","","","","","28.775927","32.179999","","","","","","","","","","","",""
"62504400000365","Nodes","365","21.000000","44.839875","DDS demands","Known Flow","232107.060315","652735.911825","","0.000000","-6.000000","","","-2.329999","-1.940000","","","","","","-9.183618","-10.270000","","","C1 PROFILE","","","C4 PROFILE","D1 PROFILE","","","","",""
"62504400000364","Nodes","364","21.000000","45.221800","DDS demands","Known Flow","232038.910296","652754.768830","","0.000000","","","","","-5.270000","","","","","","-4.712528","-5.270000","","","","","","","D1 PROFILE","","","","",""
"62504400005028","Nodes","5028","21.000000","45.319814","Default Known Flow Node","Known Flow","232011.991289","652820.249848","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62504400000363","Nodes","363","21.000000","45.319814","DDS demands","Known Flow","232008.497288","652826.223849","","0.000000","","","","","-8.279999","","","","","","-7.404124","-8.279999","","","","","","","D1 PROFILE","","","","",""
"62504400000343","Nodes","343","21.000000","39.503931","Default Known Flow Node","Known Flow","232435.516404","652691.100813","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62504400000344","Nodes","LOGGER 9854, 6 DAISYBANK, GLENGARNOCK.","21.000000","38.702387","Val Log Cath","Known Flow","232274.301360","652737.586825","","0.000000","","","","","-10.529999","","","","","","-9.416113","-10.529999","","","","","","","D1 PROFILE","","","","",""
"62504400000345","Nodes","345","21.000000","38.696017","DDS demands","Known Flow","232243.379352","652767.835834","","0.000000","","","","","-1.460000","","","","","","-1.305558","-1.460000","","","","","","","D1 PROFILE","","","","",""
"62504400000346","Nodes","346","21.000000","38.407774","DDS demands","Known Flow","232227.355347","652694.824814","","0.000000","","","","","-7.440000","","","","","","-6.652981","-7.440000","","","","","","","D1 PROFILE","","","","",""
"62504400000347","Nodes","347","21.000000","37.902915","DDS demands","Known Flow","232165.170331","652606.620790","","0.000000","","","","","-11.570000","","","","","","-10.346101","-11.570000","","","","","","","D1 PROFILE","","","","",""
"62504400005027","Nodes","5027","21.000000","45.179521","Default Known Flow Node","Known Flow","232008.215288","652763.568832","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62504400000341","Nodes","341","21.000000","44.446653","Default Known Flow Node","Known Flow","232769.065495","652517.657766","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62504400000349","Nodes","349","21.000000","44.819870","DDS demands","Known Flow","232980.855553","652586.928784","","0.000000","","","","","-1.809999","","","","","","-1.618534","-1.809999","","","","","","","D1 PROFILE","","","","",""
"62504400000348","Nodes","348","21.000000","44.490075","DDS demands","Known Flow","232780.745498","652621.972794","","0.000000","","","","","-5.209999","","","","","","-4.658875","-5.209999","","","","","","","D1 PROFILE","","","","",""
"62504400000334","Nodes","334","21.000000","46.180824","DDS demands","Known Flow","232802.709504","652720.060821","","0.000000","","","","","-15.259999","","","","","","-13.645765","-15.259999","","","","","","","D1 PROFILE","","","","",""
"62504400000335","Nodes","335","21.000000","45.447598","DDS demands","Known Flow","232903.293531","652775.049836","","0.000000","","","","","-12.229999","","","","","","-10.936285","-12.229999","","","","","","","D1 PROFILE","","","","",""
"62504400000332","Nodes","332","21.000000","47.124917","DDS demands","Known Flow","232774.971496","652778.282836","","0.000000","","","","","-6.179999","","","","","","-5.526266","-6.179999","","","","","","","D1 PROFILE","","","","",""
"62504400000336","Nodes","336","21.000000","45.573574","DDS demands","Known Flow","232764.960494","652673.319808","","0.000000","","","","","-14.439999","","","","","","-12.912506","-14.439999","","","","","","","D1 PROFILE","","","","",""
"62504400000337","Nodes","337","21.000000","44.547099","DDS demands","Known Flow","232713.080480","652646.454801","","0.000000","","","-2.109999","","-6.239999","","","","","","-7.466718","-8.349999","","","","","C3 PROFILE","","D1 PROFILE","","","","",""
"62504400000342","Nodes","342","21.000000","43.766814","Default Known Flow Node","Known Flow","232551.624436","652706.238817","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62504400000338","Nodes","338","21.000000","44.515513","DDS demands","Known Flow","232711.440479","652633.215797","","0.000000","","","","","-1.409999","","","","","","-1.260847","-1.409999","","","","","","","D1 PROFILE","","","","",""
"62504400000333","Nodes","333","21.000000","47.167139","Default Known Flow Node","Known Flow","232836.831513","652801.611843","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62504400000331","Nodes","331","21.000000","48.491600","DDS demands","Known Flow","232727.326484","652860.204859","","0.000000","","","","","-1.620000","","","","","","-1.448633","-1.620000","","","","","","","D1 PROFILE","","","","",""
"62504400000330","Nodes","330","21.000000","49.026563","DDS demands","Known Flow","232701.241476","652850.966856","","0.000000","","","","","-6.500000","","","","","","-5.812416","-6.500000","","","","","","","D1 PROFILE","","","","",""
"62504400000329","Nodes","329, ""Davidson Avenue DG tel""","21.000000","49.999998","Default Known Pressure Node","Known Pressure","232702.882477","652852.590857","","999998.967025","","","","","","","","","","","111.741451","124.959995","","","","","","","","","","","",""
"62504400000350","Nodes","350","21.000000","48.467329","DDS demands","Known Flow","232692.192474","652716.868820","","0.000000","","","","","-7.949999","","","","","","-7.109032","-7.949999","","","","","","","D1 PROFILE","","","","",""
"62504400005017","Nodes","5017","21.000000","39.241595","DDS demands","Known Flow","231285.079091","653036.966907","","0.000000","","","","","-4.340000","","","","","","-3.880905","-4.340000","","","","","","","D1 PROFILE","","","","",""
"62504400000356","Nodes","356","21.000000","39.286003","Default Known Flow Node","Known Flow","231289.737092","653070.808916","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62504400005186","Nodes","5186","21.000000","43.345433","DDS demands","Known Flow","231240.795079","653104.586925","","0.000000","","","","","-10.540000","","","","","","-9.425056","-10.540000","","","","","","","D1 PROFILE","","","","",""
"62504400000142","Nodes","142","21.000000","33.535393","DDS demands","Known Flow","231384.647118","653095.548923","","0.000000","","","","","-24.280000","","","","","","-21.711611","-24.280000","","","","","","","D1 PROFILE","","","","",""
"62504400000143","Nodes","143","21.000000","33.353405","DDS demands","Known Flow","231382.948118","653027.549904","","0.000000","","","","","-5.460000","","","","","","-4.882429","-5.460000","","","","","","","D1 PROFILE","","","","",""
"62504400000144","Nodes","144","21.000000","33.173931","DDS demands","Known Flow","231437.645133","653107.951926","","0.000000","","","","","-9.679999","","","","","","-8.656029","-9.679999","","","","","","","D1 PROFILE","","","","",""
"62504400000137","Nodes","137","21.000000","48.937997","DDS demands","Known Flow","231185.438064","653189.189948","","0.000000","","","","","-4.300000","","","","","","-3.845137","-4.300000","","","","","","","D1 PROFILE","","","","",""
"62504400000138","Nodes","138","21.000000","46.828784","DDS demands","Known Flow","231209.955071","653233.208960","","0.000000","","","","","-15.710000","","","","","","-14.048163","-15.710000","","","","","","","D1 PROFILE","","","","",""
"62504400000002","Nodes","2, LOADINGBANK DG, Site ID 3382","21.000000","49.999998","Default Known Pressure Node","Known Pressure","231175.692061","653127.455931","","999998.967025","","","","","","","","","","","299.196340","334.590012","","","","","","","","","","","",""
"62504400000141","Nodes","141","21.000000","48.588776","DDS demands","Known Flow","231225.060075","653179.050945","","0.000000","","","","","-11.430000","","","","","","-10.220911","-11.430000","","","","","","","D1 PROFILE","","","","",""
"62504400000288","Nodes","288","21.000000","48.059994","Default Known Flow Node","Known Flow","231320.810101","653157.560940","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62504400000158","Nodes","158","21.000000","47.477101","DDS demands","Known Flow","231225.199075","653137.209934","","0.000000","","","","","-7.499999","","","","","","-6.706634","-7.499999","","","","","","","D1 PROFILE","","","","",""
"62504400005007","Nodes","5007","21.000000","48.047016","Default Known Flow Node","Known Flow","231318.306100","653140.047935","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62504400000145","Nodes","145","21.000000","47.874487","DDS demands","Known Flow","231329.306103","653194.836950","","0.000000","","","","","-12.130000","","","","","","-10.846863","-12.130000","","","","","","","D1 PROFILE","","","","",""
"62504400000139","Nodes","139","21.000000","46.585015","DDS demands","Known Flow","231307.672097","653195.253950","","0.000000","","","","","-4.829999","","","","","","-4.319072","-4.829999","","","","","","","D1 PROFILE","","","","",""
"62504400000140","Nodes","140","21.000000","45.350012","DDS demands","Known Flow","231330.087103","653255.686966","","0.000000","","","","","-13.539999","","","","","","-12.107709","-13.539999","","","","","","","D1 PROFILE","","","","",""
"62504400000146","Nodes","146","21.000000","45.549964","DDS demands","Known Flow","231340.712106","653245.931964","","0.000000","","","","","-6.399999","","","","","","-5.722994","-6.399999","","","","","","","D1 PROFILE","","","","",""
"62504400000147","Nodes","147","21.000000","44.099860","DDS demands","Known Flow","231393.356121","653206.598953","","0.000000","","","","","-10.339999","","","","","","-9.246212","-10.339999","","","","","","","D1 PROFILE","","","","",""
"62504400005081","Nodes","5081","21.000000","43.978364","Default Known Flow Node","Known Flow","231401.797123","653185.451947","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62504400000148","Nodes","148","21.000000","44.069244","DDS demands","Known Flow","231474.724143","653231.708960","","0.000000","","","","","-2.009999","","","","","","-1.797377","-2.009999","","","","","","","D1 PROFILE","","","","",""
"62504400005097","Nodes","5097","21.000000","44.953904","Default Known Flow Node","Known Flow","231366.711113","653234.571961","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62504400000150","Nodes","150","21.000000","43.162848","DDS demands","Known Flow","231356.702111","653315.821983","","0.000000","","","","","-3.940000","","","","","","-3.523218","-3.940000","","","","","","","D1 PROFILE","","","","",""
"62504400000151","Nodes","151","21.000000","41.878591","DDS demands","Known Flow","231414.459126","653333.447988","","0.000000","","","","","-11.620000","","","","","","-10.390811","-11.620000","","","","","","","D1 PROFILE","","","","",""
"62504400005111","Nodes","5111","21.000000","41.103435","Default Known Flow Node","Known Flow","231451.068136","653306.209980","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62504400005163","Nodes","5163","21.000000","39.387527","DDS demands","Known Flow","231438.100133","653410.990009","","0.000000","","","","","-9.090000","","","","","","-8.128440","-9.090000","","","","","","","D1 PROFILE","","","","",""
"62504400000156","Nodes","156","21.000000","42.390244","DDS demands","Known Flow","231348.696108","653318.336983","","0.000000","","","","","-45.729998","","","","","","-40.892584","-45.729998","","","","","","","D1 PROFILE","","","","",""
"62504400000225","Nodes","225","21.000000","63.509065","DDS demands","Known Flow","231090.704038","653482.420028","","0.000000","","","","","-26.780000","","","","","","-23.947155","-26.780000","","","","","","","D1 PROFILE","","","","",""
"62504400000226","Nodes","226","21.000000","62.854912","DDS demands","Known Flow","230998.316013","653458.710022","","0.000000","","","","","-11.000000","","","","","","-9.836397","-11.000000","","","","","","","D1 PROFILE","","","","",""
"62504400000224","Nodes","224","21.000000","69.602445","DDS demands","Known Flow","231162.549058","653427.354013","","0.000000","","","","","-2.180000","","","","","","-1.949395","-2.180000","","","","","","","D1 PROFILE","","","","",""
"62504400000132","Nodes","132","21.000000","69.774012","DDS demands","Known Flow","231167.912059","653448.437019","","0.000000","","","","","-9.330000","","","","","","-8.343053","-9.330000","","","","","","","D1 PROFILE","","","","",""
"62504400005044","Nodes","5044","21.000000","43.231120","DDS demands","Known Flow","231204.462069","653064.811914","","0.000000","","","","","-5.119999","","","","","","-4.578395","-5.119999","","","","","","","D1 PROFILE","","","","",""
"62504400000289","Nodes","289","21.000000","47.980116","DDS demands","Known Flow","231305.460097","653093.204922","","0.000000","","","","","-2.720000","","","","","","-2.432272","-2.720000","","","","","","","D1 PROFILE","","","","",""
"62504400005079","Nodes","5079","21.000000","48.004917","Default Known Flow Node","Known Flow","231326.341102","653147.869937","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62504400005054","Nodes","5054","21.000000","44.953904","Default Known Flow Node","Known Flow","231398.789122","653258.289967","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62504400000149","Nodes","149","21.000000","43.680205","DDS demands","Known Flow","231456.306138","653173.329944","","0.000000","","","","","-10.169999","","","","","","-9.094195","-10.169999","","","","","","","D1 PROFILE","","","","",""
"62504400005087","Nodes","5087","21.000000","44.020755","Default Known Flow Node","Known Flow","231367.214113","653193.959950","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62504400005055","Nodes","5055","21.000000","39.387527","Default Known Flow Node","Known Flow","231459.790139","653417.413010","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62504400000152","Nodes","152","21.000000","40.704701","DDS demands","Known Flow","231481.052144","653341.314990","","0.000000","","","","","-12.629999","","","","","","-11.293971","-12.629999","","","","","","","D1 PROFILE","","","","",""
"62504400005109","Nodes","5109","21.000000","40.997103","DDS demands","Known Flow","231426.541130","653279.126973","","0.000000","","","","","-7.119999","","","","","","-6.366831","-7.119999","","","","","","","D1 PROFILE","","","","",""
"62504400000325","Nodes","325","21.000000","44.009063","DDS demands","Known Flow","231695.695203","653386.938002","","0.000000","","","","","-12.910000","","","","","","-11.544353","-12.910000","","","","","","","D1 PROFILE","","","","",""
"62504400005161","Nodes","5161","21.000000","44.051116","Default Known Flow Node","Known Flow","231697.350203","653381.938001","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62504400005060","Nodes","5060","21.000000","44.051116","Default Known Flow Node","Known Flow","231702.600205","653406.595007","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62504400000322","Nodes","322","21.000000","45.926169","DDS demands","Known Flow","231760.418220","653289.209975","","0.000000","","","","","-5.249999","","","","","","-4.694643","-5.249999","","","","","","","D1 PROFILE","","","","",""
"62504400000321","Nodes","321","21.000000","47.007103","DDS demands","Known Flow","231768.454223","653263.336968","","0.000000","","","","","-22.030001","","","","","","-19.699622","-22.030001","","","","","","","D1 PROFILE","","","","",""
"62504400000323","Nodes","323","21.000000","44.468372","DDS demands","Known Flow","231721.733210","653336.056988","","0.000000","","","","","-9.039999","","","","","","-8.083729","-9.039999","","","","","","","D1 PROFILE","","","","",""
"62504400000324","Nodes","324","21.000000","44.468339","DDS demands","Known Flow","231702.248205","653279.222973","","0.000000","","","","","-0.090000","","","","","","-0.080479","-0.090000","","","","","","","D1 PROFILE","","","","",""
"62504400005162","Nodes","5162","21.000000","45.345359","Default Known Flow Node","Known Flow","231748.099217","653301.155979","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62504400005040","Nodes","5040","21.000000","45.345359","Default Known Flow Node","Known Flow","231741.569215","653334.407988","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62504400000320","Nodes","320, ""MAIN STREET RRI""","21.000000","49.999998","Default Known Pressure Node","Known Pressure","231822.833237","653022.703903","","999998.967025","","","","","","","","","","","44.102821","49.320002","","","","","","","","","","","",""
"62504400000229","Nodes","229","21.000000","62.799498","DDS demands","Known Flow","230998.329013","653511.979036","","0.000000","","","","","-1.630000","","","","","","-1.457575","-1.630000","","","","","","","D1 PROFILE","","","","",""
"62504400000309","Nodes","309","21.000000","61.988428","DDS demands","Known Flow","230981.290008","653508.349035","","0.000000","","","","","-5.590000","","","","","","-4.998678","-5.590000","","","","","","","D1 PROFILE","","","","",""
"62504400000312","Nodes","312","21.000000","48.012495","DDS demands","Known Flow","230929.701994","653800.454115","","0.000000","","","","","-3.319999","","","","","","-2.968803","-3.319999","","","","","","","D1 PROFILE","","","","",""
"62504400000319","Nodes","319","21.000000","48.097099","Default Known Flow Node","Known Flow","230940.215997","653825.188121","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62504400000310","Nodes","310","21.000000","48.806942","DDS demands","Known Flow","230934.992996","653776.037108","","0.000000","","","","","-2.440000","","","","","","-2.181891","-2.440000","","","","","","","D1 PROFILE","","","","",""
"62504400000311","Nodes","311","21.000000","48.438734","DDS demands","Known Flow","230924.080993","653783.312110","","0.000000","","","","","-3.339999","","","","","","-2.986687","-3.339999","","","","","","","D1 PROFILE","","","","",""
"62504400000238","Nodes","238","21.000000","49.868015","DDS demands","Known Flow","230942.688998","653745.536100","","0.000000","","","","","-8.669999","","","","","","-7.752868","-8.669999","","","","","","","D1 PROFILE","","","","",""
"62504400005192","Nodes","5192","21.000000","49.682968","Default Known Flow Node","Known Flow","230942.118998","653704.083088","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62504400000239","Nodes","239","21.000000","49.625347","DDS demands","Known Flow","230945.595999","653688.858084","","0.000000","","","","","-8.220000","","","","","","-7.350471","-8.220000","","","","","","","D1 PROFILE","","","","",""
"62504400005000","Nodes","5000","21.000000","49.682968","Default Known Flow Node","Known Flow","230955.171001","653707.065089","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62504400000287","Nodes","287","21.000000","71.677396","DDS demands","Known Flow","231229.181076","653414.601010","","0.000000","","","","","-14.080000","","","","","","-12.590588","-14.080000","","","","","","","D1 PROFILE","","","","",""
"62504400000286","Nodes","286","21.000000","73.676443","DDS demands","Known Flow","231270.913087","653600.143060","","0.000000","","","","","-4.309999","","","","","","-3.854079","-4.309999","","","","","","","D1 PROFILE","","","","",""
"62504400000081","Nodes","81","21.000000","70.603846","DDS demands","Known Flow","231183.576064","653519.746038","","0.000000","","","","","-22.809998","","","","","","-20.397110","-22.809998","","","","","","","D1 PROFILE","","","","",""
"62504400000154","Nodes","154","21.000000","38.980011","DDS demands","Known Flow","231401.290123","653554.930048","","0.000000","","","","","-18.709998","","","","","","-16.730816","-18.709998","","","","","","","D1 PROFILE","","","","",""
"62504400000157","Nodes","157","21.000000","38.715341","DDS demands","Known Flow","231373.565115","653537.319043","","0.000000","","","","","-17.739999","","","","","","-15.863424","-17.739999","","","","","","","D1 PROFILE","","","","",""
"62504400000153","Nodes","153","21.000000","37.537362","DDS demands","Known Flow","231431.283131","653524.479039","","0.000000","","","","","-18.900000","","","","","","-16.900719","-18.900000","","","","","","","D1 PROFILE","","","","",""
"62504400005049","Nodes","5049","21.000000","28.333771","Default Known Flow Node","Known Flow","231453.834137","653637.827070","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62504400005190","Nodes","5190","21.000000","28.333771","Default Known Flow Node","Known Flow","231496.202149","653672.104080","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62504400000126","Nodes","126","21.000000","28.664406","Default Known Flow Node","Known Flow","231480.335144","653731.781096","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62504400000004","Nodes","4, FUDSTON DALRY ROAD DG, Site ID 3379","21.000000","74.999996","Default Known Pressure Node","Known Pressure","231247.782081","653601.353060","","999998.967025","","","","","","","","","","","803.141739","898.150030","","","","","","","","","","","",""
"62504400000128","Nodes","128","21.000000","74.029186","Default Known Flow Node","Known Flow","231258.195084","653594.190058","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62504400005188","Nodes","5188","21.000000","37.197408","DDS demands","Known Flow","231412.381126","653638.035070","","0.000000","-3.549999","","","","-4.790000","","","","","","-7.457777","-8.339999","","","C1 PROFILE","","","","D1 PROFILE","","","","",""
"62504400005191","Nodes","5191","21.000000","71.802319","Default Known Flow Node","Known Flow","231291.467093","653694.700086","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62504400000079","Nodes","79","21.000000","73.274015","DDS demands","Known Flow","231192.145066","653604.243061","","0.000000","","","","","-22.239999","","","","","","-19.887405","-22.239999","","","","","","","D1 PROFILE","","","","",""
"62504400000231","Nodes","231","21.000000","67.689798","DDS demands","Known Flow","231141.059052","653574.705053","","0.000000","","","","","-13.609999","","","","","","-12.170305","-13.609999","","","","","","","D1 PROFILE","","","","",""
"62504400000135","Nodes","135","21.000000","71.009143","DDS demands","Known Flow","231107.244043","653761.272104","","0.000000","","","","","-17.150000","","","","","","-15.335837","-17.150000","","","","","","","D1 PROFILE","","","","",""
"62504400000223","Nodes","223","21.000000","70.725523","Default Known Flow Node","Known Flow","231149.555054","653508.557035","","0.000000","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","",""
"62504400000232","Nodes","232","21.000000","63.775770","DDS demands","Known Flow","231126.831048","653628.973068","","0.000000","","","","","-18.450001","","","","","","-16.498321","-18.450001","","","","","","","D1 PROFILE","","","","",""
"62504400000227","Nodes","227","21.000000","63.782715","DDS demands","Known Flow","231072.953033","653533.464042","","0.000000","","","","","-12.939999","","","","","","-11.571179","-12.939999","","","","","","","D1 PROFILE","","","","",""
"62504400000307","Nodes","307","21.000000","62.723869","DDS demands","Known Flow","231050.347027","653593.186058","","0.000000","","","","","-6.710000","","","","","","-6.000202","-6.710000","","","","","","","D1 PROFILE","","","","",""
"62504400000234","Nodes","234","21.000000","57.363535","DDS demands","Known Flow","231045.304026","653704.971089","","0.000000","","","","","-14.819999","","","","","","-13.252309","-14.819999","","","","","","","D1 PROFILE","","","","",""
"62504400000228","Nodes","228","21.000000","62.878789","DDS demands","Known Flow","231024.846020","653517.602038","","0.000000","","","","","-6.000000","","","","","","-5.365307","-6.000000","","","","","","","D1 PROFILE","","","","",""
