"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories",0.000000,0.000000,1.000000,"Volumetric",-1.000000
"Base Thermal","Flow Categories",,,1.000000,"Thermal",-1.000000
"D1","Flow Categories",-2441.050003,0.000000,1.000000,"Volumetric",-1.000000
"C1","Flow Categories",-54.654399,0.000000,1.000000,"Volumetric",-1.000000
"C3","Flow Categories",-21.229999,0.000000,1.000000,"Volumetric",-1.000000
"C4","Flow Categories",-47.600000,0.000000,1.000000,"Volumetric",-1.000000
"C2","Flow Categories",-15.489999,0.000000,1.000000,"Volumetric",-1.000000
"I2","Flow Categories",-3.739999,0.000000,1.000000,"Volumetric",-1.000000
"DC","Flow Categories",-49.699999,0.000000,1.000000,"Volumetric",-1.000000
"PL-AF","Flow Categories",-24.219999,0.000000,1.000000,"Volumetric",-1.000000
"Base Diversified Volumetric","Flow Categories",,,1.000000,"Diversified Volumetric",-1.000000
"Base Diversified Thermal","Flow Categories",,,1.000000,"Diversified Thermal",-1.000000
