"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"62504800000144","Nodes","144","21.000000","34.191882","Default Known Flow Node","Known Flow","255442.249664","621363.346288","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62504800000121","Nodes","121","21.000000","34.279603","DDS demands","Known Flow","255404.958654","621380.712293","","0.000000","","","","","-15.479999","","","","","-13.842492","-15.479999","","","","","","","D1 PROFILE","","","",""
"62504800001000","Nodes","Logger 9049, Back Rogerton Crescent","21.000000","32.251393","Val Log Cath","Known Flow","255449.901608","622210.116209","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62504800001030","Nodes","1030","21.000000","32.102077","DDS demands","Known Flow","255482.218409","622235.807720","","0.000000","","","","","-11.010000","","","","","-9.845339","-11.010000","","","","","","","D1 PROFILE","","","",""
"62504800000080","Nodes","80","21.000000","32.005721","DDS demands","Known Flow","255486.821676","622255.554531","","0.000000","","","","","-10.719999","","","","","-9.586015","-10.719999","","","","","","","D1 PROFILE","","","",""
"62504800001028","Nodes","1028","21.000000","37.484537","Default Known Flow Node","Known Flow","254996.787042","622078.483105","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62504800001029","Nodes","1029","21.000000","37.484537","Default Known Flow Node","Known Flow","254992.120541","622087.910485","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62504800001026","Nodes","1026","21.000000","37.484537","DDS demands","Known Flow","255010.989547","622085.551485","","0.000000","","","","","-4.320000","","","","","-3.863021","-4.320000","","","","","","","D1 PROFILE","","","",""
"62504800001027","Nodes","1027","21.000000","37.660305","Default Known Flow Node","Known Flow","255000.921544","622070.130480","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62504800000031","Nodes","31","21.000000","37.252555","DDS demands","Known Flow","255022.856744","622063.032066","","0.000000","","","","","-4.610000","","","","","-4.122344","-4.610000","","","","","","","D1 PROFILE","","","",""
"62504800000488","Nodes","488","21.000000","38.009057","DDS demands","Known Flow","254998.109543","622113.885492","","0.000000","-5.599999","","","","","","","","","-5.007620","-5.599999","","","C1 PROFILE","","","","","","","",""
"62504800001024","Nodes","1024","21.000000","38.434544","Default Known Flow Node","Known Flow","255032.084552","622213.586520","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62504800001025","Nodes","1025","21.000000","38.434544","Default Known Flow Node","Known Flow","254990.418541","622194.143514","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62504800000134","Nodes","134","21.000000","38.471580","Default Known Flow Node","Known Flow","255015.587548","622223.993522","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62504800000240","Nodes","240","21.000000","38.411563","DDS demands","Known Flow","255042.207555","622206.954518","","0.000000","","","","","-5.469999","","","","","-4.891371","-5.469999","","","","","","","D1 PROFILE","","","",""
"62504800001022","Nodes","1022","21.000000","35.283422","Default Known Flow Node","Known Flow","255342.658637","622350.436557","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
"62504800001013","Nodes","1013","21.000000","35.213990","Default Known Flow Node","Known Flow","255310.410294","622335.524009","","0.000000","","","","","","","","","","0.000000","0.000000","","","","","","","","","","",""
