"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)"
"62101900000034","Nodes",,21.000000,33.274059,"DDS demands","Known Flow",247443.707488,688918.570671,,0.000000,,,,,-4.400000,,,-3.934558,-4.400000,,"",,,,,"D1 PROFILE",,
"62101900000024","Nodes",,21.000000,40.172833,"DDS demands","Known Flow",247455.812491,688765.978629,,0.000000,,,-1.420000,,-5.949999,,,-6.590385,-7.369999,,"",,,"C3  PROFILE",,"D1 PROFILE",,
"62101900000049","Nodes",,21.000000,42.179343,"DDS demands","Known Flow",247434.522485,688714.072615,,0.000000,,,,,-6.070000,,,-5.427902,-6.070000,,"",,,,,"D1 PROFILE",,
"62101900000050","Nodes",,21.000000,42.169427,"DDS demands","Known Flow",247468.924494,688703.690612,,0.000000,,,,,-1.999999,,,-1.788435,-1.999999,,"",,,,,"D1 PROFILE",,
"62101900000022","Nodes",,21.000000,42.940967,"DDS demands","Known Flow",247426.380483,688694.685610,,0.000000,,,,,-8.380000,,,-7.493546,-8.380000,,"",,,,,"D1 PROFILE",,
"62101900000051","Nodes",,21.000000,35.775266,"DDS demands","Known Flow",247332.588457,688694.326610,,0.000000,,,,,-9.809999,,,-8.772278,-9.809999,,"",,,,,"D1 PROFILE",,
"62101900000021","Nodes",,21.000000,48.477163,"DDS demands","Known Flow",247417.199937,688605.034415,,0.000000,-3.329999,,,-9.679999,,,,-11.633774,-13.009999,,"","C1 PROFILE",,,"",,,
"62101900000015","Nodes",,21.000000,57.837610,"DDS demands","Known Flow",247429.304484,688528.884565,,0.000000,,,,,-7.360000,,,-6.581443,-7.360000,,"",,,,,"D1 PROFILE",,
"62101900000055","Nodes",,21.000000,53.636275,"DDS demands","Known Flow",247251.166435,688587.807581,,0.000000,,,,,-3.729999,,,-3.335432,-3.729999,,"",,,,,"D1 PROFILE",,
"62101900000017","Nodes",,21.000000,55.404602,"Default Known Flow Node","Known Flow",247307.086353,688537.875999,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900504646","Nodes",,21.000000,32.508647,"Default Known Flow Node","Known Flow",247716.832562,688909.606668,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000105","Nodes",,21.000000,32.749229,"DDS demands","Known Flow",247612.456996,688830.414032,,0.000000,,,,,-18.319999,,,-16.382072,-18.319999,,"",,,,,"D1 PROFILE",,
"62101900000094","Nodes",,21.000000,61.687047,"DDS demands","Known Flow",247692.496555,685841.474833,,0.000000,,,,,-5.079999,,,-4.542626,-5.079999,,"",,,,,"D1 PROFILE",,
"62101900000103","Nodes",,21.000000,54.616015,"Default Known Flow Node","Known Flow",247223.482078,688468.746713,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900083845","Nodes",,21.000000,45.375861,"Default Known Flow Node","Known Flow",247420.689147,688649.318621,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000101","Nodes",,21.000000,54.824779,"Default Known Flow Node","Known Flow",247279.508219,688501.700732,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000098","Nodes",,21.000000,58.195177,"Default Known Flow Node","Known Flow",247438.094626,688505.590869,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900083831","Nodes",,21.000000,58.262990,"Default Known Flow Node","Known Flow",247424.916483,688501.912557,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000106","Nodes",,21.000000,32.554029,"DDS demands","Known Flow",247639.652541,688821.615644,,0.000000,,,,,-6.110000,,,-5.463671,-6.110000,,"",,,,,"D1 PROFILE",,
"62101900504649","Nodes",,21.000000,56.921215,"DDS demands","Known Flow",247772.338680,688522.506335,,0.000000,,,,,-5.140000,,,-4.596280,-5.140000,,"",,,,,"",,
"62101900000016","Nodes",,21.000000,56.919949,"DDS demands","Known Flow",247774.719578,688522.875563,,0.000000,,,,,-7.040000,,,-6.295294,-7.040000,,"",,,,,"D1 PROFILE",,
"62101900114315","Nodes",,21.000000,60.036560,"DDS demands","Known Flow",247439.837239,688369.784182,,0.000000,-2.030000,,,,-5.850000,,,-7.046437,-7.880000,,"","C1 PROFILE",,,,"D1 PROFILE",,
"62101900000014","Nodes",,21.000000,59.487920,"DDS demands","Known Flow",247467.389494,688359.223518,,0.000000,,,-53.770000,,-1.190000,,,-49.146216,-54.959999,,"",,,"C3  PROFILE",,"",,
"62101900001000","Nodes",,21.000000,74.929171,"Default Known Flow Node","Known Flow",246159.195073,688471.760962,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000010","Nodes","Main Street DG, Tel, Constant, Site ID 3937",21.000000,69.999999,"Default Known Pressure Node","Known Pressure",247385.356472,687955.597409,,999998.967025,,,,,,,,450.283431,503.550004,,"",,,,,,,
"62101900501512","Nodes",,21.000000,72.362885,"Default Known Flow Node","Known Flow",245899.288218,688842.201547,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900501514","Nodes",,21.000000,72.362885,"Default Known Flow Node","Known Flow",245903.575069,688842.009650,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900001001","Nodes","Buchanan Castle RRI",21.000000,74.999996,"Default Known Pressure Node","Known Pressure",246164.345140,688465.186547,,0.000000,,,,,,,,23.410624,26.180000,,"",,,,,,,
"62101900000036","Nodes","Croftamie RRI",21.000000,74.999996,"Default Known Pressure Node","Known Pressure",247664.895548,685960.021865,,999998.967025,,,,,,,,95.493531,106.789999,,"",,,,,,,
"62101900503623","Nodes",,21.000000,35.246024,"Default Known Flow Node","Known Flow",247497.372535,688957.733277,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900113948","Nodes",,21.000000,74.592661,"Default Known Flow Node","Known Flow",246475.426584,688480.352120,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000038","Nodes","Buchannan Castle RRI 2",21.000000,74.999996,"Default Known Pressure Node","Known Pressure",246476.227224,688482.962552,,999998.967025,,,,,,,,63.104957,70.569999,,"",,,,,,,
"62101900001006","Nodes",,21.000000,32.392985,"Default Known Flow Node","Known Flow",245904.905069,688841.866650,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900001030","Nodes",,21.000000,61.118838,"Default Known Flow Node","Known Flow",247606.789734,685833.457873,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900001037","Nodes",,21.000000,67.099771,"Default Known Flow Node","Known Flow",247363.794154,688074.284723,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900001131","Nodes",,21.000000,32.508647,"Default Known Flow Node","Known Flow",247699.268557,688906.000667,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000039","Nodes",,21.000000,32.783271,"DDS demands","Known Flow",247627.423538,688880.666660,,0.000000,,,,,-15.439999,,,-13.806723,-15.439999,,"",,,,,"D1 PROFILE",,
"62101900005000","Nodes",,21.000000,61.036704,"Default Known Flow Node","Known Flow",247499.267503,685812.681825,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000092","Nodes",,21.000000,37.326823,"DDS demands","Known Flow",247577.138524,688685.192607,,0.000000,,,,,-14.270000,,,-12.760490,-14.270000,,"",,,,,"D1 PROFILE",,
"62101900000026","Nodes",,21.000000,35.779659,"DDS demands","Known Flow",247490.941500,688886.247662,,0.000000,,,,,-3.540000,,,-3.165531,-3.540000,,"",,,,,"D1 PROFILE",,
"62101900000033","Nodes",,21.000000,33.385653,"DDS demands","Known Flow",247455.916491,688966.033683,,0.000000,,,,,-15.050000,,,-13.457979,-15.050000,,"",,,,,"D1 PROFILE",,
"62101900000035","Nodes",,21.000000,31.348346,"DDS demands","Known Flow",247263.674439,688982.362688,,0.000000,,,,,-14.369999,,,-12.849910,-14.369999,,"",,,,,"D1 PROFILE",,
"62101900000005","Nodes",,21.000000,67.198590,"DDS demands","Known Flow",247638.121541,685902.190850,,0.000000,,,,,-4.980000,,,-4.453205,-4.980000,,"",,,,,"D1 PROFILE",,
"62101900000003","Nodes",,21.000000,67.250490,"Default Known Flow Node","Known Flow",247651.658039,685917.585780,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000037","Nodes",,21.000000,35.542116,"DDS demands","Known Flow",247700.545711,688665.403832,,0.000000,,,,,-14.029999,,,-12.545876,-14.029999,,"",,,,,"D1 PROFILE",,
"62101900000093","Nodes",,21.000000,36.483875,"DDS demands","Known Flow",247682.398553,688743.797623,,0.000000,-3.769999,,,,-9.809999,,,-12.143479,-13.579999,,"","C1 PROFILE",,,,"D1 PROFILE",,
"62101900000040","Nodes",,21.000000,32.421516,"DDS demands","Known Flow",247687.979554,688946.972678,,0.000000,,,,,-7.190000,,,-6.429426,-7.190000,,"",,,,,"D1 PROFILE",,
"62101910000007","Nodes",,21.000000,67.099771,"Default Known Flow Node","Known Flow",247367.146962,688074.268312,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000073","Nodes",,21.000000,66.345644,"DDS demands","Known Flow",247729.789766,686105.778506,,0.000000,,,,,-3.640000,,,-3.254953,-3.640000,,"",,,,,"D1 PROFILE",,
"62101900000074","Nodes",,21.000000,61.118838,"Default Known Flow Node","Known Flow",247607.094532,685831.922831,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101901000088","Nodes",,21.000000,54.709957,"Default Known Flow Node","Known Flow",246275.708170,688580.261578,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000777","Nodes",,21.000000,31.189625,"Default Known Flow Node","Known Flow",247311.630635,688780.386375,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000200","Nodes",,21.000000,72.249271,"Default Known Flow Node","Known Flow",245742.703025,688848.684652,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000207","Nodes",,21.000000,74.525814,"Default Known Flow Node","Known Flow",246265.735167,688451.328543,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000208","Nodes",,21.000000,69.505080,"DDS demands","Known Flow",246310.352179,688457.985545,,0.000000,,,,,-9.370000,,,-8.378822,-9.370000,,"",,,,,"D1 PROFILE",,
"62101900000203","Nodes",,21.000000,46.179143,"Default Known Flow Node","Known Flow",246291.545174,688680.394606,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000216","Nodes",,21.000000,74.986977,"Default Known Flow Node","Known Flow",246161.889657,688466.348229,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000220","Nodes",,21.000000,71.657982,"Default Known Flow Node","Known Flow",246614.173262,688571.714576,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000222","Nodes",,21.000000,71.657982,"Default Known Flow Node","Known Flow",246600.203258,688527.545564,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000235","Nodes",,21.000000,67.099771,"Default Known Flow Node","Known Flow",247364.728466,688074.294441,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000245","Nodes",,21.000000,54.824779,"Default Known Flow Node","Known Flow",247280.553443,688502.170557,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000250","Nodes",,21.000000,60.204013,"Default Known Flow Node","Known Flow",247432.479485,688371.182522,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000252","Nodes",,21.000000,58.180079,"Default Known Flow Node","Known Flow",247437.987486,688506.501558,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000253","Nodes",,21.000000,34.016154,"Default Known Flow Node","Known Flow",247121.827400,688852.825653,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000259","Nodes",,21.000000,34.278477,"DDS demands","Known Flow",247278.768443,688698.362611,,0.000000,,,,,-7.949999,,,-7.109032,-7.949999,,"",,,,,"",,
"62101900000264","Nodes",,21.000000,55.428055,"Default Known Flow Node","Known Flow",247308.223451,688538.305567,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000266","Nodes",,21.000000,48.456023,"DDS demands","Known Flow",247417.239480,688605.224585,,0.000000,,,,-6.520000,-15.469999,,,-19.663852,-21.990000,,"",,,,"C3  PROFILE","D1 PROFILE",,
"62101900000272","Nodes",,21.000000,54.616015,"Default Known Flow Node","Known Flow",247224.329428,688469.295548,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000331","Nodes",,21.000000,34.627489,"Default Known Flow Node","Known Flow",247551.400617,688875.623043,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000289","Nodes",,21.000000,63.368591,"Default Known Flow Node","Known Flow",247808.487587,686340.223969,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000291","Nodes",,21.000000,63.555269,"Default Known Flow Node","Known Flow",247753.388572,686313.173962,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000292","Nodes",,21.000000,62.932563,"Default Known Flow Node","Known Flow",247734.459567,686415.065989,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000299","Nodes",,21.000000,62.242944,"Default Known Flow Node","Known Flow",247747.714570,685867.141840,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000305","Nodes",,21.000000,62.973486,"Default Known Flow Node","Known Flow",247713.196561,686472.807005,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000304","Nodes",,21.000000,67.251526,"Default Known Flow Node","Known Flow",247652.256544,685917.877854,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000313","Nodes",,21.000000,64.517708,"Default Known Flow Node","Known Flow",247728.458829,686208.387341,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000296","Nodes",,21.000000,68.582102,"Default Known Flow Node","Known Flow",247683.430553,685967.525868,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000307","Nodes",,21.000000,68.453640,"Default Known Flow Node","Known Flow",247682.065552,685973.743869,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000315","Nodes",,21.000000,67.123249,"Default Known Flow Node","Known Flow",247636.005540,685936.958859,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000314","Nodes",,21.000000,64.517708,"Default Known Flow Node","Known Flow",247746.662570,686204.656932,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000297","Nodes",,21.000000,63.557197,"Default Known Flow Node","Known Flow",247765.094575,685916.347854,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000317","Nodes",,21.000000,61.118838,"Default Known Flow Node","Known Flow",247606.570532,685834.561831,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000322","Nodes",,21.000000,35.814759,"Default Known Flow Node","Known Flow",247699.399557,688665.174602,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000332","Nodes",,21.000000,34.584194,"Default Known Flow Node","Known Flow",247574.334523,688873.831658,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000238","Nodes",,21.000000,67.099771,"Default Known Flow Node","Known Flow",247368.523467,688074.253441,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000290","Nodes",,21.000000,63.286859,"Default Known Flow Node","Known Flow",247864.904602,686374.615978,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000320","Nodes",,21.000000,66.415881,"Default Known Flow Node","Known Flow",247730.172566,686107.591906,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900083843","Nodes",,21.000000,71.939827,"Default Known Flow Node","Known Flow",246611.440261,688630.066592,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000064","Nodes",,21.000000,71.939827,"Default Known Flow Node","Known Flow",246638.135268,688629.044592,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900001036","Nodes",,21.000000,67.099771,"Default Known Flow Node","Known Flow",247361.363465,688074.259441,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900114314","Nodes",,21.000000,69.819423,"Default Known Flow Node","Known Flow",247380.731470,687960.731410,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900113951","Nodes",,21.000000,74.963881,"Default Known Flow Node","Known Flow",246161.860139,688470.754549,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000065","Nodes",,21.000000,71.537283,"Default Known Flow Node","Known Flow",246605.426260,688494.023555,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900083844","Nodes",,21.000000,45.733720,"DDS demands","Known Flow",247420.510712,688643.103132,,0.000000,,,-37.480000,,,,,-33.515288,-37.480000,,"",,,"",,,,
"62101900000084","Nodes",,21.000000,33.870409,"Default Known Flow Node","Known Flow",247079.252388,688776.817632,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900114332","Nodes",,21.000000,45.087162,"Default Known Flow Node","Known Flow",247420.783347,688654.332575,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900503621","Nodes",,21.000000,35.246024,"Default Known Flow Node","Known Flow",247497.599502,688959.112682,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000091","Nodes",,21.000000,71.617741,"Default Known Flow Node","Known Flow",246667.754276,688568.644575,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900502809","Nodes",,21.000000,71.939827,"Default Known Flow Node","Known Flow",246595.797257,688630.566592,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900001034","Nodes",,21.000000,69.819423,"Default Known Flow Node","Known Flow",247373.861506,687958.354734,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000082","Nodes",,21.000000,62.610740,"Default Known Flow Node","Known Flow",247435.517485,688240.407486,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000100","Nodes",,21.000000,58.304451,"Default Known Flow Node","Known Flow",247424.566482,688433.215538,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000102","Nodes",,21.000000,54.616015,"Default Known Flow Node","Known Flow",247218.968426,688464.900547,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900504638","Nodes",,21.000000,55.244011,"Default Known Flow Node","Known Flow",247583.679526,688428.112537,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000104","Nodes",,21.000000,54.616015,"Default Known Flow Node","Known Flow",247221.332427,688475.144550,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000096","Nodes",,21.000000,61.069917,"Default Known Flow Node","Known Flow",247576.108524,685825.082829,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000042","Nodes",,21.000000,62.751054,"Default Known Flow Node","Known Flow",247755.745573,685886.293845,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900114633","Nodes",,21.000000,73.036817,"Default Known Flow Node","Known Flow",247670.897609,685961.955072,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
"62101900000060","Nodes",,21.000000,67.218394,"DDS demands","Known Flow",247606.667532,685938.638860,,0.000000,,,,,-0.999999,,,-0.894217,-0.999999,,"",,,,,"D1 PROFILE",,
"62101900000007","Nodes",,21.000000,66.589355,"DDS demands","Known Flow",247699.877557,686077.455897,,0.000000,,,,,-1.749999,,,-1.564881,-1.749999,,"",,,,,"D1 PROFILE",,
"62101900000056","Nodes",,21.000000,67.281974,"Default Known Flow Node","Known Flow",247647.341543,685940.077860,,0.000000,,,,,,,,0.000000,0.000000,,"",,,,,,,
