"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C4)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DH)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DH)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)"
"62506500000016","Nodes","16",21.000000,8.608924,"DDS demands","Known Flow",244628.697492,617968.964452,,0.000000,,,,,-19.530001,,,,,-17.464075,-19.530001,,"",,,,,"D1 PROFILE",,,,
"62506500000237","Nodes","237",21.000000,42.550428,"Default Known Flow Node","Known Flow",243975.566876,618487.865822,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000091","Nodes","91",21.000000,42.550189,"DDS demands","Known Flow",243957.307971,618479.269217,,0.000000,,,,,-0.410000,,,,,-0.366629,-0.410000,,"",,,,,"D1 PROFILE",,,,
"62506500000233","Nodes","233",21.000000,44.071496,"Default Known Flow Node","Known Flow",243993.257410,618453.230740,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000232","Nodes","232",21.000000,44.114712,"Default Known Flow Node","Known Flow",243972.880000,618434.365000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000003","Nodes","3",21.000000,42.784650,"DDS demands","Known Flow",244134.533544,618446.930191,,0.000000,,,,,-11.960000,,,,,-10.694846,-11.960000,,"",,,,,"D1 PROFILE",,,,
"62506500000235","Nodes","235",21.000000,41.647751,"Default Known Flow Node","Known Flow",244184.630000,618480.865000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000018","Nodes","18",21.000000,8.672941,"DDS demands","Known Flow",244343.010662,618029.875337,,0.000000,,,,,-7.080000,,,,,-6.331062,-7.080000,,"",,,,,"D1 PROFILE",,,,
"62506500000230","Nodes","230",21.000000,10.020625,"Default Known Flow Node","Known Flow",244404.635844,618054.966757,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000040","Nodes","40",21.000000,17.606117,"DDS demands","Known Flow",244174.682398,618032.983593,,0.000000,,,,,-8.369999,,,,,-7.484603,-8.369999,,"",,,,,"D1 PROFILE",,,,
"62506500000094","Nodes","94",21.000000,17.609647,"DDS demands","Known Flow",244113.481307,618092.467307,,0.000000,,,,,-4.659999,,,,,-4.167055,-4.659999,,"",,,,,"D1 PROFILE",,,,
"62506500000039","Nodes","39",21.000000,18.170739,"DDS demands","Known Flow",244212.933079,618079.508912,,0.000000,,,,,-23.069998,,,,,-20.629606,-23.069998,,"",,,,,"D1 PROFILE",,,,
"62506500000095","Nodes","95",21.000000,17.791273,"DDS demands","Known Flow",244236.820240,618064.677015,,0.000000,,,,,-3.170000,,,,,-2.834670,-3.170000,,"",,,,,"D1 PROFILE",,,,
"62506500000038","Nodes","38",21.000000,25.372770,"DDS demands","Known Flow",244108.173049,618121.038224,,0.000000,,,,,-21.299998,,,,,-19.046840,-21.299998,,"",,,,,"D1 PROFILE",,,,
"62506500000037","Nodes","37",21.000000,27.585976,"DDS demands","Known Flow",244172.496644,618197.851838,,0.000000,,,,,-28.179999,,,,,-25.199060,-28.179999,,"",,,,,"D1 PROFILE",,,,
"62506500000065","Nodes","65",21.000000,27.207801,"DDS demands","Known Flow",244286.630000,618100.115000,,0.000000,,,,,-7.940000,,,,,-7.100090,-7.940000,,"",,,,,"D1 PROFILE",,,,
"62506500000035","Nodes","35",21.000000,31.021146,"DDS demands","Known Flow",244262.630000,618237.115000,,0.000000,,,,,-8.790000,,,,,-7.860175,-8.790000,,"",,,,,"D1 PROFILE",,,,
"62506500000032","Nodes","32",21.000000,31.062604,"DDS demands","Known Flow",244263.130000,618241.740000,,0.000000,,,,,-19.000000,,,,,-16.990140,-19.000000,,"",,,,,"D1 PROFILE",,,,
"62506500000031","Nodes","31",21.000000,31.427396,"DDS demands","Known Flow",244241.484481,618261.780242,,0.000000,,,,,-2.209999,,,,,-1.976221,-2.209999,,"",,,,,"D1 PROFILE",,,,
"62506500000034","Nodes","34",21.000000,31.317138,"DDS demands","Known Flow",244309.755000,618320.990000,,0.000000,,,,,-5.090000,,,,,-4.551569,-5.090000,,"",,,,,"D1 PROFILE",,,,
"62506500000030","Nodes","30",21.000000,31.556123,"DDS demands","Known Flow",244232.263335,618265.556521,,0.000000,,,,,-6.210000,,,,,-5.553093,-6.210000,,"",,,,,"D1 PROFILE",,,,
"62506500000033","Nodes","33",21.000000,29.551325,"DDS demands","Known Flow",244093.380000,618235.865000,,0.000000,,,,,-17.200001,,,,,-15.380549,-17.200001,,"",,,,,"D1 PROFILE",,,,
"62506500000028","Nodes","28",21.000000,32.898987,"DDS demands","Known Flow",244176.262022,618303.790831,,0.000000,,,,,-28.629998,,,,,-25.601456,-28.629998,,"",,,,,"D1 PROFILE",,,,
"62506500000231","Nodes","231",21.000000,23.530256,"Default Known Flow Node","Known Flow",244316.130000,618395.990000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000027","Nodes","27",21.000000,37.722508,"DDS demands","Known Flow",244060.380000,618326.615000,,0.000000,,,,,-24.570000,,,,,-21.970934,-24.570000,,"",,,,,"D1 PROFILE",,,,
"62506500000066","Nodes","66",21.000000,42.256197,"DDS demands","Known Flow",244114.505000,618422.365000,,0.000000,,,,,-13.789999,,,,,-12.331264,-13.789999,,"",,,,,"D1 PROFILE",,,,
"62506500000004","Nodes","4",21.000000,42.530858,"DDS demands","Known Flow",244120.755000,618426.365000,,0.000000,-12.399999,,,,,,,,,-11.088301,-12.399999,,"","C1 PROFILE",,,,,,,,
"62506500000067","Nodes","67",21.000000,41.953303,"DDS demands","Known Flow",243994.130000,618364.865000,,0.000000,,,,,-5.519999,,,,,-4.936082,-5.519999,,"",,,,,"D1 PROFILE",,,,
"62506500000006","Nodes","6",21.000000,34.481853,"DDS demands","Known Flow",244324.630000,618474.615000,,0.000000,,,-5.489999,,-34.029999,,,,,-35.339489,-39.519996,,"",,,"C4 PROFILE",,"D1 PROFILE",,,,
"62506500000234","Nodes","234",21.000000,35.922254,"Default Known Flow Node","Known Flow",244287.048540,618460.453582,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000024","Nodes","24",21.000000,45.876295,"DDS demands","Known Flow",244036.773283,618473.478942,,0.000000,,,,,-28.489999,,,,,-25.476267,-28.489999,,"",,,,,"D1 PROFILE",,,,
"62506500000017","Nodes","17",21.000000,10.318580,"DDS demands","Known Flow",244416.977227,618059.461963,,0.000000,,,,,-20.150000,,,,,-18.018490,-20.150000,,"",,,,,"D1 PROFILE",,,,
"62506500000014","Nodes","14",21.000000,11.015915,"DDS demands","Known Flow",244484.707796,618086.897070,,0.000000,,,,,-1.299999,,,,,-1.162483,-1.299999,,"",,,,,"D1 PROFILE",,,,
"62506500000219","Nodes","219",21.000000,36.541307,"Default Known Flow Node","Known Flow",244273.405154,618454.646112,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000093","Nodes","93",21.000000,36.002317,"DDS demands","Known Flow",244296.551672,618490.574622,,0.000000,,,,,-4.130000,,,,,-3.693120,-4.130000,,"",,,,,"D1 PROFILE",,,,
"62506500000029","Nodes","29",21.000000,22.790793,"DDS demands","Known Flow",244325.505000,618403.615000,,0.000000,,-6.000000,,,-32.209999,,,,,-34.168067,-38.210000,,"",,"C2 PROFILE",,,"D1 PROFILE",,,,
"62506500000221","Nodes","221",21.000000,23.530256,"Default Known Flow Node","Known Flow",244310.755000,618402.490000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000105","Nodes","105",21.000000,9.818037,"DDS demands","Known Flow",244443.880000,617997.365000,,0.000000,,,,,-1.999999,,,,,-1.788435,-1.999999,,"",,,,,"D1 PROFILE",,,,
"62506500000022","Nodes","22",21.000000,7.738696,"DDS demands","Known Flow",244485.005000,617943.865000,,0.000000,,,,,-16.500000,,,,,-14.754595,-16.500000,,"",,,,,"D1 PROFILE",,,,
"62506500000021","Nodes","21",21.000000,8.918959,"DDS demands","Known Flow",244524.130000,618024.240000,,0.000000,,,,,-1.919999,,,,,-1.716898,-1.919999,,"",,,,,"D1 PROFILE",,,,
"62506500000007","Nodes","7",21.000000,27.518300,"DDS demands","Known Flow",244517.755000,618466.865000,,0.000000,,,,,-17.469999,,,,,-15.621985,-17.469999,,"",,,,,"D1 PROFILE",,,,
"62506500000015","Nodes","15",21.000000,9.322658,"DDS demands","Known Flow",244528.130000,618031.740000,,0.000000,,,,,-26.810000,,,,,-23.973982,-26.810000,,"",,,,,"D1 PROFILE",,,,
"62506500000045","Nodes","45",21.000000,8.962895,"DDS demands","Known Flow",244764.130000,618188.365000,,0.000000,,,,,-19.299999,,,,,-17.258404,-19.299999,,"",,,,,"D1 PROFILE",,,,
"62506500000044","Nodes","44",21.000000,10.713518,"DDS demands","Known Flow",244865.130000,618203.865000,,0.000000,,,,,-32.979998,,,,,-29.491305,-32.979998,,"",,,,,"D1 PROFILE",,,,
"62506500000099","Nodes","99",21.000000,8.543639,"DDS demands","Known Flow",244609.268960,618111.765513,,0.000000,,,,,-1.729999,,,,,-1.546996,-1.729999,,"",,,,,"D1 PROFILE",,,,
"62506500000060","Nodes","60",21.000000,8.644100,"DDS demands","Known Flow",244651.362679,618116.860568,,0.000000,,,,,-12.119999,,,,,-10.837920,-12.119999,,"",,,,,"D1 PROFILE",,,,
"62506500000102","Nodes","102",21.000000,19.167503,"DDS demands","Known Flow",244645.130000,618330.740000,,0.000000,,,,,-8.239999,,,,,-7.368355,-8.239999,,"",,,,,"D1 PROFILE",,,,
"62506500000248","Nodes","248",21.000000,19.489048,"Default Known Flow Node","Known Flow",244669.380000,618323.115000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000013","Nodes","13",21.000000,12.529447,"DDS demands","Known Flow",244512.428423,618094.580505,,0.000000,,,,,-10.439999,,,,,-9.335634,-10.439999,,"",,,,,"D1 PROFILE",,,,
"62506500000012","Nodes","12",21.000000,13.206308,"Default Known Flow Node","Known Flow",244510.846539,618105.653690,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000063","Nodes","63",21.000000,14.698121,"DDS demands","Known Flow",244585.545800,618100.339957,,0.000000,,,,,-19.520000,,,,,-17.455132,-19.520000,,"",,,,,"D1 PROFILE",,,,
"62506500000064","Nodes","64",21.000000,12.267327,"DDS demands","Known Flow",244696.356909,618030.004714,,0.000000,,,,,-11.700000,,,,,-10.462349,-11.700000,,"",,,,,"D1 PROFILE",,,,
"62506500000062","Nodes","62",21.000000,39.750490,"Default Known Flow Node","Known Flow",244112.690987,618580.894123,,0.000000,,,,,,,0.000000,,,0.000000,0.000000,,"",,,,,,,"DH PROFILE",,
"62506500000061","Nodes","61",21.000000,19.344585,"DDS demands","Known Flow",244576.173117,618169.993112,,0.000000,,,,,-3.089999,,,,,-2.763133,-3.089999,,"",,,,,"D1 PROFILE",,,,
"62506500000057","Nodes","57",21.000000,19.739610,"DDS demands","Known Flow",244615.525545,618231.493318,,0.000000,,,,,-9.949999,,,,,-8.897467,-9.949999,,"",,,,,"D1 PROFILE",,,,
"62506500000046","Nodes","46",21.000000,20.341444,"DDS demands","Known Flow",244613.984830,618243.241270,,0.000000,,,,,-2.499999,,,,,-2.235544,-2.499999,,"",,,,,"D1 PROFILE",,,,
"62506500000104","Nodes","104",21.000000,8.274176,"DDS demands","Known Flow",244639.125025,618170.906235,,0.000000,,,,,-11.939999,,,,,-10.676961,-11.939999,,"",,,,,"D1 PROFILE",,,,
"62506500000011","Nodes","11",21.000000,20.707161,"DDS demands","Known Flow",244607.244202,618301.274867,,0.000000,,,,,-6.849999,,,,,-6.125392,-6.849999,,"",,,,,"D1 PROFILE",,,,
"62506500000042","Nodes","42",21.000000,20.600342,"DDS demands","Known Flow",244664.630000,618303.990000,,0.000000,,,,,-10.289999,,,,,-9.201502,-10.289999,,"",,,,,"D1 PROFILE",,,,
"62506500000048","Nodes","48",21.000000,16.160235,"DDS demands","Known Flow",244676.755000,618300.240000,,0.000000,,,,,-11.700000,,,,,-10.462349,-11.700000,,"",,,,,"D1 PROFILE",,,,
"62506500000226","Nodes","226",21.000000,16.046715,"Default Known Flow Node","Known Flow",244749.380000,618251.615000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000101","Nodes","101",21.000000,12.145828,"DDS demands","Known Flow",244697.801329,618064.911537,,0.000000,,,,,-7.739999,,,,,-6.921246,-7.739999,,"",,,,,"D1 PROFILE",,,,
"62506500000245","Nodes","245",21.000000,10.161845,"Default Known Flow Node","Known Flow",244915.380000,618216.240000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000103","Nodes","103",21.000000,15.894571,"DDS demands","Known Flow",244788.630000,618258.490000,,0.000000,,,,,-9.239999,,,,,-8.262573,-9.239999,,"",,,,,"D1 PROFILE",,,,
"62506500000010","Nodes","10",21.000000,21.141004,"DDS demands","Known Flow",244607.372595,618306.795762,,0.000000,,,,,-4.199999,,,,,-3.755715,-4.199999,,"",,,,,"D1 PROFILE",,,,
"62506500000009","Nodes","9",21.000000,22.610444,"Default Known Flow Node","Known Flow",244604.997326,618317.067195,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000043","Nodes","43",21.000000,16.597602,"DDS demands","Known Flow",244676.505000,618321.490000,,0.000000,,,,,-11.130000,,,,,-9.952645,-11.130000,,"",,,,,"D1 PROFILE",,,,
"62506500000008","Nodes","8",21.000000,27.072242,"DDS demands","Known Flow",244531.130000,618461.865000,,0.000000,-15.449999,,,,-10.390000,,,,,-23.106591,-25.839999,,"","C1 PROFILE",,,,"D1 PROFILE",,,,
"62506500000047","Nodes","47",21.000000,9.948904,"DDS demands","Known Flow",244946.130000,618237.490000,,0.000000,,,,,-3.370000,,,,,-3.013514,-3.370000,,"",,,,,"D1 PROFILE",,,,
"62506500000107","Nodes","107",21.000000,9.826159,"DDS demands","Known Flow",244942.505000,618176.865000,,0.000000,,,,,-10.719999,,,,,-9.586015,-10.719999,,"",,,,,"D1 PROFILE",,,,
"62506500000026","Nodes","26",21.000000,40.691123,"DDS demands","Known Flow",244283.005000,618534.615000,,0.000000,,,,,-11.839999,,,,,-10.587540,-11.839999,,"",,,,,"D1 PROFILE",,,,
"62506500000090","Nodes","90",21.000000,41.522252,"DDS demands","Known Flow",244150.130000,618530.365000,,0.000000,,,,,-9.689999,,,,,-8.664970,-9.689999,,"",,,,,"D1 PROFILE",,,,
"62506500000089","Nodes","70382/01, Watson Terrace, 210.30",31.000000,39.196262,"CSEP DDS Matched","Known Flow",244202.874673,618616.024588,,0.000000,,,,,,-125.319999,,,,-112.063388,-125.319999,,"",,,,,,"DC PROFILE",,,
"62506500000257","Nodes","257",21.000000,39.281121,"DDS demands","Known Flow",244207.130000,618577.740000,,0.000000,,,,,-6.199999,,,,,-5.544150,-6.199999,,"",,,,,"D1 PROFILE",,,,
"62506500000055","Nodes","55",21.000000,34.001725,"DDS demands","Known Flow",244294.880000,618548.615000,,0.000000,,,,,-16.110000,,,,,-14.405850,-16.110000,,"",,,,,"D1 PROFILE",,,,
"62506500000050","Nodes","50",21.000000,39.119487,"DDS demands","Known Flow",244273.505000,618623.365000,,0.000000,-6.000000,,,,-33.180000,,,,,-35.035458,-39.179999,,"","C1 PROFILE",,,,"D1 PROFILE",,,,
"62506500000056","Nodes","56",21.000000,28.645689,"DDS demands","Known Flow",244467.755000,618593.115000,,0.000000,,,,,-17.389999,,,,,-15.550448,-17.389999,,"",,,,,"D1 PROFILE",,,,
"62506500000240","Nodes","240",21.000000,33.566361,"Default Known Flow Node","Known Flow",244434.880000,618666.865000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000072","Nodes","72",21.000000,19.502544,"DDS demands","Known Flow",244379.039689,618781.971130,,0.000000,,,,,-7.479999,,,,,-6.688749,-7.479999,,"",,,,,"D1 PROFILE",,,,
"62506500000074","Nodes","74",21.000000,19.528580,"DDS demands","Known Flow",244372.162230,618862.033202,,0.000000,,,,,-5.119999,,,,,-4.578395,-5.119999,,"",,,,,"D1 PROFILE",,,,
"62506500000051","Nodes","51",21.000000,33.189207,"DDS demands","Known Flow",244446.956814,618670.373690,,0.000000,,,,,-27.609999,,,,,-24.689356,-27.609999,,"",,,,,"D1 PROFILE",,,,
"62506500000088","Nodes","88",21.000000,33.507863,"DDS demands","Known Flow",244448.505000,618615.615000,,0.000000,,,,,-3.970000,,,,,-3.550045,-3.970000,,"",,,,,"D1 PROFILE",,,,
"62506500000070","Nodes","70",21.000000,28.417085,"DDS demands","Known Flow",244503.630000,618607.865000,,0.000000,,,,,-7.880000,,,,,-7.046437,-7.880000,,"",,,,,"D1 PROFILE",,,,
"62506500000052","Nodes","52",21.000000,30.806818,"DDS demands","Known Flow",244466.509057,618675.616529,,0.000000,,,,,-18.740000,,,,,-16.757644,-18.740000,,"",,,,,"D1 PROFILE",,,,
"62506500000053","Nodes","P07113846, OLD TOLL YARD, 36.65",24.000000,24.911863,"CSEP DDS Matched","Known Flow",244583.255000,618704.990000,,0.000000,,,-5.160000,,-2.789999,-36.650000,0.000000,-23.190000,,-60.619033,-67.790002,,"",,,"C4 PROFILE",,"D1 PROFILE","DC PROFILE","DH PROFILE","I2 PROFILE",
"62506500000256","Nodes","277",21.000000,42.993586,"Default Known Flow Node","Known Flow",244123.868043,618456.218690,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000092","Nodes","P08117115,  REID PLACE, 25.02",22.999998,20.781924,"CSEP DDS Matched","Known Flow",244664.037262,618568.963468,,0.000000,,,,,,-25.020001,,,,-22.373333,-25.020001,,"",,,,,,"DC PROFILE",,,
"62506500000041","Nodes","41",21.000000,32.191721,"DDS demands","Known Flow",244520.946991,618532.581910,,0.000000,,,,,-14.900000,,,,,-13.323847,-14.900000,,"",,,,,"D1 PROFILE",,,,
"62506500000225","Nodes","225",21.000000,26.983672,"Default Known Flow Node","Known Flow",244583.505000,618521.365000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000242","Nodes","242",21.000000,27.072242,"Default Known Flow Node","Known Flow",244573.380000,618528.240000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000054","Nodes","54",21.000000,24.032407,"DDS demands","Known Flow",244621.505000,618610.865000,,0.000000,,,,,-4.249999,,,,,-3.800425,-4.249999,,"",,,,,"D1 PROFILE",,,,
"62506500000068","Nodes","68",21.000000,20.338978,"DDS demands","Known Flow",244699.993629,618538.834111,,0.000000,,,-8.140000,,-4.730000,,,,,-11.508585,-12.870000,,"",,,"C4 PROFILE",,"D1 PROFILE",,,,
"62506500000084","Nodes","84",21.000000,28.414654,"DDS demands","Known Flow",244494.630000,618626.365000,,0.000000,,,,,-1.190000,,,,,-1.064119,-1.190000,,"",,,,,"D1 PROFILE",,,,
"62506500000096","Nodes","96",21.000000,24.427910,"DDS demands","Known Flow",244633.025552,618693.352295,,0.000000,,,,,-8.449999,,,,,-7.556141,-8.449999,,"",,,,,"D1 PROFILE",,,,
"62506500000076","Nodes","76",21.000000,36.451463,"DDS demands","Known Flow",243856.450991,618484.604343,,0.000000,,,,,-9.609999,,,,,-8.593433,-9.609999,,"",,,,,"D1 PROFILE",,,,
"62506500000217","Nodes","217",21.000000,36.890623,"Default Known Flow Node","Known Flow",243864.197671,618492.014211,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000239","Nodes","239",21.000000,37.861268,"Default Known Flow Node","Known Flow",243869.698937,618528.726741,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000224","Nodes","224",21.000000,16.388445,"DDS demands","Known Flow",244510.755000,618234.615000,,0.000000,-13.709999,,,,,,,,,-12.259727,-13.709999,,"","C1 PROFILE",,,,,,,,
"62506500000247","Nodes","247",21.000000,16.468131,"Default Known Flow Node","Known Flow",244518.880000,618231.490000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000079","Nodes","79",21.000000,36.173737,"DDS demands","Known Flow",243804.918724,618426.223562,,0.000000,,,,,-5.519999,,,,,-4.936082,-5.519999,,"",,,,,"D1 PROFILE",,,,
"62506500000080","Nodes","80",21.000000,35.826940,"DDS demands","Known Flow",243859.370030,618454.515786,,0.000000,,,,,-4.190000,,,,,-3.746773,-4.190000,,"",,,,,"D1 PROFILE",,,,
"62506500000078","Nodes","78",21.000000,34.852884,"Default Known Flow Node","Known Flow",243846.122083,618413.536969,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000036","Nodes","36",21.000000,30.440949,"DDS demands","Known Flow",244433.020867,618355.309013,,0.000000,,,-0.019999,,-6.520000,,,,,-5.848185,-6.540000,,"",,,"C4 PROFILE",,"D1 PROFILE",,,,
"62506500000252","Nodes","252",21.000000,25.320812,"Default Known Flow Node","Known Flow",244608.505000,618462.365000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000216","Nodes","216",21.000000,25.320812,"Default Known Flow Node","Known Flow",244623.130000,618447.615000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000251","Nodes","251",21.000000,25.320812,"Default Known Flow Node","Known Flow",244622.505000,618448.115000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000238","Nodes","238",21.000000,34.056249,"DDS demands","Known Flow",244366.755000,618517.740000,,0.000000,,,,,-1.019999,,,,,-0.912102,-1.019999,,"",,,,,"D1 PROFILE",,,,
"62506500000212","Nodes","212",21.000000,34.056477,"Default Known Flow Node","Known Flow",244370.130000,618490.240000,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000214","Nodes","214",21.000000,32.800977,"Default Known Flow Node","Known Flow",244474.333256,618502.493202,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000220","Nodes","220",21.000000,32.800977,"Default Known Flow Node","Known Flow",244474.808534,618501.213609,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000222","Nodes","222",21.000000,32.757095,"Default Known Flow Node","Known Flow",244476.855882,618499.239380,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000227","Nodes","227",21.000000,36.241463,"Default Known Flow Node","Known Flow",244278.128933,618456.646772,,0.000000,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,
"62506500000059","Nodes","59",21.000000,15.091700,"DDS demands","Known Flow",244730.788383,618199.619485,,0.000000,,,,,-18.479999,,,,,-16.525146,-18.479999,,"",,,,,"D1 PROFILE",,,,
"62506500000097","Nodes","97",21.000000,10.239118,"DDS demands","Known Flow",244700.598996,618123.241290,,0.000000,,,,,-9.920000,,,,,-8.870642,-9.920000,,"",,,,,"D1 PROFILE",,,,
"62506500000082","Nodes","14756/01, PETTOCH ROAD, 112.52",35.000000,34.543156,"CSEP DDS Matched","Known Flow",243833.323220,618399.278586,,0.000000,,,,,-12.359999,-112.519999,,,,-111.669932,-124.879997,,"",,,,,"D1 PROFILE","DC PROFILE",,,
"62506500000025","Nodes","25",21.000000,40.684515,"DDS demands","Known Flow",243957.380000,618533.990000,,0.000000,,,,,-13.529999,,,,,-12.098767,-13.529999,,"",,,,,"D1 PROFILE",,,,
"62506500000075","Nodes","75",21.000000,40.455783,"DDS demands","Known Flow",243960.505000,618539.615000,,0.000000,,,,,-14.029999,,,,,-12.545876,-14.029999,,"",,,,,"D1 PROFILE",,,,
"62506500000243","Nodes","243",21.000000,13.133792,"DDS demands","Known Flow",244469.190272,618132.244399,,0.000000,,-93.900000,,,,,,,,-83.967065,-93.900000,,"",,"C2 PROFILE",,,,,,,
