"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeFlowByCategory(PL-PL)","NodeThermalFlow","NodeResultFlow","NodeFlowByCategory(TT)","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)","NodeFlowProfileNameByCategory(PL-PL)","NodeFlowProfileNameByCategory(TT)"
"625009-264","Nodes","-264","21.000000","20.311818","Default Known Flow Node","Known Flow","232587.177647","632149.818759","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000718","Nodes","718","21.000000","28.396744","DDS demands","Known Flow","232771.829496","632005.699184","","0.000000","","","","","-17.639999","","","","","","","-15.774003","-17.639999","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000717","Nodes","717","21.000000","26.479180","Default Known Flow Node","Known Flow","232802.079504","632080.574204","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000714","Nodes","714","21.000000","27.445052","DDS demands","Known Flow","232861.454520","632243.074249","","0.000000","","","","","-16.410000","","","","","","","-14.674116","-16.410000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000854","Nodes","854","21.000000","27.444417","DDS demands","Known Flow","232865.579521","632275.074257","","0.000000","","","","","-1.490000","","","","","","","-1.332384","-1.490000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000700","Nodes","700","21.000000","22.134918","DDS demands","Known Flow","232724.579483","632386.199288","","0.000000","","0.000000","","0.000000","-2.980000","","","","","","","-2.664769","-2.980000","","","","","C2 PROFILE","","C4 PROFILE","D1 PROFILE","","","","","","",""
"62500900000701","Nodes","701","21.000000","22.132015","DDS demands","Known Flow","232714.704480","632354.574279","","0.000000","","","","","-1.120000","","","","","","","-1.001524","-1.120000","","","","","","","","D1 PROFILE","","","","","","",""
"625009-1462763","Nodes","-1462763","21.000000","22.178649","Default Known Flow Node","Known Flow","232733.829485","632418.949296","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000699","Nodes","699","21.000000","22.214240","DDS demands","Known Flow","232753.704491","632377.574285","","0.000000","","","","","-18.100000","","","","","","","-16.185344","-18.100000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000621","Nodes","621","21.000000","22.844300","DDS demands","Known Flow","232769.079495","632434.449301","","0.000000","","","","","-10.390000","","","","","","","-9.290924","-10.390000","","","","","","","","D1 PROFILE","","","","","","",""
"625009-1462563","Nodes","-1462563","21.000000","20.311818","Default Known Flow Node","Known Flow","232562.204439","632126.199217","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000697","Nodes","697","21.000000","24.101668","DDS demands","Known Flow","232783.329499","632494.949317","","0.000000","","","","","-7.010000","","","","","","","-6.268467","-7.010000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000713","Nodes","713","21.000000","27.872738","DDS demands","Known Flow","232904.704532","632066.949201","","0.000000","","","","","-7.400000","","","","","","","-6.617212","-7.400000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000061","Nodes","61","21.000000","38.322028","DDS demands","Known Flow","232543.954434","632018.574188","","0.000000","","","","","-2.440000","","","","","","","-2.181891","-2.440000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000302","Nodes","302","21.000000","31.875591","DDS demands","Known Flow","233379.954661","632199.074237","","0.000000","","","","","-15.789999","","","","","","","-14.119700","-15.789999","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000301","Nodes","301","21.000000","31.921530","DDS demands","Known Flow","233471.204686","632247.324250","","0.000000","","","","","-10.970000","","","","","","","-9.809570","-10.970000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000305","Nodes","305","21.000000","32.744111","DDS demands","Known Flow","233400.329667","632140.949221","","0.000000","","","","","-4.709999","","","","","","","-4.211766","-4.709999","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000304","Nodes","304","21.000000","32.745757","DDS demands","Known Flow","233431.579675","632127.324217","","0.000000","","","","","-19.229999","","","","","","","-17.195810","-19.229999","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000808","Nodes","808","21.000000","30.694230","Default Known Flow Node","Known Flow","233429.454675","632389.574289","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000559","Nodes","559","21.000000","30.737407","DDS demands","Known Flow","233495.054687","632414.118152","","0.000000","","","","","-24.020000","","","","","","","-21.479113","-24.020000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000300","Nodes","300","21.000000","31.919748","DDS demands","Known Flow","233498.454693","632262.699254","","0.000000","","","","","-5.110000","","","","","","","-4.569453","-5.110000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000306","Nodes","306","21.000000","33.817295","DDS demands","Known Flow","233481.704689","632013.699186","","0.000000","","","","","-17.540001","","","","","","","-15.684583","-17.540001","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000330","Nodes","330","21.000000","33.769864","DDS demands","Known Flow","233456.885682","631991.401180","","0.000000","","","","","-7.690000","","","","","","","-6.876535","-7.690000","","","","","","","","D1 PROFILE","","","","","","",""
"625009-1462681","Nodes","-1462681","21.000000","30.737407","Default Known Flow Node","Known Flow","233498.704693","632416.199296","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-887","Nodes","-887","21.000000","35.678596","Default Known Flow Node","Known Flow","233549.079707","632056.199198","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000318","Nodes","318","21.000000","32.541440","DDS demands","Known Flow","233580.204716","632143.324221","","0.000000","","","","","-34.410000","","","","","","","-30.770039","-34.410000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000064","Nodes","64","21.000000","35.838862","DDS demands","Known Flow","233759.704764","632022.824189","","0.000000","","","","","-36.720000","","","","","","","-32.835681","-36.720000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000303","Nodes","303","21.000000","32.024886","DDS demands","Known Flow","233503.704695","632185.199233","","0.000000","","","","","-11.190000","","","","","","","-10.006298","-11.190000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000065","Nodes","65","21.000000","35.838858","DDS demands","Known Flow","233751.954762","632046.824195","","0.000000","","","","","-0.910000","","","","","","","-0.813738","-0.910000","","","","","","","","D1 PROFILE","","","","","","",""
"625009-1462957","Nodes","-1462957","21.000000","26.602390","Default Known Flow Node","Known Flow","233756.579764","632287.199261","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-905","Nodes","-905","21.000000","26.602390","Default Known Flow Node","Known Flow","233769.454767","632264.324254","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000569","Nodes","569","21.000000","30.539037","DDS demands","Known Flow","233650.954735","632445.824304","","0.000000","","","","","-10.560000","","","","","","","-9.442941","-10.560000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000567","Nodes","567","21.000000","30.652464","DDS demands","Known Flow","233657.204736","632409.949294","","0.000000","","","","","-12.010000","","","","","","","-10.739556","-12.010000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000568","Nodes","568","21.000000","30.236292","DDS demands","Known Flow","233590.954718","632396.699290","","0.000000","","","","","-9.109999","","","","","","","-8.146324","-9.109999","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000560","Nodes","560","21.000000","30.966213","DDS demands","Known Flow","233619.329726","632315.199268","","0.000000","","","","","-12.029999","","","","","","","-10.757440","-12.029999","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000558","Nodes","558","21.000000","31.223168","DDS demands","Known Flow","233585.954717","632279.449259","","0.000000","","","","","-12.260000","","","","","","","-10.963111","-12.260000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000561","Nodes","561","21.000000","28.183349","DDS demands","Known Flow","233674.454741","632265.824255","","0.000000","","","","","-9.310000","","","","","","","-8.325168","-9.310000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000316","Nodes","316","21.000000","31.419563","DDS demands","Known Flow","233560.704710","632247.699250","","0.000000","","","","","-7.020000","","","","","","","-6.277409","-7.020000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000317","Nodes","317","21.000000","31.737161","DDS demands","Known Flow","233536.079704","632214.199241","","0.000000","","","","","-6.610000","","","","","","","-5.910780","-6.610000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000562","Nodes","562","21.000000","28.066359","DDS demands","Known Flow","233715.954752","632323.824271","","0.000000","","","","","-17.120000","","","","","","","-15.309011","-17.120000","","","","","","","","D1 PROFILE","","","","","","",""
"625009-1462858","Nodes","-1462858","21.000000","28.109738","Default Known Flow Node","Known Flow","233729.204756","632351.699278","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-911","Nodes","-911","21.000000","28.109738","Default Known Flow Node","Known Flow","233727.454756","632314.199268","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000563","Nodes","563","21.000000","26.799422","DDS demands","Known Flow","233708.329750","632214.949241","","0.000000","","","","","-7.960000","","","","","","","-7.117974","-7.960000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000307","Nodes","307","21.000000","32.480301","DDS demands","Known Flow","233493.704692","632090.324207","","0.000000","","","","","-9.159999","","","","","","","-8.191036","-9.159999","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000565","Nodes","565","21.000000","26.533316","DDS demands","Known Flow","233723.204754","632187.199233","","0.000000","","-41.839999","","","-2.529999","","","","","","","-39.676446","-44.369997","","","","","C2 PROFILE","","","D1 PROFILE","","","","","","",""
"62500900000564","Nodes","564","21.000000","26.602390","DDS demands","Known Flow","233774.579768","632249.824250","","0.000000","","","","","-14.900000","","","","","","","-13.323847","-14.900000","","","","","","","","D1 PROFILE","","","","","","",""
"625009-1462692","Nodes","-1462692","21.000000","26.576808","Default Known Flow Node","Known Flow","233738.579759","632193.199235","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000807","Nodes","807","21.000000","26.127195","DDS demands","Known Flow","233845.454788","632295.699263","","0.000000","","","","","-10.479999","","","","","","","-9.371402","-10.479999","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000066","Nodes","66","21.000000","35.924481","Default Known Flow Node","Known Flow","233897.204802","632086.324206","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000571","Nodes","571","21.000000","30.332682","DDS demands","Known Flow","233618.704726","632493.699317","","0.000000","","","","","-9.249999","","","","","","","-8.271515","-9.249999","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000572","Nodes","572","21.000000","30.144109","DDS demands","Known Flow","233581.079716","632463.699309","","0.000000","","","","","-7.550000","","","","","","","-6.751345","-7.550000","","","","","","","","D1 PROFILE","","","","","","",""
"625009-1462733","Nodes","-1462733","21.000000","28.109738","Default Known Flow Node","Known Flow","233748.329761","632296.449263","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000319","Nodes","319","21.000000","35.675021","DDS demands","Known Flow","233562.079711","632066.324201","","0.000000","","","","","-10.320000","","","","","","","-9.228329","-10.320000","","","","","","","","D1 PROFILE","","","","","","",""
"625009-1462471","Nodes","-1462471","21.000000","35.678596","Default Known Flow Node","Known Flow","233542.704705","632051.199196","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-4904598","Nodes","-4904598","21.000000","37.105259","Default Known Flow Node","Known Flow","234479.826327","631998.951825","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-882","Nodes","-882","21.000000","37.062428","Default Known Flow Node","Known Flow","234439.704949","632003.574183","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-925","Nodes","-925","21.000000","30.248787","Default Known Flow Node","Known Flow","232864.270558","632510.805454","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000698","Nodes","698","21.000000","23.979319","DDS demands","Known Flow","232737.204486","632501.574319","","0.000000","","","","","-5.110000","","","","","","","-4.569453","-5.110000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000894","Nodes","894","21.000000","32.510673","DDS demands","Known Flow","232711.954479","632956.199443","","0.000000","","","","","-9.029999","","","","","","","-8.074787","-9.029999","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000895","Nodes","895","21.000000","31.800457","DDS demands","Known Flow","232725.204483","632866.949418","","0.000000","","","","","-13.189999","","","","","","","-11.794733","-13.189999","","","","","","","","D1 PROFILE","","","","","","",""
"625009-1462598","Nodes","-1462598","21.000000","30.563520","Default Known Flow Node","Known Flow","232633.329458","632773.449393","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-970","Nodes","-970","21.000000","30.563520","Default Known Flow Node","Known Flow","232636.454459","632772.824393","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-924","Nodes","-924","21.000000","28.438107","Default Known Flow Node","Known Flow","232709.079479","632504.824320","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000059","Nodes","59","21.000000","28.398271","DDS demands","Known Flow","232723.579482","632602.574346","","0.000000","","","","","-14.869999","","","","","","","-13.297020","-14.869999","","","","","","","","D1 PROFILE","","","","","","",""
"625009-980","Nodes","-980","21.000000","38.312946","Default Known Flow Node","Known Flow","232831.579512","632864.824418","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-1462477","Nodes","-1462477","21.000000","38.270399","Default Known Flow Node","Known Flow","232796.204502","632872.824420","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000691","Nodes","691","21.000000","38.127940","DDS demands","Known Flow","232875.329524","632871.199420","","0.000000","","","","","-9.970000","","","","","","","-8.915352","-9.970000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000063","Nodes","63","21.000000","28.418963","DDS demands","Known Flow","232649.964441","632513.883965","","0.000000","","","","","-31.760001","","","","","","","-28.400360","-31.760001","","","","","","","","D1 PROFILE","","","","","","",""
"625009-928","Nodes","-928","21.000000","28.428910","Default Known Flow Node","Known Flow","232648.079462","632514.199322","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-926","Nodes","-926","21.000000","27.807989","Default Known Flow Node","Known Flow","232617.829454","632512.699322","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000058","Nodes","58","21.000000","28.243425","DDS demands","Known Flow","232808.204505","632666.949364","","0.000000","","","","","-15.299999","","","","","","","-13.681533","-15.299999","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000057","Nodes","57","21.000000","28.974555","DDS demands","Known Flow","232791.204501","632675.199366","","0.000000","","","","","-10.119999","","","","","","","-9.049484","-10.119999","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000797","Nodes","797","21.000000","28.931289","Default Known Flow Node","Known Flow","232803.079504","632673.574366","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000795","Nodes","795","21.000000","30.337807","DDS demands","Known Flow","232823.329510","632735.949383","","0.000000","","","","","-6.579999","","","","","","","-5.883953","-6.579999","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000055","Nodes","55","21.000000","30.441106","DDS demands","Known Flow","232637.704459","632764.824391","","0.000000","","","","","-15.550000","","","","","","","-13.905088","-15.550000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000056","Nodes","56","21.000000","29.369639","DDS demands","Known Flow","232672.704469","632693.324371","","0.000000","","","","","-29.750000","","","","","","","-26.602983","-29.750000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000794","Nodes","62500900000794","0.000000","26.003281","DDS demands","Known Flow","232797.250242","632577.990730","","0.000000","","","","","-9.100000","","","","","","","-8.137383","-9.100000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000050","Nodes","50","21.000000","32.629819","DDS demands","Known Flow","232548.329435","632941.824439","","0.000000","","","","","-31.260000","","","","","","","-27.953252","-31.260000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000051","Nodes","51","21.000000","38.346804","Default Known Flow Node","Known Flow","232808.269665","632980.403390","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000792","Nodes","792","21.000000","32.554366","DDS demands","Known Flow","232550.204435","632933.949437","","0.000000","","","-11.239999","","-24.049998","","","","","","","-31.556948","-35.289997","","","","","","C3 PROFILE","","D1 PROFILE","","","","","","",""
"62500900000793","Nodes","793","21.000000","32.553629","Default Known Flow Node","Known Flow","232863.704521","632977.949449","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-1462836","Nodes","-1462836","21.000000","31.714441","Default Known Flow Node","Known Flow","232645.079461","632854.949415","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-1462853","Nodes","-1462853","21.000000","31.843472","Default Known Flow Node","Known Flow","232774.954496","632873.699420","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000690","Nodes","690","21.000000","38.434770","DDS demands","Known Flow","232828.704511","632888.324424","","0.000000","","","","","-6.919999","","","","","","","-6.187987","-6.919999","","","","","","","","D1 PROFILE","","","","","","",""
"625009-984","Nodes","-984","21.000000","38.455495","Default Known Flow Node","Known Flow","232822.454509","632927.824435","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000689","Nodes","689","21.000000","38.529977","DDS demands","Known Flow","232814.454507","632974.199448","","0.000000","","","","","-30.100001","","","","","","","-26.915959","-30.100001","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000910","Nodes","910","21.000000","38.653952","DDS demands","Known Flow","232827.329511","632975.949448","","0.000000","-23.920000","","","","","","","","","","","-21.389692","-23.920000","","","","C1 PROFILE","","","","","","","","","","",""
"62500900000052","Nodes","52","21.000000","38.341166","DDS demands","Known Flow","232816.134508","632981.408450","","0.000000","","","","","-9.980000","","","","","","","-8.924294","-9.980000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000053","Nodes","53","21.000000","38.340102","DDS demands","Known Flow","232860.204520","632988.199451","","0.000000","","","","","-3.329999","","","","","","","-2.977745","-3.329999","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000685","Nodes","685","21.000000","27.266466","DDS demands","Known Flow","232602.454450","632488.324315","","0.000000","-10.729999","","","","-8.579999","","","","","","","-17.267347","-19.310000","","","","C1 PROFILE","","","","D1 PROFILE","","","","","","",""
"62500900000001","Nodes","1","21.000000","38.195095","Default Known Flow Node","Known Flow","232919.954536","632987.699451","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-1462623","Nodes","-1462623","21.000000","38.195095","Default Known Flow Node","Known Flow","232922.329537","632987.074451","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000798","Nodes","798","21.000000","28.981509","DDS demands","Known Flow","232841.079514","632697.199372","","0.000000","","","","","-2.959999","","","","","","","-2.646885","-2.959999","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000796","Nodes","796","21.000000","30.327531","DDS demands","Known Flow","232885.079526","632636.574356","","0.000000","","","","","-11.029999","","","","","","","-9.863223","-11.029999","","","","","","","","D1 PROFILE","","","","","","",""
"625009-1004","Nodes","-1004","21.000000","38.252847","Default Known Flow Node","Known Flow","232910.454533","632990.949452","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-998","Nodes","-998","21.000000","38.959525","Default Known Flow Node","Known Flow","232825.829510","632987.324451","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-1462884","Nodes","-1462884","21.000000","30.248787","Default Known Flow Node","Known Flow","232833.704512","632518.074323","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"625009-1002","Nodes","-1002","21.000000","38.959525","Default Known Flow Node","Known Flow","232824.079510","632989.574452","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000911","Nodes","Hillhouse Road DG, GCM, Clocked, Site ID 3181","21.000000","39.000000","Default Known Pressure Node","Known Pressure","232824.329510","632987.074451","","999998.967025","","","","","","","","","","","","1170.985043","1309.507436","","","","","","","","","","","","","","",""
"625009-985","Nodes","-985","21.000000","37.898509","Default Known Flow Node","Known Flow","232975.204551","632935.824437","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000684","Nodes","684","21.000000","37.707319","DDS demands","Known Flow","232946.329543","632855.449415","","0.000000","","","","","-4.949999","","","","","","","-4.426378","-4.949999","","","","","","","","D1 PROFILE","","","","","","",""
"625009-1462906","Nodes","-1462906","21.000000","37.855905","Default Known Flow Node","Known Flow","232971.079550","632916.324432","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000683","Nodes","683","21.000000","35.014116","DDS demands","Known Flow","232971.204550","632878.449422","","0.000000","","","","","-18.040000","","","","","","","-16.131691","-18.040000","","","","","","","","D1 PROFILE","","","","","","",""
"625009-982","Nodes","-982","21.000000","36.589804","Default Known Flow Node","Known Flow","233076.704579","632885.824424","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000887","Nodes","887","21.000000","24.902143","DDS demands","Known Flow","233193.454610","632758.449389","","0.000000","","","","","-4.880000","","","","","","","-4.363783","-4.880000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000886","Nodes","886","21.000000","25.025598","DDS demands","Known Flow","233212.079615","632681.824368","","0.000000","","","","","-22.819999","","","","","","","-20.406053","-22.819999","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000623","Nodes","623","21.000000","28.557004","DDS demands","Known Flow","233354.204654","632620.949351","","0.000000","","","","","-9.340000","","","","","","","-8.351995","-9.340000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000624","Nodes","624","21.000000","28.522179","DDS demands","Known Flow","233290.954637","632576.949339","","0.000000","","","","","-7.900000","","","","","","","-7.064321","-7.900000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000880","Nodes","880","21.000000","26.907720","Default Known Flow Node","Known Flow","233431.079675","632713.574377","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000881","Nodes","881","21.000000","26.932865","DDS demands","Known Flow","233496.829693","632761.949390","","0.000000","","","","","-1.090000","","","","","","","-0.974697","-1.090000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000627","Nodes","627","21.000000","26.916042","DDS demands","Known Flow","233489.329691","632772.824393","","0.000000","","","","","-4.320000","","","","","","","-3.863021","-4.320000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000883","Nodes","883","21.000000","25.812760","DDS demands","Known Flow","233320.204645","632783.699396","","0.000000","","","","","-0.860000","","","","","","","-0.769027","-0.860000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000884","Nodes","884","21.000000","25.764195","DDS demands","Known Flow","233280.454634","632825.324407","","0.000000","","","","","-1.120000","","","","","","","-1.001524","-1.120000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000882","Nodes","882","21.000000","25.847728","DDS demands","Known Flow","233339.454650","632768.699392","","0.000000","","","","","-4.730000","","","","","","","-4.229650","-4.730000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000885","Nodes","885","21.000000","25.743291","DDS demands","Known Flow","233313.704643","632716.324377","","0.000000","","","","","-0.649999","","","","","","","-0.581241","-0.649999","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000879","Nodes","P08120215, Deveron Road, 108 SCMH.","25.000000","25.812873","CSEP DDS Matched","Known Flow","233336.014769","632771.535784","","0.000000","","","","","","-102.309998","","","","","","-91.487430","-102.309998","","","","","","","","","DC PROFILE","","","","","",""
"62500900000626","Nodes","626","21.000000","26.914803","DDS demands","Known Flow","233406.454668","632721.949379","","0.000000","","","","","-11.340000","","","","","","","-10.140432","-11.340000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000888","Nodes","888","21.000000","25.535463","DDS demands","Known Flow","233197.204611","632773.574393","","0.000000","","","","","-8.770000","","","","","","","-7.842291","-8.770000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000889","Nodes","889","21.000000","25.337335","DDS demands","Known Flow","233241.204623","632860.824417","","0.000000","","","","","-5.280000","","","","","","","-4.721470","-5.280000","","","","","","","","D1 PROFILE","","","","","","",""
"625009-934","Nodes","-934","21.000000","28.522179","Default Known Flow Node","Known Flow","233275.329633","632560.574335","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000641","Nodes","641","21.000000","28.670879","DDS demands","Known Flow","233350.829653","632537.949329","","0.000000","","","","","-7.349999","","","","","","","-6.572501","-7.349999","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000642","Nodes","642","21.000000","28.584857","DDS demands","Known Flow","233310.204642","632533.449328","","0.000000","","","","","-4.269999","","","","","","","-3.818310","-4.269999","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000640","Nodes","640","21.000000","28.721805","DDS demands","Known Flow","233379.579661","632590.324343","","0.000000","","","","","-5.630000","","","","","","","-5.034446","-5.630000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000638","Nodes","638","21.000000","29.057082","DDS demands","Known Flow","233438.079677","632573.949339","","0.000000","","","","","-6.900000","","","","","","","-6.170103","-6.900000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000625","Nodes","625","21.000000","28.455733","DDS demands","Known Flow","233348.954653","632649.449359","","0.000000","","","","","-8.590000","","","","","","","-7.681332","-8.590000","","","","","","","","D1 PROFILE","","","","","","",""
"62500900000693","Nodes","693","21.000000","28.742320","DDS demands","Known Flow","233409.829669","632524.324325","","0.000000","","","","","-6.740000","","","","","","","-6.027028","-6.740000","","","","","","","","D1 PROFILE","","","","","","",""
"625009-1462894","Nodes","-1462894","21.000000","28.499067","Default Known Flow Node","Known Flow","233377.079660","632653.699360","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
"62500900000639","Nodes","639","21.000000","28.707405","DDS demands","Known Flow","233396.079665","632501.324319","","0.000000","","","","","-14.999999","","","","","","","-13.413268","-14.999999","","","","","","","","D1 PROFILE","","","","","","",""
"625009-1462961","Nodes","-1462961","21.000000","28.707405","Default Known Flow Node","Known Flow","233360.954656","632475.449312","","0.000000","","","","","","","","","","","","0.000000","0.000000","","","","","","","","","","","","","","",""
