"NAME","TYPE","FlowCategoryTotalVolumetricFlow","FlowCategoryTotalThermalFlow","FlowCategoryMultiplier","FlowCategoryType","CategoryActive"
"Base Volumetric","Flow Categories","0.000000","0.000000","1.000000","Volumetric","-1.000000"
"Base Thermal","Flow Categories","","","1.000000","Thermal","-1.000000"
"D1","Flow Categories","-4639.250009","0.000000","1.000000","Volumetric","-1.000000"
"C4","Flow Categories","-114.770002","0.000000","1.000000","Volumetric","-1.000000"
"C1","Flow Categories","-503.560002","0.000000","1.000000","Volumetric","-1.000000"
"I2","Flow Categories","-198.359996","0.000000","1.000000","Volumetric","-1.000000"
"C2","Flow Categories","-437.640000","0.000000","1.000000","Volumetric","-1.000000"
"DC","Flow Categories","-184.119998","0.000000","1.000000","Volumetric","-1.000000"
"CC","Flow Categories","-29.530001","0.000000","1.000000","Volumetric","-1.000000"
"C3","Flow Categories","-81.809998","0.000000","1.000000","Volumetric","-1.000000"
"Base Diversified Volumetric","Flow Categories","","","1.000000","Diversified Volumetric","-1.000000"
"Base Diversified Thermal","Flow Categories","","","1.000000","Diversified Thermal","-1.000000"
"PL-DC","Flow Categories","-81.700000","0.000000","1.000000","Volumetric","-1.000000"
