"NAME","TYPE","NodeDescription","NodeMinimumPressure","NodePressure","NodeSymbolName","NodeStatus","NodeXCoordinate","NodeYCoordinate","NodeFlowByCategory(Base Thermal)","NodeFlowByCategory(Base Volumetric)","NodeFlowByCategory(C1)","NodeFlowByCategory(C2)","NodeFlowByCategory(C3)","NodeFlowByCategory(C4)","NodeFlowByCategory(CC)","NodeFlowByCategory(CT)","NodeFlowByCategory(D1)","NodeFlowByCategory(DC)","NodeFlowByCategory(DM)","NodeFlowByCategory(I2)","NodeFlowByCategory(PL-AF)","NodeFlowByCategory(PL-DC)","NodeThermalFlow","NodeResultFlow","NodeFlowProfileNameByCategory(Base Thermal)","NodeFlowProfileNameByCategory(Base Volumetric)","NodeFlowProfileNameByCategory(C1)","NodeFlowProfileNameByCategory(C2)","NodeFlowProfileNameByCategory(C3)","NodeFlowProfileNameByCategory(C4)","NodeFlowProfileNameByCategory(CC)","NodeFlowProfileNameByCategory(CT)","NodeFlowProfileNameByCategory(D1)","NodeFlowProfileNameByCategory(DC)","NodeFlowProfileNameByCategory(DM)","NodeFlowProfileNameByCategory(I2)","NodeFlowProfileNameByCategory(PL-AF)","NodeFlowProfileNameByCategory(PL-DC)"
"80016000001099","Nodes","1099",21.000000,65.158632,"DDS demands","Known Flow",483937.147840,233600.965775,,0.000000,,,,,,,-1.620000,,,,,,-1.448633,-1.620000,,"",,,,,,,"D1 PROFILE",,,,,
"80016000001094","Nodes","1094",21.000000,66.305279,"DDS demands","Known Flow",483969.272848,233654.965790,,0.000000,,,,,,,-20.399999,,,-2.580000,,,-20.549127,-22.980000,,"",,,,,,,"D1 PROFILE",,,"I2 PROFILE",,
"80016000000001","Nodes","Hodge Lea DG, HODG, Constant Setting, Site ID 5281",21.000000,49.999998,"Default Known Pressure Node","Known Pressure",481386.147100,239873.717500,,999998.967025,,,,,,,,,,,,,244.575185,273.507376,,"",,,,,,,,,,,,
"80016000001249","Nodes","1249",21.000000,41.468852,"DDS demands","Known Flow",482122.599176,235851.822097,,0.000000,,,,,,,-3.930000,,,,,,-3.514276,-3.930000,,"",,,,,,,"D1 PROFILE",,,,,
"80016000001684","Nodes","1684",21.000000,65.073325,"Default Known Flow Node","Known Flow",483934.045511,233597.321473,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80016000001248","Nodes","1248",21.000000,67.182341,"Default Known Flow Node","Known Flow",482120.937018,236058.423579,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80016000006697","Nodes","P00047200/N1483, KINGSMEAD-SALTWOOD AVENUE, -203.35SCMH",52.000000,53.333304,"CSEP DDS Matched","Known Flow",482321.397767,234316.220225,,0.000000,,,,,,,,-203.350004,,,,,-181.839213,-203.350004,,"",,,,,,,,"DC PROFILE",,,,
"80016000001679","Nodes","P09120757/N0011384, KINGSMEAD SOUTH SNELSHALL STREET, -442.25SCMH",26.000000,69.726924,"CSEP DDS Matched","Known Flow",482385.022417,234146.590923,,0.000000,,,,,,,,-252.919997,,,,,-226.165588,-252.919997,,"",,,,,,,,"DC PROFILE",,,,
"80016000007605","Nodes","P00024234/PPS7486, SHENLEY COMMON FARM-WHADDON ROAD, -236.59SCMH",45.000000,53.180969,"CSEP DDS Matched","Known Flow",482315.522398,234317.339970,,0.000000,,,,,,,,-236.589998,,,,,-211.563021,-236.589998,,"",,,,,,,,"DC PROFILE",,,,
"80016000991293","Nodes","991293,",21.000000,59.530315,"DDS demands","Known Flow",483003.486698,232996.541727,,0.000000,,,,,,,,,,-51.929998,,,-46.436735,-51.929998,,"",,,,,,,,,,"I2 PROFILE",,
"80016000001677","Nodes","P00049966/P31040, GRANGE FARM SITE 3-DUNTHORNE WAY, -6.65SCMH",22.999998,49.679261,"CSEP DDS Matched","Known Flow",481935.131641,236776.065189,,0.000000,,,,,,,,-6.639999,,,,,-5.937606,-6.639999,,"",,,,,,,,"DC PROFILE",,,,
"80016000001183","Nodes","1183",21.000000,72.721085,"Default Known Flow Node","Known Flow",482065.897331,236346.091522,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80016000001664","Nodes","1664",21.000000,57.012390,"Default Known Flow Node","Known Flow",482102.206967,235970.385437,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80016000001496","Nodes","1496",21.000000,68.976668,"Default Known Flow Node","Known Flow",484223.385068,235662.203365,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80016000000671","Nodes","671",21.000000,68.391228,"DDS demands","Known Flow",484251.772925,235637.841329,,0.000000,,,,,,,-9.869999,,,,,,-8.825930,-9.869999,,"",,,,,,,"D1 PROFILE",,,,,
"80016000005672","Nodes","5672",21.000000,63.106921,"Default Known Flow Node","Known Flow",481677.748071,236539.469010,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80016000005671","Nodes","P00068773/31942, GRANGE FARM AREA 11-MORLAND DRIVE, -67.76SCMH",24.000000,63.047886,"CSEP DDS Matched","Known Flow",481746.073202,236578.623335,,0.000000,,,,,,,,-67.749998,,,,,-60.583261,-67.749998,,"",,,,,,,,"DC PROFILE",,,,
"80016000005625","Nodes","5625",21.000000,63.924796,"Default Known Flow Node","Known Flow",481777.522252,236616.341595,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80016000005268","Nodes","5268",21.000000,59.791718,"Default Known Flow Node","Known Flow",481695.126573,236766.011182,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80016000005624","Nodes","5624",21.000000,55.717860,"Default Known Flow Node","Known Flow",481553.522191,236822.216651,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80016000005623","Nodes","5623",21.000000,52.976484,"Default Known Flow Node","Known Flow",481555.110666,236842.737301,,0.000000,,,,,,,,,,,,,0.000000,0.000000,,"",,,,,,,,,,,,
"80016000014700","Nodes","14700",21.000000,55.749536,"DDS demands","Known Flow",481509.147179,236802.966646,,0.000000,,,,,,,-1.710000,,,,,,-1.529112,-1.710000,,"",,,,,,,"D1 PROFILE",,,,,
"80016000005629","Nodes","5629",21.000000,40.725011,"DDS demands","Known Flow",481827.244176,236909.199901,,0.000000,,,,,,,-11.239999,,,,,,-10.051008,-11.239999,,"",,,,,,,"D1 PROFILE",,,,,
